n_features,auc
213,0.9884568354120812
211,0.9884568354120812
209,0.9884568354120812
207,0.9884568354120812
205,0.9884568354120812
203,0.9884568354120812
201,0.9884568354120812
199,0.9884568354120812
197,0.9884568354120812
195,0.9884568354120812
193,0.9884568354120812
191,0.9884568354120812
189,0.9884568354120812
187,0.9884568354120812
185,0.9884568354120812
183,0.9884568354120812
181,0.9884568354120812
179,0.9884568354120812
177,0.9884568354120812
175,0.9884568354120812
173,0.9884568354120812
171,0.9884568354120812
169,0.9884568354120812
167,0.9884568354120812
165,0.9884568354120812
163,0.9884568354120812
161,0.9884568354120812
159,0.9884568354120812
157,0.9884568354120812
155,0.9884568354120812
153,0.9884568354120812
151,0.9884568354120812
149,0.9884568354120812
147,0.9884568354120812
145,0.9884568354120812
143,0.9884568354120812
141,0.9884568354120812
139,0.9884568354120812
137,0.9884568354120812
135,0.9884568354120812
133,0.9881307573163772
131,0.9897937556044673
129,0.9897937556044673
127,0.9879677182685254
125,0.9911306757968533
123,0.9913752343686314
121,0.9911469797016385
119,0.9904622157006604
117,0.9910654601777126
115,0.9899241868427489
113,0.9900383141762452
111,0.9897448438901117
109,0.9907230781772235
107,0.9905111274150159
105,0.9895655009374746
103,0.9911958914159942
101,0.9921252139887503
99,0.990853509415505
97,0.9903154805575936
95,0.9891415994130595
93,0.9903154805575936
91,0.9881470612211624
89,0.9888318252221406
87,0.98835901198337
85,0.9903480883671639
83,0.9912774109399202
81,0.991440449987772
79,0.9884079236977256
77,0.9894839814135485
75,0.9902502649384527
73,0.9908372055107197
71,0.9896307165566153
69,0.9878209831254585
67,0.9890111681747779
65,0.9900383141762452
63,0.9887992174125704
61,0.98795141436374
59,0.9879188065541697
57,0.9898915790331785
55,0.9899894024618896
53,0.9889785603652074
51,0.9880003260780957
49,0.9892883345561262
47,0.9878698948398141
45,0.9892883345561262
43,0.9898589712236081
41,0.990185049319312
39,0.9894676775087634
37,0.9893535501752669
35,0.9887340017934296
33,0.9909513328442162
31,0.9906252547485123
29,0.9886524822695035
27,0.9874296894106138
25,0.9864514551235021
23,0.9874459933153991
21,0.9824896062606994
19,0.9829298116898997
17,0.9833700171191
15,0.9859623379799461
13,0.9722018423412407
11,0.9658270155702291
9,0.9788375315888155
7,0.9608624765631371
5,0.9650362761881469
3,0.9768729110621994
1,0.8077035950110051
