n_features,rmse
139,15.40920578977706
137,15.40920578977706
135,15.40920578977706
133,15.40920578977706
131,15.40920578977706
129,15.40920578977706
127,15.40920578977706
125,15.40920578977706
123,15.40920578977706
121,15.40920578977706
119,15.40920578977706
117,15.40920578977706
115,15.40920578977706
113,15.40920578977706
111,15.40920578977706
109,15.425253539253607
107,15.503082224213925
105,15.390463553308248
103,15.411180683197358
101,15.480538311599233
99,15.5391302360671
97,15.40889552342161
95,15.430451789558093
93,15.60963087688054
91,15.550917320688644
89,15.577065271311076
87,15.80140998190325
85,15.825471669342791
83,15.807143942931198
81,15.850558123058931
79,15.711856787454945
77,15.492756371483674
75,15.5571792923765
73,15.107804390948463
71,15.515470071744632
69,15.30994212227594
67,15.16418384030941
65,14.915289584735694
63,15.097149260195799
61,15.501766840586221
59,15.615175776238203
57,15.419577104014452
55,15.255795521968448
53,15.16052143449551
51,15.125041938395055
49,15.951134498178906
47,15.822489569615273
45,14.933867585992287
43,15.183004678988727
41,15.704775188741298
39,15.497590484842508
37,16.27382531303389
35,16.437440722357366
33,15.77529622025324
31,16.170298248048212
29,15.936552680529937
27,15.318710635127337
25,15.122462185295651
23,14.995715754422035
21,14.729662505427429
19,14.518983891804972
17,15.00607411442785
15,16.25493738122362
13,16.20957232645584
11,17.747602918368116
9,18.711022475636206
7,18.77176464789722
5,19.433407245447146
3,29.482141578623118
1,33.693876284732234
