SMILES,MP-Measured,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
C=CCCCCCCCC,-66.3,3.694651596749811,3.694651596749811,1.2005208333333335,1.2005208333333335,0.3711511006880485,9.7,140.27,120.10999999999997,140.15650064,60,0,-0.03534129310993146,-0.10308297893627165,0.10308297893627165,0.03534129310993146,1.0,1.6,2.2,13.924979636384116,10.103471779693383,1.8609118100350823,-1.960667104264117,2.0584761108411946,-1.7630533860889304,4.646643452681374,0.6112666584803252,1.9671544718900458,2.7037899012453233,64.43856189774723,7.6568542494923815,7.234204518682006,7.234204518682006,4.914213562373096,4.523603362114273,4.523603362114273,2.845117222155994,2.845117222155994,1.7618016810571364,1.7618016810571364,1.0690052204847231,1.0690052204847231,-0.26,175.07674799821407,9.739999999999998,8.739999999999998,7.739999999999999,65.33412702521477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,45.10386542115455,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8694885601727,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8694885601727,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.94575136048208,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.551637377173092,5.948362622826908,0.0,0.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8.512759999999997,0,3.9230000000000027,48.190000000000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
C=CCCCCCCCCC,-49.2,3.7079160595597283,3.7079160595597283,1.2021604938271606,1.2021604938271606,0.36073349676483174,9.909090909090908,154.297,132.12099999999998,154.172150704,66,0,-0.03534129310992181,-0.10308297893627165,0.10308297893627165,0.03534129310992181,0.9090909090909091,1.4545454545454546,2.0,13.941088859358082,10.088174770755634,1.8770087496600263,-1.9759552571571366,2.0744947626973467,-1.7784394272070467,4.647038797959635,0.5920376544511295,2.0339309928768716,2.7376715685719475,74.10749561002055,8.36396103067893,7.941311299868554,7.941311299868554,5.414213562373096,5.023603362114272,5.023603362114272,3.1986706127492677,3.1986706127492677,2.011801681057136,2.011801681057136,1.2457819157813599,1.2457819157813599,-0.26,292.8860629742695,10.74,9.739999999999998,9.74,71.69906913961138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,51.524687044080565,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.29031018309871,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.29031018309871,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.36657298340809,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.030464537666917,5.969535462333081,0.0,0.8181818181818182,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9.509781818181818,0,4.313100000000003,52.80700000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
C=CCCCCCCCCC(=O)O,24.5,10.162267057687783,10.162267057687783,0.32604938271604933,-0.6743913285521328,0.44033516945280404,9.846153846153847,184.279,164.11899999999997,184.14632988,76,0,0.3028395565321837,-0.481230389785217,0.481230389785217,0.3028395565321837,1.0769230769230769,1.6153846153846154,2.1538461538461537,16.36512352450356,10.083954882786173,1.9529336611520471,-1.982165584357345,2.0788464006272713,-1.9287805948626695,5.660148786408263,-0.13665155338270427,2.0907917048139995,2.909286732659263,141.0257051333355,9.941311299868556,8.296773185832375,8.296773185832375,6.270055610029663,5.09778091450291,5.09778091450291,3.342409155972621,3.342409155972621,2.0488904572514546,2.0488904572514546,1.2720076409342727,1.2720076409342727,-0.79,673.2349289501078,12.21,9.29920606601249,11.21,80.65482499185119,5.106527394840706,0.0,0.0,0.0,0.0,5.9693052879518484,4.794537184071822,0.0,0.0,6.578935683598497,31.75930659853792,19.26246486877803,6.4208216229260096,0.0,9.901064578912528,5.9693052879518484,0.0,0.0,0.0,51.36657298340809,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,51.36657298340809,12.654955790432378,0.0,0.0,0.0,37.3,5.9693052879518484,4.794537184071822,0.0,0.0,6.4208216229260096,19.26246486877803,25.683286491704038,0.0,6.076020106833881,6.578935683598497,5.106527394840706,0.0,0.0,10.162267057687783,8.375068197044659,0.0,-0.6743913285521328,0.0,10.141662971101102,3.662059769385256,0.0,0.7272727272727273,13,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,9,0,0,0,0,0,8.734100466616347,0,3.3778000000000015,54.76880000000004,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
C=CCCCCCCCCC(=O)OC,-27.5,10.75254483546556,10.75254483546556,0.08642836558916978,-0.08642836558916978,0.32198636276143106,9.785714285714286,198.30599999999998,176.12999999999997,198.161979944,82,0,0.3050018388563536,-0.46899542782059145,0.46899542782059145,0.3050018388563536,1.1428571428571428,1.7142857142857142,2.2857142857142856,16.52294322292958,10.083608756785562,1.9801213921441072,-1.9991538974282996,2.0832737154272176,-1.9850999327596681,5.684585362997595,-0.14024962319008658,2.2131360457249243,2.984750350744548,152.40071895207583,10.648418081055103,9.25780788079628,9.25780788079628,6.808060412490448,5.486546552448726,5.486546552448726,3.524803225909346,3.524803225909346,2.266820031623171,2.266820031623171,1.3671815556947322,1.3671815556947322,-0.79,1228.290505377333,13.209999999999999,10.291900081900083,9.29920606601249,87.33907858355866,4.736862953800049,0.0,0.0,0.0,0.0,5.9693052879518484,4.794537184071822,0.0,0.0,6.578935683598497,31.75930659853792,19.26246486877803,6.4208216229260096,7.109797541277533,9.53140013787187,5.9693052879518484,0.0,0.0,0.0,51.36657298340809,7.109797541277533,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,13.079102829229381,9.53140013787187,0.0,51.36657298340809,12.654955790432378,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.9693052879518484,6.4208216229260096,19.26246486877803,32.79308403298157,0.0,6.076020106833881,11.315798637398547,0.0,4.559848823214624,0.0,10.75254483546556,0.0,0.0,-0.08642836558916978,0.0,10.813282914609573,3.685338040259681,1.442080418706397,0.75,14,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,9,0,0,0,0,0,9.711142862992864,0,3.4662000000000015,59.14900000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
C=CCCCCCCCCC(=O)OCC,-38.0,10.983794835465561,10.983794835465561,0.051706143366947455,-0.051706143366947455,0.3121258554446429,9.933333333333334,212.33299999999997,188.14099999999996,212.177630008,88,0,0.3052674256589853,-0.4659692078794496,0.4659692078794496,0.3052674256589853,1.1333333333333333,1.7333333333333334,2.3333333333333335,16.53179655457616,10.083460311430278,1.9956820378021067,-2.0146714685543854,2.0851115935474893,-2.0251281857220347,5.686570554436449,-0.14274175075335285,2.223069588549718,3.0396248294895454,163.9188881091498,11.355524862241651,9.964914661982828,9.964914661982828,7.308060412490448,6.074080177766223,6.074080177766223,3.753691782569634,3.753691782569634,2.3444743360046822,2.3444743360046822,1.4982759044423144,1.4982759044423144,-0.79,1949.6320291581028,14.21,11.285700227100682,11.13480754151516,93.70402069795527,4.736862953800049,0.0,0.0,0.0,0.0,5.9693052879518484,4.794537184071822,0.0,0.0,6.578935683598497,31.75930659853792,26.186202068468653,6.4208216229260096,6.606881964512918,9.53140013787187,5.9693052879518484,0.0,0.0,0.0,58.29031018309871,6.606881964512918,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,58.29031018309871,12.654955790432378,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.9693052879518484,13.027703587438928,19.26246486877803,25.683286491704038,0.0,12.999757306524504,6.578935683598497,4.736862953800049,4.851515489881291,0.0,10.983794835465561,0.0,0.0,-0.051706143366947455,0.0,10.844532914609577,6.0385295700771895,0.0,0.7692307692307693,15,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,10,0,0,0,0,0,10.691320015140045,0,3.8563000000000027,63.766000000000055,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
C=CCCCCCCCCCC,-35.2,3.7189927354091314,3.7189927354091314,1.2033333333333334,1.2033333333333334,0.34551355016017615,10.083333333333334,168.32399999999998,144.13199999999998,168.187800768,72,0,-0.0353412931099218,-0.10308297893627165,0.10308297893627165,0.0353412931099218,0.8333333333333334,1.3333333333333333,1.8333333333333333,13.95367087240143,10.076405855434638,1.8895671814559336,-1.9877331021564661,2.0870126440905286,-1.7902714052986017,4.647284161057678,0.5775380034502537,2.0983909613162415,2.76676462623148,84.03910001730776,9.071067811865477,8.648418081055102,8.648418081055102,5.914213562373096,5.523603362114272,5.523603362114272,3.552224003342541,3.552224003342541,2.261801681057136,2.261801681057136,1.4225586110779966,1.4225586110779966,-0.26,488.92509398668426,11.74,10.74,9.739999999999998,78.064011254008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,57.94550866700658,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71113180602472,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71113180602472,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.787394606334104,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51306784345204,5.986932156547957,0.0,0.8333333333333334,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10.5073,0,4.703200000000004,57.42400000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
C=CCCCCCCCCCCC,-13.0,3.728382117394667,3.728382117394667,1.2042011019283747,1.2042011019283747,0.3257941482060202,10.23076923076923,182.35099999999997,156.14299999999997,182.203450832,78,0,-0.0353412931099218,-0.10308297893627165,0.10308297893627165,0.0353412931099218,0.7692307692307693,1.2307692307692308,1.6923076923076923,13.963730955515274,10.067162786478118,1.8996016081475058,-1.996991719202804,2.0970261058718993,-1.7995603205502426,4.647448665928549,0.566342395230757,2.1557102724831183,2.7919988397452453,94.21143267166842,9.778174593052025,9.35552486224165,9.35552486224165,6.414213562373096,6.023603362114272,6.023603362114272,3.9057773939358147,3.9057773939358147,2.511801681057136,2.511801681057136,1.5993353063746334,1.5993353063746334,-0.26,812.7027727261355,12.739999999999998,11.74,11.74,84.4289533684046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,64.36633028993259,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13195342895074,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13195342895074,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.20821622926012,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.998518945380418,6.001481054619583,0.0,0.8461538461538461,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11.505199999999999,0,5.093300000000005,62.041000000000054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
C=CCCCCCCCCCCCC,-12.0,3.7364427380926504,3.7364427380926504,1.2048611111111112,1.2048611111111112,0.3029028793861848,10.357142857142858,196.37799999999996,168.15399999999997,196.219100896,84,0,-0.0353412931099218,-0.10308297893627165,0.10308297893627165,0.0353412931099218,0.7142857142857143,1.1428571428571428,1.5714285714285714,13.971941399309253,10.059771119307563,1.9077879446703714,-2.004400199940071,2.1052018814956077,-1.8069861158321192,4.647567821921826,0.5575161616378596,2.209692218593626,2.8140832857575684,104.60593781761291,10.485281374238573,10.062631643428197,10.062631643428197,6.914213562373096,6.523603362114272,6.523603362114272,4.259330784529088,4.259330784529088,2.761801681057136,2.761801681057136,1.7761120016712701,1.7761120016712701,-0.26,1347.9122533421119,13.74,12.739999999999998,11.74,90.79389548280122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,70.7871519128586,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.55277505187675,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.55277505187675,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.62903785218613,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.486170983513226,6.013829016486775,0.0,0.8571428571428571,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12.5034,0,5.483400000000005,66.65800000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
C=CCCCCCCCCCCCCC,-2.8,3.743438202945258,3.743438202945258,1.2053747534516766,1.2053747534516766,0.27884590120686276,10.466666666666667,210.40499999999994,180.16499999999996,210.23475095999999,90,0,-0.0353412931099218,-0.10308297893627165,0.10308297893627165,0.0353412931099218,0.6666666666666666,1.0666666666666667,1.4666666666666666,13.978765327211027,10.053769711597228,1.9145905364557452,-2.010417792524347,2.1119995184531857,-1.813013422194563,4.647660614849798,0.5504387761844162,2.2593895430561943,2.8335663014530574,115.20671786825555,11.192388155425121,10.769738424614745,10.769738424614745,7.414213562373096,7.023603362114272,7.023603362114272,4.612884175122362,4.612884175122362,3.011801681057136,3.011801681057136,1.952888696967907,1.952888696967907,-0.26,2230.017478996464,14.74,13.74,13.739999999999998,97.15883759719783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,77.20797353578462,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.97359667480276,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.97359667480276,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.04985947511214,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.97555934240708,6.024440657592922,0.0,0.8666666666666667,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13.50184,0,5.873500000000005,71.27500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
C=CCCCCCCCCCCCCCC,4.1,3.7495666751674808,3.7495666751674808,1.2057823129251701,1.2057823129251701,0.2555739292987678,10.5625,224.43199999999993,192.17599999999996,224.25040102399998,96,0,-0.0353412931099218,-0.10308297893627165,0.10308297893627165,0.0353412931099218,0.625,1.0,1.375,13.984530072263345,10.048830015519007,1.9203369204729759,-2.0153720384581737,2.117743980488385,-1.8179731339550314,4.6477376195927045,0.5446751554240891,2.3061212190045275,2.8508776373564926,126.0,11.899494936611669,11.476845205801293,11.476845205801293,7.914213562373096,7.523603362114272,7.523603362114272,4.966437565715636,4.966437565715636,3.261801681057136,3.261801681057136,2.1296653922645437,2.1296653922645437,-0.26,3682.8755867502305,15.739999999999998,14.74,13.74,103.52377971159444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,83.62879515871063,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.39441829772878,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.39441829772878,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.47068109803816,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.46634165533225,6.033658344667752,0.0,0.875,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14.500474999999998,0,6.263600000000006,75.89200000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
C=CCCCCCCCCCCCCCCC,11.5,3.7549800077799373,3.7549800077799373,1.2061111111111111,1.2061111111111111,0.2345128524327893,10.647058823529411,238.45899999999992,204.18699999999995,238.266051088,102,0,-0.0353412931099218,-0.10308297893627165,0.10308297893627165,0.0353412931099218,0.5882352941176471,0.9411764705882353,1.2941176470588236,13.98947224507257,10.044716834210746,1.925263503903409,-2.0194980948112753,2.122670267448417,-1.8221020124130116,4.647804967932294,0.5399214423644355,2.34985075765385,2.8663583564570136,136.97373660251154,12.606601717798217,12.183951986987841,12.183951986987841,8.414213562373096,8.023603362114272,8.023603362114272,5.31999095630891,5.31999095630891,3.511801681057136,3.511801681057136,2.3064420875611806,2.3064420875611806,-0.26,6072.014357777548,16.739999999999995,15.739999999999995,15.739999999999995,109.88872182599106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,90.04961678163664,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.81523992065479,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.81523992065479,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.89150272096417,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.958260058110028,6.041739941889974,0.0,0.8823529411764706,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15.499270588235284,0,6.653700000000006,80.50900000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
C=CCCCCCCCCCCCCCCCC,17.5,3.7597965313392523,3.7597965313392523,1.2063802083333335,1.2063802083333335,0.2163747139318854,10.722222222222221,252.4859999999999,216.19799999999995,252.281701152,108,0,-0.0353412931099218,-0.10308297893627165,0.10308297893627165,0.0353412931099218,0.5555555555555556,0.8888888888888888,1.2222222222222223,13.993766296008896,10.04125501380678,1.9295443965054255,-2.0229710343011016,2.1269517093595476,-1.8255763237938791,4.647866350950608,0.5359533628160063,2.391145174031294,2.8802822986162595,148.11730005192325,13.313708498984765,12.89105876817439,12.89105876817439,8.914213562373096,8.523603362114272,8.523603362114272,5.673544346902184,5.673544346902184,3.761801681057136,3.761801681057136,2.4832187828578176,2.4832187828578176,-0.26,9997.377972624841,17.74,16.739999999999995,15.739999999999995,116.25366394038767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,96.47043840456266,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2360615435808,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2360615435808,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.31232434389018,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.45111662169134,6.048883378308659,0.0,0.8888888888888888,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,16.498199999999994,0,7.043800000000006,85.12600000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
