n_features,auc
213,0.7993099231306778
211,0.7993099231306778
209,0.7993099231306778
207,0.7993099231306778
205,0.7993099231306778
203,0.7993099231306778
201,0.7993099231306778
199,0.7993099231306778
197,0.7993099231306778
195,0.7993099231306778
193,0.7993099231306778
191,0.7993099231306778
189,0.7993099231306778
187,0.7993099231306778
185,0.7993099231306778
183,0.7993099231306778
181,0.7993099231306778
179,0.7993099231306778
177,0.7993099231306778
175,0.7993099231306778
173,0.7993099231306778
171,0.7993099231306778
169,0.7993099231306778
167,0.7993099231306778
165,0.7993099231306778
163,0.7993099231306778
161,0.7993099231306778
159,0.7993099231306778
157,0.7993099231306778
155,0.7993099231306778
153,0.7993099231306778
151,0.7993099231306778
149,0.7993099231306778
147,0.7993099231306778
145,0.7922955974842767
143,0.7922955974842767
141,0.7922955974842767
139,0.7922955974842767
137,0.8053866759841602
135,0.8058117866293966
133,0.8058117866293966
131,0.798311204286047
129,0.7905194502678778
127,0.7905194502678778
125,0.7929012345679013
123,0.7925343582576289
121,0.8026671325413465
119,0.7798043326345213
117,0.801450034940601
115,0.8001572327044025
113,0.8075471698113207
111,0.8029524807826695
109,0.8006318425343584
107,0.7916608432331703
105,0.7895294665734918
103,0.8000524109014675
101,0.7965175867691592
99,0.7930060563708362
97,0.7965874679711158
95,0.7829548101560679
93,0.8009841602608898
91,0.8163987887258328
89,0.8008385744234803
87,0.7831702771954343
85,0.7997437689261588
83,0.8049965059399021
81,0.7899836943862102
79,0.7855229443279756
77,0.8009026321919402
75,0.7845446075005822
73,0.7949685534591195
71,0.797262986256697
69,0.8093582576286978
67,0.807448171441882
65,0.8000116468669928
63,0.8008793384579549
61,0.804501514092709
59,0.8028942464477056
57,0.7901525739576054
55,0.8001863498718844
53,0.807506405776846
51,0.7921150710458887
49,0.7943046820405311
47,0.806621243885395
45,0.7966864663405543
43,0.7963254134637783
41,0.794106685301654
39,0.7897973445143256
37,0.7756522245515955
35,0.7955363382250176
33,0.7878173771255532
31,0.7822734684369905
29,0.7726560680177033
27,0.7834381551362684
25,0.7723270440251573
23,0.7995981830887491
21,0.7870719776380155
19,0.8021721406941531
17,0.7859422315397159
15,0.7752329373398555
13,0.7856976473328676
11,0.7722076636384811
9,0.7905776846028418
7,0.7790123456790122
5,0.7950267877940834
3,0.7429944095038434
1,0.6782989750757047
