SMILES,name,tc_0C_W_mK,tc_10C_W_mK,tc_20C_W_mK,tc_30C_W_mK,tc_40C_W_mK,tc_50C_W_mK,tc_60C_W_mK,tc_70C_W_mK,tc_80C_W_mK,tc_90C_W_mK,tc_100C_W_mK
C#N,hydrogen cyanide,0.191271,0.1875747,0.18368729,0.17958588,0.175270155,0.17074006,0.165996335,0.161037925,0.15586583,0.150480105,0.144902
CN,methanamine,0.20004,0.19515867,0.19012186,0.184911365,0.179527555,0.173969745,0.16823825,0.16233344,0.15625463,0.150002135,0.143595
CO,methanol,0.209408,0.205744005,0.202362355,0.19925716,0.196386995,0.19371323,0.1911987,0.18881146,0.18652003,0.18429841,0.182119
NN,hydrazine,0.339768,0.335605215,0.33147535,0.327371335,0.32328191,0.31919465,0.315099295,0.31098316,0.30683456,0.30264218,0.298401
CC#N,acetonitrile,0.214736,0.207995355,0.20179159,0.1961395,0.19098377,0.18626777,0.181935075,0.17793111,0.17419882,0.17068289,0.167317
N#CN,cyanamide,0.326947,0.323113,0.319329695,0.315595925,0.311901635,0.30823851,0.30459755,0.30097007,0.297347125,0.29371866,0.290079
C1CC1,cyclopropane,0.129567,0.12431735,0.119276965,0.114452855,0.109830965,0.105399925,0.101148853,0.0970649175,0.093134557,0.0893483785,0.0857036
C1CO1,oxirane,0.153002,0.150126885,0.14717785,0.144136665,0.140992385,0.13773264,0.134346745,0.130824385,0.12715393,0.12332364,0.119343
CC=O,ethanal,0.19576,0.19187086,0.18787517,0.183749385,0.179480505,0.175055845,0.170462775,0.165687925,0.16071898,0.15554294,0.150173
NC=O,formamide,0.378757,0.37460512,0.370452805,0.36630012,0.36214812,0.357995805,0.35384312,0.34969112,0.345538805,0.34138612,0.337234
CNC,N-methylmethanamine,0.146775,0.14331679,0.13974121,0.136033945,0.13219568,0.1282261,0.12412452,0.11989157,0.11552799,0.11103241,0.106419
CCO,ethanol,0.171344,0.168774595,0.166320985,0.163963925,0.161674675,0.15942944,0.157210795,0.155006315,0.152807945,0.150610315,0.148411
COC,dimethyl ether,0.134129,0.129150735,0.124247455,0.11943375,0.114713675,0.1100886,0.10555569,0.101104118,0.0967152725,0.0923587885,0.0880027
CNN,methylhydrazine,0.180715,0.178249005,0.17577002,0.17326983,0.170740805,0.168175205,0.165567085,0.16290813,0.160190285,0.157407235,0.154561
CS,methanethiol,0.125986,0.123636095,0.121225785,0.118738955,0.11616729,0.113502105,0.1107354,0.107858545,0.104862485,0.101739716,0.0984972
C#CC#C,"1,3-butadiyne",0.0711199,0.0691440475,0.0670791105,0.0649143105,0.062649542,0.0602848735,0.0578203365,0.0552559365,0.0525915995,0.049827431,0.0469741
CCl,chloromethane,0.160549,0.156304845,0.151916815,0.1473671,0.142656385,0.13778467,0.132751955,0.12755824,0.12220321,0.11668681,0.111027
N#CC#N,ethanedinitrile,0.232227,0.22545085,0.218313275,0.21077133,0.202825755,0.19447581,0.185722235,0.17656366,0.167000715,0.157034455,0.146707
C=CC#N,propenenitrile,0.174087,0.17085784,0.16787007,0.16510792,0.16252065,0.160059315,0.1576726,0.155309765,0.15292155,0.150456585,0.147885
CC#CC,2-butyne,0.134697,0.13250273,0.13020945,0.1278048,0.12528952,0.12266287,0.119925905,0.117077625,0.114117975,0.111047695,0.107878
C#CCC,1-butyne,0.0973584,0.095432626,0.09345274,0.091406312,0.089286668,0.087087282,0.084801417,0.082422473,0.07994385,0.0773589165,0.074674
C=CC=C,"1,3-butadiene",0.126765,0.12369616,0.12051921,0.117207535,0.11374645,0.11012164,0.10631842,0.1023223175,0.0981183365,0.093692262,0.0890567
C=C=CC,"1,2-butadiene",0.251977,0.246869685,0.241612615,0.23617219,0.23053078,0.224670015,0.21857258,0.212220475,0.20559633,0.1986832,0.191498
CCC#N,propanenitrile,0.171502,0.1691523399999999,0.166778575,0.164372235,0.1619276899999999,0.159438255,0.15689793,0.1543004,0.15163961,0.148910615,0.146115
C/C=C/C,(E)-2-butene,0.117144,0.11298013,0.10892119,0.10498814,0.101187421,0.097525236,0.0940050905,0.0906295915,0.087399398,0.0843138005,0.081356
C/C=C\C,(Z)-2-butene,0.119909,0.11560303,0.11140472,0.107335245,0.10340266,0.0996126815,0.09597,0.0924777855,0.089137397,0.085948762,0.0828945
C=CCC,1-butene,0.111316,0.107201715,0.103206185,0.099351238,0.095644192,0.092090069,0.088692502,0.0854532925,0.0823724995,0.079449286,0.0766666
C1CCC1,cyclobutane,0.128037,0.125501875,0.12290199,0.12021964,0.11744351,0.11456223,0.111564855,0.108439015,0.105174025,0.1017590975,0.098201
NC1CC1,cyclopropanamine,0.152196,0.1496616949999999,0.147104615,0.14451207,0.141872745,0.139174955,0.1364077,0.133559665,0.130619165,0.1275752,0.12443
CC(C)=O,propanone,0.165401,0.161297815,0.15720291,0.153124785,0.149075125,0.145063985,0.141098105,0.137182115,0.1333217,0.129520915,0.125776
CCC=O,propanal,0.166004,0.163255365,0.16053046,0.157811625,0.155077175,0.152305795,0.149475485,0.14656393,0.14354876,0.14040866,0.137141
CC1CO1,methyloxirane,0.124502,0.122317275,0.12008432,0.11779216,0.115433795,0.113002225,0.11049045,0.107891785,0.1051996,0.102406525,0.0995189
CC(C)C,2-methylpropane,0.098632,0.0948019725,0.0910854305,0.08750464,0.0840669765,0.0807776415,0.0776396215,0.074653318,0.071817264,0.0691289485,0.066572
CCCC,butane,0.115309,0.1109791,0.106760365,0.1026757485,0.098733922,0.094940602,0.091300038,0.087813748,0.084480261,0.081294454,0.0782335
CC(N)=O,ethanamide,0.217547,0.215191995,0.212878225,0.21060551,0.208370535,0.206168985,0.20399586,0.201847105,0.19971946,0.19760787,0.195508
CN(C)C,"N,N-dimethylmethanamine",0.103792,0.1013722965,0.098874133,0.0962801715,0.093581212,0.0907681175,0.087831825,0.084763166,0.081553072,0.07819248,0.0746905
CC(C)N,2-propanamine,0.14637,0.143147235,0.13991025,0.136652375,0.133367925,0.130051585,0.126697985,0.123302495,0.119859115,0.116362475,0.112815
CCCN,1-propanamine,0.177295,0.17430008,0.171037895,0.167477025,0.16361784,0.15945934,0.15500147,0.150245285,0.1451901,0.13983623,0.134216
CC(=O)O,ethanoic acid,0.18005,0.170630605,0.162097485,0.15449526,0.147755985,0.141809975,0.13658823,0.13202175,0.1280418499999999,0.1245799,0.121527
CNNC,"N,N'-dimethylhydrazine",0.182369,0.17966676,0.17697076,0.17427161,0.17155868,0.16882123,0.16605,0.16323362,0.160361775,0.15742378,0.15442
CC(C)O,2-propanol,0.138573,0.137056805,0.135484275,0.133850375,0.13215742,0.13040841,0.12860603,0.12675228,0.1248494749999999,0.1229003,0.120912
CCCO,1-propanol,0.16159,0.158631335,0.15577782,0.15304299,0.15042616,0.14792733,0.145546185,0.14328267,0.14113784,0.13911101,0.137189
NCCN,"1,2-ethanediamine",0.239227,0.23608746,0.232981855,0.229905785,0.226848565,0.223800195,0.22075099,0.217691635,0.2146115,0.211499845,0.208354
C[N+](=O)[O-],nitromethane,0.211808,0.21027213,0.208490025,0.206445645,0.204154935,0.201634635,0.19889969,0.195967415,0.192854235,0.18957504,0.186161
CSC,2-thiapropane,0.157528,0.154949795,0.152323895,0.14963579,0.14687722,0.144038445,0.14111152,0.138087075,0.13495648,0.13171005,0.128353
CCS,ethanethiol,0.0982583,0.096614195,0.0949335555,0.093208356,0.091434565,0.089608114,0.087725066,0.0857814635,0.0837731955,0.081696373,0.0795552
CCCl,chloroethane,0.140846,0.138043305,0.13516101,0.13218225,0.129097285,0.12589817,0.12257522,0.119119435,0.115521815,0.11177336,0.107883
N#CCC#N,propanedinitrile,0.167918,0.166114835,0.16433045,0.16256549,0.160815585,0.159077735,0.15734894,0.155625885,0.1539052,0.15218394,0.150458
c1cc[nH]c1,pyrrole,0.196231,0.1939864,0.191747345,0.1895094,0.187267195,0.185016415,0.182751745,0.1804675,0.178158365,0.17581897,0.17345
c1ccoc1,furan,0.138758,0.1363667,0.133928745,0.13143064,0.128862385,0.12621461,0.12347837,0.120643295,0.117700385,0.11464001,0.111467
C1=CCCC1,cyclopentene,0.142179,0.138175865,0.13413206,0.13004157,0.12590508,0.12172259,0.1174941,0.11321961,0.10889912,0.10453263,0.100125
C=C1CCC1,methylenecyclobutane,0.110079,0.108286645,0.106455785,0.10457872,0.10264971,0.100664873,0.0986188185,0.096507015,0.0943247365,0.0920671405,0.0897388
C=C=C(C)C,"3-methyl-1,2-butadiene",0.237887,0.23384802,0.229723575,0.22549235,0.221142345,0.21666156,0.212037995,0.20725965,0.202314525,0.19719062,0.191898
CC=C=CC,"2,3-pentadiene",0.25537,0.251010015,0.246555735,0.241985675,0.23728815,0.232451215,0.227461815,0.22230895,0.216980675,0.211463935,0.205771
C=CC(=C)C,"2-methyl-1,3-butadiene",0.129524,0.125163245,0.12078278,0.116396985,0.112024175,0.10768335,0.10339351,0.099173214,0.095040881,0.091016081,0.0871014
C=C/C=C\C,"(Z)-1,3-pentadiene",0.125295,0.123102755,0.120860225,0.118554435,0.116180125,0.113729925,0.11119815,0.10857854,0.10586367,0.10304828,0.100137
C=C=CCC,"1,2-pentadiene",0.250106,0.245875595,0.24155426,0.237120145,0.23256188,0.227868835,0.22303027,0.218036295,0.212874485,0.20753521,0.202029
C=C/C=C/C,"(E)-1,3-pentadiene",0.124777,0.12255751,0.120294185,0.11797334,0.115587605,0.113129405,0.11058963,0.10796202,0.105237575,0.10240824,0.0994802
C=CCC=C,"1,4-pentadiene",0.118678,0.116298385,0.113852815,0.11132767,0.108717005,0.106013135,0.10320906,0.100297969,0.0972733045,0.094128135,0.0908701
CCCC#N,butanenitrile,0.140651,0.138859055,0.137048495,0.13521362,0.133351855,0.131458145,0.12952949,0.12756226,0.1255524,0.12349665,0.121396
O=C1CCC1,cyclobutanone,0.147318,0.14549618,0.14366314,0.14181284,0.13994128,0.13804383,0.136115435,0.134152465,0.13214992,0.130103115,0.128014
C1CCCC1,cyclopentane,0.136332,0.13258342,0.1288741,0.125228275,0.12163375,0.11810769,0.11466015,0.11129913,0.108032945,0.10486965,0.101803
C=CCCC,1-pentene,0.122246,0.118520905,0.11466034,0.110648145,0.106483265,0.102166511,0.0976979365,0.093077125,0.0883042135,0.0833792335,0.0783186
CC=C(C)C,2-methyl-2-butene,0.11129,0.10913352,0.10692073,0.104639735,0.102283535,0.0998452245,0.097318198,0.0946959925,0.091972008,0.0891396445,0.0862054
C=C(C)CC,2-methyl-1-butene,0.106539,0.104459775,0.102323985,0.100119423,0.09783836,0.0954747975,0.0930216245,0.0904720465,0.087819158,0.085056196,0.0821897
C/C=C\CC,(Z)-2-pentene,0.121146,0.11885042,0.116496685,0.114072375,0.11157186,0.10898814,0.106314845,0.10354666,0.10067727,0.0977000845,0.0946223
C/C=C/CC,(E)-2-pentene,0.121016,0.11871716,0.116359425,0.113930485,0.111423655,0.10883262,0.106150695,0.10337125,0.1004869465,0.0974916325,0.0943921
C=CC(C)C,3-methyl-1-butene,0.11041,0.108067725,0.10565784,0.10316675,0.100587959,0.097915689,0.095143592,0.092265742,0.0892759075,0.0861679145,0.0829499
ClCl,chlorine,0.242814,0.23649373,0.2299595,0.223184215,0.216169615,0.2089147,0.2014191,0.1936835,0.1857079,0.177491985,0.169062
C=CC(N)=O,propenamide,0.26703,0.26312903,0.25932253,0.255612565,0.25198845,0.24843924,0.24495351,0.241522,0.23813334,0.2347769,0.231441
C1CCNC1,pyrrolidine,0.176348,0.173983135,0.171606465,0.16920959,0.16678551,0.164327225,0.16182742,0.15927841,0.156673195,0.15400509,0.151275
C=CC(=O)O,propenoic acid,0.176452,0.1695013,0.163111245,0.157310645,0.152056185,0.147305125,0.14301589,0.139144425,0.135648415,0.132485175,0.129586
O=C1CCO1,"1,3-propiolactone",0.2023,0.20023184,0.1981684699999999,0.19610584,0.19404058,0.191969745,0.18988865,0.18779361,0.185681625,0.18354875,0.181394
CCCC=O,butanal,0.144221,0.1422879,0.14033908,0.13835596,0.1363198,0.134213655,0.13201884,0.129717355,0.1272912,0.124722375,0.122013
CCC(C)=O,butanone,0.150044,0.147963615,0.1457339,0.143346965,0.14081418,0.138146175,0.13535495,0.13245219,0.129448895,0.126356065,0.123192
CCC(C)C,2-methylbutane,0.116689,0.11288601,0.10917214,0.105559955,0.1020488645,0.0986385385,0.0953272455,0.092113091,0.0889936915,0.0859660785,0.083018
CCCCC,pentane,0.12113,0.117168925,0.11329574,0.10952324,0.10585137,0.1022807755,0.098809629,0.0954365635,0.092158916,0.088973603,0.0858677
CC(C)(C)C,"2,2-dimethylpropane",0.10208,0.098519559,0.0950233275,0.091611028,0.0882949565,0.0850860925,0.0819945265,0.079029112,0.07619776,0.0735079075,0.07095
CN(C)C=O,"N,N-dimethylmethanamide",0.189401,0.18711632,0.18485062,0.182603345,0.180369495,0.178145015,0.17592633,0.173708015,0.171487125,0.16925866,0.16702
CC(C)(C)N,2-methyl-2-propanamine,0.140233,0.13768456,0.13509029,0.13243487,0.12970767,0.12689732,0.123993505,0.12098491,0.11786048,0.114609955,0.111238
COC(C)=O,methyl ethanoate,0.160287,0.15729881,0.154252965,0.151146325,0.14798463,0.14477214,0.141514595,0.13821594,0.13488123,0.13151504,0.128125
CCC(=O)O,propanoic acid,0.149613,0.147551755,0.145545765,0.143589995,0.141672445,0.1397808,0.137902375,0.136024855,0.13413587,0.132223475,0.13028
CCOC=O,ethyl methanoate,0.165626,0.16123957,0.157251445,0.15367698,0.15047986,0.147623085,0.14506997,0.142783885,0.14072746,0.138864695,0.137146
OCC1CO1,"2,3-epoxy-1-propanol",0.158799,0.15675833,0.154752615,0.152785585,0.15085687,0.14896684,0.1471151249999999,0.14530178,0.143525435,0.141786405,0.140082
CCOCC,diethyl ether,0.133657,0.130384135,0.12696179,0.12337739,0.11963551,0.11574289,0.11170416,0.10752532,0.103212055,0.0987696485,0.0942166
CCC(C)O,S(+)-2-butanol,0.131206,0.129542455,0.12791048,0.12631382,0.124752845,0.123227185,0.12173721,0.120282235,0.11886226,0.117477285,0.116123
CCCOC,1-methoxypropane,0.127141,0.124747235,0.12229387,0.11976793,0.11716347,0.114473435,0.111691565,0.10881012,0.10582347,0.10272493,0.0995213
CC(C)CO,2-methyl-1-propanol,0.135083,0.13354905,0.132019995,0.130494885,0.12897483,0.127458405,0.12594635,0.12443761,0.122932555,0.1214305,0.119931
CCCCO,1-butanol,0.158557,0.15587923,0.153380765,0.151064685,0.14891062,0.146898625,0.14500733,0.143216105,0.141503895,0.13985107,0.138235
CC(C)(C)O,2-methyl-2-propanol,0.112159,0.11131351,0.11046751,0.10962151,0.108775825,0.10793051,0.10708451,0.10623851,0.10539251,0.10454651,0.103701
CNN(C)C,"N,N,N'-trimethylhydrazine",0.12248,0.120416485,0.118323515,0.116190025,0.1140077,0.11176817,0.10946412,0.10708692,0.10462783,0.10207959,0.0994443
NCCCN,"1,3-propanediamine",0.210041,0.207510885,0.20499272,0.202481665,0.199971405,0.19745557,0.194928845,0.1923846,0.18981578,0.1872167549999999,0.184586
CC(N)CN,"1,2-propanediamine",0.201792,0.199246955,0.1967033249999999,0.19415486,0.191593505,0.189012945,0.18640618,0.1837662099999999,0.181086035,0.17835834,0.175583
C1CSC1,thiacyclobutane,0.137217,0.13556999,0.133911265,0.13223628,0.13054135,0.128823475,0.127079025,0.125303315,0.123492975,0.121645375,0.119761
CC[N+](=O)[O-],nitroethane,0.1799,0.177666455,0.175416525,0.17314302,0.170841255,0.1685066,0.166133055,0.16371525,0.161249185,0.1587296,0.156158
N#CCCl,chloroethanenitrile,0.145158,0.1429324,0.14068295,0.138400665,0.13607749,0.13370774,0.13128484,0.12880068,0.12625,0.12362543,0.12093
COCOC,dimethoxymethane,0.152338,0.148686215,0.14490847,0.14101812,0.137048165,0.13303129,0.129000125,0.124987725,0.121026035,0.11714811,0.11337
CCCS,1-propanethiol,0.0703202,0.0692972255,0.068259035,0.067201294,0.066121208,0.065015903,0.063882653,0.0627185525,0.06152087,0.0602868055,0.0590181
CC(C)S,2-propanethiol,0.064762,0.0637357095,0.0626894495,0.0616182445,0.0605191575,0.059389357,0.058225943,0.057025984,0.055786543,0.0545047885,0.0531831
CCSC,2-thiabutane,0.132146,0.13018856,0.12820059,0.1261733599999999,0.12410224,0.121982175,0.119808905,0.11757606,0.11527927,0.112914275,0.110483
c1ccccc1,benzene,0.149056,0.14585971,0.14271009,0.139611525,0.1365607,0.13355456,0.13059116,0.127666815,0.124778525,0.12192392,0.119098
CC#CC#CC,"2,4-hexadiyne",0.141944,0.139882605,0.137863465,0.13588612,0.13394357,0.1320285,0.130133855,0.128253375,0.126379005,0.12450443,0.122624
N#CCCC#N,butanedinitrile,0.236266,0.233024055,0.229839325,0.22671039,0.22362962,0.220589275,0.217582465,0.21460008,0.21163586,0.20868112,0.205729
C1=CCCC=C1,"1,3-cyclohexadiene",0.140161,0.137153865,0.134116675,0.13105758,0.12798958,0.124925675,0.121878865,0.11886215,0.115888215,0.11296969,0.110111
C1=CCC=CC1,"1,4-cyclohexadiene",0.153434,0.14993113,0.14643691,0.14295658,0.139495195,0.1360567,0.13264678,0.129270435,0.12593235,0.122637155,0.119385
Cn1cccc1,N-methylpyrrole,0.19475,0.19206076,0.189358775,0.18663527,0.18388193,0.18109007,0.178252005,0.175360105,0.172406,0.16938206,0.166289
Cc1ccco1,2-methylfuran,0.134285,0.132263085,0.13021043,0.12811857,0.12598082,0.123791495,0.121545595,0.119237175,0.11685918,0.114406295,0.111883
CC(C)(C)C#N,"2,2-dimethylpropanenitrile",0.123833,0.122427565,0.120953995,0.11940274,0.117774485,0.11606923,0.114286975,0.11242772,0.110491465,0.10847821,0.106396
c1ccsc1,thiophene,0.147815,0.14587227,0.143928695,0.141977915,0.14001356,0.13803,0.13602055,0.13397921,0.131899665,0.129775545,0.127608
C=CCCCC,1-hexene,0.12614,0.12256764,0.119044115,0.11559063,0.112223185,0.108958095,0.10581173,0.102800035,0.09993975,0.0972460405,0.0947143
CC(C)=C(C)C,"2,3-dimethyl-2-butene",0.130372,0.12694491,0.123431505,0.11983614,0.116175445,0.112466475,0.108725175,0.104968915,0.101213695,0.0974758615,0.0937666
C/C=C\CCC,(Z)-2-hexene,0.126671,0.124631525,0.12255172,0.120423025,0.11823944,0.11599528,0.113685545,0.111305235,0.10884935,0.10631226,0.103698
ClCCl,dichloromethane,0.00161166,0.00159561425,0.0015795674,0.00156352425,0.00154747425,0.0015314274,0.00151538425,0.00149933425,0.00148328425,0.0014672374,0.00145119
O=C1CCCN1,2-pyrrolidinone,0.231772,0.229458445,0.22716932,0.22490362,0.22265729,0.2204277,0.21821085,0.216003055,0.213800685,0.21159937,0.209396
NC1CCCC1,cyclopentanamine,0.162104,0.160032485,0.1579455,0.155837625,0.15370286,0.15153615,0.14933355,0.147089375,0.144798625,0.1424563,0.140065
C1CCNCC1,piperidine,0.179713,0.177334765,0.174968285,0.172607915,0.17024671,0.167876615,0.165490685,0.16308055,0.16063921,0.158159035,0.155638
C=CCC(=O)O,vinylacetic acid,0.189788,0.1878702,0.185947995,0.184018475,0.1820793799999999,0.180126655,0.178157985,0.17617037,0.17416081,0.172126305,0.170067
CC=CC(=O)O,butenoic acid,0.204118,0.201087465,0.19811957,0.195214895,0.192363015,0.18955567,0.186782805,0.184035475,0.18130394,0.178579625,0.175854
C=C(C)C(=O)O,2-methyl-2-propenoic acid,0.179889,0.17745596,0.175047205,0.172658615,0.170282135,0.16791145,0.16553956,0.16315915,0.160762535,0.158342715,0.155897
O=C1CCCO1,.gamma.-butyrolactone,0.198174,0.19175672,0.18580348,0.180345735,0.175356485,0.170808415,0.166674155,0.162926445,0.15953686,0.156479455,0.153697
CC(C)(C)C=O,"2,2-dimethylpropanal",0.127079,0.12547488,0.123802625,0.122054,0.120229745,0.11832849,0.116350865,0.11429761,0.112167355,0.10996073,0.107686
CCC(C)(C)C,"2,2-dimethylbutane",0.100588,0.097735043,0.094953955,0.092260061,0.089660961,0.087164318,0.0847778375,0.082509051,0.0803656215,0.078355286,0.0764696
CC(C)C(C)C,"2,3-dimethylbutane",0.105422,0.103560045,0.101680365,0.0997003035,0.0975300125,0.0950798455,0.0922595285,0.0889790615,0.0851483815,0.0806774145,0.075566
CCCC(C)C,2-methylpentane,0.112492,0.10932123,0.10617457,0.10306832,0.100016417,0.097031716,0.094124765,0.0913051545,0.0885812695,0.085960432,0.0834363
CCC(C)CC,3-methylpentane,0.109246,0.107505585,0.105764585,0.1040239,0.102283585,0.100542585,0.0988016479999999,0.097060848,0.095320048,0.093579248,0.0918384
CCCCCC,hexane,0.134662,0.13123707,0.127824835,0.12445116,0.12113847,0.117903875,0.11476006,0.111717135,0.108780785,0.105955065,0.10323
CC=C[N+](=O)[O-],1-nitropropene,0.196464,0.19398265,0.19148572,0.18896553,0.18641745,0.183835795,0.181215565,0.178551445,0.17583775,0.173069165,0.170247
CC(=O)N(C)C,"N,N-dimethylacetamide",0.178786,0.174189735,0.16969433,0.16531161,0.16104089,0.156882485,0.152836765,0.148903045,0.14508164,0.14137292,0.137764
O=C1OCCO1,ethylene carbonate,0.227871,0.22578069,0.22371425,0.22167118,0.21964885,0.217644205,0.215654985,0.213677135,0.21170834,0.2097456,0.207785
CCCC(=O)O,butanoic acid,0.150124,0.1488159299999999,0.14769841,0.14676155,0.145968405,0.145281235,0.144664095,0.144079615,0.14349148,0.14286269,0.142169
CCOC(C)=O,ethyl ethanoate,0.15178,0.147918355,0.14417851,0.140575665,0.137109505,0.13377966,0.130586815,0.127530655,0.12461081,0.121827965,0.119167
C1COCCO1,"1,4-dioxane",0.165416,0.164679275,0.16352221,0.161926115,0.15992836,0.15756526,0.1548735,0.15188971,0.148650945,0.145192835,0.141567
CC(C)C(=O)O,2-methylpropanoic acid,0.145435,0.1435751,0.141712895,0.13984243,0.13796002,0.136061405,0.13414116,0.13219571,0.130219315,0.128208345,0.126163
CCCOCC,ethyl propyl ether,0.131968,0.12972432,0.12743468,0.125086835,0.1226741,0.12019016,0.117628015,0.114980665,0.112241425,0.109404295,0.106475
CCCCOC,butyl methyl ether,0.132964,0.130815505,0.1286277,0.126390375,0.124096475,0.121740685,0.11931669,0.11681749,0.11423703,0.111569735,0.10882
CCC(O)CC,3-pentanol,0.132468,0.130815605,0.129193315,0.12760534,0.126051735,0.12453176,0.123046155,0.12159355,0.12017426,0.11878834,0.117432
CC(C)C(C)O,3-methyl-2-butanol,0.127397,0.12581334,0.12425942,0.122737815,0.12124921,0.119793605,0.118370685,0.11697945,0.115619845,0.114292925,0.112994
CCCC(C)O,2-pentanol,0.133494,0.13179217,0.130121195,0.12848522,0.12688393,0.125316955,0.123784665,0.12228669,0.1208234,0.11939411,0.117995
CCC(C)(C)O,2-methyl-2-butanol,0.115152,0.1143107,0.11350078,0.112720655,0.111962695,0.11121853,0.11048116,0.109743585,0.108998175,0.108236875,0.107457
CCC(C)CO,2-methyl-1-butanol,0.137538,0.136222295,0.13491813,0.133621705,0.13232839,0.1310325,0.129729035,0.128412995,0.127079065,0.12572156,0.124339
CC(C)(C)CO,"2,2-dimethyl-1-propanol",0.122839,0.121343115,0.119873565,0.1184337,0.1170231499999999,0.115642285,0.114290735,0.112969185,0.11167732,0.11041477,0.109178
CCCCCO,1-pentanol,0.157621,0.15521902,0.15298183,0.15091297,0.148994755,0.147209555,0.145539315,0.14396709,0.14247451,0.141043945,0.139655
COC(C)(C)C,"1,1-dimethylethyl methyl ether",0.116805,0.11479792,0.112750485,0.110652475,0.10849826,0.10628084,0.10399416,0.1016329285,0.0991899905,0.0966598365,0.094047
CC(C)CCO,3-methyl-1-butanol,0.140909,0.139709315,0.138510315,0.137311315,0.136112315,0.134913315,0.133714315,0.132515315,0.131316315,0.130117315,0.128918
C1CCSC1,tetrahydrothiophene,0.120389,0.118003175,0.11596378,0.114280045,0.1129162849999999,0.111836555,0.1110038,0.11038239,0.109935955,0.109628865,0.109417
COCC(=O)O,methoxyacetic acid,0.187276,0.185160515,0.183038365,0.18090527,0.178757915,0.1765923,0.17440474,0.172192235,0.169951155,0.167677445,0.165373
COC(=O)OC,dimethyl carbonate,,0.17278135,0.168313245,0.163975935,0.159772185,0.155705835,0.151746965,0.14788852,0.144125185,0.14045096,0.136852
C1OCOCO1,"1,3,5-trioxane",0.16118,0.159813905,0.15837539,0.15685556,0.155254045,0.153571215,0.151806385,0.14995987,0.148032355,0.14602321,0.143941
OCCCCO,"1,4-butanediol",0.212156,0.21049262,0.208847235,0.207222535,0.20561815,0.20403445,0.202471065,0.20092868,0.19940698,0.19790528,0.196422
CCSCC,3-thiapentane,0.143995,0.142078505,0.140075265,0.13797571,0.135779155,0.1334859149999999,0.131096045,0.128608805,0.12602525,0.123344695,0.120578
CSC(C)C,3-methyl-2-thiabutane,0.13006,0.12824781,0.126413305,0.12454991,0.12265194,0.12071534,0.118736535,0.11670947,0.114630145,0.11249456,0.110305
CCCSC,2-thiapentane,0.136509,0.134671935,0.13281243,0.13092435,0.12900301,0.127044725,0.12504555,0.123000115,0.12090505,0.11875678,0.116557
CC(C)(C)S,2-methyl-2-propanethiol,0.0560938,0.0553487855,0.054567791,0.0537465595,0.052885165,0.051983502,0.051041639,0.0500595445,0.0490371815,0.0479746185,0.0468762
CC(C)CS,2-methyl-1-propanethiol,0.0669891,0.0660822175,0.0651614885,0.0642235925,0.063266698,0.062288905,0.0612883765,0.0602632865,0.0592116925,0.0581318685,0.0570253
CCC(C)S,2-butanethiol,0.0669222,0.0659824965,0.0650280525,0.064055347,0.06306228,0.062046783,0.0610068245,0.059940336,0.058845286,0.0577195745,0.056565
CCCCS,1-butanethiol,0.0723579,0.0714058519999999,0.0704422105,0.0694637445,0.068468217,0.067453528,0.0664175775,0.065358234,0.064273329,0.0631607625,0.0620218
CCO[N+](=O)[O-],ethyl nitrate,0.20097,0.200644625,0.200319625,0.199994625,0.199669625,0.199344625,0.199019625,0.198694625,0.198369625,0.19804431,0.197719
O=C(O)CS,2-thioglycolic acid,0.100557,0.099430203,0.098307537,0.0971877465,0.0960686575,0.0949482755,0.093824432,0.092695027,0.091557992,0.090411264,0.0892542
C1=CC=CCC=C1,"1,3,5-cycloheptatriene",0.147165,0.14533403,0.143491305,0.14163169,0.139750445,0.13784431,0.135907915,0.13393726,0.13192803,0.12987617,0.127783
Cc1ccccc1,toluene,0.137632,0.13485159,0.132024675,0.129161485,0.12627765,0.123393635,0.120530825,0.1176937,0.11488567,0.112119105,0.109397
CC(C)(C)Cl,2-chloro-2-methylpropane,0.105055,0.10334712,0.10157181,0.099721618,0.097795193,0.095793642,0.093716691,0.0915643085,0.0893364575,0.087033175,0.0846626
Nc1ccccc1,benzeneamine,0.184209,0.182290665,0.18038576,0.178492595,0.1766078,0.17472843,0.1728498,0.17096854,0.169081705,0.1671846099999999,0.165276
Oc1ccccc1,phenol,0.161291,0.160237935,0.15918788,0.158140825,0.157097085,0.156057345,0.155020975,0.153987235,0.152957495,0.151931125,0.150907
CC(C)(C#N)C#N,dimethylpropanedinitrile,0.143579,0.14186876,0.140180005,0.13851299,0.136863085,0.13522555,0.13359744,0.13197407,0.130351125,0.12872455,0.127092
N#CCCCC#N,pentanedinitrile,0.182518,0.18047666,0.17844192,0.176410235,0.174378605,0.17234403,0.170303195,0.1682521,0.16618706,0.164105075,0.162005
CSSC,"2,3-dithiabutane",0.19409,0.191798185,0.18949057,0.187160695,0.18480393,0.182414905,0.179989305,0.17752213,0.175008695,0.17244437,0.16983
O=C(O)CCl,chloroethanoic acid,0.162133,0.159709205,0.15732975,0.15499172,0.152688855,0.15041247,0.148154565,0.145907455,0.143663825,0.141415675,0.139157
CBr,bromomethane,0.0966641,0.0946960645,0.0926737005,0.090583311,0.08841707,0.086166972,0.0838251855,0.081383779,0.078834847,0.0761705635,0.0733972
