SMILES,name,tc_0C_W_mK,tc_10C_W_mK,tc_20C_W_mK,tc_30C_W_mK,tc_40C_W_mK,tc_50C_W_mK,tc_60C_W_mK,tc_70C_W_mK,tc_80C_W_mK,tc_90C_W_mK,tc_100C_W_mK
Cc1c[nH]c(C)c1,"2,4-dimethyl-1H-pyrrole",0.17904,0.177184155,0.175317375,0.173437335,0.17154035,0.169623735,0.16768486,0.165720355,0.163727905,0.161704825,0.159652
Cc1ccc(C)[nH]1,"2,5-dimethyl-1H-pyrrole",0.180245,0.178143595,0.176063525,0.17400388,0.171959975,0.169926865,0.16789881,0.16587155,0.163839345,0.16179825,0.159745
Cc1ccc(C)o1,"2,5-dimethylfuran",0.129768,0.12794329,0.126102675,0.124239485,0.12234809,0.12042275,0.118459205,0.116451085,0.11439339,0.112280805,0.110115
C1CCCCC1,cyclohexane-D12,0.118087,0.11543562,0.11278362,0.11013162,0.107479935,0.10482862,0.10217662,0.099524809,0.0968733145,0.0942216145,0.0915699
C=C(Cl)Cl,"1,1-dichloroethene",0.137771,0.135416095,0.133009565,0.130538515,0.127994945,0.125370855,0.122658875,0.119852375,0.116943355,0.113923815,0.1108
O=C1C=CC(=O)O1,(Z)-butenedioic acid anhydride,0.341257,0.32536274,0.31052099,0.296811915,0.28418146,0.27257731,0.261945835,0.25223298,0.243386115,0.23535187,0.228002
OCc1ccco1,2-hydroxymethylfuran,0.160226,0.158384755,0.156571205,0.154788285,0.153036735,0.1513155,0.149625265,0.14796603,0.14633748,0.14473956,0.143169
Cc1ccsc1,3-methylthiophene,0.141304,0.139621595,0.137930815,0.13622709,0.13450742,0.13276786,0.131003985,0.12921322,0.127390825,0.125533855,0.123642
Cc1cccs1,2-methylthiophene,0.140741,0.139058595,0.137367815,0.135664405,0.13394542,0.132206175,0.13044267,0.128651535,0.12682951,0.12497154,0.123079
C=CCCCCC,1-heptene,0.129344,0.126172435,0.12303561,0.119946935,0.11691578,0.11395109,0.11106292,0.108259585,0.1055504,0.102945365,0.10044
CC1(C)CCCC1,"1,1-dimethylcyclopentane",0.110146,0.10861453,0.10707149,0.105510875,0.103928,0.102318865,0.10067884,0.0990025235,0.0972855635,0.095523123,0.0937165
O=C(Cl)Cl,phosgene,0.249069,0.24264371,0.23599455,0.22907446,0.221861125,0.21433123,0.20646172,0.198230965,0.189615965,0.18059372,0.171191
O=C1CCC(=O)N1,succinimide,0.300078,0.29701155,0.294000765,0.29104909,0.288151785,0.285305905,0.28250645,0.279749365,0.27703139,0.274347155,0.27169
O=C1CCCCN1,5-pentanelactam,0.233806,0.2313882049999999,0.229007175,0.226663515,0.224353965,0.222073785,0.219820345,0.21758933,0.215376685,0.213179465,0.210993
CC1CCCCN1,2-methylpiperidine,0.177786,0.175449365,0.173122255,0.1707992549999999,0.16847342,0.166136695,0.16378308,0.161405945,0.15899792,0.156552375,0.154067
O=C1CCC(=O)O1,"butanedioic acid, anhydride",0.265522,0.26128838,0.25718448,0.253216485,0.24937234,0.245641415,0.242012655,0.2384758,0.235018795,0.23163101,0.228296
C1CC12CC2,spiro[2.2]pentane,0.107076,0.10529311,0.103473565,0.101609445,0.099695624,0.0977265445,0.095696653,0.093600992,0.09143423,0.0891910615,0.0868758
CC#CCCC,2-hexyne,0.12598,0.12435855,0.122721935,0.12106369,0.119381185,0.117670105,0.11592608,0.114145795,0.112324935,0.110459445,0.108552
CC=CC=CC,"2,4-hexadiene",0.134663,0.13265244,0.130619305,0.128554965,0.126452735,0.124306615,0.12211029,0.11985676,0.117539655,0.115153345,0.1127
C1=CCCCC1,cyclohexene,0.134876,0.13185474,0.12885956,0.12589238,0.12295383,0.12004465,0.11716347,0.11431092,0.11148774,0.10869256,0.105923
CC1CCCC1,methylcyclopentane,0.122413,0.119446875,0.11647219,0.113503545,0.110557885,0.107653265,0.104806,0.10203309,0.0993519445,0.0967802335,0.0943188
CCC(=O)CC,3-pentanone,0.146401,0.144944995,0.143378305,0.14168593,0.139868555,0.13792618,0.13585849,0.133665115,0.131347055,0.128904365,0.126349
CCCCC=O,pentanal,0.143438,0.141136685,0.13898136,0.136962215,0.13505062,0.133217205,0.131433025,0.129668025,0.12789389,0.12608099,0.12421
OC1CCCC1,cyclopentanol,0.13539,0.13399204,0.132614655,0.1312589,0.129926145,0.12861576,0.12732732,0.126061935,0.124818495,0.123598425,0.122398
CC(=O)C(C)C,3-methyl-2-butanone,0.141441,0.13944648,0.137429345,0.13538195,0.133299665,0.131176805,0.12900837,0.126789045,0.124513775,0.122177985,0.119783
CCCC(C)=O,2-pentanone,0.150135,0.146598965,0.143135165,0.13975168,0.136448565,0.13322508,0.13008228,0.12701948,0.12403668,0.12113388,0.118303
CC(C)(N)CN,"2-methyl-1,2-propanediamine",0.193354,0.190995805,0.188644065,0.186293805,0.183938285,0.181572875,0.17919126,0.176786755,0.17435399,0.17188739,0.169385
C1=CC2CCC1C2,bicyclo[2.2.1]hept-2-ene,0.124654,0.122762525,0.120910125,0.119094575,0.11730745,0.115542175,0.11378938,0.112041695,0.110292175,0.10853245,0.106758
C1=CCCCCC1,cycloheptene,0.133442,0.131780525,0.13011206,0.12843165,0.12673598,0.125020735,0.12328123,0.121514095,0.119715755,0.117880785,0.116012
O=C1CCCCC1,cyclohexanone,0.162024,0.155398205,0.14942791,0.144149495,0.13951622,0.135482195,0.13199931,0.129022305,0.126503495,0.12439588,0.122619
C1CCC2OC2C1,7-oxabicyclo[4.1.0]heptane,0.135232,0.133622165,0.13201222,0.1303977,0.12877455,0.1271398249999999,0.125489155,0.123819225,0.122126035,0.1204059,0.11866
C[C@@H]1CCC[C@@H]1C,"cis-1,2-dimethylcyclopentane",0.116614,0.115018055,0.113410645,0.11178766,0.1101441,0.108474965,0.1067762,0.10504423,0.10327363,0.101460825,0.0996059
C[C@@H]1CC[C@H](C)C1,"cis-1,3-dimethylcyclopentane",0.115954,0.114329085,0.112678635,0.11099724,0.109281585,0.107527985,0.10573344,0.10389432,0.102006885,0.1000687175,0.0980815
C1CCCCCC1,cycloheptane,0.124345,0.121744185,0.11929453,0.117003465,0.11485699,0.11284142,0.11094344,0.10914905,0.10744425,0.10581567,0.104245
CC1CCCCC1,methylcyclohexane,0.11343,0.110725265,0.10807674,0.10562205,0.10356765,0.101637015,0.0996223305,0.0976318985,0.095693045,0.093818032,0.0920063
C=C(CC)C(=O)O,ethacrylic acid,0.145579,0.14383438,0.14208323,0.140321135,0.13854478,0.13675048,0.134935235,0.133095415,0.131226965,0.12932757,0.127398
O=C(O)C1CCC1,cyclobutanecarboxylic acid,0.149175,0.147550015,0.145933535,0.1443244249999999,0.1427203699999999,0.14111774,0.139512795,0.137903275,0.13628544,0.1346570299999999,0.133015
CC=CCC(=O)O,"3-pentenoic acid, (E)-",0.165242,0.1632846,0.16132145,0.15934767,0.15736063,0.1553556999999999,0.153328455,0.151276635,0.14919524,0.147080215,0.144934
CCCC(=O)CC,3-hexanone,0.15081,0.14881563,0.14681322,0.144795235,0.14275699,0.140693855,0.13859983,0.136469545,0.13429837,0.1320803049999999,0.129816
CCCCCC=O,hexanal,0.142938,0.140397655,0.138121595,0.13610988,0.13432614,0.132735375,0.131302585,0.129992455,0.128769615,0.127598805,0.126446
CCCCC(C)=O,2-hexanone,0.145452,0.143225935,0.140962965,0.138663885,0.136335325,0.133984025,0.131615245,0.129236355,0.126853355,0.124472245,0.122098
CC(=O)C(C)(C)C,"3,3-dimethyl-2-butanone",0.133054,0.131236385,0.1294119199999999,0.12757488,0.125720265,0.123842445,0.121935365,0.11999408,0.118012535,0.1159861,0.113915
FC(F)(F)S,trifluoromethanethiol,0.0348832,0.0334118095,0.031898273,0.0303376365,0.0287299,0.0270750635,0.025373127,0.023624059,0.0218278225,0.019984486,0.0180992
CC1COC(=O)O1,"1,2-propanediyl carbonate",0.225472,0.219777105,0.214329785,0.209151,0.204229435,0.19955309,0.19511091,0.190892635,0.18688621,0.183081005,0.179446
CC(C)CC(=O)O,3-methylbutanoic acid,0.148151,0.146324125,0.144499755,0.142676125,0.14084892,0.13901314,0.137164415,0.135299115,0.13341287,0.13150205,0.129565
CCCCC(=O)O,pentanoic acid,0.154776,0.152928195,0.15108151,0.149233935,0.14738073,0.145518635,0.143642595,0.14174961,0.13983605,0.137896915,0.135932
CCC(C)C(=O)O,2-methylbutanoic acid,0.148484,0.146690945,0.144890795,0.1430797,0.141254345,0.139411045,0.13754617,0.135655035,0.13373427,0.131781245,0.129796
CC(C)(C)C(=O)O,"2,2-dimethylpropanoic acid",0.138082,0.13611638,0.134175625,0.132256295,0.130353075,0.128459335,0.126568335,0.12467513,0.12277335,0.120856735,0.118922
CC(C)OC(C)C,bis(1-methylethyl) ether,0.113123,0.109769005,0.106540105,0.103451205,0.1005022735,0.0976933995,0.095024831,0.0924964255,0.090108257,0.0878601885,0.0857372
CCCOCCC,dipropyl ether,0.141094,0.138920865,0.13666131,0.134304755,0.131850885,0.12929933,0.126650775,0.123904905,0.12106135,0.118120795,0.115094
CC(O)C(C)(C)C,"3,3-dimethyl-2-butanol",0.117366,0.116042665,0.114740595,0.11346084,0.112204085,0.1109703299999999,0.10975989,0.10857345,0.107410695,0.106271255,0.105153
CCCCCCO,1-hexanol,0.158951,0.156473665,0.154249085,0.152284315,0.15055367,0.14903215,0.1476944399999999,0.146514855,0.145468395,0.14452943,0.143666
C1CCSCC1,thiacyclohexane,0.140549,0.138993955,0.137456625,0.13593572,0.13442687,0.132927075,0.13143302,0.12994102,0.12844776,0.126949555,0.125445
SC1CCCC1,cyclopentanethiol,0.0709219,0.0701547925,0.069382056,0.06860181,0.0678127545,0.0670135895,0.0662030465,0.065379831,0.064542569,0.063690066,0.0628229
CC1CCSC1,3-methylthiacyclopentane,0.137669,0.136163665,0.13465183,0.133130365,0.131596955,0.1300486,0.1284823,0.12689537,0.12528518,0.12364836,0.121986
CC1CCCS1,2-methylthiacyclopentane,0.136798,0.135297925,0.13378946,0.13226905,0.130733695,0.12918071,0.127607465,0.126010905,0.12438877,0.12273732,0.121058
CCOC(=O)NN,ethyl hydrazincarboxylate,0.247825,0.244669625,0.241557855,0.23848651,0.235449015,0.232436315,0.22944078,0.226453725,0.22346715,0.22047337,0.217467
CCOCC(=O)O,ethoxyacetic acid,0.17055,0.168694415,0.166832895,0.16496243,0.163080335,0.16118398,0.15926968,0.15733475,0.155376245,0.15339074,0.15138
CCOC(=O)OC,ethyl methyl carbonate,0.149786,0.14766994,0.14554027,0.143390395,0.14121363,0.139003975,0.136755115,0.134460365,0.13211341,0.12970788,0.127245
C=Cc1ccccc1,styrene,0.142019,0.140342635,0.13867258,0.13700458,0.13533532,0.1336608,0.131976705,0.130278665,0.12856305,0.126825175,0.125065
C1=C\C=C/C=C\C=C/1,"1,3,5,7-cyclooctatetraene",0.154307,0.15253108,0.1507656,0.149007805,0.147254805,0.14550086,0.143742655,0.141975875,0.140195835,0.138398535,0.136583
CC(C)CCS,3-methyl-1-butanethiol,0.0685878,0.0677373025,0.0668769595,0.0660039755,0.065116856,0.064213901,0.0632934735,0.0623540105,0.061393812,0.060411241,0.0594076
CCCSCC,3-thiahexane,0.139879,0.138103095,0.13630822,0.134487715,0.132639265,0.130758925,0.12884227,0.126887355,0.124889865,0.12284606,0.120759
CC(C)C(C)S,3-methyl-2-butanethiol,0.0623308,0.0615565,0.0607730035,0.059977966,0.0591699245,0.0583473735,0.05750895,0.0566531855,0.0557786485,0.054883839,0.0539698
CSC(C)(C)C,"3,3-dimethyl-2-thiabutane",0.122257,0.120644385,0.119017085,0.11736884,0.115696335,0.11399557,0.11226223,0.110491945,0.1086814,0.106826595,0.104929
CCC(C)(C)S,2-methyl-2-butanethiol,0.0578033,0.0570525915,0.056293384,0.055523204,0.054740457,0.0539434375,0.0531305825,0.052300192,0.0514505975,0.0505802305,0.0496901
CCCCCS,1-pentanethiol,0.0738017,0.07288926,0.07197074,0.0710435585,0.0701057415,0.0691554315,0.068190523,0.067209116,0.0662092475,0.065188912,0.0641488
CCCCSC,2-thiahexane,0.140432,0.13867797,0.136909985,0.135122055,0.13331055,0.1314711,0.129600705,0.12769542,0.125750505,0.12376333,0.121735
ClC1CCCC1,chlorocyclopentane,0.122878,0.121406745,0.119924705,0.11842635,0.11691005,0.115372175,0.11380867,0.112216905,0.110593825,0.108936855,0.107246
CC(N)(CO)CO,"2-amino-2-methyl-1,3-propanediol",0.195738,0.193885715,0.19205333,0.19024226,0.188452875,0.186684805,0.184938735,0.183214665,0.181512595,0.179832525,0.178172
O=Cc1ccccc1,benzaldehyde,0.166473,0.16473779,0.16300379,0.16126853,0.15952864,0.157781175,0.156022395,0.15425004,0.15246037,0.15065081,0.14882
Cc1ccc(C)cc1,xylene,0.132048,0.12999943,0.12790757,0.125773915,0.12360515,0.12140759,0.11918792,0.11695277,0.114709195,0.112462825,0.110219
CCc1ccccc1,ethylbenzene,0.133782,0.13132588,0.1288832349999999,0.12645948,0.12405967,0.121687435,0.11934746,0.11704406,0.11478192,0.112564725,0.110391
Cc1cccc(C)c1,"1,3-dimethylbenzene",0.135733,0.1333084,0.130861155,0.12839343,0.12591228,0.123423335,0.12093328,0.1184478,0.11597284,0.113515455,0.111078
Cc1ccccc1C,"1,2-dimethylbenzene",0.134167,0.132153935,0.130084035,0.127956025,0.125776535,0.123552935,0.12129217,0.11900198,0.11668831,0.11435916,0.112021
CCC(Cl)CC,"pentane, 3-chloro-",0.119879,0.11819939,0.116496885,0.11476612,0.113003095,0.111204125,0.109365265,0.107481775,0.105551025,0.103568385,0.101536
Cc1ccc(N)cc1,4-methylbenzenamine,0.155751,0.1548978,0.154002995,0.153061505,0.152073385,0.15103758,0.1499550899999999,0.148826285,0.14765048,0.146427675,0.145163
Cc1ccccc1N,2-methylbenzenamine,0.173778,0.17205809,0.17034598,0.168638925,0.166934555,0.16523061,0.163523035,0.16180983,0.160088365,0.158354955,0.156609
N#CCCCCC#N,hexanedinitrile,0.186738,0.184626555,0.1825276499999999,0.180440485,0.17836106,0.17628569,0.17421106,0.17213317,0.170048335,0.16795324,0.165846
Nc1cccc(N)c1,"1,3-benzenediamine",0.239413,0.2368875,0.2344001,0.231951755,0.22953915,0.22715797,0.22480353,0.222472145,0.2201605,0.21786428,0.215579
Cc1ccccc1O,2-methylphenol,0.156821,0.15537529,0.15394696,0.152536945,0.151146245,0.149774915,0.1484219,0.1470882,0.145774185,0.14447917,0.143201
Cc1ccc(O)cc1,4-methylphenol,0.158962,0.1574616499999999,0.155978265,0.15451525,0.15307155,0.151647535,0.15024315,0.14885945,0.147495435,0.14615105,0.144825
OCc1ccccc1,benzyl alcohol,0.16026,0.15796977,0.15575297,0.15361554,0.15155548,0.14957079,0.147659155,0.14581852,0.14404731,0.1423421,0.140696
Cc1cccc(O)c1,3-methylphenol,0.158911,0.15741191,0.155931895,0.154471195,0.153030495,0.151609795,0.15020941,0.148829395,0.14746901,0.14612931,0.144808
C1=CC2CCC1CC2,bicyclo[2.2.2]oct-2-ene,0.12415,0.1234247099999999,0.12263729,0.12178124,0.120855505,0.119860455,0.118796035,0.117662985,0.11646025,0.115188515,0.113855
CC(Cl)C(=O)O,2-chloropropanoic acid,0.160657,0.1587085849999999,0.15676979,0.154837365,0.152907735,0.15097516,0.14903601,0.1470856,0.145119615,0.143133055,0.141124
O=C(O)CCCl,3-chloropropionic acid,0.158833,0.156774085,0.1547422199999999,0.152737465,0.15075382,0.148785915,0.14682912,0.14487775,0.142926805,0.140971285,0.139007
Oc1ccccc1O,"1,2-benzenediol",0.19688,0.19519995,0.19353562,0.191889605,0.190262275,0.188652945,0.18706193,0.185489915,0.1839369,0.1824025699999999,0.180885
Oc1cccc(O)c1,"1,3-benzenediol",0.197978,0.19645509,0.194945815,0.19345154,0.19197195,0.19050699,0.1890574,0.187622125,0.186202165,0.184797575,0.183406
Oc1ccc(O)cc1,"1,4-benzenediol",0.200375,0.19878041,0.19719882,0.195631545,0.19407927,0.192541995,0.19101972,0.189512445,0.18802017,0.18654321,0.18508
Cc1ccc(F)cc1,4-fluorotoluene,0.119537,0.11801431,0.11648579,0.11494801,0.113396655,0.11182704,0.110235795,0.108619345,0.106972265,0.105291925,0.103579
Sc1ccccc1,benzenethiol,0.0854378,0.0845538795,0.083674534,0.0827989215,0.0819252735,0.0810519215,0.080177234,0.0792995425,0.0784171525,0.07752829,0.0766324
C[C@@H]1CC2CCC1C2,exo-2-methylbicyclo[2.2.1]heptane,0.116873,0.11544203,0.11399836,0.112536375,0.111054445,0.10954957,0.10801875,0.106458985,0.10486759,0.103242565,0.101585
CC1CC2CCC1C2,endo-2-methylbicyclo[2.2.1]heptane,0.117197,0.11563323,0.11407775,0.11252838,0.110979435,0.10942623,0.10786445,0.10628941,0.10469648,0.10308029,0.10144
C1CC2CCC1CC2,bicyclo[2.2.2]octane,0.112025,0.11179017,0.11148171,0.11108988,0.110615735,0.110058275,0.10941713,0.1086932999999999,0.10788684,0.106996695,0.106033
Nc1ccc(F)cc1,4-fluoroaniline,0.163579,0.1618600349999999,0.160152815,0.158456965,0.156769225,0.15508517,0.153402855,0.15171828,0.15002776,0.148328295,0.146619
Oc1ccc(F)cc1,4-fluorophenol,0.145347,0.144226405,0.14311687,0.142018965,0.14093406,0.139862155,0.13880325,0.13775703,0.13672344,0.135703535,0.134696
O=C1CCC(=O)CC1,"1,4-cyclohexanedione",0.184261,0.18201922,0.17982234,0.1776722,0.17556417,0.17349288,0.171454015,0.169442575,0.167453245,0.165480655,0.16352
C#CCCCC(=O)O,5-hexynoic acid,0.120196,0.118965235,0.11773329,0.116497715,0.11525651,0.11400799,0.11275084,0.11148306,0.110202335,0.10890661,0.107597
Cc1ccc(C)s1,"2,5-dimethylthiophene",0.13133,0.12990581,0.12847855,0.12704603,0.125604565,0.12415147,0.12268443,0.121200445,0.119696515,0.11816964,0.116621
CC1(C)CCCCC1,"1,1-dimethylcyclohexane",0.113229,0.111789715,0.11034914,0.10890262,0.10744684,0.1059778,0.1044915,0.102984255,0.10145275,0.0998928275,0.0983044
CC(C)=CC(C)(C)C,"2,4,4-trimethyl-2-pentene",0.106585,0.105031395,0.103456835,0.101856385,0.1002248325,0.098558646,0.096853942,0.0951064095,0.093312117,0.091467033,0.0895734
Clc1ccccc1,chlorobenzene,0.133782,0.131604495,0.12935324,0.12702782,0.124637235,0.12219017,0.119695255,0.117161545,0.1145973,0.11201226,0.109414
CC(C)(Cl)Cl,"2,2-dichloropropane",0.108165,0.106486225,0.1047965,0.103089255,0.10135775,0.0995962525,0.097796743,0.0959537285,0.094060398,0.0921102255,0.0901042
NC(=O)C(F)(F)F,"2,2,2-trifluoroacetamide",0.186302,0.18474728,0.18298746,0.18099901,0.178780875,0.17633374,0.173657605,0.17075247,0.167618335,0.1642552,0.160688
CCOC(=O)CC#N,ethyl cyanoethanoate,0.16789,0.16613097,0.164366135,0.162591355,0.16080363,0.15900059,0.157180605,0.15534036,0.153476485,0.15158698,0.149673
O=C1CCCCCN1,"6-aminohexanoic acid, .epsilon.-lactam",0.13748,0.137411265,0.137342265,0.137273265,0.13720458,0.137136265,0.137067265,0.13699858,0.136930265,0.136861265,0.136793
O=C(O)C(F)(F)F,trifluoroethanoic acid,0.109763,0.108060025,0.106261005,0.104354615,0.102341595,0.100220701,0.097992459,0.095657228,0.09321466,0.090664829,0.0880193
COC(F)(F)CF,"methyl 1,1,2-trifluoroethyl ether",0.10289,0.100898141,0.0988630035,0.0967724995,0.094617718,0.0923900015,0.0900805075,0.08768061,0.0851815035,0.082574525,0.0798645
Fc1ccccc1F,"1,2-difluorobenzene",0.112301,0.110761955,0.109215175,0.107655135,0.106077205,0.10447633,0.102849195,0.10119117,0.099496822,0.0977620455,0.0959881
Fc1cccc(F)c1,"1,3-difluorobenzene",0.111045,0.10945726,0.10785559,0.106234345,0.10458821,0.1029115,0.10119953,0.0994481425,0.097652302,0.095806344,0.0939121
Fc1ccc(F)cc1,"1,4-difluorobenzene",0.11187,0.11025459,0.10863933,0.107018495,0.105386455,0.10373684,0.1020640199999999,0.100361436,0.0986234565,0.096844224,0.0950234
O=C1CCCCCO1,6-hexanolactone,0.176483,0.174838975,0.173208385,0.171590535,0.16998237,0.16838226,0.166787205,0.165194835,0.16360352,0.16201026,0.160413
CCCC=CC(=O)O,trans-2-hexenoic acid,0.172234,0.169972085,0.167741165,0.16554004,0.163362655,0.161204065,0.159058215,0.15692016,0.154783215,0.152641695,0.150492
O=C(O)C1CCCC1,cyclopentanecarboxylic acid,0.153269,0.151744625,0.15021868,0.14868879,0.147152585,0.14560875,0.14405497,0.142488245,0.14090652,0.139308535,0.137693
C=CCCCC(=O)O,5-hexenoic acid,0.160349,0.15856804,0.156782465,0.15499,0.15318622,0.15136918,0.149535195,0.147681265,0.14580439,0.143901885,0.141974
CCCCCCC=O,heptanal,0.15504,0.15313724,0.15123198,0.14932083,0.147398105,0.14545975,0.14350219,0.141519685,0.13950892,0.137465265,0.135388
CC(C)C(=O)C(C)C,"2,4-dimethyl-3-pentanone",0.140336,0.13850403,0.136661305,0.134802005,0.132921445,0.13101531,0.129078915,0.12710826,0.125098715,0.12304491,0.120949
CCCCC(C)CC,3-methylheptane,0.115846,0.115045615,0.1142663,0.11347118,0.11261357,0.11164747,0.110527195,0.10920743,0.10764186,0.105784115,0.103631
CCCCCCCC,octane,0.132418,0.129147905,0.125965775,0.12287881,0.11987801,0.11695532,0.11410537,0.11132416,0.10860769,0.105951645,0.103345
CC(C)(C)C(C)(C)C,"2,2,3,3-tetramethylbutane",0.0920582,0.091376958,0.090625273,0.089794588,0.088884903,0.0878962495,0.0868286645,0.0856820795,0.0844564944999999,0.0831519095,0.0817769
CC(C)CC(C)(C)C,"2,2,4-trimethylpentane",0.100651,0.098214753,0.095845208,0.093554112,0.0913460335,0.089225504,0.087197092,0.085265329,0.083434752,0.081709824,0.0800827
CC(C)C(C)C(C)C,"2,3,4-trimethylpentane",0.109275,0.106896025,0.10454016,0.10221487,0.0999262575,0.0976816885,0.0954866615,0.0933477875,0.0912713295,0.089263719,0.0873225
CCCCCC(N)=O,hexanamide,0.215845,0.21324434,0.210698925,0.20821125,0.205776685,0.203390175,0.201047775,0.1987438,0.196473565,0.19423244,0.192013
CCC(CC)C(=O)O,2-ethylbutanoic acid,0.1504,0.148604205,0.146811205,0.145017575,0.14322037,0.141415535,0.13959981,0.137768455,0.13591884,0.134046965,0.132152
CCC(C)(C)C(=O)O,"2,2-dimethylbutanoic acid",0.131478,0.130118175,0.12876475,0.127415695,0.12606901,0.124722065,0.12337212,0.1220176,0.120654765,0.1192823,0.117899
O=C(F)C(F)(F)F,trifluoroacetyl fluoride,0.0767292,0.0725416785,0.068232707,0.063787541,0.0592060695,0.0544884665,0.049634632,0.044644529,0.039518226,0.034255723,0.0288717
O=C1OCCOC1=O,"1,4-dioxane-2,3-dione",0.265184,0.263005285,0.26085342,0.258729925,0.2566328,0.25455973,0.2525083449999999,0.25047733,0.24846437,0.246466465,0.244481
CC(C)CCC(=O)O,4-methylvaleric acid,0.153483,0.151678795,0.149868645,0.148047865,0.14621414,0.14436384,0.142493225,0.14060035,0.1386809,0.13673145,0.134754
