SMILES,name,FOM1_0C,FOM1_10C,FOM1_20C,FOM1_30C,FOM1_40C,FOM1_50C,FOM1_60C,FOM1_70C,FOM1_80C,FOM1_90C,FOM1_100C
C#N,hydrogen cyanide,204.40061687924407,206.69811933204917,209.49649779646032,212.5993690164736,215.92162292362107,218.89933936791485,221.78016391324832,224.04182563964932,225.4424389759836,225.77713832861832,225.68455497953175
CN,methanamine,221.12678862348875,222.7140884159542,223.98396788465664,224.6181508305307,224.72451214504005,224.73326357065284,224.0924051959508,223.3020551713564,222.07728870578092,221.05911365578524,219.6260347463436
CO,methanol,142.4467365652389,147.57203348624037,152.75642647519058,157.93753923898777,163.05836762133927,168.1338388497829,173.0774318714364,178.0820547735906,182.97470699800064,187.84826013359523,192.70905263621273
NN,hydrazine,193.68291919362335,201.83705550349225,209.8487775318337,217.36219816791973,224.30018495959925,230.8173153669697,236.72546778156115,242.01395211755764,246.9704616620868,251.33301588833336,255.13925708538133
CC#N,acetonitrile,169.46948869513196,171.6869166813098,173.31587656684584,174.33582123508978,175.03599525479834,175.36000881723828,175.42412684394893,175.26402156632554,174.9446766455135,174.5600646251088,174.04560839515307
C1CC1,cyclopropane,189.4251856194173,184.032697758524,180.1814034330964,177.6020280170827,176.3252904504767,175.47999079429076,175.37226882552997,175.5984475030252,176.4686747387404,178.2062007870562,180.69162797475693
C1CO1,oxirane,163.33704661837626,165.45998528030302,167.74957414289702,170.04610252456325,172.4947470762367,174.8876746929129,177.39444134676904,180.01269242787723,182.449837591159,184.9243605220424,187.41649308611537
CC=O,ethanal,195.4735694084813,199.12946912997756,202.2061089830934,204.70191382055904,206.4473743468387,207.52075583641889,208.3401779208142,208.58972959033844,208.4985204668564,208.0426025602001,207.20041347269137
NC=O,formamide,117.56077270362584,126.41462092745591,135.26636246124684,143.6724232781809,151.61747284074153,159.09501582567393,166.15087340422568,172.7798952886485,178.97610815156776,184.8013415472385,190.39741308615163
CNC,N-methylmethanamine,174.6649890473133,177.8870709707799,180.56058508378132,182.77631832664125,184.129435654711,185.02100413384952,185.32670595085935,184.91471807130037,183.9334350293667,182.59755432575352,180.2706293891444
CCO,ethanol,95.65134680284189,101.51113645758149,107.55779307825664,113.58656713164692,119.505326815106,125.2998524261548,130.92602930727668,136.4168288874225,141.70480607179192,146.7781722174626,151.81889158324532
COC,dimethyl ether,195.17370152900173,194.59404885713815,193.4198551854472,191.86601105591703,190.49609827231285,188.40236681958987,186.51013981946917,184.55234052287196,182.61431851993788,180.89178468306017,179.5493731841106
CS,methanethiol,143.24405313561985,146.50268509559154,149.4420179975202,151.81831318964603,153.98455629259274,155.5822084232872,156.91608191147185,157.89408194939077,158.41661401545616,158.38584369938548,158.36336273738905
CCl,chloromethane,193.15177467671228,193.38658207953247,193.4559677855885,193.3366893093326,193.27782611435768,193.02592486896523,192.57897774652844,192.27166423684,191.8797978066043,191.5422316399101,191.7009732197085
N#CC#N,ethanedinitrile,306.98156590834446,309.81082021801154,311.0685753350233,311.2912327723697,310.29693680565543,307.9532866437762,304.2312376080203,299.8525138080315,294.7452038280101,290.10189190204187,287.17235125944393
C=CC#N,propenenitrile,148.98644529954677,150.37026176201164,151.774385195011,152.9469266539836,154.2064059796512,155.2742276410624,156.18054319474814,156.97863109155068,157.74341713573216,158.14510549435064,158.5451215042431
CC#CC,2-butyne,134.17660601417566,138.24668765226275,141.90192474051452,145.06652499416978,147.59170749774464,149.68980824173516,151.378990828182,152.72611273646896,153.40542249836213,153.9812077315415,154.1786004654131
C#CCC,1-butyne,107.98756408917528,110.86219905538404,113.3965223836394,115.6242301053722,117.4646395397004,118.85419436223148,119.88654310598528,120.45437557920296,120.59893830895535,120.40549639857264,119.84041286608873
C=CC=C,"1,3-butadiene",153.3853724842972,155.9576106682806,158.39854746067047,160.3969566534709,162.2172588501506,163.77804061288708,164.98477232969393,165.733762074154,166.2451866298431,166.15038407407798,165.71950799682023
C=C=CC,"1,2-butadiene",230.24671250557563,236.0368042886872,241.5457756306045,245.86901954892272,249.6542451941116,252.62173928993187,254.83991028179537,256.0690753805875,256.5124919967064,256.02303863587866,254.96202585234087
CCC#N,propanenitrile,135.10349975770427,137.59384048183384,140.00071403899938,142.32686429742745,144.50351549952845,146.54048985668086,148.5740191155016,150.34175080676422,151.9944570780882,153.6178941195925,155.0337483208095
C/C=C/C,(E)-2-butene,136.82315263240022,137.042666491906,137.1393962890531,137.08980504051908,136.9968967510162,136.8422102529001,136.7737272779428,136.62262487241972,136.56079236179897,136.60929085081284,136.7531177702557
C/C=C\C,(Z)-2-butene,135.69505767587964,135.7354626631732,135.77808935685215,135.69571870900168,135.58824200749507,135.43726174341143,135.22223305071566,134.9213617166412,134.88130089840652,134.75770454909207,134.70315188610363
C=CCC,1-butene,137.07303440655068,137.1959083787529,137.03452003050882,136.98120117774386,136.73219203827614,136.57832059085604,136.3509637187246,136.22484929989398,136.42841458297943,136.59887807140507,137.16385135442533
C1CCC1,cyclobutane,128.7691263097529,131.483609603115,134.0564279745864,136.24096621862918,137.9988974626125,139.48193436560032,140.5961571077381,141.24095351804974,141.50548431569723,141.3250733186273,140.84070062287182
NC1CC1,cyclopropanamine,142.69475842877043,147.26344574211325,151.47475107270594,155.34678520622813,158.78024514341038,161.8778156817739,164.56099530765866,166.78021118718183,168.73253942984053,170.071224213294,171.09473235770102
CC(C)=O,propanone,148.7743077317096,150.44243242089976,151.88103228475384,152.98785942725812,153.8927836117914,154.39026215013473,154.8013731760635,154.94469660871837,154.92242417305988,154.70069634748182,154.2328039199335
CCC=O,propanal,148.55635701626792,152.54812988525066,156.11753974974212,159.12390653414218,161.85518431934153,164.261133479158,166.31649315001994,168.2061970098743,169.64654503150734,171.10220479778445,172.10669936412842
CC1CO1,methyloxirane,126.42549185976,128.9062113400415,131.32991394825748,133.61587745107346,136.0140585870779,138.25412877164416,140.5283048339005,142.8122233989824,145.07407417994264,147.27213111774054,149.35899067462466
CC(C)C,2-methylpropane,127.2369016033354,127.6193408190658,127.9282919722039,128.15177272537463,128.25333632742317,128.35071194298018,128.43477051766732,128.49824134791575,128.94171458559072,129.45815736714127,130.50616675951358
CCCC,butane,137.74421694328726,137.85365901128043,137.81398139208903,137.74447474915752,137.62871529858643,137.44625011994103,137.17376574612044,136.9762365053787,136.864470162454,136.8552608875694,136.9271632419367
CC(N)=O,ethanamide,56.0668405231915,62.389943277363464,68.95384042612446,75.1465621924105,81.00012208947057,86.58742177701079,91.99937999701883,97.34725496034211,102.7524120198042,108.29165844643204,114.19617471233784
CN(C)C,"N,N-dimethylmethanamine",130.05361690846806,132.7463376641209,135.04327618100052,136.7227394332778,138.08420945461546,139.01478017330794,139.3932526730378,139.1014210989742,138.50737277027025,137.59253555812546,136.08551022453614
CC(C)N,2-propanamine,136.18925286110212,139.65903193676405,142.53502648832335,144.6698566721211,146.19092939190077,147.1818988284409,147.59215548875233,147.65773907817743,147.31057945643624,146.6258150655312,145.557628675374
CCCN,1-propanamine,148.95067989176945,152.5136821019582,155.6580369359409,158.12834534141987,159.9503241696091,161.13374089795843,161.87615588885816,161.96126831277604,161.68839798433854,161.01555046916877,159.88721300688545
CC(=O)O,ethanoic acid,105.91179055689076,109.1596009490521,111.96413049298086,114.1630421037776,115.87196143980562,117.2852243845111,118.41612832530168,119.35093085727938,120.11528649637587,120.86698946112774,121.46522464155142
CNNC,"N,N'-dimethylhydrazine",135.41557659316942,140.74708236344935,145.88364835735717,150.65132856086257,154.9965219816019,158.84579779296033,162.16513452376077,164.68804334255896,166.40974018405169,167.1404647422822,166.95511340709265
CC(C)O,2-propanol,63.40892289741062,70.22933232034647,77.34764529454358,84.46112359729312,91.59585496117704,98.79355263375986,106.06715501387691,113.43571013291148,120.84471664158816,128.33795775942838,136.07914981668665
CCCO,1-propanol,72.90643969113852,78.06861500618038,83.48744350873575,88.97533820475888,94.52053049709724,100.15810009813592,105.89156984130534,111.69601978606262,117.61724187878283,123.58957112880633,129.80684295114986
C[N+](=O)[O-],nitromethane,157.0037458570225,160.8966467114958,164.64692186717053,168.22236539250213,171.61734722675266,174.84560004213418,177.81976334186496,180.57294059182271,183.1727827880184,185.3943288724916,187.67731409411132
CSC,2-thiapropane,148.47836866802083,150.93160132837482,152.91342841638317,154.50653746489192,155.7251843224605,156.61786877060973,157.43649173059444,158.1568381343935,158.94127669890025,159.39587000834746,159.88352676638578
CCS,ethanethiol,101.75398587971198,104.73116300857684,107.52009841732504,109.98969172992868,112.2134529479402,114.0166613411376,115.5922484853342,116.9779838807554,117.93384619405045,118.67275935579246,119.32087957925552
CCCl,chloroethane,149.58748909243252,151.3153252362534,152.70897797765065,153.96635605214823,155.0355139944092,155.85967407542827,156.5653429377115,157.12249501120868,157.7163487857879,157.89483999950687,157.8265681139091
N#CCC#N,propanedinitrile,66.09536822085438,71.24722990988705,76.44181553304526,81.45430486059568,86.29339699507713,90.923876420696,95.37566520440156,99.60182920279634,103.62649603325688,107.41464697502562,111.08880286007904
c1cc[nH]c1,pyrrole,98.79235886514616,104.78565880143896,110.55044904570484,115.88071940912413,120.80246270300628,125.36203079278592,129.5542217977596,133.4895796853418,137.0881629974088,140.4542379814918,143.65988961380384
c1ccoc1,furan,129.5080350485629,133.613206605056,137.4205349979311,140.83526270988042,143.80805882251428,146.21424328447046,148.28775578781315,150.0679060700215,151.25068423258654,152.3082697749378,152.76404329610872
C1=CCCC1,cyclopentene,119.63033259872267,121.66692181551562,123.41546697275304,124.72243971290514,125.69380867230636,126.3158266147562,126.59897320260056,126.4628654887092,126.19808669530154,125.52270384915238,124.51265294532146
C=C1CCC1,methylenecyclobutane,102.11904929076536,105.99576309489598,109.62908153824058,112.9716210389659,115.94436533298703,118.6529828849164,120.9074151448402,122.81004920949412,124.39319914688086,125.5456939884278,126.36635501046536
C=C=C(C)C,"3-methyl-1,2-butadiene",188.77143876565535,195.35549352646876,201.5377189876504,207.2626248580787,212.22481252814376,216.5486820620618,220.34363663668933,223.32544407057813,225.78207751898495,227.52994908873217,229.09865817311857
CC=C=CC,"2,3-pentadiene",191.52662408933003,198.51129831052808,205.06224102037044,210.9936141707152,216.21498585650113,221.00608495570933,225.01821676422907,228.36461656773247,231.03552258474147,233.09859819913936,234.72230327229713
C=CC(=C)C,"2-methyl-1,3-butadiene",135.07429932196996,135.90715465608818,136.2200727548299,136.0139671893876,135.46537467052624,134.81907840845943,133.92403604022587,132.92209389036603,131.81998806947055,130.80849959566075,129.71823563241324
C=C/C=C\C,"(Z)-1,3-pentadiene",115.68146634556344,119.84429587554996,123.78110962789084,127.33121160984533,130.4642551788099,133.25647978952813,135.62682609108762,137.6885578783305,139.2957953186331,140.4874183490443,141.14698127899638
C=C=CCC,"1,2-pentadiene",189.8772238558674,196.64930529797283,203.1796698307136,208.9537709185967,214.2344459148262,218.7988131600122,222.68407642465937,226.08254369035305,228.7610270735215,230.7880509666898,232.33327930272412
C=C/C=C/C,"(E)-1,3-pentadiene",116.00018723073391,120.09553898529651,124.00244027961476,127.4918233881781,130.643868863983,133.3123328664379,135.51148818445424,137.352566369578,138.87022421588298,139.95212739678587,140.48679931903766
C=CCC=C,"1,4-pentadiene",123.10048565345193,126.67318036230988,130.06419451417693,132.90381115962245,135.41111418856875,137.54057661907413,139.1038963271788,140.28528105500138,140.96676498324737,141.25350638483383,141.07107648793723
CCCC#N,butanenitrile,100.5546954228429,103.22788198118654,105.80107321585004,108.12286631626456,110.2945146854399,112.3287275787484,114.263762405212,116.09870034748565,117.84203441890214,119.43235811560388,121.05813496915307
C1CCCC1,cyclopentane,105.64214259875808,107.49212581020151,109.27131405417607,110.91846450717269,112.45566116476677,113.81549647627126,115.07080556102304,116.25352987878335,117.41893259807698,118.43908733563109,119.58679381334797
C=CCCC,1-pentene,121.68981763716664,124.44550120069113,126.69707351396148,128.44622123340827,129.55527893915928,130.04680245936802,129.87523045151434,129.2042009861338,127.75534059913797,125.77593308730492,123.20712640528208
CC=C(C)C,2-methyl-2-butene,121.6729766064416,123.58503240896444,125.0041569748721,125.88402310906456,126.34144431546684,126.68716834977454,126.7597305731108,126.8035827677388,126.81283094421538,126.62340425448008,126.376615221934
C=C(C)CC,2-methyl-1-butene,110.55919323153304,114.0326445887792,117.22389869014532,120.04254888870686,122.43992063643869,124.43520348644113,126.1309996415093,127.39625618833016,128.08594189557306,128.63054437449608,128.5916621383385
C/C=C\CC,(Z)-2-pentene,116.59880526089702,120.4780532009622,124.04756456209768,127.26281360652808,130.04875985019456,132.38752585127207,134.34283456789782,135.9093305882446,136.942090904201,137.6822821569642,137.85426039475894
C/C=C/CC,(E)-2-pentene,116.90178877276682,120.8049617457176,124.3930489821773,127.62321164181051,130.42151471770168,132.77235623233963,134.74110993661077,136.32211647646093,137.3700977553429,138.1256623434505,138.3114620910922
C=CC(C)C,3-methyl-1-butene,116.6731053508727,120.06081656086454,123.1162679816633,125.67018738880871,127.97766841888618,129.7276627059168,131.0348452009333,131.9376654689798,132.32567467863154,132.3037476905522,131.8062172376009
ClCl,chlorine,257.06904495658307,259.652019884608,262.443618750344,265.4831200260024,268.3845688628284,271.56092529584214,275.0987098725774,278.4932194001065,281.70412430063124,285.574737456941,290.2738852934036
C=CC(N)=O,propenamide,95.42110894892326,104.0483029891596,112.51895706120445,120.30175484382995,127.46439108592806,134.0477877941378,140.12909996596247,145.7680049922444,151.02503396492244,155.95293259716706,160.66021969212142
C1CCNC1,pyrrolidine,109.87758583355593,113.32375110812931,116.5429492450056,119.44952696972258,122.10594681020372,124.64745369533942,127.07662376466604,129.4088990665506,131.73570405986186,133.8976339737428,136.11588049037667
O=C1CCO1,"1,3-propiolactone",93.36083975678432,99.6877320996396,106.12865435230772,112.38091751186982,118.46738067641188,124.35601360648378,130.03579298718776,135.49530004953286,140.71744729879447,145.72496229724578,150.63376449119946
CCCC=O,butanal,120.40869134136273,122.2695100872541,124.2353804141087,126.1658078248288,128.15180356362788,130.09441351053007,131.94735570720212,133.84542377024152,135.57403125581357,137.17881139633113,138.63038623958536
CCC(C)=O,butanone,126.9549116692247,129.6753423457056,132.28162037191504,134.60248679661817,136.69025729043616,138.5490254296388,140.20637963270673,141.71731609854115,143.036221824583,144.108938786091,145.0307367411691
CCC(C)C,2-methylbutane,119.1196467254472,120.1335761205186,120.99030614124882,121.73010022362816,122.18486405015848,122.61839377019312,122.8826196162686,123.06249235477792,123.12974565569928,123.2096174373444,123.28221493567077
CCCCC,pentane,123.28173133031852,123.60450551603525,123.7547949954028,123.89542239408269,123.7876708655938,123.71808795084304,123.43432434946372,123.28098566214904,122.996066111962,122.69574321402315,122.3560351955118
CC(C)(C)C,"2,2-dimethylpropane",106.66698142270714,107.9791214695021,109.10179934084572,110.10641772648408,110.93169670503497,111.59655821938402,112.24821439653786,112.75678715426884,113.4467130170424,114.08756065675502,114.7712662189297
CN(C)C=O,"N,N-dimethylmethanamide",117.53849780801946,121.32048847949416,124.95622288104684,128.28662409215949,131.32621252245275,134.18440477911892,136.7703897684099,139.2006087208933,141.449515012184,143.50315252126904,145.45158866138104
CC(C)(C)N,2-methyl-2-propanamine,114.6204616589883,119.10690779568328,123.2453619518346,126.7244984748931,129.76968277376255,132.3344307522546,134.46342376079664,136.21796720685947,137.6422587784667,138.6005726840803,139.3393581537598
COC(C)=O,methyl ethanoate,148.42915408652289,150.36444912151978,152.32137932606224,154.28510717634128,156.2331193707012,158.1341139426542,160.0991491090754,161.958788378503,163.8371110108663,165.91164441913654,167.97043200234606
CCC(=O)O,propanoic acid,95.4800492912872,99.42860813846563,103.15780636395424,106.5481481417083,109.70785848852456,112.61867971864928,115.37841816500196,117.99231202761872,120.44801490705956,122.8228530304001,125.04515747064325
CCOCC,diethyl ether,142.23090651650884,143.68169497677067,144.83408701611836,145.59428557403336,146.1580676410293,146.33262201456884,146.03920221484648,145.55283171892555,144.66275708538805,143.5112063617673,141.86079561790245
CCC(C)O,S(+)-2-butanol,53.38449855598666,59.6884185163369,66.53907868166385,73.57654023656818,80.75561596788108,88.02215376105515,95.32666293452648,102.6270976941972,109.89088652103324,117.0895079116838,124.3464821943556
CCCOC,1-methoxypropane,132.689877216939,135.12816253118163,136.83665780606665,138.15940089570114,139.1074651228792,139.72362692149267,140.2300480824639,140.44615743979142,140.4850657454638,140.49109940758967,140.28438502581818
CC(C)CO,2-methyl-1-propanol,50.14525179191671,55.90355786785136,62.103220380122416,68.41060378774095,74.76826409429808,81.12906767462918,87.44466172991687,93.6564724788088,99.71531035909832,105.51934013975068,111.23303045334964
CCCCO,1-butanol,63.45774182937572,69.04225856342771,74.87257040521555,80.66314768553447,86.40356914754035,92.0628586145682,97.6465339542698,103.07225509916798,108.35412083857342,113.42521823914812,118.35236552587833
CC(C)(C)O,2-methyl-2-propanol,32.89268065795195,42.798317325109814,53.86302372408829,64.33494468713482,73.99613212653912,82.82638278306808,90.95744035344018,98.58768321109358,105.95985715223335,113.29963744180884,120.97060099560194
CNN(C)C,"N,N,N'-trimethylhydrazine",122.07280298793704,125.52796518267562,128.8255358408109,131.72660583953274,134.2395666137603,136.47189034160203,138.51800203610313,140.2523400170946,141.6896290573219,142.8841577716017,143.92038841472265
NCCCN,"1,3-propanediamine",94.59080028444669,103.1741244340619,111.257584390678,118.25901523779932,124.2932546345246,129.40130901519916,133.7347442371196,137.33144433995105,140.28771662146497,142.69445237828143,144.69290244715108
CC(N)CN,"1,2-propanediamine",99.5188117116096,107.17293209875018,114.40519530324283,120.833233091556,126.53998180672846,131.57215342886295,136.11415462986898,140.11929272692794,143.7422389482686,146.96038681792362,149.99088053115864
C1CSC1,thiacyclobutane,85.04532471190282,89.58024045029846,94.0479058251244,98.2901267819257,102.32308437574048,106.04610729145784,109.62219426013462,112.92524653055096,115.98930728849513,118.77639827113488,121.49531520069286
CC[N+](=O)[O-],nitroethane,131.5580837194901,135.10176429734813,138.53573894398625,141.75179367970696,144.85443062658675,147.7063982772122,150.4263686145835,153.01321789771444,155.37145224752058,157.51668376016406,159.63564186006963
COCOC,dimethoxymethane,148.48811772191178,150.96960627693875,152.9092912393228,154.44891687367698,155.46253845479958,156.24690785526548,156.604049639123,156.79241957956913,156.8012942392824,156.62199438468693,156.43620995840166
CCCS,1-propanethiol,69.929540131777,71.19178525913973,72.36105491293877,73.46199296178301,74.49571727397188,75.52120588339855,76.46693920304516,77.41234903606404,78.28223566423198,79.11459114851759,79.9686549487939
CC(C)S,2-propanethiol,68.74456000015061,71.04210316738485,73.15184532212305,75.0663150384277,76.72436340433076,78.22106415484905,79.52538833927618,80.53781341720457,81.50715755616562,82.21183828388018,82.78674213779861
CCSC,2-thiabutane,105.9319149466364,110.02439408570024,113.8820875041582,117.43838954614142,120.71459416113336,123.68637082453697,126.30368871480502,128.56574060860575,130.5398400889319,132.23147382664652,133.68385102847887
c1ccccc1,benzene,,106.76768667745364,109.59464551436078,112.20431500965609,114.62363053566618,116.84249558677963,118.83121002970722,120.66915678695706,122.33696218176362,123.83259998235204,125.27748769008342
CC#CC#CC,"2,4-hexadiyne",76.68769726858919,81.6399347678732,86.5146240627126,91.08168520041066,95.36105094752894,99.36048746696753,103.07550662037632,106.5808880727989,109.76072306983764,112.75194096478704,115.5682843323883
N#CCCC#N,butanedinitrile,72.26845347768287,82.7750327599573,93.36418851775528,102.91468052390157,111.4145101543018,118.92191983049436,125.4942300122352,131.26333826070297,136.31417775821316,140.7094449381425,144.73097069411543
C1=CCCC=C1,"1,3-cyclohexadiene",96.19411703841872,99.32296095095758,102.26305514475318,104.85054237412804,107.0989346192326,109.12244403579236,110.7768221382884,112.24583381426918,113.44574839686324,114.45058478558394,115.28387883686884
C1=CCC=CC1,"1,4-cyclohexadiene",101.33025160654692,104.57645477731988,107.6446253719274,110.36738462663176,112.75029653549164,114.85567886137464,116.67481881084456,118.24912183912384,119.52896235332145,120.6444516752405,121.52379712516392
Cn1cccc1,N-methylpyrrole,128.36826987735452,131.57847005170416,134.57553582387945,137.35119531017614,139.87323295833863,142.20236488761975,144.23507062296062,146.01534858631368,147.54137398694604,148.83026506577173,149.92274843384703
Cc1ccco1,2-methylfuran,106.41423221080916,110.98502914688382,115.33798329190496,119.43910784780732,123.21783375433404,126.59595608905862,129.6955959790532,132.4158121180052,134.82195957613897,136.9114387440135,138.7312973283975
CC(C)(C)C#N,"2,2-dimethylpropanenitrile",84.1939501721387,88.0539622607915,91.80781472110677,95.2824169210013,98.48176364119182,101.42720218111896,104.06113944415245,106.43176455248756,108.55563210519097,110.36141210445568,112.0279964266444
c1ccsc1,thiophene,108.51930722629687,111.8544344527586,114.99540625402015,117.90174725242908,120.57167105948398,123.06060888936663,125.32473271554134,127.42722959970445,129.38257354666442,131.1173638632639,132.6727476695908
C=CCCCC,1-hexene,115.44203727163588,116.62197822808338,117.71843286227974,118.60533845833294,119.48725219423598,120.14142644931422,120.83086580775844,121.55466601582036,122.1792640821684,122.81004176652118,123.4142229644466
CC(C)=C(C)C,"2,3-dimethyl-2-butene",97.129518932756,100.66704498194954,103.95519735129515,106.83975198258382,109.25968968093528,111.26683416941948,112.90732075497324,114.15498868549616,115.03133768611085,115.61977152501744,115.81652145818636
C/C=C\CCC,(Z)-2-hexene,100.57900240394532,104.9475620691258,109.11972637430875,113.01984251363,116.52159220880738,119.64883581488134,122.48302793011791,124.91165799090398,127.0864295782164,128.86933888302707,130.26128533324552
ClCCl,dichloromethane,5.575483471204549,5.688237200005694,5.802849071494826,5.906688135112849,6.012242433735059,6.105064861001024,6.201565242266399,6.293743890229785,6.379414044835815,6.4561462751816086,6.540577874839886
O=C1CCCN1,2-pyrrolidinone,45.34028886641071,53.53572072526813,62.182212823996664,70.36267191977129,77.99196173708594,85.0305844707407,91.48709724601714,97.37584277030372,102.73371247661932,107.61904519069576,112.18767995417188
NC1CCCC1,cyclopentanamine,92.17527560406874,96.70522393080886,101.17119876814392,105.35675897696848,109.26212720797942,112.96074482826332,116.3639040027551,119.57823549800368,122.48821465965008,125.23213890514184,127.73197134706857
C1CCNCC1,piperidine,86.83740167364954,93.67293636177232,100.82213345140812,107.93062169562536,114.9757820010986,121.89537249522884,128.72798623689224,135.44785836003743,142.06976798581056,148.47083304288796,154.79853603197046
O=C1CCCO1,.gamma.-butyrolactone,100.59792041182524,102.5046246567186,104.50212810841484,106.56629351079644,108.69117680645144,110.8312511399796,113.08598123506556,115.35530520291567,117.6863310948872,120.07621298701604,122.58089320583863
CC(C)(C)C=O,"2,2-dimethylpropanal",94.47033002358684,97.9374077834596,101.19759666012747,104.15656001015527,106.78930128369409,109.17290327445396,111.29733055517892,113.2487850100772,114.94961585388194,116.47466836717965,117.8581306856226
CC(C)C(C)C,"2,3-dimethylbutane",90.96691424362136,93.23813249266904,95.46450541528502,97.61391780248418,99.54687620679488,101.22461597557997,102.48568437804713,103.30342772166829,103.41011320901922,102.77239866783076,101.2529942827213
CCCC(C)C,2-methylpentane,105.43798099479636,106.5109088842058,107.5277050599718,108.39204539390116,109.05322946766152,109.72010638145248,110.1976662473808,110.53992829901516,110.9361814720173,111.27748324621922,111.5337957450169
CCC(C)CC,3-methylpentane,101.11883232983983,103.13700682918186,105.0777437035461,106.9509320397968,108.77884346705224,110.51614835862578,112.10917069117124,113.70003477932208,115.26963530981264,116.67272145800368,117.978764841986
CCCCCC,hexane,116.6384160008869,118.41718751873589,120.00332151919233,121.38609968060716,122.56392304422144,123.55048250378628,124.48126157294725,125.21570538364838,125.92878772002352,126.60192883161064,127.19904280216856
CC(=O)N(C)C,"N,N-dimethylacetamide",82.70102577719302,85.5056355419756,87.76516873221617,89.46067405798367,90.75207453608972,91.81819005653476,92.70757019618188,93.52117721036409,94.32747712634294,95.129807739381,96.00123782524524
O=C1OCCO1,ethylene carbonate,97.68705178189896,101.6067668240624,105.55679715658134,109.3861607445527,113.12401595842208,116.75809573262718,120.32363323137191,123.7508203752981,127.09655382577463,130.37622344558642,133.5503488000104
CCCC(=O)O,butanoic acid,81.73390804833676,86.09822244673187,90.43473655022314,94.59013140492053,98.64123414768228,102.5594925744325,106.38787383110056,110.11356754901264,113.74515140376248,117.3064941955358,120.7740841436698
CCOC(C)=O,ethyl ethanoate,127.35690079384186,129.8594748321074,132.16443295604557,134.1562243904021,135.88166903462087,137.4717220738642,138.81767168042572,139.91724822825302,141.05797751103424,142.07610292495454,142.89759738574733
C1COCCO1,"1,4-dioxane",91.23631503435728,98.36931804768844,104.6653468079753,109.93904289271536,114.32105244376775,117.8944528431083,120.78605255092997,123.06455432302064,124.87802260822907,126.26953286485194,127.45183760813585
CCCOCC,ethyl propyl ether,126.14938768236732,128.52638382559212,130.70418039921586,132.65871218976375,134.3827740866209,135.89105404200043,137.2231412991992,138.3152475541897,139.09532118337702,139.78890086273285,140.21387954073558
CCCCOC,butyl methyl ether,106.86592393382934,111.02488833929092,114.99826215890452,118.59390674880204,121.83213153645254,124.80772871372378,127.38447158863372,129.5320757716225,131.4022806803183,133.0014934840511,134.22706034304184
CCC(O)CC,3-pentanol,42.01577518409815,50.07046890741706,59.09830821862965,68.21596030140856,77.20188047359588,85.8421558181081,93.96825145785826,101.47000842814136,108.29255418119772,114.49000198683989,120.44707580875811
CC(C)C(C)O,3-methyl-2-butanol,43.57488350711175,51.82133402941174,60.37986995724235,68.51283999288098,76.27901145805497,83.74794798664118,90.95217923446044,97.93780466526977,104.73137126054664,111.34993653985728,118.00266318123052
CCCC(C)O,2-pentanol,49.63532631708378,56.36204541246035,63.68785443988768,71.11369347969915,78.53059898023861,85.82296639248551,92.8655660313592,99.57023942848224,105.80130752609536,111.44189685719468,116.62290430665776
CCC(C)(C)O,2-methyl-2-butanol,41.85110000673126,48.94468863167981,56.87685947301628,65.04569867158136,73.34914406762068,81.69987692453834,90.00153738803077,98.15615876163388,106.06629972116136,113.5915204985865,120.983141560477
CCC(C)CO,2-methyl-1-butanol,46.07307499292133,51.69261991618866,57.82516334885533,64.13589105197396,70.57821590277776,77.10105960038909,83.6444507212846,90.17735423294305,96.6194068774764,102.94339739121082,109.2304082637387
CC(C)(C)CO,"2,2-dimethyl-1-propanol",47.496759697165,53.386472612529474,59.67350772860645,65.95224526937838,72.19527008560722,78.38124726208991,84.48143788809632,90.50425451589332,96.43315930664608,102.18771318358564,107.90559714810874
CCCCCO,1-pentanol,56.22258083829551,61.66637225953318,67.40877680495731,73.17196877922044,78.93317784378853,84.68111654891432,90.4135041315646,96.08084301037432,101.66086020862988,107.10591183406424,112.52683131776476
COC(C)(C)C,"1,1-dimethylethyl methyl ether",109.18100010870056,111.47982977467024,113.58713713387785,115.38470628034533,117.07496909592167,118.50617222777574,119.78764407155444,120.86722050390765,121.80248226632511,122.5546738085109,123.0855135512818
CC(C)CCO,3-methyl-1-butanol,51.34499432251342,56.575078788749074,62.08299232582283,67.61414925374571,73.15668819647037,78.72606702912631,84.30723988261462,89.89581445321481,95.48222344232,101.09583817994437,106.8159803597577
C1CCSC1,tetrahydrothiophene,63.41831933997308,66.84464376391917,70.38151475583584,73.87998637008836,77.36073474826217,80.8409823491704,84.30302032176088,87.74655541087958,91.1640219766363,94.58605043558676,97.97460020628591
COC(=O)OC,dimethyl carbonate,,141.29020598339176,143.75420728553064,145.9106626077366,147.7688470325703,149.41460541402782,150.78105303379138,151.83479112911022,152.7001803758955,153.43159040546868,153.9559508436795
C1OCOCO1,"1,3,5-trioxane",83.82123251354137,89.44545798239932,94.96423823994826,100.1820118730115,105.08409795849796,109.66282631768637,113.94063927585312,117.88743024677656,121.55665813649355,124.84073125254952,127.96601926527887
OCCCCO,"1,4-butanediol",23.682911205008917,28.344638251185565,33.56461660147139,38.89526156086589,44.30936758635923,49.76718753291651,55.251111078562765,60.77602801792286,66.34744218683343,71.92305459738583,77.678105296388
