SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Experimental_40C_Viscosity,Experimental_100C_Viscosity,Thermal_Conductivity_40C,Thermal_Conductivity_100C,Density_40C_g_cm^3,Density_100C_g_cm^3,Heat_Capacity_Constant_Pressure_40C_J_K_Mol,Heat_Capacity_Constant_Pressure_100C_J_K_Mol,Dynamic_Viscosity_40C,Dynamic_Viscosity_100C,Kinematic_Viscosity_40C,Kinematic_Viscosity_100C
CCC(Cc1ccccc1)c2ccccc2,2.2644907407407406,2.2644907407407406,0.6422222222222221,0.6422222222222221,0.700283096678044,12.3125,210.32,192.17599999999996,210.140850576,82,0,-0.012411112296092541,-0.0647878640168703,0.0647878640168703,0.012411112296092541,0.8125,1.375,1.9375,14.13200529273606,9.899254912474303,2.0855238540937346,-2.147573269165692,2.231141889231669,-2.008280059861916,5.235382648545596,0.6601570592054746,2.380868330629753,2.129412813255698,402.5681482751901,11.217332181807452,9.765066523458982,9.765066523458982,7.898178147766923,5.987199092348279,5.987199092348279,4.2055780229309185,4.2055780229309185,3.0887028544160007,3.0887028544160007,2.1217065351935065,2.1217065351935065,-1.5599999999999996,6971.182472083917,10.941355741093721,5.503608189808466,2.725649615210503,97.94826578314745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.58740788430673,29.8864522754074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704035,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,30.389367852172015,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,6.4208216229260096,17.54772460632,0.0,0.0,67.58740788430673,0.0,0.0,0.0,0.0,0.0,2.8815334467120186,0.6422222222222221,21.544828042328042,2.333592214663643,2.2644907407407406,0.0,0.25,16,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,4,0,0,0,0,1,3.763558441518205,2,4.422900000000004,69.62000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,1.41,0.152,0.144,0.953,0.902,274.0,324.0,4.78406,1.27182,5.02,1.41
CCCCc1ccccc1c2ccccc2,2.248009259259259,2.248009259259259,1.1821107331821616,1.1821107331821616,0.6860369831350057,10.3125,210.32,192.17599999999996,210.140850576,82,0,-0.015192461886539204,-0.06537106883963606,0.06537106883963606,0.015192461886539204,0.8125,1.5,2.25,14.069503131748426,9.963163281462302,2.0223433341847157,-2.0843328484637778,2.23949935437848,-1.8903912299342345,5.66649475096681,0.7959752566603878,2.3763272867365735,2.32981209881796,428.80111534016123,11.217332181807452,9.817472766266278,9.817472766266278,7.91501490017253,6.0486940434924055,6.0486940434924055,4.126725849591585,4.126725849591585,2.901825823785095,2.901825823785095,2.0048682508911173,2.0048682508911173,-1.5599999999999996,6938.875677270795,10.941355741093721,5.503608189808466,2.515580475455877,97.94826578314745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.94186243877112,29.531997720943004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,60.160755107851486,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,25.328831937239638,54.59730361615449,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.95281934386902,0.0,0.0,61.52104081584511,0.0,0.0,0.0,0.0,0.0,4.18176209372638,0.0,19.374121866339127,3.702915170697909,2.2412008692365837,0.0,0.25,16,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,3.763558441518205,2,4.696200000000004,70.49000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.85,1.41,0.208,0.196,0.954,0.912,276.0,324.0,4.85,1.41,5.083857442,1.546052632
CCCC(c1ccccc1)c2ccccc2,2.2488888888888887,2.2488888888888887,0.5485185185185184,0.5485185185185184,0.6904717805858405,10.625,210.32,192.17599999999996,210.140850576,82,0,0.008919295316787819,-0.06534934343928935,0.06534934343928935,0.008919295316787819,0.75,1.1875,1.5625,14.15417674255058,9.877163238881653,2.112266194285429,-2.1653708674856307,2.2806003121468637,-1.996865497298639,5.315318665936837,0.6982315857837156,2.3793304750871744,2.3139747030809095,363.0681482751901,11.217332181807452,9.765066523458982,9.765066523458982,7.915014900172529,6.014072545885955,6.014072545885955,4.162628197402001,4.162628197402001,2.9812331061376875,2.9812331061376875,2.185152011961501,2.185152011961501,-1.5599999999999996,7042.818206258036,10.941355741093721,5.503608189808466,2.515580475455877,97.94826578314745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.00822950723274,17.54772460632,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.81018947509803,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,23.96854622924601,0.0,0.0,67.58740788430673,0.0,0.0,0.0,0.0,0.0,2.852870370370371,0.5485185185185184,21.58337112622827,2.4330177626606195,2.2488888888888887,0.0,0.25,16,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,3.763558441518205,2,4.618600000000003,69.63500000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,1.36,0.152,0.143,0.962,0.921,274.0,324.0,4.1847,1.25256,4.35,1.36
C1(=CC=CC=C1)CC(CC1=CC=CC=C1)C,2.3194444444444446,2.3194444444444446,0.6988888888888887,0.6988888888888887,0.7121434431069852,10.625,210.32000000000002,192.17599999999996,210.140850576,82,0,-0.02498402627392225,-0.06224873616843651,0.06224873616843651,0.02498402627392225,0.6875,1.0625,1.4375,14.088741277812758,9.942892961929463,2.0374689006791002,-2.10851996467201,2.132825961376641,-2.0302652759442554,5.177524405941142,0.577109765258417,2.3115289161242996,1.922984044254818,361.0681482751901,11.21733218180745,9.76506652345898,9.76506652345898,7.843336592900531,5.922320836349819,5.922320836349819,4.484617125293379,4.484617125293379,2.8539772700046844,2.8539772700046844,2.105093307100358,2.105093307100358,-1.5599999999999996,6213.389726542117,10.941355741093721,5.503608189808466,3.233156478277586,97.94826578314745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.58740788430673,29.886452275407404,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,19.765380445542643,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,5.917906046161393,18.050640183084617,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,12.841643245852019,11.126902983393991,0.0,0.0,67.58740788430673,0.0,0.0,0.0,0.0,0.0,2.8720946712018143,0.6988888888888887,21.45136904761905,2.3248696145124716,2.3194444444444446,0.0,0.25,16,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,3.763558441518205,2,4.107900000000003,69.45600000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,3.0,0.153,0.145,0.994,0.949,274.0,324.0,11.0,3.0,11.06639839,3.161222339
CC(Cc1ccccc1)Cc2ccccc2,2.3194444444444446,2.3194444444444446,0.6988888888888889,0.6988888888888889,0.7121434431069851,10.625,210.31999999999996,192.17599999999996,210.140850576,82,0,-0.02498402627392225,-0.06224873616843651,0.06224873616843651,0.02498402627392225,0.6875,1.0625,1.4375,14.088741277812764,9.942892961929482,2.037468900679096,-2.1085199646720088,2.1328259613766387,-2.0302652759442488,5.1775244059411465,0.577109765258418,2.3115289161242996,1.922984044254818,361.0681482751901,11.217332181807452,9.765066523458982,9.765066523458982,7.84333659290053,5.922320836349818,5.922320836349818,4.484617125293379,4.484617125293379,2.853977270004685,2.853977270004685,2.1050933071003586,2.1050933071003586,-1.5599999999999996,6213.389726542117,10.941355741093721,5.503608189808466,3.233156478277586,97.94826578314743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.58740788430673,29.886452275407404,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,19.765380445542643,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,5.917906046161393,18.050640183084614,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,12.841643245852019,11.126902983393991,0.0,0.0,67.58740788430673,0.0,0.0,0.0,0.0,0.0,2.8720946712018143,0.6988888888888889,21.45136904761905,2.3248696145124716,2.3194444444444446,0.0,0.25,16,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,3.763558441518205,2,4.107900000000003,69.45600000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42,1.49,0.153,0.145,0.994,0.949,274.0,324.0,5.38748,1.41401,5.42,1.49
CC(CCc1ccccc1)c2ccccc2,2.3038425925925927,2.3038425925925927,0.6401908541194254,0.6401908541194254,0.700283096678044,12.3125,210.32,192.17599999999996,210.140850576,82,0,-0.018722595335207984,-0.06224873890274395,0.06224873890274395,0.018722595335207984,0.8125,1.375,2.0,14.090226376915085,9.941272563669365,2.0396652184704376,-2.109468884623653,2.2002298650330996,-1.9544306466548722,5.1989441506602185,0.6794609128308903,2.38093377205471,1.9173511714265792,402.5681482751901,11.217332181807452,9.765066523458982,9.765066523458982,7.860173345306138,5.949194289887494,5.949194289887494,4.3360048670618685,4.3360048670618685,3.0774581510026247,3.0774581510026247,1.9760886941384777,1.9760886941384777,-1.5599999999999996,6818.994323164689,10.941355741093721,5.503608189808466,2.9631744108842275,97.94826578314745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.58740788430673,29.8864522754074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704035,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,30.389367852172015,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,6.4208216229260096,17.54772460632,0.0,0.0,67.58740788430673,0.0,0.0,0.0,0.0,0.0,2.8784372637944067,0.6401908541194254,21.464307445200305,2.3798885109599395,2.3038425925925927,0.0,0.25,16,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,4,0,0,0,0,1,3.763558441518205,2,4.422900000000004,69.62000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,1.43,0.153,0.145,,,274.0,324.0,,,,
CC(C)Cc1ccccc1c2ccccc2,2.265648148148148,2.265648148148148,0.6989465230536658,0.6989465230536658,0.6967280603149326,10.6875,210.32,192.17599999999996,210.140850576,82,0,-0.015182328340389054,-0.06245552161848743,0.06245552161848743,0.015182328340389054,0.8125,1.4375,2.125,14.095395626035446,9.937404344456445,2.0479707893112074,-2.110355772815497,2.24645847991588,-1.959201243292428,5.666984080866281,0.6479580835877629,2.30034569116158,2.406516719438174,440.60530655733146,11.380468888623982,9.980609473082808,9.980609473082808,7.770856947829096,5.904536091148973,5.904536091148973,4.621143454347594,4.621143454347594,2.730319663875364,2.730319663875364,2.037463407126446,2.037463407126446,-1.5599999999999996,5649.64901749284,10.941355741093721,4.978267699648823,2.515580475455877,97.94826578314745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.44477801553573,29.02908214417839,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,20.268296022307258,0.0,60.160755107851486,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,5.917906046161393,19.410925891078243,54.59730361615449,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,6.4208216229260096,16.690354475090988,0.0,0.0,68.44477801553573,0.0,0.0,0.0,0.0,0.0,4.138194444444445,0.6989465230536658,19.32097978080121,1.1439162887377172,4.531296296296296,0.0,0.25,16,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,3.4043123672658804,2,4.552100000000004,70.42000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1.46,0.201,0.19,0.95,0.907,275.0,325.0,5.7,1.32422,6.0,1.46
C1(=CC=CC=C1)CC(C)(C)C1=CC=CC=C1,2.300925925925926,2.300925925925926,0.1970370370370369,0.1970370370370369,0.7116669872774396,11.375,210.32000000000002,192.17599999999996,210.140850576,82,0,-0.006321239043626417,-0.06224873042081451,0.06224873042081451,0.006321239043626417,0.75,1.25,1.8125,14.238761691302834,9.791618453793745,2.1975142424892766,-2.2499597559524203,2.2661079592294744,-2.197271568108046,5.272598709140525,0.5222254570807757,2.3088902166834915,2.2096872143470314,426.11019405949486,11.432875131431276,9.980609473082806,9.980609473082806,7.683469977507403,5.778473986232465,5.778473986232465,4.9122841352177495,4.9122841352177495,3.044154028321209,3.044154028321209,2.0975714531530083,2.0975714531530083,-1.5599999999999996,5319.683059238764,10.941355741093721,4.524707061706394,2.515580475455877,97.94826578314745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.51114508399735,22.96271507571678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83581209232279,0.0,24.974377382775238,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,6.4208216229260096,11.126902983393991,0.0,0.0,74.51114508399735,0.0,0.0,0.0,0.0,0.0,2.9981538170823887,0.0,21.402123960695388,1.0812037037037037,4.601851851851852,0.0,0.25,16,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,3.0941518491480346,2,4.206900000000004,69.61400000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1.58,0.141,0.133,0.957,0.914,275.0,325.0,4.6,1.58,4.806687565,1.728665208
CCC(C)c1ccccc1c2ccccc2,2.2934259259259258,2.2934259259259258,0.621672335600907,0.621672335600907,0.6778261269102531,12.375,210.32,192.17599999999996,210.140850576,82,0,-0.014920765887162533,-0.06480922976287531,0.06480922976287531,0.014920765887162533,0.875,1.5,2.1875,14.1304759056096,9.901695881098314,2.085071051126513,-2.1439708321942064,2.298231804221734,-1.9411512302066019,5.6736019621621265,0.7351294376498863,2.3869193987029815,2.4877600908685777,442.6053065573314,11.380468888623982,9.980609473082808,9.980609473082808,7.825698502695488,5.969414347147434,5.969414347147434,4.2625717131882865,4.2625717131882865,3.1888736544563017,3.1888736544563017,2.0272497580222324,2.0272497580222324,-1.5599999999999996,6492.42076447211,10.941355741093721,4.978267699648823,2.162241583013881,97.94826578314745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.44477801553573,29.02908214417839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.18620206846865,0.0,60.160755107851486,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.749653560165644,54.59730361615449,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,23.111176098016994,0.0,0.0,68.44477801553573,0.0,0.0,0.0,0.0,0.0,4.145416666666668,0.621672335600907,19.345946475812546,1.1843719293272865,4.535925925925926,0.0,0.25,16,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,3,0,0,0,0,1,3.4043123672658804,2,4.867100000000004,70.58400000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07,1.57,0.199,0.188,0.958,0.916,275.0,325.0,6.77306,1.43812,7.07,1.57
C1(=CC=CC=C1)C(C(C)C)C1=CC=CC=C1,2.2824074074074074,2.2824074074074074,0.5022222222222221,0.5022222222222221,0.7006031313281512,11.0,210.32,192.17599999999996,210.140850576,82,0,0.011230192606737213,-0.062248005086425945,0.062248005086425945,0.011230192606737213,0.625,1.0,1.3125,14.204592093046797,9.826478722258972,2.164524142639869,-2.2141735304534698,2.3069505553355145,-2.0761365144960315,5.322505953728404,0.5636585910626251,2.314238969331439,2.3967585250108794,374.8060028423248,11.38046888862398,9.92820323027551,9.92820323027551,7.787693700234704,5.886751345948129,5.886751345948129,4.54305504153295,4.54305504153295,2.9840451622834476,2.9840451622834476,2.283000598199171,2.283000598199171,-1.5599999999999996,5924.451761488484,10.941355741093721,4.978267699648823,2.328892957765821,97.94826578314743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.51114508399735,17.044809029555385,5.917906046161393,0.0,0.0,0.0,0.0,0.0,5.917906046161393,19.76538044554264,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,30.892283428936633,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,0.0,11.126902983393991,0.0,0.0,74.51114508399735,0.0,0.0,0.0,0.0,0.0,2.8124074074074077,1.1177777777777778,21.505000000000003,0.0,4.564814814814815,0.0,0.25,16,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,3.4043123672658804,2,4.4745000000000035,69.56500000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,2.9,0.149,0.14,0.962,0.92,274.0,325.0,11.0,2.9,11.43451143,3.152173913
CCc1ccc(cc1)C(C)c2ccccc2,2.260204081632653,2.260204081632653,0.47880196523053653,0.47880196523053653,0.7039996580157208,12.375,210.32,192.17599999999996,210.140850576,82,0,0.006095700504896573,-0.06224801064880863,0.06224801064880863,0.006095700504896573,0.8125,1.375,1.9375,14.108697127554146,9.923256248732823,2.063794005196282,-2.122314691735018,2.2339268675245707,-1.9525097988613909,5.327907005630973,0.919428096932731,2.389251635107567,2.2382928278096097,425.3553065573314,11.380468888623982,9.980609473082808,9.980609473082808,7.808861750289881,5.94741151772795,5.94741151772795,4.227506453400462,4.227506453400462,3.187539978127519,3.187539978127519,1.9761789140175472,1.9761789140175472,-1.5599999999999996,6460.536421330862,10.941355741093721,4.978267699648823,2.328892957765821,97.94826578314743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.44477801553573,23.111176098016994,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,26.18620206846865,0.0,71.28765809124549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,36.45573492063363,54.59730361615449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,6.4208216229260096,16.690354475090988,0.0,0.0,68.44477801553573,0.0,0.0,0.0,0.0,0.0,4.179777914252121,0.47880196523053653,19.613330236415557,1.1111090639959689,4.4503141534391535,0.0,0.25,16,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,3,0,0,0,0,1,3.4043123672658804,2,4.400800000000004,69.77900000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,1.23,0.139,0.132,0.963,0.922,275.0,325.0,4.58,1.23,4.755970924,1.334056399
C(C)C1=CC=C(C=C1)C(C)C1=CC=CC=C1,2.260204081632653,2.260204081632653,0.47880196523053653,0.47880196523053653,0.7039996580157208,12.375,210.32,192.17599999999996,210.140850576,82,0,0.006095700504896573,-0.06224801064880863,0.06224801064880863,0.006095700504896573,0.8125,1.375,1.9375,14.108697127554137,9.92325624873281,2.063794005196281,-2.1223146917350224,2.233926867524568,-1.9525097988613862,5.32790700563097,0.9194280969327316,2.389251635107567,2.2382928278096097,425.3553065573314,11.380468888623982,9.980609473082808,9.980609473082808,7.808861750289881,5.94741151772795,5.94741151772795,4.227506453400461,4.227506453400461,3.187539978127519,3.187539978127519,1.9761789140175472,1.9761789140175472,-1.5599999999999996,6460.536421330862,10.941355741093721,4.978267699648823,2.328892957765821,97.94826578314743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.44477801553573,23.111176098016994,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,26.18620206846865,0.0,71.28765809124549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,36.45573492063363,54.59730361615449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,6.4208216229260096,16.690354475090988,0.0,0.0,68.44477801553573,0.0,0.0,0.0,0.0,0.0,4.179777914252121,0.47880196523053653,19.613330236415557,1.1111090639959689,4.4503141534391535,0.0,0.25,16,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,3,0,0,0,0,1,3.4043123672658804,2,4.400800000000004,69.77900000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,1.8,0.139,0.132,0.963,0.922,275.0,325.0,5.7,1.8,5.919003115,1.952277657
