SMILES
C/C=C/CC/C=C/C
C/C=C/CCC
C/C=C/CCCC
C/C=C/CCCCC
C/C=C/CCCCCC
C/C=C/CCCCCCCC
C/C=C/CCCO
C/C=C/CO
C/C=C/Cc1ccccc1
C/C=C/c1cc(OC)c(OC)cc1OC
C/C=C/c1cc2c(c(=O)o1)C(=O)[C@@H](O)[C@H](C)O2
C/C=C/c1ccc(OC)cc1
C/C=C\C
C/C=C\C(=O)O
C/C=C\C(=O)OC1C[C@H]2O[C@@H]3C=C(C)C(=O)C[C@]3(C)[C@]1(C)C21CO1
C/C=C\C(C)C
C/C=C\C=C\C
C/C=C\CC
C/C=C\CC(C)(C)C
C/C=C\CCC
C/C=C\CCCC
C/C=C\CCCCCCCC
C/C=C\c1ccccc1
C1=C(c2ccccc2)CCCC1
C1=CC(c2ccc(C3CC=CCC3)cc2)CCC1
C1=CC23CCCC2(C=C1)O3
C1=CC2C3C=CC(C3)C2C1
C1=CC2C=CC1C2
C1=CC2CCC1C2
C1=CC=CC=CC=C1
C1=CC=CCC=C1
C1=CC=CCCC=C1
C1=CCC(C2CC3C=CC2C3)CC1
C1=CCC1
C1=CCC2CC2C1
C1=CCC2CC=CC2C1
C1=CCC=C1
C1=CCC=CC1
C1=CCCC1
C1=CCCC2OC2CCC=CCC1
C1=CCCC=C1
C1=CCCC=CCC1
C1=CCCC=CCCC=CCC1
C1=CCCCC1
C1=CCCCC=C1
C1=CCCCC=CC1
C1=CCCCCC1
C1=CCCCCC=C1
C1=CCCCCCC1
C1=CCCCCCCCC1
C1=CCOC1
C1=CCc2ccccc2C1
C1=COCC1
C1=COCCC1
C1=COCCO1
C1=C\C=C/CC\C=C/1
C1=C\CC/C=C/CC/C=C/CC/1
C1=C\CC/C=C\CC/1
C1=Cc2c3ccc4cccc5ccc(c6cccc1c26)c3c45
C1=Cc2c3ccc4ccccc4c3cc3cccc1c23
C1=Cc2c3ccccc3cc3cccc1c23
C1=Cc2cc3c4ccccc4ccc3c3cccc1c23
C1=Cc2cc3ccccc3c3cccc1c23
C1=Cc2cccc3cccc1c23
C1=Cc2ccccc2C1
C1=Cc2ccccc2CC1
C1C2C3C2C2C1C32
C1C2CC3CC1CC(C2)C3
C1C2CC3OC3C2CC2OC12
C1C2OC2C2C1C1CC2C2OC12
C1CC1
C1CC12CC2
C1CC2CC12
C1CC2CC1C1OC21
C1CC2CCC1C2
C1CC2CCCC(C1)C2
C1CC2CCCC2C1
C1CC2OC2C1
C1CC2OC2C1OC1CCC2OC12
C1CC2OC2CC1C1CO1
C1CC2OC2CCC2OC12
C1CCC(C(C2CCCC2)C2CCCC2)C1
C1CCC(C(C2CCCCC2)C2CCCCC2)CC1
C1CCC(C2CCC(C3CCCC3)C2)C1
C1CCC(C2CCC(C3CCCCC3)CC2)CC1
C1CCC(C2CCCC(C3CCCCC3)C2)CC1
C1CCC(C2CCCC2)(C2CCCC2)CC1
C1CCC(C2CCCC2)C1
C1CCC(C2CCCCC2)CC1
C1CCC(C2CCCCC2C2CCCCC2)CC1
C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1
C1CCC(CC2CCCCC2)CC1
C1CCC(CCC(CCC2CCCC2)CCC2CCCC2)C1
C1CCC(CCC(CCCC2CCCC2)CCC2CCCCC2)CC1
C1CCC(CCC(CCCC2CCCC2)CCCC2CCCC2)CC1
C1CCC(CCC2CCCCC2)CC1
C1CCC(CCCC(CCCC2CCCC2)CCCC2CCCC2)C1
C1CCC(CCCC(CCCC2CCCCC2)CCC2CCCCC2)CC1
C1CCC(CCCC2CCCC2)CC1
C1CCC(CCCC2CCCCC2)CC1
C1CCC(CCCCC2CCCCC2)CC1
C1CCC(CCCCCC2CCCCC2)CC1
C1CCC(OC2CCCCC2)CC1
C1CCC1
C1CCC2(CC1)CCCCC2
C1CCC2C(C1)CCC1C3CCCCC3CCC21
C1CCC2C(C1)CCC1CCCC12
C1CCC2C(C1)CCC1CCCCC12
C1CCC2CC2C1
C1CCC2CCCC2C1
C1CCC2CCCCC2C1
C1CCC2OC2C1
C1CCCC1
C1CCCC2OC2CC1
C1CCCCC1
C1CCCCCC1
C1CCCCCC2OC2CCCC1
C1CCCCCCC1
C1CCCCCCCC1
C1CCCCCCCCC1
C1CCCCCCCCCCC1
C1CCCCCCCCCCCCCC1
C1CCCOCC1
C1CCOC1
C1CCOCC1
C1CC[C@H]2CCCC[C@@H]2C1
C1CC[C@H]2CCCC[C@H]2C1
C1CC[C@H]2CCC[C@@H]2C1
C1CO1
C1COC(C2CCCO2)C1
C1COC1
C1COCCO1
C1COCCOCCOCCO1
C1COCO1
C1COCOC1
C1OC1C1CO1
C1OCC2(CO1)COCOC2
C1OCOCO1
C1O[C@@H]1[C@@H]1CO1
C1O[C@H]1[C@H]1CO1
C=C
C=C(C(=O)O)c1ccccc1
C=C(C(=O)O[C@H]1CC(C)=CCCC(CO)=C[C@H]2OC(=O)C(=C)[C@H]12)[C@@H](O)CO
C=C(C)/C=C/C(=C)C
C=C(C)C
C=C(C)C(=C)C
C=C(C)C(=O)C(=CC(=O)O)OC
C=C(C)C(=O)CC
C=C(C)C(=O)O
C=C(C)C(=O)OC
C=C(C)C(=O)OC(C)(C)C
C=C(C)C(=O)OC(C)C
C=C(C)C(=O)OC(C)CO
C=C(C)C(=O)OC1CCCCC1
C=C(C)C(=O)OCC
C=C(C)C(=O)OCC(C)(C)C
C=C(C)C(=O)OCC(C)C
C=C(C)C(=O)OCC(C)O
C=C(C)C(=O)OCC(CC)CCCC
C=C(C)C(=O)OCC1CCCO1
C=C(C)C(=O)OCC1CO1
C=C(C)C(=O)OCCC
C=C(C)C(=O)OCCCC
C=C(C)C(=O)OCCCCC
C=C(C)C(=O)OCCCCCC
C=C(C)C(=O)OCCCCCCCC
C=C(C)C(=O)OCCCCCCCC(C)C
C=C(C)C(=O)OCCCCCCCCCC
C=C(C)C(=O)OCCCCCCCCCCCC
C=C(C)C(=O)OCCCCCCCCCCCCCCCC
C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC
C=C(C)C(=O)OCCCCOC(=O)C(=C)C
C=C(C)C(=O)OCCO
C=C(C)C(=O)OCCOC(=O)C(=C)C
C=C(C)C(=O)OCCOCC
C=C(C)C(=O)OCCOCCOC(=O)C(=C)C
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C
C=C(C)C(=O)OCCc1ccccc1
C=C(C)C(=O)OCc1ccccc1
C=C(C)C(C)(C)C
C=C(C)C(C)(C)CC
C=C(C)C(C)=O
C=C(C)C(C)C
C=C(C)C(C)CC
C=C(C)C(C)CCC
C=C(C)C(C)O
C=C(C)C(CC)CC
C=C(C)C(OC(C)=O)OC(C)=O
C=C(C)C1CC1
C=C(C)C1CC=C(C)C(=O)C1
C=C(C)C1CC=C(C)C(O)C1
C=C(C)C1CC=C(C)C(OC(C)=O)C1
C=C(C)C1CC=C(C)CC1
C=C(C)C1CC=C(C=O)CC1
C=C(C)C1CC=C(CO)CC1
C=C(C)C1CCC(C)(O)CC1
C=C(C)C1CCC(C)C(=O)C1
C=C(C)C1CCC(C)C(O)C1
C=C(C)C1CCC(C)CC1
C=C(C)C1CCC(C)CC1c1ccccc1
C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1
C=C(C)C1CCC=C(C)C1
C=C(C)C=C(C)C
C=C(C)C=CC
C=C(C)C=CC(=C)C
C=C(C)C=O
C=C(C)CC
C=C(C)CC(=O)[O-]
C=C(C)CC(C)(C)C
C=C(C)CC(C)=O
C=C(C)CC(C)C
C=C(C)CC(C)CCC
C=C(C)CC(C)O
C=C(C)CCC
C=C(C)CCC(=C)C
C=C(C)CCC(C)=O
C=C(C)CCC(C)C
C=C(C)CCC=C(C)C
C=C(C)CCCC
C=C(C)CCCC(C)CCOC(=O)CC
C=C(C)CCCC(C)CCOC(C)=O
C=C(C)CCCCC
C=C(C)CCCCCC
C=C(C)CCCCCCC
C=C(C)CCCCCCCCC(=C)C
C=C(C)CCCCCCCCCCCCCCCCC
C=C(C)CCCCCCCCCCCCCCCCC(=C)C
C=C(C)CCO
C=C(C)CO
C=C(C)COC
C=C(C)OC
C=C(C)OC(C)=O
C=C(C)[C@@H]1CC=C(C)C(=O)C1
C=C(C)[C@@H]1CC[C@@H](C)C[C@@H]1O
C=C(C)[C@@H]1CC[C@@H](C)[C@@H](O)C1
C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
C=C(C)[C@H](C)O
C=C(C)[C@H]1CC=C(C)C(=O)C1
C=C(C)[C@H]1CCC(C)=C[C@@H]1c1c(O)cc(CCCCC)cc1O
C=C(C)[C@H]1Cc2c(cc(O)c3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
C=C(C)[C@]1(O)C2OC(=O)C1[C@]1(O)[C@H]3O[C@H]3[C@]3(CO3)[C@]1(C)C2O
C=C(C)c1cc(=O)c(O)ccc1CC=C(C)C
C=C(C)c1ccc(C(=C)C)cc1
C=C(C)c1ccc(C(C)C)cc1
C=C(C)c1ccc(C)c2ccc(C=O)c-2c1
C=C(C)c1ccc(C)cc1
C=C(C)c1ccc(O)cc1
C=C(C)c1cccc(C(=C)C)c1
C=C(C)c1cccc(C)c1
C=C(C)c1ccccc1
C=C(C)c1ccccc1C
C=C(C=O)CC
C=C(C=O)CCC
C=C(C=O)CCCC
C=C(CC(=O)O)C(=O)O
C=C(CC(=O)OC)C(=O)OC
C=C(CC(=O)OCC)C(=O)OCC
C=C(CC(C)(C)c1ccccc1)c1ccccc1
C=C(CC)C(C)C
C=C(CC)C(C)CC
C=C(CC)CC
C=C(CC)CCC
C=C(CC)CCCC
C=C(CC)c1ccccc1
C=C(CCC)CCC
C=C(c1ccccc1)c1ccccc1
C=C/C=C\C
C=C1/C(=C/C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O
C=C1C(=O)OC2[C@H]1CC[C@H](C)[C@@H]1C=CC(=O)[C@@]21C
C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](O)[C@H]12
C=C1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)C3=C[C@H]12
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)C=CC(=O)[C@@]21C
C=C1C(O)CC2(C(C)C)CC12
C=C1C2CCC(C2)C1(C)C
C=C1C=CC(C(C)C)CC1
C=C1CC(=O)O1
C=C1CC(=O)OC1=O
C=C1CC2CC1CC2(C)C
C=C1CC=C(C(C)C)CC1
C=C1CCC(C)CC1
C=C1CCC1
C=C1CCC1=C
C=C1CCC2CC1C2(C)C
C=C1CCC=C(C)CCC2C1CC2(C)C
C=C1CCCC1
C=C1CCCCC1
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C
C=C1CC[C@H]2C[C@@H]1C2(C)C
C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C
C=C1[C@H]2CC[C@H](C2)C1(C)C
C=C1[C@H]2C[C@@]2(C(C)C)C[C@H]1O
C=C=C
C=C=C(C)C
C=C=C(C)CC
C=C=CC
C=C=CCC
C=C=CCCC
C=C=CCCCC
C=C=O
C=CC
C=CC#CC
C=CC#CC=C
C=CC#CCC
C=CC#CCCC
C=CC(=C)C
C=CC(=C)CCC=C(C)C
C=CC(=C)CCCC(C)(C)O
C=CC(=O)CC
C=CC(=O)O
C=CC(=O)OC
C=CC(=O)OC(C)(C)C
C=CC(=O)OC1CCCCC1
C=CC(=O)OC1CCCCC1C
C=CC(=O)OCC
C=CC(=O)OCC(C)(C)COC(=O)C=C
C=CC(=O)OCC(C)C
C=CC(=O)OCC(C)O
C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C
C=CC(=O)OCC(CC)CC
C=CC(=O)OCC(CC)CCCC
C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C
C=CC(=O)OCC1CC2C=CC1C2
C=CC(=O)OCC1CO1
C=CC(=O)OCCC
C=CC(=O)OCCCC
C=CC(=O)OCCCCC
C=CC(=O)OCCCCCC
C=CC(=O)OCCCCCC(C)C
C=CC(=O)OCCCCCCC
C=CC(=O)OCCCCCCCC
C=CC(=O)OCCCCCCCC(C)C
C=CC(=O)OCCCCCCCCCC
C=CC(=O)OCCCCCCCCCCCCC
C=CC(=O)OCCCO
C=CC(=O)OCCO
C=CC(=O)OCCOC
C=CC(=O)OCCOCC
C=CC(=O)OCCOCCCC
C=CC(=O)OCCOCCOC(=O)C=C
C=CC(=O)OCc1ccccc1
C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
C=CC(C)(C)C
C=CC(C)(C)C(=O)O
C=CC(C)(C)CC
C=CC(C)(C)CCC
C=CC(C)(C)O
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C
C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1
C=CC(C)(CCC=C(C)C)OC(=O)CC
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1
C=CC(C)(CCC=C(C)C)OC(C)=O
C=CC(C)(CCC=C(C)C)OC=O
C=CC(C)(O)CC
C=CC(C)(O)CC(C)C
C=CC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C
C=CC(C)(O)CCC=C(C)C
C=CC(C)=CC
C=CC(C)=O
C=CC(C)C
C=CC(C)C(C)C
C=CC(C)C(C)CC
C=CC(C)C(C)O
C=CC(C)CC
C=CC(C)CCC
C=CC(C)CCC=C(C)C
C=CC(C)CCCC
C=CC(C)CCCC(C)C
C=CC(C)CCCCCCCCCCC
C=CC(C)O
C=CC(CC)CC
C=CC(CC)CCC
C=CC(CC)c1ccccc1
C=CC(CCC=CCCCCC)CCCC
C=CC(CCCCC)OC(C)=O
C=CC(O)C=C
C=CC(O)CC
C=CC(O)CCC
C=CC(O)CCCCC
C=CC(O)CCCCCC
C=CC(O)CO
C=CC(O)c1ccc2c(c1)OCO2
C=CC(OC(C)=O)OC(C)=O
C=CC(OC)OC
C=CC(OCC)OCC
C=CC/C=C/C
C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
C=CC1(C)CCC(=O)O1
C=CC1=CCCCC1
C=CC1CC2C=CC1C2
C=CC1CC=CCC1
C=CC1CCC(O)C(O)C1
C=CC1CCC1C=C
C=CC1CCC2OC2C1
C=CC1CCCCC1
C=CC1CO1
C=CC1OCC(C)O1
C=CC1OCC2(CO1)COC(C=C)OC2
C=CC1OCCO1
C=CC=C
C=CC=C(C)C
C=CC=CC
C=CC=CC(=O)O
C=CC=CC=C
C=CC=CCC
C=CC=CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
C=CC=COC
C=CC=COC(C)=O
C=CC=O
C=CCC
C=CCC(=C)C
C=CCC(=O)O
C=CCC(=O)OCC
C=CCC(=O)[O-]
C=CCC(C(=O)O)C(=O)O
C=CCC(C(=O)OCC)C(=O)OCC
C=CCC(C(C)=O)C(=O)OCC
C=CCC(C(C)=O)C(C)=O
C=CCC(C)(C)C
C=CCC(C)(O)CC=C
C=CCC(C)C
C=CCC(C)C(C)C
C=CCC(C)CC
C=CCC(C)CCC
C=CCC(C)O
C=CCC(CC=C)(C(=O)OCC)C(=O)OCC
C=CCC(CC=C)C(=O)O
C=CCC(O)C=C
C=CCC(O)CC=C
C=CCC(O)CCC
C=CCC.CC=CC
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
C=CCC1CCCC1
C=CCC1CCCCC1
C=CCC=C
C=CCC=CC
C=CCC=CCC=CCC=CC
C=CCCC
C=CCCC(=C)C
C=CCCC(=O)O
C=CCCC(=O)[O-]
C=CCCC(C)(C)C
C=CCCC(C)=O
C=CCCC(C)C
C=CCCC(C)CC
C=CCCC(C)CCCCCC
C=CCCC(C)O
C=CCCC=C
C=CCCC=O
C=CCCCC
C=CCCCC(=O)O
C=CCCCC(C)C
C=CCCCC=C
C=CCCCC=CCOC(C)=O
C=CCCCCC
C=CCCCCC(=O)O
C=CCCCCC(=O)[O-]
C=CCCCCC(C)C
C=CCCCCC=C
C=CCCCCCC
C=CCCCCCC(C)C
C=CCCCCCC=C
C=CCCCCCCC
C=CCCCCCCC(=O)O
C=CCCCCCCC=C
C=CCCCCCCCC
C=CCCCCCCCCC
C=CCCCCCCCCC(=O)O
C=CCCCCCCCCC(=O)OC
C=CCCCCCCCCC(=O)OCC
C=CCCCCCCCCC(=O)OCCCC
C=CCCCCCCCCC=C
C=CCCCCCCCCC=O
C=CCCCCCCCCCC
C=CCCCCCCCCCCC
C=CCCCCCCCCCCCC
C=CCCCCCCCCCCCCC
C=CCCCCCCCCCCCCCC
C=CCCCCCCCCCCCCCCC
C=CCCCCCCCCCCCCCCC=C
C=CCCCCCCCCCCCCCCCC
C=CCCCCCCCCCCCCCCCCC
C=CCCCCCCCCCCCCCCCCCC
C=CCCCCCCCCCCCCCCCCCCCC
C=CCCCCCCCCCCCCCCCCCCCCC(=O)O
C=CCCCCCCCCCO
C=CCCCCCCCCO
C=CCCCCO
C=CCCCO
C=CCCCOC(=O)[O-]
C=CCCCc1ccccc1
C=CCCO
C=CCC[C@@H](C)CC
C=CCCc1ccccc1
C=CCO
C=CCOC
C=CCOC(=O)C(=C)C
C=CCOC(=O)C(=O)OCC=C
C=CCOC(=O)C=C
C=CCOC(=O)C=Cc1ccccc1
C=CCOC(=O)CC
C=CCOC(=O)CC(C)=O
C=CCOC(=O)CC(C)C
C=CCOC(=O)CC1CCCCC1
C=CCOC(=O)CCC
C=CCOC(=O)CCC1CCCCC1
C=CCOC(=O)CCCCC
C=CCOC(=O)CCCCCC
C=CCOC(=O)CCCCCCC
C=CCOC(=O)CCCCCCCC
C=CCOC(=O)CCCCCCCC1OC1CCCCCCCC
C=CCOC(=O)COCCC(C)C
C=CCOC(=O)COc1ccccc1
C=CCOC(=O)Cc1ccccc1
C=CCOC(=O)OCC=C
C=CCOC(=O)OCCOCCOC(=O)OCC=C
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1
C=CCOC(=O)c1ccccc1C(=O)OCC=C
C=CCOC(=O)c1ccco1
C=CCOC(C)=O
C=CCOC=C
C=CCOC=O
C=CCOCC
C=CCOCC(O)CO
C=CCOCC1CO1
C=CCOCC=C
C=CCOCCC
C=CCOCCO
C=CCOc1ccccc1
C=CC[C@@H](C)CC
C=CC[C@H](C)CCC
C=CC[C@H](C)O
C=CC[C@H](O)CCC
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
C=CCc1c(O)cccc1OC
C=CCc1cc(C)ccc1O
C=CCc1cc(OC)c(OC)c(OC)c1OC
C=CCc1cc(OC)c2c(c1)OCO2
C=CCc1cc(OC)c2c(c1OC)OCO2
C=CCc1cc2c(c(OC)c1OC)OCO2
C=CCc1ccc(O)c(O)c1
C=CCc1ccc(O)c(OC)c1
C=CCc1ccc(O)cc1
C=CCc1ccc(OC(C)=O)c(OC)c1
C=CCc1ccc(OC)c(OC)c1
C=CCc1ccc(OC)cc1
C=CCc1ccc(OC=O)c(OC)c1
C=CCc1ccc2c(c1)OCO2
C=CCc1cccc(C)c1O
C=CCc1cccc2ccccc12
C=CCc1ccccc1
C=CCc1ccccc1C
C=CCc1ccccc1O
C=CO
C=COC
C=COC(=O)C(C)C
C=COC(=O)C(CC)CCCC
C=COC(=O)C=C
C=COC(=O)C=CC
C=COC(=O)CC
C=COC(=O)CCC
C=COC(=O)CCCC
C=COC(=O)CCCCC
C=COC(=O)CCCCC(=O)OC
C=COC(=O)CCCCC(=O)OC=C
C=COC(C)(C)C
