SMILES
C
C#C
C#C/C=C\C
C#CC
C#CC#C
C#CC(=C)C
C#CC(=O)O
C#CC(=O)OC
C#CC(=O)OCC
C#CC(C)(C)C
C#CC(C)(C)O
C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O
C#CC(C)(O)C(C)C
C#CC(C)(O)C(O)c1ccccc1
C#CC(C)(O)CC
C#CC(C)(O)CC(C)C
C#CC(C)(O)c1ccccc1
C#CC(C)=CC
C#CC(C)=O
C#CC(C)C
C#CC(C)O
C#CC(O)(CC)CC
C#CC(O)(c1ccccc1)c1ccccc1
C#CC(O)C(C)C
C#CC(O)CC
C#CC(O)CC(C)C
C#CC(O)CCC
C#CC(O)CCCC
C#CC(O)c1ccccc1
C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)/C(C)=C/CC
C#CC(OCC)OCC
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C
C#CC1(O)CCCC1
C#CC1(O)CCCCC1
C#CC=C
C#CC=CC=C
C#CC=CCO
C#CC=O
C#CCC
C#CCC(C)C
C#CCC(C)O
C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
C#CCC1CCCCC1
C#CCC=C
C#CCCC
C#CCCC#C
C#CCCC(=O)O
C#CCCC(C)=O
C#CCCC(C)C
C#CCCCC
C#CCCCC#C
C#CCCCCC
C#CCCCCC#C
C#CCCCCCC
C#CCCCCCC#C
C#CCCCCCCC
C#CCCCCCCC(=O)O
C#CCCCCCCCC
C#CCCCCCCCC#C
C#CCCCCCCCCC
C#CCCCCCCCCCC
C#CCCCCCCCCCCC
C#CCCCCCCCCCCCCC
C#CCCCCCCCCCCCCCC
C#CCCCCCCCCCCCCCCCC
C#CCCCCCCCCCCCCCCCCCC
C#CCCCCO
C#CCCCO
C#CCCO
C#CCO
C#CCOC
C#CCOC(=O)CC
C#CCOC(=O)CCCCC(=O)OCC#C
C#COCC
C#COc1ccccc1
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
C#C[C@H](O)CC
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3[C@@H](OC)C[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
C#Cc1ccc(C)cc1
C#Cc1ccccc1
C(#Cc1ccccc1)c1ccccc1
C(/C=C/c1ccccc1)=C\c1ccccc1
C(=C(c1ccccc1)c1ccccc1)c1ccccc1
C(=C/c1ccccc1)\c1ccccc1
C(=C\c1ccccc1)\c1ccccc1
C(CC1CCCC1)=C(CCC1CCCC1)CCC1CCCC1
C(CC1CCCCC1)=C(CCC1CCCCC1)CCC1CCCCC1
C(CCC1CCCC1)=C(CCCC1CCCC1)CCCC1CCCC1
C(CCC1CO1)CC1CO1
C(CCCC1CCCCC1)CCC1CCCCC1
C(CCCCC1CCCCC1)CCCC1CCCCC1
C(CCCCCC1CCCCC1)CCCCC1CCCCC1
C(CCCOCCC1CCCCC1)CCOCCC1CCCCC1
C(CCOCC1CO1)COCC1CO1
C(CCc1ccccc1)=C(CCCc1ccccc1)CCCc1ccccc1
C(COCCOCC1CO1)OCCOCC1CO1
C(Cc1ccccc1)=C(CCc1ccccc1)CCc1ccccc1
C(OCC1CO1)C1CO1
C/C(=C/CC[C@@]1(C)C2C[C@H]3[C@@H](C2)C31C)CO
C/C(=C\C(=O)O)C1CCCCC1
C/C(=C\c1ccccc1)C(=O)O
C/C(=C\c1ccccc1)c1ccccc1
C/C=C(/C)C(=O)O
C/C=C(/C)C(C)C
C/C=C(/C)CCC
C/C=C(/C)c1ccccc1
C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
C/C=C(C)/C=C/C=C(C)C
C/C=C(\C)C(=O)O
C/C=C(\C)C(=O)OC
C/C=C(\C)C(=O)OC(C)C
C/C=C(\C)C(=O)OCC
C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@@H]4[C@@](O)(C(=O)OC)OC[C@@]14[C@@H]32
C/C=C(\C)C=O
C/C=C(\C)c1ccccc1
C/C=C/C(=O)CC
C/C=C/C(=O)O
C/C=C/C(=O)OC
C/C=C/C(=O)OCC
C/C=C/C(=O)c1ccccc1
C/C=C/C(C)=O
C/C=C/C(C)C
C/C=C/C(C)C(=O)O
C/C=C/C(C)CC
C/C=C/C=C/C
C/C=C/C=C/C(=O)O
C/C=C/C=C/C(=O)OC
C/C=C/C=C/C(=O)OCC
C/C=C/C=C/C=O
C/C=C/C=C/CCCCCCCO
C/C=C/C=O
C/C=C/CC
