mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_scale_pos_weight,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.745493984222412,0.4798441108037469,0.12486519813537597,0.006117438211099894,1.0,1,5000,2,50,0.1,0.9,"{'subsample': 1.0, 'scale_pos_weight': 1, 'n_estimators': 5000, 'min_child_weight': 2, 'max_depth': 50, 'learning_rate': 0.1, 'colsample_bytree': 0.9}",0.9327291205501956,0.9354021356276714,0.9195867964192734,0.9153154399557278,0.9085214604236344,0.9223109905953006,0.010260853912130982,3569
7.228709697723389,0.5025228034341617,0.050420713424682614,0.0029335497775082216,0.7,10,1000,3,6,0.01,1.0,"{'subsample': 0.7, 'scale_pos_weight': 10, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",0.9316849740355566,0.9388408581492155,0.9210137966559468,0.9185113447703377,0.9107998885172798,0.9241701724256673,0.009924220806273943,1894
3.6023234367370605,0.4510481791641454,0.0164003849029541,0.0003230033245461035,0.7,10,100,1,100,0.05,0.8,"{'subsample': 0.7, 'scale_pos_weight': 10, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 100, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.9318450765011346,0.9335644377619068,0.9200531818624789,0.917051743220808,0.9163600891861761,0.9237749057065008,0.007416120828690034,2222
2.0539119720458983,0.2963999842442009,0.019724321365356446,0.0008303377179678479,0.7,1,200,4,10,0.01,0.8,"{'subsample': 0.7, 'scale_pos_weight': 1, 'n_estimators': 200, 'min_child_weight': 4, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",0.9249467485277535,0.9259073633212213,0.9167815227832768,0.92331903707803,0.9091764214046822,0.9200262186229928,0.006291077517464045,5479
11.894345426559449,0.777859873091164,0.12595758438110352,0.008164651301081967,0.7,5,1000,6,100,0.01,1.0,"{'subsample': 0.7, 'scale_pos_weight': 5, 'n_estimators': 1000, 'min_child_weight': 6, 'max_depth': 100, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",0.9369474724693369,0.9395299948488772,0.9243411435492629,0.9219424460431653,0.9149874581939799,0.9275497030209244,0.009288612842382216,208
7.3102195262908936,0.14228782043383473,0.04963235855102539,0.002800894515397664,1.0,2,500,5,20,0.01,1.0,"{'subsample': 1.0, 'scale_pos_weight': 2, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 20, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",0.9278355538849211,0.9302022859847694,0.9175472302273456,0.9194244604316546,0.9103957636566332,0.9210810588370648,0.007186484314936901,4668
1.1749126434326171,0.022073935867957625,0.016572332382202147,0.0003048092011310845,0.7,2,300,1,20,0.5,0.9,"{'subsample': 0.7, 'scale_pos_weight': 2, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 20, 'learning_rate': 0.5, 'colsample_bytree': 0.9}",0.9198582745130797,0.9281487978393128,0.9150691224992691,0.9047731045932484,0.909023132664437,0.9153744864218695,0.008198897806293173,7971
0.24361577033996581,0.0017350044164896397,0.006549644470214844,6.981690679458622e-05,0.7,5,100,4,3,0.1,0.9,"{'subsample': 0.7, 'scale_pos_weight': 5, 'n_estimators': 100, 'min_child_weight': 4, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.9}",0.9284829247239973,0.9297707054253853,0.9113728438374473,0.9179856115107914,0.9002020624303233,0.9175628295855889,0.01102879517163682,7079
3.040968894958496,0.23943412139265358,0.032729721069335936,0.0004719089613191385,0.7,5,500,4,20,0.1,1.0,"{'subsample': 0.7, 'scale_pos_weight': 5, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 20, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.934427598880675,0.9376505311225272,0.9240766264322209,0.916193967902601,0.9110089186176142,0.9246715285911277,0.01022277133950804,1523
31.18824186325073,1.8125850609506062,0.3549586296081543,0.005667484119124424,1.0,5,5000,3,50,0.01,0.8,"{'subsample': 1.0, 'scale_pos_weight': 5, 'n_estimators': 5000, 'min_child_weight': 3, 'max_depth': 50, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",0.9363070626070249,0.9379150482395691,0.9236032800122512,0.9177504150525734,0.9163043478260869,0.9263760307475012,0.009113753432072266,575
