n_features,rmse
127,0.009147117648850627
125,0.009147117648850627
123,0.009147117648850627
121,0.009147117648850627
119,0.009147117648850627
117,0.009147117648850627
115,0.009147117648850627
113,0.009147117648850627
111,0.009147117648850627
109,0.009147117648850627
107,0.009147117648850627
105,0.009147117648850627
103,0.009147117648850627
101,0.009147117648850627
99,0.009147117648850627
97,0.009147117648850627
95,0.009147117648850627
93,0.009147117648850627
91,0.009147117648850627
89,0.009147117648850627
87,0.009147117648850627
85,0.009147117648850627
83,0.009147117648850627
81,0.009147117648850627
79,0.00913866249207758
77,0.00913866249207758
75,0.009030570858421082
73,0.009030570858421082
71,0.0090337165187225
69,0.008982570023633623
67,0.009171917197456416
65,0.009000215027188776
63,0.009024339050265387
61,0.008916609535558565
59,0.008961224977913629
57,0.008990836573916703
55,0.00924752815572339
53,0.008766970449620284
51,0.009009352511279142
49,0.009138687483423662
47,0.00898233354127979
45,0.009093906843602454
43,0.008991433009409907
41,0.00944605949736216
39,0.00959624967594927
37,0.00941454573980849
35,0.009271601402025764
33,0.00934997167156665
31,0.008966985719425054
29,0.008874224772626347
27,0.009585710924851564
25,0.009673371015956837
23,0.00974913908783782
21,0.009840266559402035
19,0.009931391346498387
17,0.009598828643221407
15,0.0097404755638968
13,0.009163135464692091
11,0.01120866603911325
9,0.011491111870520671
7,0.012151250857722881
5,0.01600857508641193
3,0.01506050882047189
1,0.023926493358806113
