n_features,rmse
127,0.010314777982995533
125,0.010314777982995533
123,0.010314777982995533
121,0.010314777982995533
119,0.010314777982995533
117,0.010314777982995533
115,0.010314777982995533
113,0.010314777982995533
111,0.010314777982995533
109,0.010314777982995533
107,0.010314777982995533
105,0.010314777982995533
103,0.010314777982995533
101,0.010314777982995533
99,0.010314777982995533
97,0.010314777982995533
95,0.010314777982995533
93,0.010314777982995533
91,0.010314777982995533
89,0.010314777982995533
87,0.010314777982995533
85,0.010314777982995533
83,0.010314777982995533
81,0.010314777982995533
79,0.010279712106902414
77,0.010279712106902414
75,0.010290708648586097
73,0.010275102289140187
71,0.010490608622398088
69,0.010589565023182758
67,0.010538030636701319
65,0.01059465795978553
63,0.010512426082688759
61,0.010672949437576067
59,0.010842672317549425
57,0.010859592566661927
55,0.010987868574912671
53,0.010726792051483103
51,0.01054713727216452
49,0.010842138952849795
47,0.011197331991945066
45,0.010725864972279306
43,0.010404358915164568
41,0.010276563258152942
39,0.010662634473652014
37,0.01060293346667634
35,0.011380079696115281
33,0.011143512928878793
31,0.010805445721744954
29,0.01114485715919416
27,0.011143255761852763
25,0.010160675843674659
23,0.00991695530267951
21,0.009825334814002265
19,0.01017726423161661
17,0.010137800900654737
15,0.01023094370483348
13,0.010246433500804166
11,0.009820059530049526
9,0.013412127038653278
7,0.01551167197946942
5,0.017420380197463683
3,0.018672580472586166
1,0.02551561064921971
