SMILES,FOM1_40,FOM1_100,FOM1_avg,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_allylic_oxid,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_unbrch_alkane
C1(=CC=CC=C1)CC1=C(C=CC=C1)O,38.02113445268876,57.58513148726427,47.80313296997652,0.7603045299219545,184.238,172.14199999999997,184.088815004,70,0.11860124567724632,-0.5076635900165576,0.5076635900165576,0.11860124567724632,0.7857142857142857,1.4285714285714286,2.142857142857143,16.255337544926533,10.045191623859166,1.9926403999044042,-2.0304470711180254,2.1858420127298945,-1.8692027208888653,5.356386452314485,0.46923884103180225,2.2369588843757167,406.590556576089,9.803118619434354,7.850472799393139,7.850472799393139,6.860173345306139,4.6687474506491125,4.6687474506491125,3.291087586615162,3.291087586615162,2.229015894419408,2.229015894419408,1.4760890719461714,1.4760890719461714,-1.7599999999999996,8.821411268608355,3.9654429078224163,1.937915669188292,83.64767319215363,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,48.53093654769288,17.193270051855603,6.4208216229260096,0.0,5.106527394840706,0.0,0.0,6.4208216229260096,0.0,65.72420659954848,5.749511833283905,0.0,5.749511833283905,5.106527394840706,6.4208216229260096,0.0,11.126902983393991,54.59730361615449,0.0,20.23,0.07692307692307693,14,1,1,0,0,2,2,1,1,1,2,0,0,2,2.9830000000000028,57.35480000000003,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0
Cc1ccccc1C2CCCCC2,55.6469045661738,77.5232277066917,66.58506613643274,0.6023850850590757,174.28699999999995,156.14299999999997,174.140850576,70,-0.01593375785197102,-0.06198449324339958,0.06198449324339958,0.01593375785197102,1.0,1.6923076923076923,2.3846153846153846,14.207486905084847,9.822963397153904,2.1561993247546125,-2.2285247764489453,2.3330512392590554,-2.0517119849542125,5.28757041422786,0.4422069895550763,2.183880369350461,269.1217287664019,9.096011838247808,8.422285251880869,8.422285251880869,6.377010097711745,5.4325219847121655,5.4325219847121655,4.191521881974906,4.191521881974906,3.233459501450724,3.233459501450724,2.458438606924599,2.458438606924599,-0.78,8.802256288894332,3.9521039064049184,1.9318196968211676,80.98016676674399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.52793314262448,36.81018947509803,0.0,0.0,0.0,0.0,0.0,44.94575136048206,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,6.923737199690624,49.14891714418543,24.26546827384644,0.0,0.0,0.5384615384615384,13,0,0,1,1,1,1,0,0,0,1,1,1,2,4.042720000000003,57.00500000000004,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CC(C)C1CCCc2ccccc12,55.205543687167726,73.86819528840363,64.53686948778568,0.6077748915304565,174.287,156.14299999999997,174.140850576,70,-0.013602452588044154,-0.06218906455153762,0.06218906455153762,0.013602452588044154,1.2307692307692308,2.0,2.769230769230769,14.26050482157244,9.770137895334805,2.212167868676872,-2.278360779636309,2.356704252647456,-2.137730585295422,5.322985656899264,0.4334856924424393,2.3662155249606793,285.8447139279425,9.259148545064338,8.585421958697399,8.585421958697399,6.287693700234703,5.365860956554161,5.365860956554161,4.441552255219031,4.441552255219031,3.220546931395355,3.220546931395355,2.4839744022869565,2.4839744022869565,-0.78,8.802256288894332,3.5301885601159637,1.6259471361132916,80.98016676674399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.112942673227685,42.225179944494805,0.0,0.0,0.0,0.0,5.917906046161393,39.02784531432067,0.0,35.392371257240434,0.0,0.0,0.0,0.0,6.4208216229260096,5.917906046161393,43.73392667478865,24.26546827384644,0.0,0.0,0.5384615384615384,13,0,0,1,1,1,1,0,0,0,1,0,0,2,3.762500000000003,56.959000000000046,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
CC(C)(C)c1ccc2CCCc2c1,48.84777663209671,63.86211603059564,56.35494633134617,0.564664738998864,174.28699999999995,156.14299999999997,174.140850576,70,-0.013174989733046752,-0.05847505259975763,0.05847505259975763,0.013174989733046752,1.0,1.6923076923076923,2.3846153846153846,14.217721331466574,9.853893162043363,2.1679380134925648,-2.1944210576633734,2.282293840595936,-2.107677573907674,5.3724502148522,0.5892102193624744,2.4184022386559825,315.3004621440199,9.474691494688166,8.853371151128522,8.853371151128522,6.071498210711325,5.195140652899133,5.195140652899133,5.087042908137443,5.087042908137443,2.9645205558471917,2.9645205558471917,2.038339312400104,2.038339312400104,-0.78,8.802256288894332,2.8663706351792015,1.6259471361132916,80.98016676674399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.970312804456704,41.367809813265794,0.0,0.0,0.0,0.0,0.0,45.448666937246685,0.0,34.88945568047582,0.0,0.0,0.0,0.0,18.2566337152488,0.0,43.882387697088866,18.19910120538483,0.0,0.0,0.5384615384615384,13,0,0,1,1,1,1,0,0,0,0,0,0,2,3.472800000000002,57.167000000000044,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
C1CCC2CCC3C(C12)CCCC3,55.80245942140221,73.80829823512806,64.80537882826513,0.5256549525402422,178.31899999999993,156.14299999999997,178.172150704,74,-0.03547703750916385,-0.053021310454583755,0.053021310454583755,0.03547703750916385,0.46153846153846156,1.0,1.7692307692307692,14.467203567943788,9.6249714322971,2.4138313116504233,-2.4280107628317626,2.518363758685131,-2.3341540446329287,4.9186855216791034,0.07289348149926757,1.767004920772535,184.4773317567079,8.673362107437434,8.673362107437432,8.673362107437432,6.449489742783179,6.449489742783178,6.449489742783178,5.640579511162203,5.640579511162203,5.143934187227623,5.143934187227623,4.574167096448446,4.574167096448446,0.0,8.32,3.292517006802721,1.3333333333333333,82.10106294000116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,49.354910676349604,0.0,0.0,0.0,0.0,23.671624184645573,57.787394606334104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.671624184645573,57.787394606334104,0.0,0.0,0.0,1.0,13,0,0,3,3,0,0,0,0,0,0,3,3,3,4.002900000000003,55.51300000000005,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
C(C)C1=CC=C(C2=CC=CC=C12)C,77.65939964814973,98.26862548441086,87.9640125662803,0.6116760674124897,170.25499999999997,156.14299999999997,170.109550448,66,-0.014936284086537115,-0.06161948033101498,0.06161948033101498,0.014936284086537115,0.9230769230769231,1.6153846153846154,2.3076923076923075,14.040880880035486,9.99056940580884,1.9933354940555965,-2.057313763381447,2.217376916512252,-1.849789670323456,5.879641881157592,1.1568247051846736,2.8445179980827553,426.98639808407614,9.259148545064338,8.171208396324303,8.171208396324303,6.325698502695488,4.798694043492407,4.798694043492407,3.4407216156275116,3.4407216156275116,2.6132762937238163,2.6132762937238163,1.820451793525148,1.820451793525148,-1.2999999999999998,8.305121210242419,3.213517826933512,1.3274811912996443,79.20789399442198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.321939610460284,35.243910234940216,0.0,0.0,0.0,10.772448428929591,0.0,20.268296022307258,0.0,47.52510539416365,0.0,0.0,0.0,0.0,6.4208216229260096,6.923737199690624,18.050640183084614,36.39820241076966,10.772448428929591,0.0,0.23076923076923078,13,0,0,0,0,2,2,0,0,0,1,0,0,2,3.7106200000000022,58.06300000000003,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
CCCCCCCc1ccccc1,74.42131551657272,91.35627560812536,82.88879556234903,0.5697750172321101,176.30300000000003,156.14299999999997,176.15650064,72,-0.02788722794457005,-0.06538238321718637,0.06538238321718637,0.02788722794457005,0.8461538461538461,1.5384615384615385,2.230769230769231,13.970823828661969,10.060162039373232,1.911067229679376,-1.9997240028169103,2.0760309314420775,-1.8435537745852442,5.1388994613445265,0.6320541102109868,2.0653801840299586,200.53811204568345,9.355524862241651,8.629392033067417,8.629392033067417,6.431851652578136,5.471343774302779,5.471343774302779,3.649812122026584,3.649812122026584,2.4118298825622118,2.4118298825622118,1.5773547736675622,1.5773547736675622,-0.78,10.301833060556465,6.70550882196095,4.716887369664168,81.98599792027323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.938859033702705,18.405094737549014,0.0,0.0,0.0,0.0,0.0,45.448666937246685,0.0,35.89528683400505,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,44.59129680601767,30.33183534230805,0.0,0.0,0.5384615384615384,13,0,0,0,0,1,1,0,0,0,6,0,0,1,4.199500000000003,58.90500000000005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
C(CCCCC)C1=CC=C(C=C1)C,71.53556202748365,86.66482283331402,79.10019243039883,0.5919794275520847,176.303,156.14299999999997,176.15650064,72,-0.02788689690836001,-0.06538238174359431,0.06538238174359431,0.02788689690836001,0.9230769230769231,1.6153846153846154,2.230769230769231,13.978622947499469,10.05270949785922,1.9190474103130988,-2.0069839841707102,2.0830771312075496,-1.851028697650875,5.206719912374199,0.6666184114179431,2.248742645991836,220.2985556220406,9.518661569058182,8.844934982691242,8.844934982691242,6.32569850269549,5.382027376825739,5.382027376825739,3.7962587314333094,3.7962587314333094,2.4396076603399894,2.4396076603399894,1.5106465049006457,1.5106465049006457,-0.78,10.301833060556465,5.795560659201102,4.117422127672802,81.98599792027322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.015121834012085,25.328831937239638,0.0,0.0,0.0,0.0,0.0,45.95158251401129,0.0,35.392371257240434,0.0,0.0,0.0,0.0,6.4208216229260096,6.923737199690624,43.73392667478865,24.26546827384644,0.0,0.0,0.5384615384615384,13,0,0,0,0,1,1,0,0,0,5,0,0,1,4.117820000000004,59.02500000000005,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
C1CCC(CC1)CC2CCCCC2,48.20757952181731,65.22379265666642,56.71568608924186,0.5851062745215123,180.33499999999995,156.14299999999997,180.187800768,76,-0.04116516072642097,-0.053285707406537305,0.053285707406537305,0.04116516072642097,0.5384615384615384,0.9230769230769231,1.3076923076923077,14.255808917255397,9.776205132194473,2.1972050601491064,-2.2824043772155043,2.3433821021670367,-2.140983393912825,4.725145156776335,0.24433855179161104,1.6872141191211394,110.97373660251155,8.932875131431278,8.932875131431276,8.932875131431276,6.449489742783179,6.449489742783178,6.449489742783178,5.2437739499032885,5.2437739499032885,4.116156409449845,4.116156409449845,3.3170883743390274,3.3170883743390274,0.0,9.551020408163266,5.024221453287197,3.0,83.1068940935304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.20821622926012,18.256633715248796,0.0,0.0,0.0,0.0,11.835812092322787,70.62903785218613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,70.62903785218613,0.0,0.0,0.0,1.0,13,0,0,2,2,0,0,0,0,0,2,2,2,2,4.537100000000004,57.76700000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(C)(C)c1ccccc1,67.47811539009284,84.26781620418225,75.87296579713754,0.6460485698324178,176.303,156.14299999999997,176.15650064,72,-0.010354913631184504,-0.06538184637024624,0.06538184637024624,0.010354913631184504,1.0769230769230769,1.6923076923076923,2.230769230769231,14.227257680438568,9.801911620513911,2.1809890739290463,-2.2446044805162626,2.278312723852916,-2.1594716496266853,5.225783062526682,0.45768649949922924,2.6923847943000205,233.47503993417362,9.734204518682008,9.008071689507773,9.008071689507773,6.16583188730236,5.22134377430278,5.22134377430278,4.353462270860897,4.353462270860897,2.7105935686601073,2.7105935686601073,1.6523933169194003,1.6523933169194003,-0.78,10.301833060556465,4.45443831046903,2.8731477092397957,81.98599792027323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.944690187231934,17.399263584019785,0.0,0.0,0.0,0.0,0.0,45.448666937246685,0.0,35.89528683400505,0.0,0.0,0.0,0.0,5.41499046939678,0.0,45.597127959546896,30.33183534230805,0.0,0.0,0.5384615384615384,13,0,0,0,0,1,1,0,0,0,4,0,0,1,4.154400000000003,58.99300000000005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CC1C(CCCC1)C1CCCCC1,54.780530063773305,72.26927228006421,63.524901171918756,0.5610539155233387,180.33499999999995,156.14299999999997,180.187800768,76,-0.03600465966373403,-0.06223445114806276,0.06223445114806276,0.03600465966373403,0.6923076923076923,1.3076923076923077,2.0,14.345576256737967,9.685812238899658,2.290049321340581,-2.3697414599278273,2.4057623383866766,-2.261724163584081,4.801221973793298,0.13952041695213788,1.88483105006042,144.11730005192325,9.096011838247808,9.096011838247808,9.096011838247808,6.377010097711745,6.377010097711745,6.377010097711745,5.323685641445085,5.323685641445085,4.433153979908989,4.433153979908989,3.6075836617530137,3.6075836617530137,0.0,9.551020408163266,4.481481481481482,2.268431001890359,83.1068940935304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.29031018309871,24.174539761410188,0.0,0.0,0.0,0.0,17.75371813848418,64.71113180602472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75371813848418,64.71113180602472,0.0,0.0,0.0,1.0,13,0,0,2,2,0,0,0,0,0,1,2,2,2,4.393000000000004,57.69700000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1(CCCCC1)C1CC(CCC1)C,53.39601130978185,66.61691456176698,60.00646293577441,0.5610539155233387,180.33499999999995,156.14299999999997,180.187800768,76,-0.03833114259049339,-0.06249936333821045,0.06249936333821045,0.03833114259049339,0.6923076923076923,1.3846153846153846,2.076923076923077,14.324401775152982,9.707181564919388,2.2678527295704063,-2.3493832202695293,2.3934335337842496,-2.229498321091305,4.78459788898442,0.1659473850442914,1.8326492664211984,144.11730005192325,9.096011838247806,9.096011838247806,9.096011838247806,6.360173345306139,6.360173345306138,6.360173345306138,5.429947387442091,5.429947387442091,4.293453320333734,4.293453320333734,3.514753068930699,3.514753068930699,0.0,9.551020408163266,4.481481481481482,2.479338842975207,83.10689409353039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.29031018309871,24.174539761410188,0.0,0.0,0.0,0.0,17.75371813848418,64.71113180602472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75371813848418,64.71113180602472,0.0,0.0,0.0,1.0,13,0,0,2,2,0,0,0,0,0,1,2,2,2,4.393000000000004,57.69700000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C(C(C)C)C1=CC=CC=C1,57.1007295004413,63.86288892678635,60.48180921361382,0.6506078231799142,176.303,156.14299999999997,176.15650064,72,-0.011578057878923933,-0.06224838374331586,0.06224838374331586,0.011578057878923933,0.7692307692307693,1.2307692307692308,1.6153846153846154,14.228435304567785,9.801159871180088,2.180703700959664,-2.2467930962395766,2.306739617758235,-2.1256219099660933,5.199828469652204,0.38763155135117267,2.892872301768416,225.4750399341736,9.844934982691242,9.118802153517008,9.118802153517008,6.125897657686229,5.175426480542942,5.175426480542942,4.424500897298752,4.424500897298752,2.620939696457767,2.620939696457767,2.214861858860074,2.214861858860074,-0.78,10.301833060556465,4.45443831046903,2.5819506215884647,81.98599792027322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.02678414107054,23.317169630181176,0.0,0.0,0.0,0.0,11.835812092322787,33.61285484492389,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,11.835812092322787,39.17630633662088,30.33183534230805,0.0,0.0,0.5384615384615384,13,0,0,0,0,1,1,0,0,0,3,0,0,1,4.082200000000003,58.85900000000005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C(CC)C1CC2CCCCC2CC1,68.901217271226,81.19828797296152,75.04975262209376,0.5908457150118573,180.33499999999998,156.14299999999997,180.187800768,76,-0.03832102020144835,-0.06537225032499784,0.06537225032499784,0.03832102020144835,0.9230769230769231,1.6923076923076923,2.4615384615384617,14.364182149408299,9.666814691525763,2.308275873356861,-2.389100354967306,2.4314764228286254,-2.270685916783401,4.823647233540886,0.12508234203001772,1.837118327810191,150.11730005192322,9.096011838247808,9.096011838247808,9.096011838247808,6.398178147766923,6.398178147766922,6.398178147766922,5.272369429112256,5.272369429112256,4.345208538503483,4.345208538503483,3.6410170017371155,3.6410170017371155,0.0,9.551020408163266,4.481481481481482,2.268431001890359,83.1068940935304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8694885601727,30.595361384336197,0.0,0.0,0.0,0.0,17.75371813848418,64.71113180602472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75371813848418,64.71113180602472,0.0,0.0,0.0,1.0,13,0,0,2,2,0,0,0,0,0,2,2,2,2,4.393000000000004,57.69700000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cc1ccccc1c2ccccc2,81.55430765078853,110.35083130811827,95.9525694794534,0.6092016568043108,168.239,156.14299999999997,168.093900384,64,-0.015473603279058789,-0.06222539229487358,0.06222539229487358,0.015473603279058789,0.6923076923076923,1.3076923076923077,2.0,14.019864789993223,10.010941928441488,1.9725465189720535,-2.036803727926895,2.2137252877173785,-1.8015010119937735,5.66151346952163,1.4584036030799439,2.5360704460016144,387.7928814349766,9.096011838247808,7.696152422706634,7.696152422706634,6.377010097711745,4.488033871712586,4.488033871712586,3.1809467530645557,3.1809467530645557,2.229860854099809,2.229860854099809,1.5145059443850155,1.5145059443850155,-1.5599999999999996,8.057239275855297,3.4422377324311375,1.6178409723769218,78.8534394399576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.59730361615449,23.61409167478161,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,60.160755107851486,11.126902983393991,0.0,0.0,0.0,0.0,6.923737199690624,5.563451491696996,54.59730361615449,11.126902983393991,0.0,0.07692307692307693,13,0,0,0,0,2,2,0,0,0,1,0,0,2,3.662020000000002,56.61500000000003,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
C(CCC)OC(C)C1=CC=C(C=C1)OC,59.7804098226873,82.75347030872541,71.26694006570635,0.6652413318016887,208.301,188.14099999999996,208.14632988,84,0.1183810013076995,-0.4967681918038934,0.4967681918038934,0.1183810013076995,1.2,1.8666666666666667,2.4,16.48549919424365,10.11939022251539,2.043343082035497,-2.12971482733115,2.1966127732576357,-2.0089041736293067,5.276857310202379,0.06364723280538756,2.4629639408012305,266.36937136469544,11.096011838247808,9.824568270435499,9.824568270435499,7.274386907679233,5.531249220703028,5.531249220703028,3.6397324666407385,3.6397324666407385,2.450960144649489,2.450960144649489,1.375600541591884,1.375600541591884,-1.02,12.051530758226038,6.4611966132122465,3.920021102183265,92.21308837928699,9.473725907600098,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,25.477292959539852,31.040744451236847,6.606881964512918,13.213763929025836,9.473725907600098,0.0,0.0,32.79308403298157,13.716679505790452,29.828919765543436,5.749511833283905,4.736862953800049,5.749511833283905,13.716679505790452,4.736862953800049,0.0,38.35653552467856,24.26546827384644,0.0,18.46,0.5384615384615384,15,0,2,0,0,1,1,2,0,2,6,0,0,1,3.5729000000000024,62.269000000000055,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1
CC(C)C(C(C)C)C1CCCCC1,58.1656206070608,70.9706603896444,64.56814049835259,0.602806708137109,182.35099999999994,156.14299999999997,182.203450832,78,-0.03395127833021884,-0.06248870387935875,0.06248870387935875,0.03395127833021884,0.7692307692307693,1.2307692307692308,1.6153846153846154,14.329989968953083,9.700914173598282,2.2751609339840364,-2.353954100886609,2.373299693374449,-2.2654802644941734,4.777066690258869,0.14559945198656934,2.516931957847997,120.97373660251155,9.844934982691242,9.844934982691242,9.844934982691242,6.125897657686229,6.12589765768623,6.12589765768623,5.463474237257504,5.463474237257504,3.7337616860518805,3.7337616860518805,3.377529438462072,3.377529438462072,0.0,11.076923076923077,5.024221453287197,3.0,84.11272524705961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.79905691339256,23.671624184645573,0.0,0.0,0.0,0.0,23.671624184645573,59.79905691339256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.671624184645573,59.79905691339256,0.0,0.0,0.0,1.0,13,0,0,1,1,0,0,0,0,0,3,1,1,1,4.494900000000004,59.74100000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCC1CCCCC1,66.73175401706797,83.02633681106391,74.87904541406594,0.5110182727284805,182.35099999999994,156.14299999999997,182.203450832,78,-0.04142857885016888,-0.06538238322278293,0.06538238322278293,0.04142857885016888,0.8461538461538461,1.5384615384615385,2.230769230769231,14.175458642820516,9.854077382792052,2.115318360539443,-2.2060578865609703,2.2743995917723403,-2.051395647428463,4.650374267064288,0.3278707914249208,1.8618747385369288,100.6059378176129,9.355524862241651,9.355524862241651,9.355524862241651,6.431851652578136,6.431851652578136,6.431851652578136,4.7069245417217935,4.7069245417217935,3.4406706976806576,3.4406706976806576,2.5123808934587872,2.5123808934587872,0.0,11.076923076923077,7.408163265306122,5.333333333333333,84.11272524705963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.55277505187675,5.917906046161393,0.0,0.0,0.0,0.0,5.917906046161393,77.55277505187675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,77.55277505187675,0.0,0.0,0.0,1.0,13,0,0,1,1,0,0,0,0,0,6,1,1,1,4.9272000000000045,59.95100000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CCCCCCCCC1CCCC1,68.68724225069566,84.21065460970837,76.44894843020202,0.4898045299731735,182.35099999999994,156.14299999999997,182.203450832,78,-0.04142857607981446,-0.06538238322279266,0.06538238322279266,0.04142857607981446,0.8461538461538461,1.4615384615384615,2.1538461538461537,14.190159375773861,9.989837804570877,2.130281413510468,-2.07026579713881,2.286967150629471,-1.9197087453487758,4.66406535427084,0.4621195578737298,1.7780157844868298,100.60593781761293,9.355524862241651,9.355524862241651,9.355524862241651,6.431851652578136,6.431851652578136,6.431851652578136,4.706924541721794,4.706924541721794,3.4406706976806576,3.4406706976806576,2.5123808934587872,2.5123808934587872,0.0,11.076923076923077,7.408163265306122,5.333333333333333,84.11272524705963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.55277505187675,5.917906046161393,0.0,0.0,0.0,0.0,5.917906046161393,77.55277505187675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,77.55277505187675,0.0,0.0,0.0,1.0,13,0,0,1,1,0,0,0,0,0,7,1,1,1,4.9272000000000045,59.95100000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CCCCCCCCCCCC=C,76.72875515203205,92.2402881607882,84.48452165641012,0.32579414820602015,182.35099999999997,156.14299999999997,182.203450832,78,-0.0353412931099218,-0.10308297893627165,0.10308297893627165,0.0353412931099218,0.7692307692307693,1.2307692307692308,1.6923076923076923,13.963730955515295,10.067162786478102,1.8996016081475036,-1.996991719202805,2.0970261058718958,-1.7995603205502422,4.647448665928548,0.5663423952307576,2.7919988397452453,94.21143267166842,9.778174593052025,9.355524862241651,9.355524862241651,6.414213562373096,6.023603362114273,6.023603362114273,3.905777393935815,3.905777393935815,2.5118016810571366,2.5118016810571366,1.5993353063746332,1.5993353063746332,-0.26,12.739999999999998,11.74,11.74,84.4289533684046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,64.36633028993259,12.841643245852019,0.0,0.0,0.0,0.0,0.0,71.13195342895074,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,71.13195342895074,12.654955790432378,0.0,0.0,0.8461538461538461,13,0,0,0,0,0,0,0,0,0,10,0,0,0,5.0933000000000055,62.041000000000054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
CCCCCC=CCCCCCC,76.22161635451384,91.37713147394884,83.79937391423134,0.343853051220754,182.35099999999994,156.14299999999997,182.203450832,78,-0.035073468769123366,-0.08853928355034979,0.08853928355034979,0.035073468769123366,0.6153846153846154,1.0769230769230769,1.6153846153846154,13.909414169908958,10.12231390052923,1.844104925444121,-1.9432590589839591,2.044129526514604,-1.7430206820594099,4.805884689771484,0.6720786623583991,2.946316696573901,102.6059378176129,9.778174593052025,9.518661569058182,9.518661569058182,6.414213562373096,6.064043476634154,6.064043476634154,3.816521742947025,3.816521742947025,2.36535507165041,2.36535507165041,1.4368563506824812,1.4368563506824812,-0.26,12.739999999999998,11.74,11.74,84.42895336840459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.10362272767905,25.683286491704038,0.0,0.0,0.0,0.0,0.0,71.63486900571534,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,71.63486900571534,12.152040213667762,0.0,0.0,0.8461538461538461,13,0,0,0,0,0,0,0,0,0,9,0,0,0,5.093300000000005,62.041000000000054,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5
