SMILES,FOM1_sat_100,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
C=CC(C)CCCCCCCCCCC,88.38914685635751,3.817461256611169,3.817461256611169,0.7171798195224419,0.7171798195224419,0.3016421906718516,12.666666666666666,210.40499999999994,180.16499999999996,210.23475095999999,90,0,-0.02646400744462118,-0.10281381416717003,0.10281381416717003,0.02646400744462118,0.8666666666666667,1.3333333333333333,1.8,14.01773025299164,10.014316525710205,1.9566253255462256,-2.046918398129284,2.130334415182927,-1.8846165980687102,4.738021049538663,0.5292856418753654,2.2622509420370793,2.9527153185866184,126.0,11.355524862241651,10.932875131431278,10.932875131431278,7.308060412490447,6.9342869646372325,6.9342869646372325,4.83008840392923,4.83008840392923,3.165388264148867,3.165388264148867,1.8948241447046743,1.8948241447046743,-0.26,2031.5013459492973,14.74,11.812780203784571,11.667668205308932,97.15883759719783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,77.71088911254922,12.338727669087403,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,78.05569062864136,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,78.05569062864136,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,64.20821622926012,0.0,0.0,26.502430189813627,0.0,0.0,0.0,0.0,0.0,0.0,0.7171798195224419,0.0,16.258493585521073,8.357659928289818,0.0,0.8666666666666667,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,1,11.608025346918971,0,5.729400000000005,71.20500000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
C=CC(C)O,138.1550467076193,8.243055555555555,8.243055555555555,0.3518518518518521,-0.3518518518518521,0.44843228007925706,14.0,72.10699999999999,64.04299999999999,72.057514876,30,0,0.06896535572562199,-0.3893506821837408,0.3893506821837408,0.06896535572562199,2.0,2.2,2.2,16.264107903830936,10.4207380926291,1.7486436272582129,-1.8416722155787177,1.7258164157291,-1.8824255046068996,4.715548378935574,0.2443336066435619,1.3787834934861756,2.825749368745867,30.62919048309069,4.284457050376173,3.309020915065757,3.309020915065757,2.270055610029662,1.5771307827339835,1.5771307827339835,0.9763056819759965,0.9763056819759965,0.34111151573446186,0.34111151573446186,0.0,0.0,-0.3,9.65148445440323,4.7,1.9702702702702706,3.7000000000000015,31.938708091031135,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,6.076020106833881,6.923737199690624,0.0,6.103966387748303,5.106527394840706,0.0,0.0,0.0,0.0,13.027703587438927,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,0.0,6.923737199690624,12.654955790432378,0.0,0.0,0.0,20.23,0.0,0.0,0.0,6.103966387748303,0.0,0.0,6.076020106833881,6.923737199690624,0.0,6.578935683598497,5.106527394840706,0.0,0.0,0.0,8.243055555555555,0.0,0.0,0.0,1.1203703703703702,4.969907407407407,0.0,0.5,5,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1.8520540540540544,0,0.5531999999999999,21.877799999999993,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(C)OC(C)=O,128.14159891513054,10.143055555555556,10.143055555555556,0.15972222222222254,-0.26629629629629603,0.39698336281819635,12.25,114.14399999999998,104.06399999999998,114.06807956,46,0,0.3027075281368564,-0.4586302255490619,0.4586302255490619,0.3027075281368564,1.875,2.375,2.5,16.540952380771287,10.400185277446726,1.9580641930909286,-2.030218991113327,1.8903800286976054,-2.0739687362502983,5.657708833408358,-0.1428859812932486,1.6478689002690063,3.3784163699764536,96.70165766734146,6.568914100752346,5.178303900493525,5.178303900493525,3.663902460147014,2.462882443846201,2.462882443846201,1.5502533716072737,1.5502533716072737,0.6837834698324153,0.6837834698324153,0.30989533458445057,0.30989533458445057,-0.79,42.84459140699416,7.21,3.242623436781632,3.401938579654511,49.149425897178986,4.736862953800049,6.103966387748303,0.0,0.0,0.0,5.9693052879518484,4.794537184071822,0.0,0.0,0.0,12.654955790432378,6.923737199690624,6.923737199690624,0.0,9.53140013787187,5.9693052879518484,0.0,0.0,0.0,19.95144078712955,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,12.073271675700152,9.53140013787187,0.0,13.847474399381248,12.654955790432378,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,12.073271675700152,0.0,0.0,6.923737199690624,12.999757306524504,0.0,11.315798637398547,0.0,4.642361111111111,0.0,10.143055555555556,0.0,0.0,-0.26629629629629603,0.0,1.4111111111111108,6.569768518518519,0.0,0.5,8,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,1,2.922414372399446,0,1.1239999999999999,31.424999999999983,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(C)c1ccccc1,106.2721225765053,3.7369822373393804,3.7369822373393804,0.4733333333333333,0.4733333333333333,0.5425395434996232,12.5,132.20599999999996,120.10999999999997,132.093900384,52,0,-0.0013117687481079769,-0.10247777875624295,0.10247777875624295,0.0013117687481079769,1.3,1.9,2.4,14.006864021564178,10.021151273966392,1.956630219244894,-2.0298288530740076,2.135032773749711,-1.8511678924324628,5.212180734753622,0.9712844896771048,2.0481673906012667,2.8420150159808886,198.53811204568345,7.397341225498538,6.248558665513929,6.248558665513929,4.842535255101096,3.518290630104595,3.518290630104595,2.435060997513289,2.435060997513289,1.6789093050683312,1.6789093050683312,0.8926828831277884,0.8926828831277884,-1.04,237.58741730974694,7.071607142857144,3.2100399595076996,1.471945587562872,62.20156854489914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,43.331592648832554,11.48135753785839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852017,0.0,48.55024262443742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.405094737549014,42.98679113274043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,5.563451491696996,0.0,12.142387175295491,37.76814115713556,0.0,0.0,0.0,0.0,0.0,1.3310185185185186,0.4733333333333333,10.36375850340136,1.9537037037037037,5.878185941043084,0.0,0.2,10,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,2.270014150651151,1,2.9761000000000015,45.05400000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(CC)(CC)c1ccccc1,83.25269963812055,3.9512414965986395,3.9512414965986395,0.18180555555555533,0.18180555555555533,0.6066050416150994,11.23076923076923,174.287,156.14299999999997,174.140850576,70,0,0.012399914242527397,-0.10219124656639693,0.10219124656639693,0.012399914242527397,1.1538461538461537,1.6923076923076923,2.076923076923077,14.268568454322121,9.760418258562085,2.230300202683045,-2.2785560939125324,2.317029952910231,-2.2016422145408066,5.292003451170858,0.4983953874507713,2.2302986386324615,3.079649366941415,254.62661626856533,9.734204518682008,8.585421958697399,8.585421958697399,6.287152230862003,4.978927371141277,4.978927371141277,3.4333955785574615,3.4333955785574615,3.0012429137470846,3.0012429137470846,1.8348547130695614,1.8348547130695614,-1.04,1034.858568325462,10.04361204013378,4.268383741308158,1.8245757645130576,81.29639488808897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,50.255329848523175,18.405094737549014,5.414990469396779,0.0,0.0,0.0,0.0,0.0,0.0,32.104108114630044,0.0,48.55024262443742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,0.0,32.25256913693026,42.98679113274043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,0.0,12.841643245852019,5.563451491696996,0.0,0.0,56.83426553212168,0.0,0.0,0.0,0.0,0.0,1.5660648148148149,0.0,10.628804799697656,4.329722222222222,8.392074829931973,0.0,0.38461538461538464,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,3.2976915643164526,1,3.9304000000000032,58.89900000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(CCC)c1ccccc1,101.18388691519016,3.856010015117158,3.856010015117158,0.538148148148148,0.538148148148148,0.588241723686434,12.416666666666666,160.26,144.13199999999998,160.125200512,64,0,0.0015143977938095533,-0.10246736391283949,0.10246736391283949,0.0015143977938095533,1.3333333333333333,2.0,2.5,14.08043551424151,9.948665555077206,2.0326950006013353,-2.099736944393877,2.207752283895517,-1.92438931429425,5.22231883458935,0.7183657313803573,2.1548573138129496,2.727953065423227,223.05344312420405,8.811554787871634,7.662772227887025,7.662772227887025,5.8805400575618805,4.55629543256538,4.55629543256538,3.0415540698074026,3.0415540698074026,2.1119220069605507,2.1119220069605507,1.4318375877143654,1.4318375877143654,-1.04,663.6960526543885,9.05124087591241,4.760640146319159,2.22878600008794,74.93145277369236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,49.75241427175856,11.984273114623004,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704035,0.0,48.55024262443742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.24673798340103,42.98679113274043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,18.405094737549014,0.0,6.076020106833881,43.83450822559717,0.0,0.0,0.0,0.0,0.0,1.3836574074074077,0.538148148148148,10.558129251700679,4.456277399848828,6.063787792894936,0.0,0.3333333333333333,12,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,0,0,0,0,1,3.5908083906561337,1,3.756300000000002,54.28800000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(CCCCC)(c1ccccc1)c1ccccc1,44.8680012474422,4.16469246031746,4.16469246031746,0.05784722222222238,-0.05784722222222238,0.44170227928315975,11.25,264.41200000000003,240.21999999999994,264.187800768,104,0,0.037883349149991856,-0.10185927637383832,0.10185927637383832,0.037883349149991856,0.85,1.35,1.75,14.3224810215049,9.70954554242141,2.294661863890438,-2.3194177930566577,2.378693746533502,-2.2457465695332703,5.432774181527609,0.5303772011262784,2.5362831852772016,2.436008001596907,470.74927846141674,14.26130225617747,12.386386867018624,12.386386867018624,9.83166377460472,7.578950801884414,7.578950801884414,5.364634404407375,5.364634404407375,4.1009642608059425,4.1009642608059425,2.918069624082972,2.918069624082972,-1.8199999999999994,47479.221228389215,14.586227811599894,7.093633435767636,3.012523130454568,122.71843120854965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,92.92589285991866,17.54772460632,5.414990469396779,0.0,0.0,0.0,0.0,0.0,0.0,38.02201416079144,0.0,84.4455294584425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,0.0,43.73392667478865,73.31862647504849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,0.0,6.4208216229260096,30.38936785217202,0.0,0.0,80.24236367473911,0.0,0.0,0.0,0.0,0.0,2.631602891156463,0.0,21.532389613252708,7.004029037540942,6.415311791383219,0.0,0.3,20,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,7,0,0,0,0,0,5.1734676653044405,2,5.739000000000005,88.00300000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
C=CC(Cc1ccccc1)(Cc1ccccc1)c1ccccc1,34.42455133845746,4.201901927437642,4.201901927437642,0.09328703703703711,-0.09328703703703711,0.5198877726783458,11.130434782608695,298.429,276.253,298.172150704,114,0,0.020990069550224425,-0.10216802943907961,0.10216802943907961,0.020990069550224425,0.6086956521739131,1.0,1.391304347826087,14.319531967387428,9.713393028173687,2.289670766933132,-2.3172842214978893,2.3338939507987146,-2.2893359851995867,5.367537479275945,0.5284437623291653,2.6343940245293758,2.0213306074310338,685.2665658190941,15.959972868926739,13.35892465059366,13.35892465059366,11.322428411272087,8.093187795000647,8.093187795000647,6.051039307271166,6.051039307271166,4.464239687837357,4.464239687837357,3.219117943509384,3.219117943509384,-2.5999999999999988,274988.58585647435,15.301626275510207,7.107063711911359,3.598632487011079,138.68069907142382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,97.07152613375807,29.531997720943004,5.414990469396779,0.0,0.0,0.0,0.0,0.0,0.0,18.256633715248796,0.0,120.34081629244757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.256633715248796,0.0,16.690354475090988,103.65046181735657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,0.0,12.841643245852019,16.690354475090988,0.0,0.0,103.65046181735657,0.0,0.0,0.0,0.0,0.0,3.908633786848073,0.0,32.102928004535144,4.0365362811791385,4.201901927437642,0.0,0.13043478260869565,23,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,4.728244905909042,3,5.595800000000005,98.60900000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(OC(C)=O)OC(C)=O,159.45485615157455,10.333244520030235,10.333244520030235,0.5174537037037032,-0.9675925925925928,0.3430703483693905,9.0,158.153,148.07299999999998,158.0579088,62,0,0.30545770814829976,-0.4214508041013402,0.4214508041013402,0.30545770814829976,1.2727272727272727,1.6363636363636365,1.8181818181818181,16.712985772949864,10.576198283796055,2.085089477051675,-2.106941728602088,1.960353979417791,-2.1907205548799253,5.679365696102392,-0.17561165685785948,1.8393274935143755,3.853125001001168,157.27938714610153,8.85337115112852,6.494800481421251,6.494800481421251,5.0577493102643665,3.0294827255159547,3.0294827255159547,1.8229583402262708,1.8229583402262708,0.7566852033432208,0.7566852033432208,0.44742838005553903,0.44742838005553903,-1.32,176.57543937738006,9.68,4.4884837773008455,5.1408294930875575,64.78943534112622,9.473725907600098,0.0,0.0,0.0,6.290026729335213,11.938610575903697,9.589074368143644,0.0,0.0,0.0,6.578935683598497,6.076020106833881,13.847474399381248,0.0,19.06280027574374,11.938610575903697,0.0,0.0,0.0,20.137501128716462,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,18.22863730523891,19.06280027574374,0.0,13.847474399381248,12.654955790432378,0.0,0.0,0.0,52.6,18.22863730523891,9.589074368143644,0.0,0.0,0.0,0.0,19.92349450621513,0.0,0.0,16.052661591198596,0.0,9.020555555555557,0.0,20.66648904006047,0.0,0.0,-1.0349074074074065,0.0,0.2574074074074073,5.7571220710506426,0.0,0.42857142857142855,11,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,3.949865724024744,0,0.6247,37.517,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(OC(C=C)C1CC=CCC1)C1CC=CCC1,65.54655332613522,6.323981481481482,6.323981481481482,0.16560752078609187,0.16560752078609187,0.6202979921253898,29.68421052631579,258.405,232.19699999999995,258.198365452,104,0,0.07921462858931554,-0.3662827605674173,0.3662827605674173,0.07921462858931554,0.8421052631578947,1.3157894736842106,1.631578947368421,16.4988089860938,9.867963087025268,2.261564603427743,-2.324514975319705,2.2966582291190165,-2.315697834243488,5.00759459994201,-0.023704925344587815,2.501745330829796,1.9415627034072112,318.7017839156141,13.501789232183626,11.838605231852505,11.838605231852505,9.346866552750665,7.553887425429663,7.553887425429663,5.62579192921459,5.62579192921459,4.3273625417270525,4.3273625417270525,3.130497982406033,3.130497982406033,-1.08,29660.692642318063,14.331658747860137,7.494870527175314,3.9396626439888287,117.28673776628328,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.157871367196995,36.45612064100329,50.36074182987885,0.0,12.207932775496605,4.736862953800049,0.0,0.0,0.0,11.835812092322787,50.732862513052666,0.0,49.61399200820028,0.0,0.0,0.0,0.0,0.0,0.0,12.207932775496605,4.736862953800049,11.835812092322787,38.524929737556064,49.61399200820028,0.0,0.0,0.0,9.23,0.0,0.0,0.0,12.207932775496605,11.835812092322787,12.841643245852019,25.683286491704038,0.0,12.152040213667762,37.46195179453252,4.736862953800049,6.323981481481482,0.0,0.0,0.0,0.0,1.1742271352985638,0.0,20.392468978332076,7.942655738221214,0.0,0.5555555555555556,19,0,1,2,0,2,0,0,0,0,4,0,1,0,1,0,6,0,0,0,0,4,5.653364566045853,2,4.824800000000004,82.01700000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(OC(C=C)C1CC=CCC1C)C1CC=CCC1C,64.2837818448197,6.464814814814815,6.464814814814815,0.13060752078609172,0.13060752078609172,0.600654857970217,35.142857142857146,286.45900000000006,256.21899999999994,286.22966558,116,0,0.07946986376071093,-0.3662609844914354,0.3662609844914354,0.07946986376071093,0.8095238095238095,1.1904761904761905,1.5238095238095237,16.49893095689824,9.785959533711855,2.316171647894222,-2.370498752111895,2.3452296655988474,-2.36250645147948,5.032946943786049,-0.04249260600413039,2.5067257103443383,2.042848464134278,368.06147705186214,15.242276208189782,13.579092207858661,13.579092207858661,10.168233757796585,8.375254630475583,8.375254630475583,6.704613590281919,6.704613590281919,5.250227025988756,5.250227025988756,3.7024924183531875,3.7024924183531875,-1.08,61214.24184660874,16.2932693791152,7.79410612392345,3.973731003405214,130.0166219950765,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.157871367196995,50.303595040384536,49.354910676349604,0.0,12.207932775496605,4.736862953800049,0.0,0.0,0.0,23.671624184645573,51.738693666581895,0.0,49.61399200820028,0.0,0.0,0.0,0.0,0.0,0.0,12.207932775496605,4.736862953800049,23.671624184645573,39.53076089108528,49.61399200820028,0.0,0.0,0.0,9.23,0.0,0.0,0.0,12.207932775496605,23.671624184645573,25.683286491704038,0.0,0.0,12.152040213667762,51.309426193913765,4.736862953800049,6.464814814814815,0.0,0.0,0.0,0.0,2.410239302511127,0.0,17.93067623036869,12.694269652305366,0.0,0.6,21,0,1,2,0,2,0,0,0,0,6,0,1,0,1,0,6,0,0,0,0,6,6.04721288792839,2,5.316800000000005,91.11100000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC/C(C)=C/C,121.073443500962,3.6077777777777778,3.6077777777777778,1.0243055555555556,1.0243055555555556,0.46325472131952733,11.428571428571429,96.17299999999997,84.07699999999998,96.093900384,40,0,-0.014438374864983653,-0.10276076481557794,0.10276076481557794,0.014438374864983653,1.7142857142857142,2.2857142857142856,2.4285714285714284,13.82520042057732,10.200698940204264,1.756859209568734,-1.8683503043514689,1.9648532316551564,-1.6596699169395372,4.997823978155377,1.2039925855147084,1.679822907155627,3.357275023806878,78.03910001730776,5.698670612749268,5.068914100752346,5.068914100752346,3.308060412490447,2.5360753753054386,2.5360753753054386,1.6278270848415755,1.6278270848415755,0.9591121225538404,0.9591121225538404,0.3455220308284977,0.3455220308284977,-0.52,31.916635235956914,6.48,3.662481751824818,3.3066103316326534,45.54969764984069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,17.72514474373703,20.268296022307258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,0.0,24.304080427335524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,24.304080427335524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,5.5731045300692665,0.0,12.999757306524504,19.578692990123002,0.0,0.0,0.0,0.0,0.0,1.3842592592592595,0.0,0.0,5.035231481481482,7.7471759259259265,0.0,0.42857142857142855,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.3904116788321175,0,2.5287000000000006,34.24499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
