feature,mean_abs_shap
AUX_Density_40C_g_cm^3,0.081615835
BertzCT,0.001404725
MinAbsEStateIndex,0.0010066325
MaxEStateIndex,0.0006604354
Chi1,0.00064414094
EState_VSA5,0.0005298286
BalabanJ,0.0005269423
FpDensityMorgan1,0.00050706643
Ipc,0.00049258757
Chi3n,0.0004698284
Chi4n,0.0003656242
Chi1n,0.00032312237
FpDensityMorgan3,0.00032072698
FpDensityMorgan2,0.00030535326
EState_VSA6,0.0002987019
VSA_EState9,0.00028057155
PEOE_VSA1,0.00027696107
Chi2n,0.00024502765
BCUT2D_MRHI,0.0002198511
BCUT2D_MWLOW,0.00020497003
Chi0n,0.00018971485
MaxPartialCharge,0.00018186061
MolMR,0.00018099567
PEOE_VSA6,0.00016950928
MinAbsPartialCharge,0.00016143832
EState_VSA7,0.0001187582
EState_VSA8,0.000113688715
SlogP_VSA8,5.021145e-05
