n_features,auc
213,0.9059728506787331
211,0.9059728506787331
209,0.9059728506787331
207,0.9059728506787331
205,0.9059728506787331
203,0.9059728506787331
201,0.9059728506787331
199,0.9059728506787331
197,0.9059728506787331
195,0.9059728506787331
193,0.9059728506787331
191,0.9059728506787331
189,0.9059728506787331
187,0.9059728506787331
185,0.9059728506787331
183,0.9059728506787331
181,0.9059728506787331
179,0.9059728506787331
177,0.9059728506787331
175,0.9059728506787331
173,0.9059728506787331
171,0.9059728506787331
169,0.9059728506787331
167,0.9059728506787331
165,0.9059728506787331
163,0.9059728506787331
161,0.9059728506787331
159,0.9059728506787331
157,0.9059728506787331
155,0.9059728506787331
153,0.9059728506787331
151,0.9059728506787331
149,0.9059728506787331
147,0.9059728506787331
145,0.9059728506787331
143,0.9059728506787331
141,0.9059728506787331
139,0.9059728506787331
137,0.9047963800904978
135,0.9087631975867271
133,0.9073001508295626
131,0.9040723981900454
129,0.9040723981900454
127,0.900316742081448
125,0.9146606334841629
123,0.9146606334841629
121,0.9146606334841629
119,0.905761689291101
117,0.9091101055806937
115,0.907315233785822
113,0.9086425339366516
111,0.9115837104072398
109,0.910241327300151
107,0.9093815987933634
105,0.9139668174962293
103,0.9011915535444947
101,0.9053695324283559
99,0.9058069381598793
97,0.9054901960784314
95,0.9042533936651584
93,0.892473604826546
91,0.892473604826546
89,0.8969079939668174
87,0.9011161387631976
85,0.8879411764705882
83,0.9003921568627451
81,0.891417797888386
79,0.8966214177978884
77,0.910814479638009
75,0.9015535444947209
73,0.9026395173453996
71,0.9092006033182503
69,0.9053242835595776
67,0.8870739064856712
65,0.9075867269984916
63,0.9060482654600301
61,0.8887330316742081
59,0.8906184012066366
57,0.9021870286576168
55,0.8919457013574661
53,0.8968325791855204
51,0.8761538461538462
49,0.8681749622926094
47,0.8847963800904978
45,0.9035897435897435
43,0.8761387631975868
41,0.906470588235294
39,0.8899245852187029
37,0.8793514328808447
35,0.8841930618401206
33,0.8978280542986425
31,0.8782051282051282
29,0.8956711915535445
27,0.8980844645550528
25,0.8882654600301658
23,0.8881146304675717
21,0.8801659125188537
19,0.8900603318250376
17,0.8744343891402715
15,0.8627677224736048
13,0.7950075414781297
11,0.7900603318250379
9,0.801892911010558
7,0.767209653092006
5,0.7176470588235294
3,0.7938009049773755
1,0.6557164404223228
