SMILES,DC_exp,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_aldehyde,fr_allylic_oxid,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_term_acetylene,fr_unbrch_alkane
CCCCCCCCCCCC(=O)OC1=CC=CC=C1,3.35,11.597331459791397,-0.11190204174466412,11.597331459791397,0.11190204174466412,0.3023245649136244,276.41999999999996,248.19599999999994,276.208930136,112,0.31067773795724546,-0.42653076282175384,0.42653076282175384,0.31067773795724546,0.85,1.4,2.0,16.535522625382566,10.066721042756672,2.0329394008760255,-2.039135843899493,2.124941039538326,-2.067191209504745,5.716875912508267,-0.1340376835005232,1.9205417581220963,345.6956718031832,14.468409037364017,12.774315738741334,12.774315738741334,9.82569850269549,8.083716209998574,8.083716209998574,5.365550194875444,5.365550194875444,3.4593459768048973,3.4593459768048973,2.2510112407145657,2.2510112407145657,-1.31,33108.06227668476,16.74350454788657,11.511171515999143,8.73339533486759,123.08577582180696,4.736862953800049,5.749511833283905,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,76.48941138848356,18.55355575984923,6.4208216229260096,0.0,9.53140013787187,5.969305287951849,0.0,71.13195342895074,0.0,30.33183534230805,5.749511833283905,4.736862953800049,0.0,5.749511833283905,5.969305287951849,4.794537184071822,0.0,71.13195342895074,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,12.170333456209914,12.841643245852019,44.94575136048208,0.0,30.33183534230805,6.923737199690624,4.736862953800049,5.247440127597887,11.597331459791397,0.0,0.0,0.534786985088004,9.294207461730382,11.914997245512051,2.2445700536136144,0.0,0.6111111111111112,20,0,2,0,0,0,1,0,1,2,0,2,11,0,0,0,1,5.5129000000000055,83.92100000000006,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,7
COC(=O)C1=CC=CC=C1,6.38,10.791203703703705,-0.2911111111111109,10.791203703703705,0.2911111111111109,0.546322425537599,136.14999999999998,128.08599999999998,136.052429496,52,0.33734142683544294,-0.4654175231959395,0.4654175231959395,0.33734142683544294,1.3,1.9,2.4,16.523255021680306,10.213460704055969,2.000367252300609,-1.9490312776571546,1.9831694841140397,-1.9899272454702739,5.885796167027513,0.0600517955700555,2.8526279288191434,215.9590174505521,7.397341225498538,5.703247926875856,5.703247926875856,4.842535255101096,2.977180183450686,2.977180183450686,1.8576070275816354,1.8576070275816354,1.1948867346934546,1.1948867346934546,0.6920867462383864,0.6920867462383864,-1.31,237.587417309747,6.805074798619103,3.011779444695785,1.34501586290279,59.43635467784082,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,18.19910120538483,12.13273413692322,0.0,12.673249032974528,9.53140013787187,5.969305287951849,0.0,0.0,7.109797541277533,35.89528683400505,0.0,0.0,0.0,0.0,13.079102829229383,4.736862953800049,0.0,10.357988675768818,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,5.563451491696996,0.0,7.109797541277533,24.26546827384644,6.06636706846161,4.736862953800049,0.0,4.497314814814814,10.791203703703705,0.0,0.5879629629629632,-0.2911111111111109,8.877592592592592,0.0,0.0,1.3703703703703702,0.125,10,0,2,0,0,0,1,0,1,2,0,2,1,0,0,0,1,1.4732,37.781500000000015,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
CCOC(=O)C1=CC=CC=C1,5.95,11.022453703703704,-0.25638888888888856,11.022453703703704,0.25638888888888856,0.601336802799046,150.177,140.09699999999998,150.06807956,58,0.33760712680806904,-0.4623913259160252,0.4623913259160252,0.33760712680806904,1.3636363636363635,2.0,2.5454545454545454,16.532103157596104,10.212187978618477,2.019198474009744,-1.987226026140368,1.9941874717395576,-2.030087655857122,5.887018454012597,0.05261480506602846,2.6930079504145,228.57786591623355,8.104448006685086,6.410354708062404,6.410354708062404,5.342535255101096,3.5647138087681833,3.5647138087681833,2.0864955842419235,2.0864955842419235,1.2849232447891443,1.2849232447891443,0.788663298121544,0.788663298121544,-1.31,380.17580046477946,7.793199174406604,3.7604813030666033,2.075224641853074,65.80129679223742,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,18.19910120538483,19.056471336613843,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,6.923737199690624,6.606881964512918,35.89528683400505,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,0.0,17.28172587545944,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,12.170333456209914,0.0,0.0,19.056471336613843,18.19910120538483,0.0,4.736862953800049,4.788981481481482,11.022453703703704,0.0,0.6058796296296298,-0.25638888888888856,8.955574452003024,0.0,2.216832955404384,0.0,0.2222222222222222,11,0,2,0,0,0,1,0,1,2,0,2,2,0,0,0,1,1.8633,42.39850000000003,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CCCOC(=O)C1=CC=CC=C1,5.36,11.181342592592593,-0.23847222222222175,11.181342592592593,0.23847222222222175,0.640310443785496,164.20399999999998,152.10799999999998,164.083729624,64,0.33761704944114623,-0.46210816756826517,0.46210816756826517,0.33761704944114623,1.3333333333333333,2.0,2.5833333333333335,16.532619941236568,10.211074715082416,2.0289380534917845,-2.008054775970853,2.0026681098704846,-2.045668193627687,5.887179613271609,0.05048926721217723,2.539556056342092,241.27530899395387,8.811554787871634,7.117461489248952,7.117461489248952,5.842535255101096,4.064713808768183,4.064713808768183,2.5019445948790424,2.5019445948790424,1.4467718953396351,1.4467718953396351,0.852328724964577,0.852328724964577,-1.31,646.3567374307108,8.783545369504209,4.544018446795469,2.381380891498966,72.16623890663405,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,25.122838405075452,18.55355575984923,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,13.344558822616634,6.606881964512918,35.89528683400505,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,0.0,23.70254749838545,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,12.170333456209914,6.4208216229260096,0.0,12.13273413692322,25.122838405075452,0.0,4.736862953800049,4.938287037037037,11.181342592592593,0.0,0.6166203703703705,-0.23847222222222175,9.011572893046107,0.8596960034013605,2.4642866591080876,0.0,0.3,12,0,2,0,0,0,1,0,1,2,0,2,3,0,0,0,1,2.2534,47.01550000000003,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CCCCOC(=O)C1=CC=CC=C1,5.0,11.297272297808012,-0.22773148148148126,11.297272297808012,0.22773148148148126,0.5230228241779536,178.231,164.11899999999997,178.099379688,70,0.33761721871256933,-0.46209730073266087,0.46209730073266087,0.33761721871256933,1.3076923076923077,2.0,2.6153846153846154,16.532658165861232,10.209542694088253,2.0341998185999874,-2.0205158865168062,2.0109987329805943,-2.051677854623928,5.887208811375768,0.04995281305794983,2.404796656306514,254.05260581186823,9.518661569058182,7.824568270435499,7.824568270435499,6.342535255101096,4.564713808768183,4.564713808768183,2.855497985472316,2.855497985472316,1.7405387079983838,1.7405387079983838,0.966773003294721,0.966773003294721,-1.31,1061.732325077868,9.775543199315653,5.355726156931021,3.2792261677717693,78.53118102103066,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,31.54366002800146,18.55355575984923,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,19.765380445542643,6.606881964512918,35.89528683400505,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,0.0,30.12336912131146,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,12.170333456209914,12.841643245852019,0.0,12.13273413692322,18.19910120538483,6.923737199690624,4.736862953800049,5.029537037037037,11.297272297808012,0.0,0.623706538170824,-0.22773148148148126,9.053778895817587,1.972860371000252,2.5839096749811037,0.0,0.36363636363636365,13,0,2,0,0,0,1,0,1,2,0,2,4,0,0,0,1,2.6435000000000013,51.632500000000036,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
CC(C)COC(=O)C1=CC=CC=C1,5.11,11.326898148148148,-0.24138888888888843,11.326898148148148,0.24138888888888843,0.6645754561212156,178.231,164.11899999999997,178.099379688,70,0.33762704096205426,-0.461823846024259,0.461823846024259,0.33762704096205426,1.3076923076923077,1.9230769230769231,2.4615384615384617,16.533195748850346,10.19818775319516,2.054154522895138,-2.0580868352218826,2.022179196211563,-2.0927230544435447,5.8873358568460255,0.045874080312407806,2.4977844401611917,264.6785847993893,9.681798275874712,7.98770497725203,7.98770497725203,6.198377302757663,4.42055585642475,4.42055585642475,3.358333966431129,3.358333966431129,1.5572523441584047,1.5572523441584047,0.8999229735792836,0.8999229735792836,-1.31,895.9030984629084,9.775543199315653,4.651378356698753,3.2792261677717693,78.53118102103066,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,32.046575604766076,18.050640183084614,0.0,12.170333456209914,9.53140013787187,5.969305287951849,5.917906046161393,13.847474399381248,6.606881964512918,35.89528683400505,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,5.917906046161393,24.205463075150064,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,18.088239502371305,0.0,0.0,12.13273413692322,32.046575604766076,0.0,4.736862953800049,5.050555555555556,11.326898148148148,0.0,0.6140277777777781,0.14070578231292552,9.030239040060469,0.0,4.504240362811791,0.0,0.36363636363636365,13,0,2,0,0,0,1,0,1,2,0,2,3,0,0,0,1,2.4994000000000005,51.562500000000036,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CCCCCOC(=O)C1=CC=CC=C1,4.84,11.385601379440665,-0.22064531368102758,11.385601379440665,0.22064531368102758,0.5291550856889891,192.258,176.12999999999997,192.115029752,76,0.3376172200584772,-0.46209711496236544,0.46209711496236544,0.3376172200584772,1.2142857142857142,1.9285714285714286,2.5714285714285716,16.532663597256708,10.205854283640493,2.037175760307525,-2.0286043094426134,2.020587931164231,-2.054049252777637,5.8872179482537135,0.04979301563423953,2.2907968539797117,266.91003516871797,10.22576835024473,8.531675051622047,8.531675051622047,6.842535255101096,5.0647138087681824,5.0647138087681824,3.2090513760655894,3.2090513760655894,1.9905387079983836,1.9905387079983836,1.17449750861328,1.17449750861328,-1.31,1766.1615540777575,10.76880220646178,6.190508581943787,3.603400927138195,84.89612313542727,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,37.964481650927475,18.55355575984923,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,26.186202068468653,6.606881964512918,35.89528683400505,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,0.0,36.54419074423747,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,12.170333456209914,19.26246486877803,0.0,12.13273413692322,18.19910120538483,6.923737199690624,4.736862953800049,5.0912037037037035,11.385601379440665,0.0,0.6287022864701439,-0.22064531368102758,9.08674957482993,3.2083638038548754,2.6533578987150417,0.0,0.4166666666666667,14,0,2,0,0,0,1,0,1,2,0,2,5,0,0,0,1,3.0336000000000016,56.24950000000004,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2
CCCCCCOC(=O)C1=CC=CC=C1,4.6,11.455142274502393,-0.21564956538170788,11.455142274502393,0.21564956538170788,0.5262670689187882,206.28500000000003,188.14099999999996,206.130679816,82,0.33761722006360384,-0.4620971134782722,0.4620971134782722,0.33761722006360384,1.1333333333333333,1.8666666666666667,2.533333333333333,16.532665653376156,10.187343224708403,2.038946302322483,-2.034118941579549,2.0324001691991445,-2.055001186562343,5.887222993283409,0.04975905149834122,2.195736743827031,279.8472440283996,10.932875131431278,9.238781832808595,9.238781832808595,7.342535255101096,5.5647138087681824,5.5647138087681824,3.562604766658863,3.562604766658863,2.2405387079983834,2.2405387079983834,1.351274203909917,1.351274203909917,-1.31,2911.175787257213,11.763046018991963,7.044412146426886,4.634056949645629,91.26106524982389,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,44.38530327385348,18.55355575984923,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,32.60702369139466,6.606881964512918,35.89528683400505,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,0.0,42.965012367163474,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,12.170333456209914,12.841643245852019,12.841643245852019,12.13273413692322,18.19910120538483,6.923737199690624,4.736862953800049,5.135704837490552,11.455142274502393,0.0,0.6323995601326953,-0.21564956538170788,9.113227485247236,4.514387310671132,2.698121430671034,0.0,0.46153846153846156,15,0,2,0,0,0,1,0,1,2,0,2,6,0,0,0,1,3.423700000000002,60.866500000000045,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,5.42,11.595771447467877,-0.2875434618291757,11.595771447467877,0.2875434618291757,0.7307975714616393,212.248,200.15199999999996,212.083729624,80,0.3379551839851818,-0.45722281014698424,0.45722281014698424,0.3379551839851818,0.875,1.4375,2.0625,16.53286383787953,10.196822405449991,2.0480473964671213,-2.037993935021756,2.0505416252989894,-2.041405500379139,5.887324126113736,0.04724989300253453,1.9460332806831828,448.67626205276036,11.217332181807452,8.797106054010534,8.797106054010534,7.860173345306138,5.121844020697869,5.121844020697869,3.4277565765980063,3.4277565765980063,2.2222457898845964,2.2222457898845964,1.3806850731217146,1.3806850731217146,-2.0899999999999994,6818.994323164689,10.42855960264156,5.121140695118211,2.7009160415731115,94.49344888390488,4.736862953800049,6.606881964512918,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,48.53093654769288,17.696185628620217,0.0,5.563451491696996,9.53140013787187,5.969305287951849,0.0,6.606881964512918,0.0,71.7905736680101,0.0,0.0,0.0,0.0,5.969305287951849,11.343744918312968,0.0,15.921440167465814,60.6636706846161,0.0,26.3,0.0,4.794537184071822,5.969305287951849,12.170333456209914,5.563451491696996,0.0,12.13273413692322,48.53093654769288,0.0,4.736862953800049,5.175185185185185,11.595771447467877,0.0,1.5742705971277404,-0.2875434618291757,18.628261054421767,0.0,0.3140551776266063,0.0,0.07142857142857142,16,0,2,0,0,0,2,0,2,2,0,2,3,0,0,0,2,3.0436000000000014,62.00350000000004,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CCCCOC(=O)C=CC1=CC=CC=C1,5.23,11.182164115646259,-0.2710156840513984,11.182164115646259,0.2710156840513984,0.41838581403351127,204.269,188.14099999999996,204.115029752,80,0.3302609210824029,-0.4625308314320587,0.4625308314320587,0.3302609210824029,1.3333333333333333,2.066666666666667,2.7333333333333334,16.531904742791944,10.190879910011178,1.9456510913917158,-1.9836597631850352,2.0077866582665136,-2.009744328596254,5.864806932360675,-0.13727988197220212,2.344827166745183,314.5676547509674,10.932875131431278,8.979268808814751,8.979268808814751,7.325698502695489,5.225397411291142,5.225397411291142,3.265067632707754,3.265067632707754,1.9536506069018704,1.9536506069018704,1.0936275616629978,1.0936275616629978,-1.5699999999999998,2810.826217488146,11.50446016381236,6.8207438060960595,5.00915670938773,90.57146221763963,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,43.67639416492468,18.060293221456885,6.076020106833881,6.606881964512918,9.53140013787187,12.045325394785731,0.0,19.765380445542643,6.606881964512918,41.97130694083893,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,25.328831937239638,36.407855449141934,6.076020106833881,26.3,0.0,4.794537184071822,5.969305287951849,6.606881964512918,18.405094737549014,6.076020106833881,6.076020106833881,30.33183534230805,6.923737199690624,4.736862953800049,4.9784119897959185,11.182164115646259,0.0,1.0045754860586211,-0.2710156840513984,9.687236838988733,5.180425512989095,2.5715350739061056,0.0,0.3076923076923077,15,0,2,0,0,0,1,0,1,2,0,2,5,0,0,0,1,3.0431000000000017,61.34300000000004,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
CCCCCCOC(=O)C=CC1=CC=CC=C1,4.7,11.340034092340641,-0.25893376795162504,11.340034092340641,0.25893376795162504,0.4055851220074479,232.32300000000004,212.16299999999995,232.14632988,92,0.33026092243342536,-0.4625306441786388,0.4625306441786388,0.33026092243342536,1.1764705882352942,1.9411764705882353,2.6470588235294117,16.531912161589226,10.186843812098045,1.9584135939301788,-2.004761309156324,2.020528080120475,-2.015056583522085,5.864822426420804,-0.13731023332042303,2.1868611126370787,341.19926929852556,12.347088693804373,10.393482371187847,10.393482371187847,8.325698502695488,6.225397411291142,6.225397411291142,3.9721744138943005,3.9721744138943005,2.4536506069018693,2.4536506069018693,1.4781287622781938,1.4781287622781938,-1.5699999999999998,7658.360518327348,13.494808813998704,8.566897726139374,6.563838968936737,103.30134644643285,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,56.5180374107767,18.060293221456885,6.076020106833881,6.606881964512918,9.53140013787187,12.045325394785731,0.0,32.60702369139466,6.606881964512918,41.97130694083893,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,38.17047518309165,36.407855449141934,6.076020106833881,26.3,0.0,4.794537184071822,5.969305287951849,6.606881964512918,18.405094737549014,18.9176633526859,6.076020106833881,30.33183534230805,6.923737199690624,4.736862953800049,5.084579790249434,11.340034092340641,0.0,1.0096601712948217,-0.25893376795162504,9.72714101115689,7.7437781172969595,2.687073918946213,0.0,0.4,17,0,2,0,0,0,1,0,1,2,0,2,7,0,0,0,1,3.8233000000000024,70.57700000000004,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
CCCCCCCOC(=O)C=CC1=CC=CC=C1,4.5,11.396206931846812,-0.2552364942890737,11.396206931846812,0.2552364942890737,0.3899180482021781,246.35000000000002,224.17399999999995,246.161979944,98,0.3302609224334348,-0.46253064417297657,0.46253064417297657,0.3302609224334348,1.1111111111111112,1.8333333333333333,2.5555555555555554,16.531913638414455,10.154704908607052,1.9622267043176378,-2.0115601070271323,2.0346633911065526,-2.015763481735723,5.864826874179101,-0.1373123408222761,2.1222402935228235,354.61952672317716,13.054195474990921,11.100589152374395,11.100589152374395,8.825698502695488,6.725397411291141,6.725397411291141,4.325727804487573,4.325727804487573,2.703650606901869,2.703650606901869,1.6549054575748305,1.6549054575748305,-1.5699999999999998,12611.818294019098,14.490864272671939,9.459058639853573,6.894023432626562,109.66628856082946,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,62.938859033702705,18.060293221456885,6.076020106833881,6.606881964512918,9.53140013787187,12.045325394785731,0.0,39.02784531432067,6.606881964512918,41.97130694083893,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,44.59129680601767,36.407855449141934,6.076020106833881,26.3,0.0,4.794537184071822,5.969305287951849,6.606881964512918,18.405094737549014,25.33848497561191,6.076020106833881,30.33183534230805,6.923737199690624,4.736862953800049,5.118221371882086,11.396206931846812,0.0,1.0114775878849653,-0.2552364942890737,9.742553635772811,9.10177746555865,2.7183328346770805,0.0,0.4375,18,0,2,0,0,0,1,0,1,2,0,2,8,0,0,0,1,4.213400000000004,75.19400000000005,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4
CCCCCCCCOC(=O)C=CC1=CC=CC=C1,4.34,11.442529245896399,-0.252396988116234,11.442529245896399,0.252396988116234,0.36819148171189336,260.377,236.18499999999995,260.177630008,104,0.3302609224334348,-0.46253064417296624,0.46253064417296624,0.3302609224334348,1.0526315789473684,1.736842105263158,2.473684210526316,16.531915000248617,10.126127841962038,1.9650980797138222,-2.0168614618226948,2.0519550992075595,-2.016074797558196,5.864830977146656,-0.13731234089625294,2.0660675203363614,368.10827162495843,13.76130225617747,11.807695933560943,11.807695933560943,9.32569850269549,7.225397411291141,7.225397411291141,4.679281195080847,4.679281195080847,2.9536506069018684,2.9536506069018684,1.8316821528714673,1.8316821528714673,-1.5699999999999998,20717.361473854395,15.487372346528971,10.361528225025685,8.196595293696538,116.03123067522607,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,69.35968065662873,18.060293221456885,6.076020106833881,6.606881964512918,9.53140013787187,12.045325394785731,0.0,45.448666937246685,6.606881964512918,41.97130694083893,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,51.01211842894368,36.407855449141934,6.076020106833881,26.3,0.0,4.794537184071822,5.969305287951849,6.606881964512918,18.405094737549014,31.75930659853792,6.076020106833881,30.33183534230805,6.923737199690624,4.736862953800049,5.144552390400605,11.442529245896399,0.0,1.0129774235194164,-0.252396988116234,9.755795058574675,10.488866940548004,2.7410092625104694,0.0,0.47058823529411764,19,0,2,0,0,0,1,0,1,2,0,2,9,0,0,0,1,4.603500000000004,79.81100000000005,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5
COC(=O)C=C,6.85,9.840277777777779,-0.3935185185185184,9.840277777777779,0.3935185185185184,0.33962825058753815,86.09,80.042,86.036779432,34,0.32936202683512367,-0.46586658161961975,0.46586658161961975,0.32936202683512367,2.0,2.5,2.5,16.52244456253522,10.669060449973255,1.8142405211237025,-1.8255447547892971,1.6723864964958832,-1.9081663379590106,5.804288116299819,-0.1343205281095306,3.2343908669158727,65.94833690207419,4.99156383156272,3.6009536313038994,3.6009536313038994,2.808060412490447,1.513420005986402,1.513420005986402,0.7272838841927123,0.7272838841927123,0.36785113019775806,0.36785113019775806,0.08333333333333334,0.08333333333333334,-0.79,19.800269059780252,5.21,2.4475296912114013,1.5215264797507788,36.41954166838576,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,6.578935683598497,0.0,6.076020106833881,7.109797541277533,9.53140013787187,5.969305287951849,0.0,0.0,7.109797541277533,12.654955790432378,0.0,0.0,0.0,0.0,13.079102829229383,9.53140013787187,0.0,0.0,12.654955790432378,0.0,26.3,5.969305287951849,4.794537184071822,0.0,0.0,6.076020106833881,7.109797541277533,0.0,0.0,11.315798637398547,0.0,4.142361111111111,9.840277777777779,0.0,0.0,-0.3935185185185184,0.0,1.1111111111111112,3.156898148148148,1.309537037037037,0.25,6,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.34539999999999993,22.21299999999999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
CCOC(=O)C=C,6.25,10.071527777777778,-0.35879629629629606,10.071527777777778,0.35879629629629606,0.3775448287483148,100.11699999999999,92.05299999999998,100.052429496,40,0.3296277829557422,-0.46284039207159905,0.46284039207159905,0.3296277829557422,2.0,2.5714285714285716,2.7142857142857144,16.531305993255017,10.648619974721354,1.860904874302375,-1.9028980120894177,1.7394950605846693,-1.9685840017472003,5.805809999616545,-0.13669030575299798,3.172899533850818,76.14933958998697,5.698670612749268,4.3080604124904465,4.3080604124904465,3.308060412490447,2.1009536313038994,2.1009536313038994,0.9561724408530002,0.9561724408530002,0.45326313239628546,0.45326313239628546,0.20118446353109132,0.20118446353109132,-0.79,31.916635235956914,6.210000000000001,3.401938579654511,3.0288906629955825,42.78448378278237,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,6.578935683598497,6.923737199690624,6.076020106833881,6.606881964512918,9.53140013787187,5.969305287951849,0.0,6.923737199690624,6.606881964512918,12.654955790432378,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,6.923737199690624,12.654955790432378,0.0,26.3,0.0,4.794537184071822,5.969305287951849,6.606881964512918,6.076020106833881,0.0,6.923737199690624,0.0,11.315798637398547,0.0,4.434027777777778,10.071527777777778,0.0,0.0,-0.35879629629629606,0.0,1.1423611111111112,5.3775462962962965,0.0,0.4,7,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.7355,26.829999999999988,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
