SMILES,DC_exp,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_aldehyde,fr_allylic_oxid,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_term_acetylene,fr_unbrch_alkane
CCCC(=CCC)CC,2.04,2.3506944444444446,1.1975925925925925,2.3506944444444446,1.1975925925925925,0.5053632241756961,126.24299999999998,108.09899999999998,126.14085057599999,54,-0.03230484137676687,-0.08561623197549592,0.08561623197549592,0.03230484137676687,1.2222222222222223,1.8888888888888888,2.2222222222222223,13.947362892607273,10.08020421952919,1.8806688910628389,-1.9868582682871363,2.0849592306315894,-1.7822265156128625,4.99411596280732,0.8488435334910889,3.5268216309683416,80.03910001730775,7.112884175122364,6.905777393935816,6.905777393935816,4.346065214951232,4.025350549804866,4.025350549804866,2.3741741167529313,2.3741741167529313,1.5180376876527193,1.5180376876527193,1.032965732398865,1.032965732398865,-0.26,95.7964805168374,8.739999999999998,5.869198966408269,4.256795865633076,58.96918491081815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.84115785890103,19.26246486877803,0.0,0.0,0.0,0.0,0.0,46.454498090775914,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.454498090775914,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,5.573104530069267,0.0,26.847231705905752,0.0,0.0,0.0,0.0,1.6250000000000002,0.0,0.0,7.37337962962963,6.668287037037038,0.0,0.7777777777777778,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3.5329000000000024,43.573000000000015,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CCC=C(C)C,2.04,2.3055555555555554,0.8477777777777775,2.3055555555555554,0.8477777777777775,0.5083771761102213,126.24299999999998,108.09899999999998,126.14085057599999,54,-0.0345820625152719,-0.08587882271383403,0.08587882271383403,0.0345820625152719,1.3333333333333333,1.8888888888888888,2.2222222222222223,13.95059800815798,10.077024552783655,1.8872634892660196,-1.9865814808771447,2.0482771809365277,-1.8341729346250344,4.920354234222425,0.5931254736703165,3.1964264949964423,84.2114326716684,7.276020881938894,7.068914100752346,7.068914100752346,4.125897657686229,3.759872253901791,3.759872253901791,3.252671533728535,3.252671533728535,1.296602793617562,1.296602793617562,0.7053418012614795,0.7053418012614795,-0.26,65.1469510314125,8.739999999999998,4.602967287884421,7.740000000000001,58.96918491081815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.496599036284394,32.60702369139466,0.0,0.0,0.0,0.0,5.917906046161393,40.53659204461451,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,40.53659204461451,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,18.414747775921285,0.0,0.0,33.770968905596376,0.0,0.0,0.0,0.0,1.440416666666667,0.8477777777777775,0.0,4.880138888888888,8.831666666666667,0.0,0.7777777777777778,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3.3888000000000025,43.503000000000014,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=CCC(C)C)C,2.04,2.337962962962963,0.8115740740740739,2.337962962962963,0.8115740740740739,0.5083771761102213,126.24299999999998,108.09899999999998,126.14085057599999,54,-0.032490540055106286,-0.08536592440183055,0.08536592440183055,0.032490540055106286,1.4444444444444444,2.0,2.3333333333333335,13.94778806167226,10.080184342398777,1.8828972948039584,-1.9851958471333133,2.0523546753098256,-1.8260662609338179,4.9610839783663945,0.6595943918314401,3.433877213885997,88.2114326716684,7.276020881938894,7.068914100752346,7.068914100752346,4.163902460147014,3.8205324256816118,3.8205324256816118,3.0335793167580913,3.0335793167580913,1.495394899343333,1.495394899343333,0.5812242912240135,0.5812242912240135,-0.26,78.51304536092788,8.739999999999998,4.602967287884421,5.613645096813391,58.96918491081815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.42033623597502,25.683286491704035,0.0,0.0,0.0,0.0,5.917906046161393,40.53659204461451,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,40.53659204461451,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,18.414747775921285,0.0,0.0,33.770968905596376,0.0,0.0,0.0,0.0,1.517314814814815,0.8115740740740739,0.0,4.774861111111111,8.896249999999998,0.0,0.7777777777777778,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3.3888000000000025,43.503000000000014,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CC=CC1,2.11,2.236111111111111,1.3194444444444444,2.236111111111111,1.3194444444444444,0.37908242774858664,68.11900000000001,60.05499999999999,68.062600256,28,-0.034778562662440664,-0.08852787792887483,0.08852787792887483,0.034778562662440664,1.0,1.6,1.8,13.908955829948084,10.36872159842521,1.8438377344047774,-1.6866606756717897,2.0455123078166366,-1.4971461890918878,4.876292770651705,0.9293512716877671,2.3238508690240813,38.0,3.5355339059327378,3.276020881938894,3.276020881938894,2.5,2.1498299142610593,2.1498299142610593,1.4023081805739313,1.4023081805739313,0.9082482904638629,0.9082482904638629,0.5892556509887896,0.5892556509887896,-0.26,22.886435386960574,2.950970464135022,1.2497295661307843,0.5039801313892006,32.50358529970249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,19.26246486877803,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.6,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7265,22.990999999999993,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCC=CC1,2.16,2.267361111111111,1.3194444444444444,2.267361111111111,1.3194444444444444,0.3925134126271643,82.146,72.06599999999999,82.07825032,34,-0.03506250967660176,-0.08853909262111662,0.08853909262111662,0.03506250967660176,0.8333333333333334,1.3333333333333333,1.5,13.930949479463571,10.09497560017113,1.8664053496446475,-1.9700421058469584,2.066686710870128,-1.7693260179126047,4.848378458082364,0.7300577478236903,2.2551447208210704,45.058650025961626,4.242640687119286,3.9831276631254413,3.9831276631254413,3.0,2.6498299142610593,2.6498299142610593,1.755861571167205,1.755861571167205,1.158248290463863,1.158248290463863,0.7600796553858445,0.7600796553858445,-0.26,34.3994618804395,3.914216027874565,2.012323325522952,0.8522145467348156,38.868527414099105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,25.683286491704038,0.0,0.0,0.0,0.0,0.0,25.683286491704038,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.6666666666666666,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.1166,27.607999999999986,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCC=CCC1,2.2,2.298611111111111,1.3194444444444444,2.298611111111111,1.3194444444444444,0.4063379244355816,96.173,84.07699999999998,96.093900384,40,-0.03507328213370474,-0.08853928066218605,0.08853928066218605,0.03507328213370474,0.7142857142857143,1.2857142857142858,1.8571428571428572,13.946750644123483,10.20050980034075,1.8824701635217749,-1.859173834341281,2.0819236072625955,-1.665995765165952,4.831790678103579,0.7176819800160975,2.202927766407529,54.43856189774725,4.949747468305834,4.690234444311988,4.690234444311988,3.5,3.1498299142610593,3.1498299142610593,2.1094149617604785,2.1094149617604785,1.4082482904638631,1.4082482904638631,0.9368563506824814,0.9368563506824814,-0.26,58.974147804380216,4.888367952522255,2.838891422835457,1.7674018438130124,45.23346952849571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57286183659377,25.683286491704038,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.7142857142857143,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.5067000000000004,32.22499999999999,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCCC=CCC1,2.19,2.318611111111111,1.3194444444444444,2.318611111111111,1.3194444444444444,0.42048665275473174,110.19999999999999,96.08799999999998,110.109550448,46,-0.03507346591861598,-0.0885392821504849,0.0885392821504849,0.03507346591861598,0.625,1.125,1.625,13.958669845942268,10.069167722117726,1.8945098322544998,-1.9952779206978322,2.0934373842076024,-1.7961059200178253,4.8218369058280395,0.6377403788636736,2.172380198442006,62.10749561002055,5.6568542494923815,5.397341225498536,5.397341225498536,4.0,3.6498299142610593,3.6498299142610593,2.4629683523537524,2.4629683523537524,1.658248290463863,1.658248290463863,1.1136330459791182,1.1136330459791182,-0.26,72.69482743708812,5.869198966408269,3.7068222395822903,2.1527155819962744,51.59841164289232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99368345951978,25.683286491704038,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8968000000000016,36.842,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C(CCCC1)C,2.13,2.258425925925926,1.3530092592592593,2.258425925925926,1.3530092592592593,0.42048665275473174,110.2,96.08799999999998,110.109550448,46,-0.03203857332740247,-0.07439787370369486,0.07439787370369486,0.03203857332740247,0.875,1.25,1.5,14.085728880783552,9.9418333249219,2.021726435754835,-2.1224920240491767,2.222943397414293,-1.920989602155417,5.1117014959425395,0.6722651564738312,2.5989013461724526,95.20671786825557,5.983127663125442,5.82842712474619,5.82842712474619,3.8045304526403108,3.457106781186547,3.457106781186547,2.767766952966368,2.767766952966368,2.082106781186547,2.082106781186547,1.2071067811865472,1.2071067811865472,-0.26,72.49526582754562,5.869198966408269,2.340807862747661,1.1180468774382823,51.59841164289232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.146209060138535,39.53076089108528,0.0,0.0,0.0,0.0,0.0,39.53076089108528,0.0,11.146209060138535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108528,11.146209060138535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,11.146209060138535,0.0,13.847474399381248,0.0,0.0,0.0,0.0,3.2708333333333335,0.0,0.0,5.545648148148148,4.516851851851852,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8968000000000016,36.842,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1CCCC(=C1)C,2.13,2.392361111111111,0.8506944444444443,2.392361111111111,0.8506944444444443,0.4204986930836395,110.19999999999999,96.08799999999998,110.109550448,46,-0.025927543977929603,-0.08276754081742843,0.08276754081742843,0.025927543977929603,1.625,2.375,2.75,14.09844131105971,9.92916118678056,2.037599945330029,-2.1320991870058434,2.2049388704140584,-1.9696864879320708,5.028755457330731,0.5680916446329333,2.5038814405415337,100.60593781761293,5.983127663125442,5.776020881938894,5.776020881938894,3.787693700234704,3.461160418174909,3.461160418174909,2.8825317464674836,2.8825317464674836,1.7996158028163034,1.7996158028163034,1.3552450430204404,1.3552450430204404,-0.26,64.0524865010122,5.869198966408269,2.340807862747661,1.3594106312376408,51.59841164289231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.572861836593773,32.104108114630044,0.0,0.0,0.0,0.0,5.917906046161393,33.10993926815928,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,33.10993926815928,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,19.26246486877803,5.573104530069267,0.0,19.92349450621513,0.0,0.0,0.0,0.0,1.5868055555555558,0.8506944444444443,0.0,6.536388888888888,4.526111111111111,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.752700000000001,36.772,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CCC2CC1C2(C)C,2.13,2.4346064814814814,0.6377314814814815,2.4346064814814814,0.6377314814814815,0.44898299940434644,136.238,120.10999999999997,136.125200512,56,-0.014892219704730342,-0.08501290675016873,0.08501290675016873,0.014892219704730342,1.5,2.2,2.5,14.538688693894162,9.489745482551246,2.492881086243832,-2.5563031925381123,2.583642979326938,-2.469653908052952,5.205804338826817,-0.005790199618349197,2.296626579720339,186.21499122004107,7.3533711511285205,7.146264369941973,7.146264369941973,4.621027033568037,4.287693700234704,4.287693700234704,4.49042208974512,4.49042208974512,3.744517165725251,3.744517165725251,2.6590915110650326,2.6590915110650326,-0.26,188.72061365554623,6.450201165867344,1.6637425470500236,0.5744620757576451,63.322464718156304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.496599036284397,37.01618300726221,0.0,0.0,0.0,0.0,17.250802561719567,33.61285484492389,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,17.250802561719567,33.61285484492389,11.64912463690315,0.0,0.0,0.0,0.0,0.0,5.41499046939678,11.835812092322787,12.841643245852019,5.573104530069267,0.0,26.847231705905752,0.0,0.0,0.0,0.0,2.283564814814815,1.9235648148148143,0.0,5.244791666666666,7.131412037037036,0.0,0.8,10,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,3,2.9987000000000013,43.75200000000002,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C2CCC(=C)C1C2)C,2.1,4.128726851851852,0.6064814814814814,4.128726851851852,0.6064814814814814,0.44898299940434644,136.238,120.10999999999997,136.125200512,56,-0.014905781855990823,-0.09956033328791052,0.09956033328791052,0.014905781855990823,1.5,2.2,2.5,14.553937346790722,9.474523142158716,2.507483741293235,-2.572114961201124,2.601055543483972,-2.48297363008859,5.180720430864936,-0.027256165416087465,2.2310808128795734,174.47733175670794,7.3533711511285205,6.983127663125442,6.983127663125442,4.621027033568037,4.297877056362576,4.297877056362576,4.503502173320056,4.503502173320056,3.777239609420482,3.777239609420482,2.732515150218255,2.732515150218255,-0.26,188.72061365554623,6.450201165867344,1.6637425470500236,0.5744620757576451,63.32246471815629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.999514613049012,36.51326743049759,0.0,0.0,0.0,0.0,17.250802561719567,33.10993926815928,0.0,12.152040213667764,0.0,0.0,0.0,0.0,0.0,0.0,17.250802561719567,33.10993926815928,12.152040213667764,0.0,0.0,0.0,0.0,0.0,5.41499046939678,11.835812092322787,24.835569398847294,0.0,0.0,20.426410082979746,0.0,0.0,0.0,0.0,2.127314814814815,1.8835648148148145,0.0,4.145763888888888,8.926689814814814,0.0,0.8,10,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,2.9987000000000013,43.75200000000002,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CCC2C(C1)C2(C)C,2.2,2.4265046296296298,0.6748611111111111,2.4265046296296298,0.6748611111111111,0.44898299940434644,136.238,120.10999999999997,136.125200512,56,-0.02856732634599153,-0.08529220501473828,0.08529220501473828,0.02856732634599153,1.4,2.1,2.6,14.61052719371503,10.012093614753168,2.5659565533281055,-2.0450612533131016,2.6382185396774873,-1.90455635608073,5.183545026721794,0.5418026661108654,2.1301442252099365,186.21499122004107,7.3533711511285205,7.146264369941973,7.146264369941973,4.621027033568038,4.277656999102636,4.277656999102636,4.524656570913543,4.524656570913543,3.550036316374978,3.550036316374978,2.489170855154277,2.489170855154277,-0.26,289.68324343280017,6.450201165867344,1.6637425470500236,0.6799544698240754,63.322464718156304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.496599036284397,37.01618300726221,0.0,0.0,0.0,0.0,17.250802561719567,33.61285484492389,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,17.250802561719567,33.61285484492389,11.64912463690315,0.0,0.0,0.0,0.0,0.0,5.41499046939678,11.835812092322787,12.841643245852019,5.573104530069267,0.0,26.847231705905752,0.0,0.0,0.0,0.0,2.292291666666667,2.049722222222222,0.0,5.1498842592592595,7.091435185185185,0.0,0.8,10,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,2,2.9987000000000013,43.75200000000002,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=C)C=C,2.0,3.5555555555555554,1.0185185185185186,3.5555555555555554,1.0185185185185186,0.41051468223900506,68.11900000000001,60.05499999999999,68.062600256,28,-0.040383549426410544,-0.09882310718358248,0.09882310718358248,0.040383549426410544,1.8,2.0,2.0,13.663201110418699,10.361242455059081,1.5895312911950221,-1.712739217545653,1.8054771631746687,-1.4965000448055632,5.0542910125344465,1.5785159751331013,3.204805417886435,51.058650025961626,4.284457050376173,3.4915638315627207,3.4915638315627207,2.270055610029662,1.5504768156519497,1.5504768156519497,1.0504768156519497,1.0504768156519497,0.34846171252933794,0.34846171252933794,0.0,0.0,-0.52,9.65148445440323,4.480000000000002,1.7673563218390813,3.4800000000000026,32.81981342104747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.806996004100142,6.923737199690624,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,24.806996004100142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,24.806996004100142,0.0,0.0,0.0,0.0,0.0,0.0,5.573104530069267,0.0,6.076020106833881,6.923737199690624,13.157871367196995,0.0,0.0,0.0,0.0,1.0185185185185186,0.0,0.0,1.7222222222222223,8.925925925925926,0.0,0.2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7485,25.01099999999999,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC=CC=C,2.05,3.463611111111111,1.75,3.463611111111111,1.75,0.41051468223900506,68.11900000000001,60.05499999999999,68.062600256,28,-0.04667865804740985,-0.09907712715583529,0.09907712715583529,0.04667865804740985,1.6,2.2,2.2,13.498529479967472,10.526112324028908,1.4151736150000132,-1.5574088648214726,1.641391231308493,-1.3310446241651446,4.939198525898851,1.743142602221809,2.9244181981729174,42.0,4.121320343559642,3.4391575887554247,3.4391575887554247,2.414213562373095,1.6522652263201558,1.6522652263201558,0.7614856834587247,0.7614856834587247,0.32853285321782977,0.32853285321782977,0.1360827634879544,0.1360827634879544,-0.52,11.245112497836532,4.480000000000002,3.4800000000000018,3.4800000000000026,32.81981342104747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.806996004100142,6.923737199690624,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,24.806996004100142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,24.806996004100142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.076020106833881,19.075777413358384,6.578935683598497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.576388888888889,5.423611111111111,0.0,0.2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7485,25.01099999999999,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCC=C,2.02,3.4791666666666665,0.9166666666666667,3.4791666666666665,0.9166666666666667,0.4323128922897264,68.119,60.05499999999999,68.062600256,28,-0.017454167721881367,-0.10277094322565337,0.10277094322565337,0.017454167721881367,1.2,1.6,1.6,13.593753188222761,10.430579593414523,1.5220570571414587,-1.6422567705776832,1.7334709107720068,-1.4297331947403291,4.785534449048992,1.4232134717068197,2.6531630746803305,29.302968908806456,4.121320343559642,3.276020881938894,3.276020881938894,2.414213562373095,1.632993161855452,1.632993161855452,0.8130525295851416,0.8130525295851416,0.33333333333333337,0.33333333333333337,0.11785113019775792,0.11785113019775792,-0.52,11.245112497836532,4.480000000000002,3.4800000000000018,3.4800000000000026,32.81981342104747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.157871367196995,12.152040213667762,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,12.152040213667762,13.157871367196995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.541666666666667,6.958333333333333,0.0,0.2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.7485,25.01099999999999,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCCC=C,2.04,3.5504166666666666,1.0590277777777777,3.5504166666666666,1.0590277777777777,0.3611916015719576,82.14599999999999,72.06599999999999,82.07825032,34,-0.031876741053441425,-0.10307183078345948,0.10307183078345948,0.031876741053441425,1.0,1.3333333333333333,1.5,13.720370834554197,10.304676812599807,1.6553211964291934,-1.7613680426118719,1.8575610077162377,-1.5581768709230077,4.737432950472358,1.0593242886452086,2.6559049179251715,36.0,4.82842712474619,3.9831276631254413,3.9831276631254413,2.914213562373095,2.132993161855452,2.132993161855452,1.1547005383792515,1.1547005383792515,0.5749149571305296,0.5749149571305296,0.23570226039551584,0.23570226039551584,-0.52,20.986300857070454,5.48,4.480000000000002,3.4800000000000018,39.18475553544408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.157871367196995,12.152040213667762,12.841643245852019,0.0,0.0,0.0,0.0,0.0,12.841643245852019,0.0,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,0.0,0.0,12.152040213667762,13.157871367196995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.899166666666666,7.100833333333333,0.0,0.3333333333333333,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.1386000000000003,29.627999999999986,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC=CC=CC,2.1,2.0,2.0,2.0,2.0,0.42498877012082614,82.146,72.06599999999999,82.07825032,34,-0.04667849643437667,-0.08767230365496724,0.08767230365496724,0.04667849643437667,0.8333333333333334,1.1666666666666667,1.3333333333333333,13.565192281932903,10.460409348407572,1.4833352973453817,-1.6215894877872692,1.7077996316308357,-1.396994716313725,4.984303633520153,1.6860227643797105,3.071212650007494,48.438561897747256,4.82842712474619,4.309401076758503,4.309401076758503,2.914213562373095,2.154700538379252,2.154700538379252,1.0515668461264176,1.0515668461264176,0.4960112905708619,0.4960112905708619,0.22222222222222235,0.22222222222222235,-0.52,20.986300857070454,5.48,4.480000000000002,3.4800000000000018,39.184755535444076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.304080427335524,13.847474399381248,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,24.304080427335524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,24.304080427335524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.15155482671677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.3333333333333333,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.1386000000000003,29.627999999999986,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
