smiles,flashpoint,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_COO,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_aldehyde,fr_allylic_oxid,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_term_acetylene,fr_unbrch_alkane
C(CC)C1CCC(CC1)=O,359.0,10.812869897959184,0.4790306122448982,10.812869897959184,0.4790306122448982,0.5757438640982704,140.226,124.09799999999997,140.120115132,58,0,0.13243231319206372,-0.29971752575789173,0.29971752575789173,0.13243231319206372,1.4,2.0,2.5,16.13791414658154,9.855797887803249,2.16474747927414,-2.1900135146851745,2.2442123051671503,-2.126864517144011,5.784847866307739,-0.12054837659381194,2.1917989344818456,107.89667380414836,7.397341225498538,6.728239246772775,6.728239246772775,4.825698502695489,4.343082578996616,4.343082578996616,3.2707259421636903,3.2707259421636903,2.35977267640642,2.35977267640642,1.6964845582496344,1.6964845582496344,-0.33,210.07561699601456,7.7734126163391934,3.7451404850175014,2.1256600088831354,62.814478889516955,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,19.765380445542643,18.75954929201341,12.841643245852019,0.0,4.794537184071822,5.783244946364939,5.917906046161393,45.448666937246685,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,5.917906046161393,45.448666937246685,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.783244946364939,31.60119253786543,12.841643245852019,0.0,0.0,6.923737199690624,0.0,0.0,10.812869897959184,0.0,0.0,1.342641723356009,0.0,6.625810657596372,2.218677721088435,0.0,0.8888888888888888,10,0,1,1,0,1,0,0,0,1,0,1,2,1,0,1,1,2.5458000000000007,41.87300000000001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C(C)(C)C1CCC(CC1)=O,338.0,10.831211262282691,0.469351851851852,10.831211262282691,0.469351851851852,0.5462895809278615,140.226,124.09799999999997,140.120115132,58,0,0.13243266823047528,-0.2997175227291805,0.2997175227291805,0.13243266823047528,1.3,1.8,2.2,16.137916530611605,9.812434130073115,2.199809114517213,-2.2339238319722194,2.2690671926879262,-2.173720618961899,5.78503320406612,-0.12076549482639104,2.326128707246486,116.68995593589281,7.560477932315068,6.891375953589305,6.891375953589305,4.698377302757663,4.21576137905879,4.21576137905879,3.620121995026577,3.620121995026577,2.530743335799278,2.530743335799278,1.6287703212923608,1.6287703212923608,-0.33,180.91251467537336,7.7734126163391934,3.1772880957883594,1.8260388058151997,62.81447888951694,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,13.847474399381248,24.677455338174806,12.841643245852019,0.0,4.794537184071822,5.783244946364939,11.835812092322787,39.53076089108529,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,11.835812092322787,39.53076089108529,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.783244946364939,37.51909858402682,0.0,0.0,0.0,13.847474399381248,0.0,0.0,10.831211262282691,0.0,0.0,2.0580555555555553,0.0,3.9431481481481487,4.500918367346939,0.0,0.8888888888888888,10,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,2.401700000000001,41.80300000000001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
CC(CC(CC)=O)CC,316.0,10.78111111111111,0.3929166666666668,10.78111111111111,0.3929166666666668,0.567859928304154,128.21499999999997,112.08699999999997,128.120115132,54,0,0.13240186817835128,-0.2997180210856533,0.2997180210856533,0.13240186817835128,1.4444444444444444,2.0,2.3333333333333335,16.137813684897583,10.012022380879374,2.029141567569859,-2.0344618660786735,2.0684351659637557,-2.0177503672359345,5.776422847289401,-0.11907707689199892,3.3430002458353805,86.56842503028857,7.276020881938894,6.606918903213131,6.606918903213131,4.201907262607799,3.719291338908926,3.719291338908926,2.60977267640642,2.60977267640642,1.66739360551616,1.66739360551616,0.6773336729403974,0.6773336729403974,-0.33,84.36491016843732,8.67,4.539508533449339,4.191512385919165,57.455367928649565,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,27.19203322199788,5.917906046161393,12.841643245852019,0.0,4.794537184071822,5.783244946364939,5.917906046161393,40.0336764678499,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,5.917906046161393,40.0336764678499,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,18.121972615452343,12.841643245852019,0.0,0.0,6.923737199690624,13.847474399381248,0.0,0.0,10.78111111111111,0.0,0.0,0.9738888888888889,0.0,2.586388888888889,6.158611111111112,0.0,0.875,9,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,2.401700000000001,39.37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C1(CCCCC1)C=O,314.0,10.159907407407408,0.4062499999999998,10.159907407407408,0.4062499999999998,0.4722882253981138,112.172,100.07599999999998,112.088815004,46,0,0.12256792672136749,-0.3030892018905888,0.3030892018905888,0.12256792672136749,1.125,1.75,2.125,16.129385775113917,9.906282505093042,2.100461971786735,-2.1389007499124904,2.2054342327261542,-2.056988218923219,5.5287052590998655,-0.11137077583795091,2.2166579722077144,72.45601115561732,5.819990956308911,5.098482734775852,5.098482734775852,3.931851652578137,3.385532174656575,3.385532174656575,2.534172859843246,2.534172859843246,1.8422800039909346,1.8422800039909346,1.270249555667139,1.270249555667139,-0.33,91.36757727918736,5.8003780964797915,2.852684594293651,1.3224031402358494,50.08459466072373,4.794537184071822,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,12.841643245852019,5.917906046161393,0.0,4.794537184071822,6.286160523129555,5.917906046161393,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523129555,4.794537184071822,5.917906046161393,32.10410811463005,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.917906046161393,19.127803768981575,19.26246486877803,0.0,0.0,0.0,0.0,0.0,10.159907407407408,0.0,0.0,0.4062499999999998,0.0,7.267175925925926,0.0,0.0,0.8571428571428571,8,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1.7656,32.63899999999998,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C(C)C(C=O)CCCC,319.0,10.241948223733939,0.3240277777777778,10.241948223733939,0.3240277777777778,0.519485132320529,128.215,112.08699999999997,128.120115132,54,0,0.12255745768446642,-0.30308939223919534,0.30308939223919534,0.12255745768446642,1.4444444444444444,2.111111111111111,2.4444444444444446,16.129373878261152,10.015813470930079,2.005454441643456,-2.027301826723028,2.079506412066922,-1.9815930821877328,5.525666254177607,-0.11088862371547231,3.1954118462751673,68.96788691072804,7.112884175122364,6.391375953589305,6.391375953589305,4.346065214951232,3.7997457370296703,3.7997457370296703,2.4466392345257484,2.4466392345257484,1.6452958324440077,1.6452958324440077,0.8347034145679422,0.8347034145679422,-0.33,99.31601294519112,8.67,5.8003780964797915,4.191512385919165,57.455367928649565,4.794537184071822,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233267,12.841643245852019,5.917906046161393,0.0,4.794537184071822,6.286160523129555,5.917906046161393,39.53076089108528,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523129555,4.794537184071822,5.917906046161393,39.53076089108528,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.917906046161393,19.127803768981575,12.841643245852019,0.0,0.0,13.847474399381248,0.0,0.0,10.241948223733939,0.0,0.0,0.3240277777777778,0.0,5.552824074074074,4.214533257747544,0.0,0.875,9,0,1,0,0,0,0,0,0,1,0,1,5,0,0,0,0,2.401700000000001,39.37,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(CCCC)=O,318.0,10.801944444444445,0.429953703703704,10.801944444444445,0.429953703703704,0.5557566159108197,128.215,112.08699999999997,128.120115132,54,0,0.13240072839228878,-0.29971810049855196,0.29971810049855196,0.13240072839228878,1.1111111111111112,1.7777777777777777,2.2222222222222223,16.137806199127674,10.11346308449879,1.96148144551782,-1.93583810702281,1.9913308401860468,-1.945328850033743,5.776492472063704,-0.11870950487957095,3.061316839372158,76.63682062300136,7.112884175122364,6.443782196396601,6.443782196396601,4.3080604124904465,3.825444488791574,3.825444488791574,2.3922285251880866,2.3922285251880866,1.3380076217151158,1.3380076217151158,0.7777842468579426,0.7777842468579426,-0.33,90.44046466047871,8.67,5.8003780964797915,5.542552479382498,57.45536792864957,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,20.268296022307258,12.841643245852019,12.841643245852019,0.0,4.794537184071822,5.783244946364939,0.0,45.95158251401129,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,45.95158251401129,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.783244946364939,32.10410811463005,0.0,0.0,6.923737199690624,6.923737199690624,0.0,0.0,10.801944444444445,0.0,0.0,0.429953703703704,0.0,4.778943688586546,4.155824829931973,0.0,0.875,9,0,1,0,0,0,0,0,0,1,0,1,5,0,0,0,0,2.5458000000000007,39.440000000000005,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
CCCC(CCCCC)=O,335.0,10.917874149659864,0.4406944444444447,10.917874149659864,0.4406944444444447,0.5209988837775531,142.242,124.09799999999997,142.135765196,60,0,0.13240090466793936,-0.299718099002525,0.299718099002525,0.13240090466793936,1.0,1.7,2.2,16.137807883247852,10.093676516117442,1.9717327200460293,-1.9561870028368806,2.021194592044496,-1.950629061818161,5.776553064517394,-0.11872249030071277,3.0523751890457076,86.72905595320057,7.819990956308912,7.150888977583149,7.150888977583149,4.8080604124904465,4.3254444887915735,4.3254444887915735,2.74578191578136,2.74578191578136,1.5880076217151158,1.5880076217151158,0.9760075515613056,0.9760075515613056,-0.33,149.45355810759327,9.67,6.785340253748558,5.8003780964797915,63.820310043046184,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.689117645233267,12.841643245852019,12.841643245852019,0.0,4.794537184071822,5.783244946364939,0.0,52.372404136937305,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,52.372404136937305,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.783244946364939,25.683286491704038,12.841643245852019,0.0,0.0,13.847474399381248,0.0,0.0,10.917874149659864,0.0,0.0,0.4406944444444447,0.0,6.09776313303099,4.210334939531368,0.0,0.8888888888888888,10,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2.935900000000001,44.057000000000016,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
CCCC(CCCCCC)=O,344.0,11.006203231292517,0.4477806122448982,11.006203231292517,0.4477806122448982,0.5166405270281391,156.269,136.10899999999998,156.15141526,66,0,0.13240090608003505,-0.29971809899683466,0.29971809899683466,0.13240090608003505,0.9090909090909091,1.6363636363636365,2.1818181818181817,16.137808882346267,10.079353528692383,1.9779166096665923,-1.9716879738692332,2.044516845972668,-1.953239885014853,5.7765671603453175,-0.11872775018632298,3.040425665876032,97.04589952780505,8.52709773749546,7.857995758769697,7.857995758769697,5.308060412490448,4.8254444887915735,4.8254444887915735,3.0993353063746336,3.0993353063746336,1.8380076217151158,1.8380076217151158,1.1527842468579426,1.1527842468579426,-0.33,254.60129569772985,10.67,7.7734126163391934,7.567963120386223,70.1852521574428,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,33.10993926815928,12.841643245852019,12.841643245852019,0.0,4.794537184071822,5.783244946364939,0.0,58.79322575986332,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,58.79322575986332,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.783244946364939,25.683286491704038,19.26246486877803,0.0,0.0,13.847474399381248,0.0,0.0,11.006203231292517,0.0,0.0,0.4477806122448982,0.0,7.464858119173595,4.247824703955656,0.0,0.9,11,0,1,0,0,0,0,0,0,1,0,1,7,0,0,0,0,3.3260000000000023,48.67400000000003,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CCCC(CCCCCCC)=O,365.0,11.075744126354245,0.4527763605442179,11.075744126354245,0.4527763605442179,0.5073577055441593,170.296,148.11999999999998,170.167065324,72,0,0.13240090608543,-0.29971809899682417,0.29971809899682417,0.13240090608543,0.8333333333333334,1.5,2.0833333333333335,16.137809734066693,10.068641376828875,1.981875571825593,-1.9837466748951906,2.0628279221511283,-1.9545481388156538,5.776572842446818,-0.11872794010098556,3.0296226214745263,107.5717400212565,9.234204518682008,8.565102539956245,8.565102539956245,5.808060412490448,5.3254444887915735,5.3254444887915735,3.452888696967907,3.452888696967907,2.0880076217151156,2.0880076217151156,1.3295609421545793,1.3295609421545793,-0.33,423.6427792848986,11.67,8.763720712277413,7.7734126163391934,76.55019427183942,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,39.53076089108528,12.841643245852019,12.841643245852019,0.0,4.794537184071822,5.783244946364939,0.0,65.21404738278933,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,65.21404738278933,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.783244946364939,25.683286491704038,25.683286491704038,0.0,0.0,13.847474399381248,0.0,0.0,11.075744126354245,0.0,0.0,0.4527763605442179,0.0,8.863127676996726,4.275018502771479,0.0,0.9090909090909091,12,0,1,0,0,0,0,0,0,1,0,1,8,0,0,0,0,3.7161000000000026,53.29100000000004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
C(C(C)C)C(=O)CC(C)C,322.0,11.06388888888889,0.40740740740740766,11.06388888888889,0.40740740740740766,0.5894293327569649,142.242,124.09799999999997,142.135765196,60,0,0.1329216283938693,-0.2996957672567549,0.2996957672567549,0.1329216283938693,1.0,1.3,1.5,16.137910274092114,9.99776740602606,2.0575941315025563,-2.046136818576653,2.0708369034438543,-2.0521050553856006,5.781712963736212,-0.1199329083706583,3.4443870603345483,91.29589375350572,8.146264369941973,7.4771623912162095,7.4771623912162095,4.519744507803582,4.037128584104708,4.037128584104708,3.7346171252933797,3.7346171252933797,1.2718383821892056,1.2718383821892056,0.9940169358562926,0.9940169358562926,-0.33,88.34747999952293,9.67,4.480030663449536,5.8003780964797915,63.82031004304616,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,27.694948798762496,11.835812092322787,12.841643245852019,0.0,4.794537184071822,5.783244946364939,11.835812092322787,40.53659204461451,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,11.835812092322787,40.53659204461451,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,17.61905703868773,12.841643245852019,0.0,0.0,0.0,27.694948798762496,0.0,0.0,11.06388888888889,0.0,0.0,1.4467592592592595,0.0,1.4963888888888888,8.326296296296297,0.0,0.8888888888888888,10,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,2.6477000000000013,43.917000000000016,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C1(CCCCCC1)=O,329.0,10.683055555555557,0.4745370370370372,10.683055555555557,0.4745370370370372,0.4373370857739533,112.172,100.07599999999998,112.088815004,46,0,0.13241132445136486,-0.29971790898555595,0.29971790898555595,0.13241132445136486,0.875,1.375,1.875,16.137833672478692,10.184632669998965,2.044561436444122,-1.8658256900333445,2.1226954711300863,-1.9126541030402988,5.779150634027462,-0.11841098823611745,2.2666965151930194,76.38761556290453,5.819990956308911,5.150888977583149,5.150888977583149,3.893846850117352,3.4112309264184786,3.4112309264184786,2.4528886969679076,2.4528886969679076,1.6612309264184788,1.6612309264184788,1.12289095789068,1.12289095789068,-0.33,85.39865212877876,5.8003780964797915,2.852684594293651,1.6450481914728035,50.08459466072373,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,12.841643245852019,12.841643245852019,12.841643245852019,0.0,4.794537184071822,5.783244946364939,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,38.524929737556064,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.783244946364939,25.683286491704038,12.841643245852019,0.0,0.0,0.0,0.0,0.0,10.683055555555557,0.0,0.0,0.4745370370370372,0.0,6.509074074074074,0.0,0.0,0.8571428571428571,8,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1.9097,32.70899999999998,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C(C)C1C(CCCCC1)=O,344.0,11.245324074074075,0.40509259259259234,11.245324074074075,0.40509259259259234,0.5114288401287872,140.226,124.09799999999997,140.120115132,58,0,0.13546496499862015,-0.29940364316629436,0.29940364316629436,0.13546496499862015,1.4,2.2,2.9,16.138572458763218,9.964753741125103,2.1732199970505386,-2.071098266086184,2.213131183173922,-2.0998722920035697,5.805554483513894,-0.12230741900374303,2.432954725913126,117.89667380414838,7.397341225498538,6.728239246772775,6.728239246772775,4.842535255101096,4.369956032534292,4.369956032534292,3.170819864624268,3.170819864624268,2.4239032740595023,2.4239032740595023,1.6636515875815319,1.6636515875815319,-0.33,232.51182273031287,7.7734126163391934,3.7451404850175014,1.8260388058151997,62.814478889516955,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,19.765380445542643,19.26246486877803,12.338727669087403,0.0,4.794537184071822,5.783244946364939,5.917906046161393,45.448666937246685,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,5.917906046161393,45.448666937246685,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,11.701150992526333,25.683286491704038,12.841643245852019,0.0,0.0,6.923737199690624,0.0,0.0,11.245324074074075,0.0,0.0,0.9189814814814814,0.0,6.716759259259259,2.118935185185185,0.0,0.8888888888888888,10,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,2.5458000000000007,41.87300000000001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
CC1CCCC(CCC1)=O,344.0,10.942503779289494,0.4786111111111113,10.942503779289494,0.4786111111111113,0.5050585640016211,140.226,124.09799999999997,140.120115132,58,0,0.1324116799537517,-0.29971790596661313,0.29971790596661313,0.1324116799537517,1.2,1.7,2.2,16.137822892884078,9.92170806787103,2.093963778417139,-2.1294912218628683,2.188496662535776,-2.0526568508039893,5.777948099425865,-0.11915130097480221,2.2725420551359043,105.89667380414838,7.397341225498538,6.728239246772775,6.728239246772775,4.787693700234704,4.305077776535831,4.305077776535831,3.4283039004935247,3.4283039004935247,2.3050777765358306,2.3050777765358306,1.56472270488542,1.56472270488542,-0.33,176.57543937738006,7.7734126163391934,3.7451404850175014,2.5055629570398175,62.814478889516955,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,19.765380445542643,18.75954929201341,12.841643245852019,0.0,4.794537184071822,5.783244946364939,5.917906046161393,45.448666937246685,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,5.917906046161393,45.448666937246685,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.783244946364939,31.60119253786543,12.841643245852019,0.0,0.0,6.923737199690624,0.0,0.0,10.942503779289494,0.0,0.0,1.3333333333333335,0.0,6.436666666666666,2.2874962207105063,0.0,0.8888888888888888,10,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,2.5458000000000007,41.87300000000001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
CC1C(CCCCCC1)=O,344.0,11.166851851851852,0.3474999999999997,11.166851851851852,0.3474999999999997,0.5050585640016211,140.226,124.09799999999997,140.120115132,58,0,0.13519971017979754,-0.29941488592510146,0.29941488592510146,0.13519971017979754,1.2,1.9,2.7,16.138501805490208,9.915771900885984,2.132420754010558,-2.125950642595072,2.1789978175240705,-2.1182408758608156,5.800793474338366,-0.12250378818318555,2.350276892852615,117.89667380414838,7.397341225498538,6.728239246772775,6.728239246772775,4.804530452640311,4.331951230073507,4.331951230073507,3.320249109985611,3.320249109985611,2.359959358394589,2.359959358394589,1.510695309631463,1.510695309631463,-0.33,191.738730991622,7.7734126163391934,3.7451404850175014,2.1256600088831354,62.814478889516955,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.186202068468653,12.841643245852019,12.338727669087403,0.0,4.794537184071822,5.783244946364939,5.917906046161393,45.448666937246685,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,5.917906046161393,45.448666937246685,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,11.701150992526333,19.26246486877803,19.26246486877803,0.0,0.0,6.923737199690624,0.0,0.0,11.166851851851852,0.0,0.0,0.8333333333333333,0.0,6.9366666666666665,2.063148148148148,0.0,0.8888888888888888,10,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,2.5458000000000007,41.87300000000001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
CCCCC(CCCC)=O,333.0,10.960833333333333,0.4478703703703706,10.960833333333333,0.4478703703703706,0.5569438384242685,142.242,124.09799999999997,142.135765196,60,0,0.13241096905332483,-0.2997179119890417,0.2997179119890417,0.13241096905332483,1.0,1.4,1.7,16.13781222739312,10.092175792285387,1.9769800687816557,-1.9566068766898195,2.017197650436484,-1.9555854097772254,5.776877878921649,-0.11879315542738421,3.0863484262353005,76.72905595320057,7.819990956308912,7.150888977583149,7.150888977583149,4.8080604124904465,4.3254444887915735,4.3254444887915735,2.74578191578136,2.74578191578136,1.6183377076050263,1.6183377076050263,0.87289095789068,0.87289095789068,-0.33,157.20912659259116,9.67,6.785340253748558,5.8003780964797915,63.820310043046184,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.689117645233267,12.841643245852019,12.841643245852019,0.0,4.794537184071822,5.783244946364939,0.0,52.372404136937305,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,52.372404136937305,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.783244946364939,38.524929737556064,0.0,0.0,0.0,13.847474399381248,0.0,0.0,10.960833333333333,0.0,0.0,0.4478703703703706,0.0,6.021652021919879,4.236310941043084,0.0,0.8888888888888888,10,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2.935900000000001,44.057000000000016,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C(C)(C)(C)C1C(CCCC1)=O,345.0,11.440949074074073,0.19196759259259277,11.440949074074073,0.19196759259259277,0.5240638324555035,154.253,136.10899999999998,154.135765196,64,0,0.135998717356592,-0.2993809199433308,0.2993809199433308,0.135998717356592,1.2727272727272727,1.9090909090909092,2.272727272727273,16.138771844303555,9.71587414533696,2.3167889021455492,-2.317555040449451,2.3463459593931786,-2.3044571665266598,5.81782053217856,-0.12759044101224318,2.620632038755047,152.74593736266596,8.483127663125444,7.814025684399681,7.814025684399681,5.015855318045498,4.543276095478694,4.543276095478694,4.630706020054165,4.630706020054165,2.6000192909703523,2.6000192909703523,1.8988866778102742,1.8988866778102742,-0.33,232.0082402887656,8.763720712277413,2.9602383191291017,2.0471327318219616,69.17942100391357,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,27.19203322199788,18.2566337152488,12.338727669087403,0.0,4.794537184071822,5.783244946364939,11.332896515558172,46.454498090775914,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,11.332896515558172,46.454498090775914,0.0,0.0,17.07,0.0,4.794537184071822,0.0,5.41499046939678,11.701150992526333,19.26246486877803,6.4208216229260096,0.0,0.0,20.771211599071872,0.0,0.0,11.440949074074073,0.0,0.19196759259259277,0.8194444444444444,0.0,4.295,6.502638888888889,0.0,0.9,11,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,2.791800000000001,46.42000000000002,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
