SMILES,name,search_name,priority,density_40C_g_cm3,density_100C_g_cm3,kv_40C_cSt,kv_100C_cSt,tc_40C_W_mK,tc_100C_W_mK,cp_40C_J_K_mol,cp_100C_J_K_mol,cpsat_40C_J_K_mol,cpsat_100C_J_K_mol,mp_K,bp_K,fp_K,exact_temp_40C_K,exact_temp_100C_K,notes,MolWt,FOM1_ig_40,FOM1_ig_100,FOM1_sat_40,FOM1_sat_100
COC(=O)/C=C/c1ccc(O)cc1,"2-propenoic acid, 3-(4-hydroxyphenyl)-, methyl ester","2-propenoic acid, 3-(4-hydroxyphenyl)-, methyl ester",0,,,,,,,208.0,240.0,,,410.71,563.0,,313.15,373.15,wtt_bulk_partial_2of8,178.187,,,,
COc1ccc(CC(O)=CC(=O)O)cc1,3-hydroxy-3-(4-methoxybenzyl)-2-propenoic-acid,3-hydroxy-3-(4-methoxybenzyl)-2-propenoic-acid,0,1.38,1.33,449.275,42.857,0.182,0.17,226.0,256.0,,,,620.0,,313.15,373.15,wtt_bulk_complete,194.186,17.783733005455503,33.964438146720504,,
COc1cc(C=CC(=O)O)ccc1O,"cinnamic acid, 4-hydroxy-3-methoxy-, (E)-","cinnamic acid, 4-hydroxy-3-methoxy-, (E)-",0,1.41,1.35,1347.518,96.296,0.189,0.176,228.0,258.0,,,,645.0,,313.15,373.15,wtt_bulk_complete,194.186,14.156842336542011,29.25323351080588,,
COc1ccccc1/C=C\C(=O)O,cis-2-methoxycinnamic acid,cis-2-methoxycinnamic acid,0,,,,,,,207.0,236.0,,,366.8,599.0,,313.15,373.15,wtt_bulk_partial_2of8,178.187,,,,
COc1ccccc1C=CC(=O)O,trans-2-methoxycinnamic acid,trans-2-methoxycinnamic acid,0,,,,,,,207.0,236.0,,,458.9,655.0,,313.15,373.15,wtt_bulk_partial_2of8,178.187,,,,
COc1cccc(/C=C/C(=O)O)c1,trans-3-methoxycinnamic acid,trans-3-methoxycinnamic acid,0,,,,,,,207.0,236.0,,,391.1,623.0,,313.15,373.15,wtt_bulk_partial_2of8,178.187,,,,
COc1ccc(C=CC(=O)O)cc1,trans-p-methoxycinnamic acid,trans-p-methoxycinnamic acid,0,,,,,,,207.0,236.0,,,446.8,657.0,,313.15,373.15,wtt_bulk_partial_2of8,178.187,,,,
COc1cccc(C=CC(=O)O)c1,trans-m-methoxycinnamic acid,trans-m-methoxycinnamic acid,0,,,,,,,207.0,236.0,,,391.57,584.0,,313.15,373.15,wtt_bulk_partial_2of8,178.187,,,,
O=C1CCCc2ccccc21,"1-naphthone, 1,2,3,4-tetrahydro-","1-naphthone, 1,2,3,4-tetrahydro-",0,1.103,1.057,,,,,167.0,197.6,249.0,273.0,312.9,536.03,,313.15,373.15,wtt_bulk_partial_4of8+cpsat2,146.189,,,,
C#CC(C)(O)c1ccccc1,2-phenyl-3-butyn-2-ol,2-phenyl-3-butyn-2-ol,0,,,,,,,192.0,222.0,,,325.6,518.0,,313.15,373.15,wtt_bulk_partial_2of8,146.189,,,,
Cc1ccc(C(=O)CC(=O)O)cc1,2-(4-methylbenzoyl)ethanoic acid,2-(4-methylbenzoyl)ethanoic acid,0,1.33,1.27,56.391,9.449,0.184,0.174,209.0,239.0,,,,584.0,,313.15,373.15,wtt_bulk_complete,178.187,33.899631766610256,55.8957273265984,,
CC(=O)Cc1ccc2c(c1)OCO2,"1-(1,3-benzodioxol-5-yl)-2-propanone","1-(1,3-benzodioxol-5-yl)-2-propanone",0,1.294,1.236,1.468,0.971,0.18,0.17,202.0,232.0,326.0,343.0,,559.2,,313.15,373.15,wtt_bulk_complete+cpsat2,178.187,91.35799816703232,102.40415189574942,104.52480004834118,114.30994898811458
Cc1ccc(CC(O)=CC(=O)O)cc1,3-hydroxy-3-(4-methylbenzyl)-2-propenoic acid,3-hydroxy-3-(4-methylbenzyl)-2-propenoic acid,0,1.33,1.27,315.789,33.071,0.167,0.155,210.0,241.0,,,,602.0,,313.15,373.15,wtt_bulk_complete,178.187,19.500907243882057,36.24606200768342,,
CC(=O)C=Cc1ccccc1,4-phenyl-3-butene-2-one,4-phenyl-3-butene-2-one,0,,,,,,,182.0,210.0,,,314.1,531.0,,313.15,373.15,wtt_bulk_partial_2of8,146.189,,,,
O=C1OC(=O)C2C3C=CC(CC3)C12,"bicyclo[2.2.2]oct-5-ene-2,3-dicarboxylic anhydride, cis-endo-","bicyclo[2.2.2]oct-5-ene-2,3-dicarboxylic anhydride, cis-endo-",0,,,,,,,184.0,219.0,,,,567.0,,313.15,373.15,wtt_bulk_partial_2of8,178.187,,,,
C=Cc1ccc(C(C)=O)cc1,p-vinylacetophenone,p-vinylacetophenone,0,1.014,0.966,3.254,1.211,0.159,0.15,185.0,213.0,274.0,294.0,306.38,523.0,,313.15,373.15,wtt_bulk_complete+cpsat2,146.189,65.32887411417472,86.07761641811972,72.96070128357628,94.246049285888
CC(=O)CC(=O)c1ccccc1,1-benzoylacetone,1-benzoylacetone,0,,,,,,,200.0,228.0,,,332.9,532.2,,313.15,373.15,wtt_bulk_partial_2of8,162.188,,,,
O=C1CCc2ccccc2C1,.beta.-tetralone,.beta.-tetralone,0,1.102,1.056,8.167,2.462,0.157,0.149,167.0,197.6,247.0,270.4,,547.0,,313.15,373.15,wtt_bulk_complete+cpsat2,146.189,47.97658751262468,67.88187612073013,53.56052974305957,74.14339215701202
CC(C=O)=Cc1ccccc1,2-methyl-3-phenyl-2-propenal,2-methyl-3-phenyl-2-propenal,0,1.0279,0.9803,4.767,1.52,0.163,0.154,181.0,210.7,264.8,289.3,,524.705,,313.15,373.15,wtt_bulk_complete+cpsat2,146.189,59.227068646287094,81.8449259137136,65.91770573036004,89.4792304626295
O=C(O)C/C=C/c1ccccc1,4-phenyl-3-butenoic acid,4-phenyl-3-butenoic acid,0,,,,,,,190.0,220.0,,,360.1,558.0,,313.15,373.15,wtt_bulk_partial_2of8,162.188,,,,
,"4-(3-propynyl)-1,6-heptadiyn-4-ol","4-(3-propynyl)-1,6-heptadiyn-4-ol",0,0.9666,0.916,113.801,9.607,,,224.0,251.0,,,,488.0,,313.15,373.15,wtt_bulk_partial_6of8,146.189,,,,
O=C1CC(c2ccccc2)C1,3-phenylcyclobutanone,3-phenylcyclobutanone,0,1.126,1.075,3.552,1.33,0.166,0.157,171.0,201.7,269.0,289.4,,534.1,,313.15,373.15,wtt_bulk_complete+cpsat2,146.189,65.4094482751092,86.78055488962256,74.29986016611684,96.05681648894908
O=C1C2C=CC1C1CC=CC21,"3a,4,7,7a-tetrahydro-4,7-methano-1H-inden-8-one","3a,4,7,7a-tetrahydro-4,7-methano-1H-inden-8-one",0,1.249,1.186,1.281,0.54,0.155,0.146,156.0,188.0,237.9,262.5,,496.0,,313.15,373.15,wtt_bulk_complete+cpsat2,146.189,85.78943681854061,110.43040930018768,96.60233497029058,121.30233283439485
O=C/C=C/Cc1ccccc1,4-phenyl-2-butenal,4-phenyl-2-butenal,0,1.0078,0.9572,1.786,0.846,0.178,0.167,180.0,209.3,292.0,309.2,,513.2,,313.15,373.15,wtt_bulk_complete+cpsat2,146.189,84.47415341280956,103.87774623778964,96.78942023577837,115.92964387278718
O=C(c1ccccc1)C1CC1,cyclopropyl phenyl ketone,cyclopropyl phenyl ketone,0,1.053,1.003,4.368,1.426,0.163,0.154,179.0,208.4,261.0,282.8,,514.4,,313.15,373.15,wtt_bulk_complete+cpsat2,146.189,61.355160546726125,84.22849841160965,68.22201050827789,91.78131756032866
CC=Cc1ccc2c(c1)OCO2,"1,2-(methylenedioxy)-4-(1-propenyl)benzene","1,2-(methylenedioxy)-4-(1-propenyl)benzene",0,1.17,1.116,6.325,1.882,0.154,0.145,184.0,214.0,268.0,290.5,,522.4,,313.15,373.15,wtt_bulk_complete+cpsat2,162.188,53.08553774850264,74.5968057372214,59.00886821672488,81.2938786809899
C=C(OC(C)=O)c1ccccc1,1-Phenylethenyl acetate,1-Phenylethenyl acetate,0,1.071,1.018,3.361,1.12,0.144,0.135,190.0,222.0,271.0,295.9,,505.8,,313.15,373.15,wtt_bulk_complete+cpsat2,162.188,60.65959527775899,82.41789747724523,67.0317228743977,89.3563701010551
COC(=O)C=Cc1ccccc1,methyl 3-phenyl-2-propenoate,methyl 3-phenyl-2-propenoate,0,1.065,1.0127,2.723,1.244,0.165,0.154,187.0,219.0,286.0,308.0,309.4,530.7,,313.15,373.15,wtt_bulk_complete+cpsat2,162.188,70.39440881149386,87.29862661783619,79.33135773403967,96.0881426012561
C=CCOC(=O)c1ccccc1,2-propenyl benzoate,2-propenyl benzoate,0,1.0363,0.9837,1.447,0.722,0.157,0.148,189.0,221.0,282.0,305.1,,502.9,,313.15,373.15,wtt_bulk_complete+cpsat2,162.188,81.51979249275075,99.28398616410976,91.23247024953302,108.71144083181836
CC1(C)Oc2c(O)cccc2C1O,"3,7-benzofurandiol, 2,3-dihydro-2,2-dimethyl-","3,7-benzofurandiol, 2,3-dihydro-2,2-dimethyl-",0,,,,,,,216.0,250.0,,,383.94,574.0,,313.15,373.15,wtt_bulk_partial_2of8,180.20299999999995,,,,
Cc1ccc(OCCC(=O)O)cc1,3-(4-methylphenoxy)propanoic acid,3-(4-methylphenoxy)propanoic acid,0,,,,,,,219.0,250.0,,,376.42,580.0,,313.15,373.15,wtt_bulk_partial_2of8,180.20299999999995,,,,
O=C1CCc2ccccc2C1,.beta.-tetralone,2-phenoxyethyl ethanoate,0,1.18,1.124,3.39,1.263,0.174,0.163,215.0,248.0,315.0,338.0,266.5,,,313.15,373.15,wtt_bulk_complete+cpsat2,146.189,75.06428459373731,98.42707247879922,83.57823006998854,107.3840002096844
C=CCc1ccc2c(c1)OCO2,"4-allyl-1,2-(methylenedioxy)benzene","4-allyl-1,2-(methylenedioxy)benzene",0,1.172,1.114,4.863,1.526,0.15,0.141,186.0,217.0,273.0,295.6,,508.6,,313.15,373.15,wtt_bulk_complete+cpsat2,162.188,57.40169152079588,79.43942490539975,63.94450824434351,86.65609698878977
CCOc1ccc(CC(=O)O)cc1,4-ethoxyphenylethanoic acid,4-ethoxyphenylethanoic acid,0,,,,,,,219.0,250.0,,,360.13,566.0,,313.15,373.15,wtt_bulk_partial_2of8,180.20299999999995,,,,
COc1ccccc1CCC(=O)O,3-(o-methoxyphenyl)propionic acid,3-(o-methoxyphenyl)propionic acid,0,,,,,,,219.0,250.0,,,360.46,587.0,,313.15,373.15,wtt_bulk_partial_2of8,180.20299999999995,,,,
O=C(O)[C@H]1C[C@H]1c1ccccc1,cis-1-Phenylcyclopropane-2-carboxylic acid,cis-1-Phenylcyclopropane-2-carboxylic acid,0,1.207,1.155,10.771,2.857,0.154,0.145,188.0,219.0,,,,560.0,,313.15,373.15,wtt_bulk_complete,162.188,45.49436978759246,66.05931872104861,,
C=CC(=O)OCc1ccccc1,"acrylic acid, benzyl ester","acrylic acid, benzyl ester",0,1.128,1.071,1.418,0.682,0.158,0.148,189.0,221.0,282.0,304.8,,507.0,,313.15,373.15,wtt_bulk_complete+cpsat2,162.188,84.24272661459683,103.19448346207136,94.27982842681064,112.96199244563178
C=COc1ccc(C(C)=O)cc1,p-acetylphenyl vinyl ether,p-acetylphenyl vinyl ether,0,1.129,1.076,11.515,2.695,0.178,0.168,201.0,228.0,317.0,332.3,,540.0,,313.15,373.15,wtt_bulk_complete+cpsat2,162.188,50.75735113277133,75.90445411348722,57.69761601101349,84.38916190901841
CCCOC(=O)c1ccc(O)cc1,propyl 4-hydroxybenzoate,propyl 4-hydroxybenzoate,0,,,,,,,220.0,254.0,,,369.2,557.0,,313.15,373.15,wtt_bulk_partial_2of8,180.20299999999995,,,,
COc1cc(C(=O)O)cc(OC)c1OC,"3,4,5-trimethoxybenzoic acid","3,4,5-trimethoxybenzoic acid",0,,,,,,,253.0,283.0,,,444.5,640.0,,313.15,373.15,wtt_bulk_partial_2of8,212.201,,,,
COC(=O)C=Cc1ccccc1,"2-propenoic acid, 3-phenyl-, methyl ester, (E)-","2-propenoic acid, 3-phenyl-, methyl ester, (E)-",0,,,,,,,,,277.9,303.9,309.0,533.529,,313.15,373.15,wtt_bulk_no_props+cpsat2,162.188,,,,
O=C1C2C=CC1C1CC=CC21,"3a,4,7,7a-tetrahydro-4,7-methano-1H-inden-8-one",4-propyloxybenzoic acid,0,,,,,,,219.0,250.0,,,,,,313.15,373.15,wtt_bulk_partial_2of8,146.189,,,,
COc1cc(OC)c(C(=O)O)cc1OC,asaronic acid,asaronic acid,0,,,,,,,253.0,283.0,,,417.9,640.0,,313.15,373.15,wtt_bulk_partial_2of8,212.201,,,,
O=C/C=C/Cc1ccccc1,4-phenyl-2-butenal,ethyl 2-methoxybenzoate,0,1.091,1.0361,4.4,1.351,0.16,0.15,216.0,248.0,325.0,346.0,,,,313.15,373.15,wtt_bulk_complete+cpsat2,146.189,65.39384653908783,90.47319887010808,73.35805922669113,99.3579894416245
CCOC(=O)c1cccc(OC)c1,ethyl 3-methoxybenzoate,ethyl 3-methoxybenzoate,0,1.0842,1.0323,4.427,1.356,0.16,0.15,216.0,248.0,325.0,346.0,,533.7,,313.15,373.15,wtt_bulk_complete+cpsat2,180.20299999999995,60.58554778291621,83.87802012659365,67.96416540330169,92.11514064057214
CC12CCC(C(=O)C1=O)C2(C)C,"(.+-.)-1,7,7-trimethylbicyclo[2.2.1]heptane-2,3-dione","(.+-.)-1,7,7-trimethylbicyclo[2.2.1]heptane-2,3-dione",0,,,,,,,206.0,243.0,,,472.11,513.0,,313.15,373.15,wtt_bulk_partial_2of8,166.21999999999997,,,,
CCOC(=O)c1ccc(OC)cc1,ethyl 4-methoxybenzoate,ethyl 4-methoxybenzoate,0,1.0906,1.0419,4.585,1.44,0.157,0.148,216.0,248.0,309.0,332.0,,537.0,,313.15,373.15,wtt_bulk_complete+cpsat2,180.20299999999995,58.13025910850424,80.23079181653398,64.29034241310326,87.09193976015082
O=C(OCC(O)CO)c1ccccc1,1-Monobenzoylglycerol,1-Monobenzoylglycerol,0,1.34,1.28,89.552,15.625,0.19,0.178,234.0,270.0,382.0,402.0,,608.0,,313.15,373.15,wtt_bulk_complete+cpsat2,196.202,30.601617317121526,49.67758033294036,35.12516582057572,55.56311639010895
COc1ccc(C=O)c(OC)c1OC,"2,3,4-trimethoxybenzaldehyde","2,3,4-trimethoxybenzaldehyde",0,1.225,1.174,4.408,1.448,0.177,0.168,244.0,272.0,352.0,368.0,,579.0,,313.15,373.15,wtt_bulk_complete+cpsat2,196.202,65.58039912981533,89.07542147250861,72.70156313447166,96.98099702936685
O=C1CCC[C@H]2C(=O)CCC[C@@H]12,"1,5-naphthalenedione, octahydro-, cis-","1,5-naphthalenedione, octahydro-, cis-",0,,,,,,,197.0,235.0,,,352.6,539.0,,313.15,373.15,wtt_bulk_partial_2of8,166.21999999999997,,,,
O=C(OC(CO)CO)c1ccccc1,2-Monobenzoylglycerol,2-Monobenzoylglycerol,0,1.34,1.29,104.478,17.054,0.191,0.179,234.0,270.0,,,,614.0,,313.15,373.15,wtt_bulk_complete,196.202,27.943207254235126,46.232163172960185,,
COc1cc(OC)c(OC)cc1C=O,"2,4,5-trimethoxybenzaldehyde","2,4,5-trimethoxybenzaldehyde",0,1.243,1.19,4.344,1.429,0.179,0.17,244.0,272.0,363.0,378.0,,579.0,,313.15,373.15,wtt_bulk_complete+cpsat2,196.202,67.10690456562571,91.15168201016496,75.04057999588154,99.99283867202077
COc1cc(OC)c(C=O)c(OC)c1,"2,4,6-trimethoxybenzaldehyde","2,4,6-trimethoxybenzaldehyde",0,1.216,1.166,4.441,1.458,0.176,0.167,244.0,272.0,347.0,364.0,,579.0,,313.15,373.15,wtt_bulk_complete+cpsat2,196.202,64.81495317557076,88.03075155573734,71.56441651916823,95.54940701498904
O=C1CCCc2c(O)cccc21,5-hydroxy-1-tetralone,5-hydroxy-1-tetralone,0,,,,,,,,,,,480.06,,,313.15,373.15,wtt_bulk_no_props,162.188,,,,
CC(C)=CC(=O)C(=O)C=C(C)C,"2,7-dimethyl-2,6-octadiene-4,5-dione","2,7-dimethyl-2,6-octadiene-4,5-dione",0,1.049,0.995,1.43,0.754,0.173,0.162,236.0,267.0,343.0,363.5,141.08,514.0,,313.15,373.15,wtt_bulk_complete+cpsat2,166.21999999999997,93.3981051119976,110.43372234229184,103.75670102137966,120.4464447020729
OCC(CO)Cc1ccccc1,"2-benzyl-1,3-propanediol","2-benzyl-1,3-propanediol",0,,,,,,,222.0,257.0,,,340.6,589.0,,313.15,373.15,wtt_bulk_partial_2of8,166.21999999999997,,,,
CCCc1ccc(OC)c(O)c1,2-methoxy-5-propylphenol,2-methoxy-5-propylphenol,0,1.06,1.008,11.321,2.679,0.143,0.134,225.0,257.0,,,294.6,526.0,,313.15,373.15,wtt_bulk_complete,166.21999999999997,44.43147682462321,66.0260428756887,,
COc1cc(OC)c(C(=O)O)cc1OC,asaronic acid,"2-phenyl-1,4-butanediol",0,,,,,,,222.0,257.0,,,342.6,,,313.15,373.15,wtt_bulk_partial_2of8,212.201,,,,
CCCOC(=O)c1cc(O)c(O)c(O)c1,"propyl 3,4,5-trihydroxybenzoate","propyl 3,4,5-trihydroxybenzoate",0,1.39,1.34,143.885,22.388,0.175,0.164,260.0,297.0,408.0,427.0,,635.0,,313.15,373.15,wtt_bulk_complete+cpsat2,212.201,24.163839742908877,40.40616415603457,27.429168845204124,44.75077861216058
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2=O,(+)-camphorquinone,(+)-camphorquinone,0,1.21,1.15,1.736,0.661,0.15,0.141,206.0,243.0,297.0,325.4,,513.0,,313.15,373.15,wtt_bulk_complete+cpsat2,166.21999999999997,79.13782214467064,104.04325828535669,87.71616473496304,112.9499273820976
CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2=O,"(1R)-1,7,7-trimethylbicyclo[2.2.1]heptane-2,3-dione","(1R)-1,7,7-trimethylbicyclo[2.2.1]heptane-2,3-dione",0,1.21,1.15,1.736,0.661,0.15,0.141,206.0,243.0,297.0,325.4,,513.0,,313.15,373.15,wtt_bulk_complete+cpsat2,166.21999999999997,79.13782214467064,104.04325828535669,87.71616473496304,112.9499273820976
CC(C)(C)c1ccc(O)c(O)c1,"benzene, 1,2-dihydroxyl-4-tert-butyl-","benzene, 1,2-dihydroxyl-4-tert-butyl-",0,,,,,,,229.0,265.0,,,327.0,562.17,,313.15,373.15,wtt_bulk_partial_2of8,166.21999999999997,,,,
CCCc1ccc(O)c(OC)c1,"phenol, 2-methoxy-4-propyl-","phenol, 2-methoxy-4-propyl-",0,1.036,0.99,16.409,3.434,0.141,0.133,225.0,257.0,,,289.1,541.0,,313.15,373.15,wtt_bulk_complete,166.21999999999997,38.27998376204872,59.16534010804077,,
O=C1CCCc2cc(O)ccc21,6-hydroxy-1-tetralone,6-hydroxy-1-tetralone,0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,162.188,,,,
O=C1CCC[C@H]2C(=O)CCC[C@H]12,"trans-1,5-decalindione","trans-1,5-decalindione",0,,,,,,,197.0,235.0,,,439.6,539.0,,313.15,373.15,wtt_bulk_partial_2of8,166.21999999999997,,,,
CC(C)(C)c1ccccc1,"(1,1-dimethylethyl)benzene","(1,1-dimethylethyl)benzene",0,0.84987,0.79925,1.111,0.622,0.1152,0.1061,188.0,221.0,248.6,278.12,215.313,442.256,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,73.2322196973132,85.04347951112616,79.2202231203652,90.72479549458971
C1=CCC2=C(C1)CCCC2,"1,2,3,4,5,8-hexahydronaphthalene","1,2,3,4,5,8-hexahydronaphthalene",0,0.9273,0.873,2.696,1.18,0.129,0.119,170.0,203.4,297.0,318.1,246.2,478.5,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,61.37521674091377,76.85334084880598,71.80491069754216,87.15549814934714
CCC(C)c1ccccc1,(1-methylpropyl)benzene,(1-methylpropyl)benzene,0,0.8457,0.79584,1.797,0.679,0.131,0.121,187.0,220.0,250.0,278.9,197.68,446.447,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,69.75486612758402,90.68664553433857,75.69130448981886,96.9447968151168
Cc1ccc(C)c(C)c1C,"1,2,3,4-tetramethylbenzene","1,2,3,4-tetramethylbenzene",0,0.8888,0.8405,2.363,0.809,0.104,0.097,196.8,225.3,261.0,298.6,266.41,478.0,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,55.009709022916574,73.47882827144436,59.556760026133,79.53774256050282
COC(C)(OC)c1ccccc1,acetophenone dimethyl acetal,acetophenone dimethyl acetal,0,0.9946,0.944,3.821,1.356,0.15,0.141,220.0,252.0,291.0,317.0,,486.6,,313.15,373.15,wtt_bulk_complete+cpsat2,166.21999999999997,61.54875533324494,81.85750160315672,66.58691166249446,87.31572886668862
CCOC(=O)c1ccc(OC)cc1,ethyl 4-methoxybenzoate,"benzene, 1-methoxy-4-(1-methoxyethyl)-",0,1.053,1.001,4.274,1.399,0.156,0.146,221.0,252.0,322.0,343.1,,,,313.15,373.15,wtt_bulk_complete+cpsat2,180.20299999999995,60.505434505276384,81.95732687691593,67.26307136677922,89.38973727845702
O=C(O)C1CC1c1ccccc1,trans-2-phenylcyclopropane-1-carboxylic acid,trans-2-phenylcyclopropane-1-carboxylic acid,0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,162.188,,,,
OCCCOCc1ccccc1,benzyl 3-hydroxypropyl ether,benzyl 3-hydroxypropyl ether,0,1.082,1.031,9.242,2.91,0.172,0.161,221.0,253.0,338.0,357.0,,546.0,,313.15,373.15,wtt_bulk_complete+cpsat2,166.21999999999997,53.15562309616564,72.88158343686165,59.90401542699182,80.29445713285742
Cc1cc(C)c(C)c(C)c1,"1,2,3,5-tetramethylbenzene","1,2,3,5-tetramethylbenzene",0,0.875,0.827,2.171,0.762,0.103,0.096,192.5,220.7,250.3,283.4,249.33,471.3,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,55.50300223879447,73.61365864247726,59.75760000498342,78.9781366844797
CCOC(=O)C1CC2C=CC1C2,"bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, ethyl ester","bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, ethyl ester",0,1.068,1.01,1.592,0.594,0.136,0.127,196.0,232.0,269.0,299.9,,474.0,,313.15,373.15,wtt_bulk_complete+cpsat2,166.21999999999997,73.81754616785581,97.23654501255147,80.69326493512413,104.51803324692168
Cc1cc(C)c(C)cc1C,"1,2,4,5-tetramethylbenzene","1,2,4,5-tetramethylbenzene",0,,,,,,,196.8,225.3,,,352.35,470.3,,313.15,373.15,wtt_bulk_partial_2of8,134.22199999999998,,,,
Cc1ccc(C(C)C)c(O)c1O,"catechol, 3-isopropyl-6-methyl-","catechol, 3-isopropyl-6-methyl-",0,1.12,1.071,35.714,6.816,0.137,0.128,229.0,264.0,369.0,389.0,,565.0,,313.15,373.15,wtt_bulk_complete+cpsat2,166.21999999999997,30.821184756127195,48.68073457428455,35.24780883680335,54.28911489513329
COC(=O)C1CC2=CCC1CC2,exo-5-methoxycarbonylbicyclo[2.2.2]octene,exo-5-methoxycarbonylbicyclo[2.2.2]octene,0,1.082,1.027,2.033,0.73,0.137,0.129,194.0,231.0,270.0,300.5,,493.0,,313.15,373.15,wtt_bulk_complete+cpsat2,166.21999999999997,68.05068878887187,91.30698994153344,74.68210071073851,98.31903949539974
COC(=O)C1CC2=CCC1CC2,endo-5-methoxycarbonylbicyclo[2.2.2]octene,endo-5-methoxycarbonylbicyclo[2.2.2]octene,0,1.082,1.027,2.033,0.73,0.137,0.129,194.0,231.0,270.0,300.5,,493.0,,313.15,373.15,wtt_bulk_complete+cpsat2,166.21999999999997,68.05068878887187,91.30698994153344,74.68210071073851,98.31903949539974
CCc1ccccc1CC,"1,2-diethylbenzene","1,2-diethylbenzene",0,0.86387,0.8138,2.199,0.774,0.126,0.117,190.6,221.3,263.5,288.6,241.74,456.57,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,64.5070744085069,85.56300714523549,70.66011880720465,92.19855713451494
CCc1cccc(CC)c1,"1,3-diethylbenzene","1,3-diethylbenzene",0,0.848,0.7983,2.123,0.777,0.126,0.117,185.1,216.6,258.3,284.2,189.22,454.27,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,64.4794018421973,84.7783121290509,70.8158006756736,91.5099873091494
C=CC=C(C1CC1)C1CC1,"1,1-dicyclopropyl-1,3-butadiene","1,1-dicyclopropyl-1,3-butadiene",0,0.8936,0.8398,1.298,0.5,0.118,0.109,196.0,229.0,261.4,290.1,,438.0,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,73.40529012529385,94.7366845754882,79.59829902650755,101.25375474663706
C1=C2CCCC=C2CCC1,"1,2,3,5,6,7-hexahydronaphthalene","1,2,3,5,6,7-hexahydronaphthalene",0,0.9536,0.9018,2.412,1.042,0.122,0.114,170.0,203.4,248.7,275.8,,469.4,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,60.03708016422547,76.15539155210382,66.81867808535023,82.96610454277113
Cc1ccc(C(C)C)cc1,1-(1-methylethyl)-4-methylbenzene,1-(1-methylethyl)-4-methylbenzene,0,0.84058,0.7908,0.785,0.455,0.12,0.111,188.0,221.0,245.8,279.7,205.1,450.274,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,82.76221704903266,95.47361162246246,89.24465100295151,102.01414541578772
CCc1cccc(C)c1C,"1-ethyl-2,3-dimethylbenzene","1-ethyl-2,3-dimethylbenzene",0,0.8764,0.8276,2.054,0.725,0.115,0.107,190.0,221.0,263.9,289.4,223.65,467.0,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,61.08072214589881,81.11185377362516,66.99488955831312,87.50367965455457
COC(C)(OC)c1ccccc1,acetophenone dimethyl acetal,"1-ethyl-2,4-dimethylbenzene",0,0.8605,0.8114,1.976,0.69,0.115,0.106,190.0,221.0,266.2,291.5,210.27,,,313.15,373.15,wtt_bulk_complete+cpsat2,166.21999999999997,58.2453327141836,77.0594125003942,64.04109768554201,83.30114552980098
CCc1cc(C)ccc1C,"1-ethyl-2,5-dimethylbenzene","1-ethyl-2,5-dimethylbenzene",0,0.861,0.8109,1.858,0.666,0.114,0.106,190.0,221.0,265.1,290.6,219.45,459.4,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,62.89873969952291,83.12567184127,69.07703881972664,89.78063585547554
CCc1ccc(C)c(C)c1,"1-ethyl-3,4-dimethylbenzene","1-ethyl-3,4-dimethylbenzene",0,0.8589,0.8104,1.979,0.703,0.115,0.107,190.0,221.0,266.4,291.7,206.27,462.5,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,61.6162296285012,81.67620125115366,67.76173355588612,88.30892569974496
CCc1cc(C)cc(C)c1,"1-ethyl-3,5-dimethylbenzene","1-ethyl-3,5-dimethylbenzene",0,0.8489,0.7993,1.767,0.663,0.114,0.106,190.0,221.0,266.3,291.7,188.85,456.8,,313.15,373.15,wtt_bulk_complete+cpsat2,134.22199999999998,63.61382409689997,82.99680165529892,69.95117675503225,89.73676883130919
CC(C)(C)Oc1ccccc1,"1,1-dimethylethyl phenyl ether","1,1-dimethylethyl phenyl ether",0,0.9093,0.8605,2.419,0.918,0.136,0.126,204.0,237.0,267.0,295.2,254.85,466.6,,313.15,373.15,wtt_bulk_complete+cpsat2,150.22099999999998,65.0430394388782,84.34310635024681,70.15836818601801,89.71738618510582
