n_features,rmse
127,0.04473600193202023
125,0.04473600193202023
123,0.04473600193202023
121,0.04473600193202023
119,0.04473600193202023
117,0.04473600193202023
115,0.04473600193202023
113,0.04473600193202023
111,0.04473600193202023
109,0.04473600193202023
107,0.04473600193202023
105,0.04473600193202023
103,0.04473600193202023
101,0.04473600193202023
99,0.04473600193202023
97,0.04473600193202023
95,0.04473600193202023
93,0.04473600193202023
91,0.04473600193202023
89,0.04473600193202023
87,0.04473600193202023
85,0.04473600193202023
83,0.04473600193202023
81,0.04473600193202023
79,0.04473600193202023
77,0.04473600193202023
75,0.04468386840168124
73,0.04451390524242575
71,0.04386150511119726
69,0.04445652653668051
67,0.044490194235374286
65,0.044623697108119205
63,0.04439107460109043
61,0.04440260666544832
59,0.0443695559658048
57,0.04511105663995775
55,0.04425559071584583
53,0.044319043647285374
51,0.04386908550035378
49,0.04555909870799387
47,0.043574378329471884
45,0.04464920110197164
43,0.04462529972885716
41,0.046524764943037186
39,0.044993907406888654
37,0.045425769761334
35,0.0442637090740613
33,0.0442701956157377
31,0.042371490374296376
29,0.04512382575946891
27,0.04547818239443581
25,0.045459687865637
23,0.04561451000904334
21,0.0474396934066778
19,0.04631593158142205
17,0.0461842951538614
15,0.04547130737937531
13,0.0453745951440081
11,0.04729716806448858
9,0.05090627742295274
7,0.05532186807824671
5,0.05538394810001602
3,0.05625737276712363
1,0.1040748598138038
