n_features,rmse
127,0.05038185080517906
125,0.05038185080517906
123,0.05038185080517906
121,0.05038185080517906
119,0.05038185080517906
117,0.05038185080517906
115,0.05038185080517906
113,0.05038185080517906
111,0.05038185080517906
109,0.05038185080517906
107,0.05038185080517906
105,0.05038185080517906
103,0.05038185080517906
101,0.05038185080517906
99,0.05038185080517906
97,0.05038185080517906
95,0.05038185080517906
93,0.05038185080517906
91,0.05038185080517906
89,0.05038185080517906
87,0.05038185080517906
85,0.05038185080517906
83,0.05038185080517906
81,0.05038185080517906
79,0.05038185080517906
77,0.05038185080517906
75,0.0503495907495421
73,0.04990488762730918
71,0.04997405357333389
69,0.049665570060418
67,0.04997628807045211
65,0.05002244961961253
63,0.049143960736629536
61,0.04950310714371589
59,0.050690809708699006
57,0.0498359990453792
55,0.05053826308598998
53,0.04980518851458985
51,0.04935665470192149
49,0.049285573034904454
47,0.05119625785442732
45,0.05089832283195748
43,0.05159116347169397
41,0.04970981855724506
39,0.0522188581645123
37,0.0508348007588055
35,0.04963289975225256
33,0.05010726575711482
31,0.05085287141569665
29,0.050648272901982094
27,0.05271645743371837
25,0.052216130383950704
23,0.04997043975068083
21,0.049065685655376196
19,0.04903782593469351
17,0.05023412275777635
15,0.049229521428217946
13,0.048003849603355964
11,0.052120696725998485
9,0.05205518630222626
7,0.05539327487469824
5,0.05512015776713187
3,0.05856477639455454
1,0.10573889120822437
