SMILES,name,beta_0C,beta_10C,beta_20C,beta_30C,beta_40C,beta_50C,beta_60C,beta_70C,beta_80C,beta_90C,beta_100C,fit_r2,n_points,flag
CC(=O)O,ethanoic acid,0.0010428480780453,0.001056268081707,0.001070000424268,0.0010840562462184,0.0010984472237712,0.0011131856014585,0.0011282842271378,0.0011437565896174,0.0011596168591331,0.0011758799309319,0.0011925614722439,0.9999913575193736,11,
CC(C)O,2-propanol,0.0009369490154062,0.0009991403459361,0.001063123137721,0.0011290577732936,0.0011971180352121,0.0012674928273438,0.0013403881447622,0.0014160293370238,0.0014946637188706,0.001576563593917,0.0016620297712582,0.999973463817542,11,
CCCO,1-propanol,0.0009002887788321,0.0009398214686144,0.0009804005673344,0.0010220954113316,0.0010649802654248,0.001109134817675,0.0011546447322476,0.0012016022686513,0.0012501069769944,0.0013002664805239,0.0013521973586508,0.9999724322547192,11,
c1ccoc1,furan,0.0013247378163119,0.0013816278126731,0.0014406564730588,0.0015019871164113,0.001565798367581,0.0016322860644511,0.001701665453683,0.0017741737275875,0.0018500729658224,0.0019296535595652,0.002013238213298,0.9999785510253164,11,
C1=CCCC1,cyclopentene,0.0012940147835671,0.0013355734910745,0.0013785882551124,0.0014231520082872,0.0014693653242304,0.0015173372327436,0.0015671861410596,0.0016190408777124,0.0016730418785118,0.0017293425377347,0.0017881107520479,0.999999808853613,11,
C=C1CCC1,methylenecyclobutane,0.0011146312641023,0.0011655065815987,0.0012180313659011,0.0012723271904172,0.0013285259068322,0.0013867708348477,0.0014472181164639,0.0015100382622718,0.0015754179225654,0.0016435619226327,0.0017146956096429,0.9999554721437875,11,
C=CC(=C)C,"2-methyl-1,3-butadiene",0.0010981031187397,0.0012065409472543,0.0013187982123624,0.0014353534490958,0.0015567368962916,0.0016835395693717,0.0018164240940046,0.0019561377356032,0.0021035281838386,0.0022595628174003,0.0024253523982837,0.999868642629086,11,
C=C/C=C\C,"(Z)-1,3-pentadiene",0.0013441359164901,0.0014028190795795,0.0014637430498087,0.0015270817842067,0.0015930258170398,0.001661784361035,0.0017335877322364,0.0018086901584403,0.0018873730441753,0.0019699487814775,0.0020567652162099,0.9999863798429388,11,
C=C/C=C/C,"(E)-1,3-pentadiene",0.0013532083488792,0.0014141954567383,0.0014775371873204,0.0015434204368355,0.0016120502169553,0.0016836519972223,0.0017584744153072,0.0018367924246506,0.0019189109644415,0.0020051692562553,0.0020959458561643,0.9999831394410305,11,
C=CCC=C,"1,4-pentadiene",0.0015425709635593,0.0016188245334756,0.0016984388180527,0.0017817130683374,0.0018689795610482,0.0019606084512383,0.0020570134961716,0.0021586588392325,0.0022660670908974,0.0023798290063135,0.0025006151407304,0.9999812752392252,11,
C1CCCC1,cyclopentane,0.0012029001646907,0.0012507314624926,0.001300192443391,0.0013513969284284,0.001404468411017,0.0014595411506875,0.00151676141649,0.0015762889046139,0.0016382983595095,0.0017029814335455,0.0017705488272985,0.999988691249608,11,
C=CCCC,1-pentene,0.0014987019029982,0.0015753455168812,0.0016552987308092,0.0017388584495303,0.0018263540993316,0.0019181524014681,0.0020146629992541,0.0021163451232904,0.002223715526238,0.0023373579793681,0.0024579347025407,0.9999818765187,11,
CC=C(C)C,2-methyl-2-butene,0.0013559408834995,0.0014496307343146,0.0015471747476644,0.0016489752352295,0.0017554802137294,0.0018671907845983,0.0019846699310073,0.0021085530657301,0.0022395607555722,0.002378514170099,0.002526353965274,0.9999831757709986,11,
C=C(C)CC,2-methyl-1-butene,0.0014775008996166,0.0015526140677626,0.0016309262588368,0.0017127216085962,0.0017983149852909,0.0018880564471726,0.0019823364870853,0.0020815922320394,0.0021863148078213,0.0022970581331422,0.0024144494786885,0.9999784215723958,11,
C/C=C\CC,(Z)-2-pentene,0.0013948955297022,0.0014734365279424,0.0015552008837605,0.0016404862622428,0.0017296224063102,0.0018229758668679,0.0019209555748572,0.0020240194369568,0.0021326821828043,0.0022475247513487,0.0023692055819145,0.9999530600901309,11,
C/C=C/CC,(E)-2-pentene,0.0013923700672335,0.0014689452383379,0.0015486470982785,0.0016317598893401,0.0017185981774804,0.0018095112650718,0.0019048883794238,0.0020051648023586,0.0021108291474909,0.0022224320452942,0.0023405965655351,0.9999769270790114,11,
C=CC(C)C,3-methyl-1-butene,0.0011796103589914,0.0012944774253995,0.0014136734680015,0.0015377466566939,0.0016673077736595,0.0018030415324866,0.0019457202015709,0.0020962201243389,0.0022555419061189,0.0024248352772666,0.002605429969819,0.9998393155994748,11,
O=C1CCO1,"1,3-propiolactone",0.0007814471228821,0.0007985553304737,0.0008160268226984,0.0008338763191043,0.0008521192814374,0.0008707719623512,0.0008898514579672,0.0009093757646483,0.000929363840383,0.0009498356712277,0.0009708123432983,0.9999998540741324,11,
CCCC=O,butanal,0.0011883456101486,0.0012238548512015,0.0012605054669228,0.0012983645860114,0.0013375044000292,0.0013780026585537,0.0014199432232911,0.001463416689518,0.0015085210846072,0.0015553626550395,0.0016040567552745,0.9999946749355076,11,
CCC(C)=O,butanone,0.0012352495117532,0.0012656495244528,0.0012970194484096,0.0013294116506317,0.0013628822361418,0.0013974913897632,0.0014333037560464,0.0014703888623996,0.0015088215912657,0.0015486827081114,0.001590059453083,0.9999995525881354,11,
CCC(C)C,2-methylbutane,0.0014406432405727,0.0015225184511594,0.0016078598483766,0.0016969938007795,0.0017902828294855,0.0018881310719243,0.0019909907447929,0.0020993698278666,0.0022138412481865,0.0023350539196038,0.0024637460918567,0.9999615413501768,11,
CCCCC,pentane,0.0014019259772599,0.0014742200947113,0.001549456362543,0.0016278924089016,0.0017098128269887,0.0017955329881736,0.0018854035086241,0.001979815504854,0.0020792068065464,0.0021840693372979,0.00229495792855,0.9999696089710276,11,
CC(C)(C)C,"2,2-dimethylpropane",0.0015610240581175,0.0016868429571865,0.001818702911343,0.0019573417329095,0.0021035962147162,0.0022584210408345,0.0024229120318642,0.0025983349480017,0.0027861614819834,0.0029881146436181,0.00320622654138,0.999898149432476,11,
COC(C)=O,methyl ethanoate,0.0012983098230759,0.0013508383241814,0.0014052880186337,0.0014617991970499,0.001520524817729,0.0015816320204792,0.0016453038602747,0.0017117412990515,0.0017811655017716,0.0018538204925415,0.0019299762385642,0.9999972148451988,11,
CCC(=O)O,propanoic acid,0.00103093530327,0.0010463290200795,0.001062097253514,0.0010782542761093,0.0010948150915173,0.001111795481961,0.0011292120594331,0.001147082320989,0.0011654247085203,0.0011842586734383,0.0012036047467449,0.9999999655823558,11,
CCOCC,diethyl ether,0.0014674538113261,0.0015397575852674,0.001615106666169,0.0016937656201731,0.0017760271456707,0.0018622160728737,0.0019526940559288,0.0020478651023062,0.0021481821197726,0.0022541547069906,0.0023663584730054,0.9999757385101018,11,
CCC(C)O,S(+)-2-butanol,0.0008897731062596,0.0009449027566707,0.0010015322258569,0.001059787310759,0.0011198036772012,0.001181728046898,0.0012457195447864,0.0013119512336411,0.0013806118681325,0.0014519079068676,0.0015260658287922,0.9999796070269132,11,
CCCOC,1-methoxypropane,0.0014128639476759,0.0014824716345614,0.0015549123818877,0.0016304281891926,0.0017092860916266,0.0017917816361707,0.0018782429441507,0.0019690354793965,0.0020645676699441,0.0021652975676441,0.0022717407769555,0.999980268454055,11,
CC(C)CO,2-methyl-1-propanol,0.0008718640459306,0.000910877089395,0.0009508944209033,0.0009919826747659,0.0010342131351393,0.0010776621991728,0.001122411893787,0.0011685504536411,0.0012161729690714,0.0012653821142462,0.0013162889675224,0.9999801256512212,11,
CCCCO,1-butanol,0.0008770577708517,0.0009092006646709,0.0009421562425307,0.0009759718511072,0.0010106979457863,0.0010463883708608,0.0010831006696191,0.0011208964281607,0.0011598416573454,0.0012000072179504,0.0012414692948931,0.999982300774768,11,
CC(C)(C)O,2-methyl-2-propanol,0.0012934548028152,0.0013255741699891,0.0013587590527786,0.0013930686561317,0.0014285665536507,0.0014653211002708,0.0015034058925618,0.0015429002831936,0.0015838899571499,0.001626467578516,0.0016707335181366,0.9998970377032288,11,
COCOC,dimethoxymethane,0.0013821728762231,0.0014481938809178,0.0015168365540852,0.0015883185181237,0.0016628792938454,0.0017407832538121,0.0018223230592081,0.0019078236757149,0.0019976470859748,0.0020921978443037,0.0021919296551538,0.999991171232512,11,
CC#CC#CC,"2,4-hexadiyne",0.0008256957961572,0.0008569341566266,0.0008889223345972,0.0009217039314552,0.0009553253146088,0.000989835862408,0.0010252882344946,0.0010617386707722,0.0010992473226461,0.0011378786207244,0.001177701683799,0.9999999481319568,11,
C1=CCCC=C1,"1,3-cyclohexadiene",0.0009856314153035,0.0010239240015505,0.001063302213008,0.0011038347851807,0.0011455954700668,0.001188663534187,0.0012331243155732,0.0012790698481099,0.0013265995630059,0.0013758210788295,0.0014268510935121,0.9999879545327032,11,
C1=CCC=CC1,"1,4-cyclohexadiene",0.0010911285881611,0.0011196922634838,0.001149089019047,0.0011793625314966,0.0012105594282982,0.0012427295450762,0.0012759262102424,0.0013102065603543,0.0013456318901513,0.0013822680418014,0.0014201858385878,0.9999986276147712,11,
Cc1ccco1,2-methylfuran,0.0009859179968755,0.0010348647593344,0.0010852426084852,0.0011371579395441,0.0011907255861646,0.0012460697711411,0.0013033251825195,0.0013626381952462,0.0014241682622307,0.0014880895032566,0.0015545925257299,0.9999299157296913,11,
C=CCCCC,1-hexene,0.0013219666110746,0.0013628978068801,0.0014052790070349,0.0014492018678352,0.0014947655762476,0.0015420776499986,0.0015912548415049,0.0016424241617321,0.0016957240429793,0.0017513056631078,0.0018093344579999,0.999997588328304,11,
CC(C)=C(C)C,"2,3-dimethyl-2-butene",0.0011564867620497,0.0012026320798081,0.0012502957687322,0.0012995822931331,0.0013506047596935,0.0014034858733718,0.0014583590208708,0.0015153695021073,0.0015746759339371,0.0016364518550332,0.0017008875664871,0.9999870197191923,11,
C/C=C\CCC,(Z)-2-hexene,0.0012645334838377,0.0013110970026488,0.0013592988587446,0.0014092508685726,0.0014610744051537,0.0015149014713085,0.0015708759194713,0.0016291548420655,0.0016899101609969,0.0017533304504168,0.0018196230337634,0.9999941284433626,11,
O=C1CCCO1,.gamma.-butyrolactone,0.0008473536388588,0.0008563154335403,0.0008654468334533,0.0008747527536395,0.0008842383007041,0.0008939087822409,0.0009037697168201,0.0009138268445772,0.0009240861384458,0.0009345538160823,0.000945236352529,0.9999994610780508,11,
CC(C)(C)C=O,"2,2-dimethylpropanal",0.0011358289694231,0.0011710643916126,0.0012073963649545,0.0012448893584987,0.0012836126276684,0.0013236406777388,0.0013650537818208,0.0014079385609965,0.0014523886355016,0.0014985053573337,0.0015463986364382,0.9999941862760982,11,
CC(C)C(C)C,"2,3-dimethylbutane",0.0012356819346671,0.0012870112573936,0.0013401441120768,0.0013952113797675,0.0014523554666946,0.0015117316578982,0.0015735096632843,0.0016378753889565,0.0017050329732435,0.0017752071349132,0.0018486458910488,0.9999886712531442,11,
CCCC(C)C,2-methylpentane,0.0012852706390859,0.0013355277333768,0.0013875965306908,0.0014416060826049,0.0014976968596508,0.0015560220850074,0.0016167492575377,0.0016800618964029,0.001746161545909,0.0018152700871357,0.0018876324126574,0.9999851999882746,11,
CCC(C)CC,3-methylpentane,0.0012694075394502,0.0013157465534008,0.0013637191490729,0.001413436454433,0.0014650190883207,0.0015185982243493,0.0015743167999125,0.0016323308939882,0.0016928113019551,0.0017559453411549,0.0018219389276943,0.9999814802224416,11,
CCCCCC,hexane,0.0012901388705451,0.0013343504424495,0.0013801255322338,0.001427567493801,0.0014767883864482,0.0015279099310063,0.0015810645940023,0.0016363968203374,0.0016940644388085,0.0017542402694653,0.0018171139674849,0.9999900031585952,11,
O=C1OCCO1,ethylene carbonate,0.0006397650596214,0.0006498729031198,0.0006601520338749,0.0006706077164968,0.0006812454209989,0.0006920708331018,0.0007030898651608,0.0007143086677606,0.0007257336420256,0.000737371452698,0.0007492290420405,0.9999999384808458,11,
CCCC(=O)O,butanoic acid,0.0010230325908914,0.0010294205875725,0.0010358981517255,0.0010424672753834,0.0010491300112568,0.0010558884750791,0.0010627448480615,0.001069701379464,0.0010767603892884,0.0010839242711017,0.0010911954949946,0.9999944030251134,11,
CCOC(C)=O,ethyl ethanoate,0.001273363475736,0.0013096411988878,0.001347143649047,0.0013859434317214,0.0014261187746144,0.0014677540886919,0.0015109405976058,0.0015557770454006,0.0016023704941083,0.0016508372248489,0.0017013037584598,0.9999939756866644,11,
C1COCCO1,"1,4-dioxane",0.0010522785262555,0.0010712360063347,0.0010906877195413,0.0011106545657302,0.0011311586238514,0.0011522232365218,0.0011738731019778,0.001196134374171,0.0012190347718629,0.0012426036976747,0.0012668723681704,0.99999271747534,11,
CCCOCC,ethyl propyl ether,0.0014367191898545,0.0014901372499825,0.001545659437336,0.0016034392069901,0.0016636443893207,0.0017264589461209,0.0017920849891477,0.0018607451080915,0.0019326850648338,0.0020081769231116,0.0020875226980291,0.9999998610638456,11,
CCCCOC,butyl methyl ether,0.0012158059878133,0.001264984284718,0.0013158586820737,0.0013685494353655,0.0014231871635918,0.0014799140387772,0.0015388851407043,0.0016002700044109,0.0016642543933675,0.0017310423378243,0.0018008584859092,0.9999884058544556,11,
CCC(O)CC,3-pentanol,0.0010029727354636,0.0010328823855538,0.0010636214950012,0.0010952350773198,0.0011277711684067,0.0011612810928916,0.0011958197588476,0.0012314459844642,0.0012682228608129,0.0013062181554581,0.0013455047623944,0.9999830773421372,11,
CC(C)C(C)O,3-methyl-2-butanol,0.0010052100379079,0.0010414806738845,0.0010787878183735,0.0011171946313749,0.0011567688282345,0.0011975831206025,0.0012397157085853,0.0012832508312141,0.0013282793835054,0.0013748996097561,0.0014232178843423,0.9999850046369584,11,
CCCC(C)O,2-pentanol,0.0008926024785763,0.0009386779358727,0.0009859856313367,0.0010346164810761,0.0010846681605409,0.0011362458406882,0.0011894630162879,0.0012444424405133,0.0013013171824664,0.0013602318273068,0.0014213438423043,0.99996339263614,11,
CCC(C)(C)O,2-methyl-2-butanol,0.0010482826982244,0.0010906448263316,0.0011342842281121,0.0011792859029162,0.001225741429812,0.0012737496583263,0.0013234174859396,0.0013748607354373,0.0014282051475257,0.0014835875068865,0.0015411569231932,0.9999995868872206,11,
CCC(C)CO,2-methyl-1-butanol,0.0008688780550086,0.0008995761683051,0.0009310403046187,0.0009633138952703,0.0009964431688407,0.0010304773973614,0.0010654691681944,0.0011014746848193,0.0011385541002161,0.001176771887077,0.0012161972497191,0.9999700351303082,11,
CC(C)(C)CO,"2,2-dimethyl-1-propanol",0.0010389822988965,0.0010797598783589,0.0011217521879753,0.0011650383043868,0.001209703323196,0.0012558389784063,0.0013035443381934,0.0013529265883071,0.0014041019163529,0.0014571965125336,0.0015123477052377,0.999999670745284,11,
CCCCCO,1-pentanol,0.0008204584481282,0.0008524769211863,0.0008852621317433,0.0009188594887403,0.0009533172969187,0.0009886870164598,0.0010250235498253,0.0010623855592486,0.0011008358188268,0.0011404416057601,0.0011812751359696,0.9999945642010964,11,
COC(C)(C)C,"1,1-dimethylethyl methyl ether",0.0013075624388396,0.0013571863614183,0.0014086175695684,0.0014619835698877,0.0015174231554462,0.0015750877188477,0.0016351427512824,0.0016977695591384,0.0017631672360108,0.0018315549356547,0.0019031745009478,0.9999703725326652,11,
CC(C)CCO,3-methyl-1-butanol,0.0008573431063299,0.0008852420216535,0.0009138215381475,0.0009431180867216,0.0009731703575997,0.0010040194897084,0.0010357092789659,0.0010682864077287,0.001101800697969,0.0011363053911167,0.0011718574579218,0.9999897159938522,11,
C1OCOCO1,"1,3,5-trioxane",0.0009285176146608,0.0009544683372993,0.0009810847167385,0.0010084003461722,0.001036450906073,0.0010652743344835,0.0010949110140603,0.0011254039778319,0.0011567991359005,0.0011891455256258,0.0012224955881846,0.999999737415276,11,
C1=CC=CCC=C1,"1,3,5-cycloheptatriene",0.0010077656346377,0.0010327361211211,0.0010583805335337,0.0010847318507598,0.0011118251195649,0.0011396976220548,0.0011683890595932,0.0011979417550991,0.0012284008759058,0.0012598146796639,0.0012922347861215,0.9999991985681216,11,
Cc1ccccc1,toluene,0.0010296828898359,0.0010498044504078,0.0010704522973416,0.0010916493632226,0.0011134199028548,0.0011357895904492,0.0011587856255027,0.0011824368482865,0.0012067738659801,0.0012318291906107,0.0012576373901103,0.9999967422348948,11,
Oc1ccccc1,phenol,0.0008030907801175,0.000810735572828,0.0008185146426299,0.0008264315817163,0.0008344901115038,0.0008426940884957,0.0008510475104679,0.0008595545229978,0.000868219426359,0.0008770466828051,0.0008860409242686,0.9999969413956836,11,
OCc1ccco1,2-hydroxymethylfuran,0.0007357569071481,0.0007722914609762,0.0008096358509365,0.0008478447875216,0.0008869764301094,0.000927092719339,0.0009682597452049,0.0010105481556344,0.0010540336110392,0.0010987972911866,0.001144926461741,0.9999997584342422,11,
C=CCCCCC,1-heptene,0.0012528565799746,0.0012761198028723,0.001300079093533,0.001324767281339,0.0013502192817881,0.0013764722650079,0.0014035658408724,0.0014315422626581,0.0014604466514462,0.0014903272437757,0.0015212356654099,0.9999981742403764,11,
CC1(C)CCCC1,"1,1-dimethylcyclopentane",0.0011374087613601,0.0011683816043355,0.001200297100205,0.0012332067928173,0.0012671658628819,0.0013022334593798,0.0013384730677292,0.0013759529195577,0.0014147464496772,0.0014549328067355,0.0014965974250533,0.9999982758379798,11,
C1CC12CC2,spiro[2.2]pentane,0.0013278439488977,0.0013799816682264,0.0014340551539843,0.0014902047217955,0.0015485834100127,0.0016093584989927,0.0016727132512738,0.0017388489111729,0.0018079870101889,0.0018803720343144,0.0019562745214347,0.9999929236733428,11,
C1=CCCCC1,cyclohexene,0.0011627728698208,0.0011780555756564,0.0011937216550134,0.0012097857609125,0.0012262633026371,0.0012431704951614,0.0012605244125062,0.0012783430453918,0.0012966453635968,0.0013154513834782,0.0013347822411568,0.9999976505579496,11,
CC1CCCC1,methylcyclopentane,0.0011539540450847,0.0011922093879556,0.0012316853611881,0.0012724570820573,0.0013146054530558,0.0013582177457822,0.0014033882563491,0.0014502190427697,0.001498820756573,0.0015493135830319,0.0016018283069489,0.999991890052465,11,
CCC(=O)CC,3-pentanone,0.0011774178078953,0.0011957559757129,0.0012145898716511,0.0012339402290075,0.0012538289512775,0.0012742791959124,0.0012953154653768,0.001316963706257,0.0013392514172641,0.0013622077670766,0.0013858637230846,0.9999962171433212,11,
CCCCC=O,pentanal,0.0010672550089628,0.0011127608501747,0.0011596715311601,0.001208084477905,0.0012581049039679,0.0013098466593215,0.001363433189727,0.0014189986239833,0.0014766890095541,0.0015366637209177,0.0015990970696395,0.9999993549667148,11,
OC1CCCC1,cyclopentanol,0.0007775779086797,0.0008060539764058,0.0008351740823173,0.0008649740868091,0.0008954920021705,0.0009267681738264,0.0009588454793987,0.0009917695477067,0.0010255890001147,0.0010603557169709,0.001096125132272,0.9999958567455056,11,
CC(=O)C(C)C,3-methyl-2-butanone,0.0009742435146922,0.0010002085853797,0.001026863051419,0.0010542415048412,0.0010823807193242,0.0011113198293057,0.0011411005268941,0.0011717672786798,0.0012033675648399,0.0012359521432623,0.0012695753418024,0.9999604496238312,11,
CCCC(C)=O,2-pentanone,0.001149923685766,0.0011746341493383,0.0012000659983302,0.0012262542018563,0.0012532359796282,0.00128105098683,0.0013097415175023,0.0013393527286345,0.0013699328874689,0.0014015336448692,0.0014342103380192,0.9999894034817692,11,
C1=CC2CCC1C2,bicyclo[2.2.1]hept-2-ene,0.0010350747487729,0.0010578405728667,0.0010812202277927,0.0011052422443748,0.0011299368880011,0.0011553362937075,0.0011814746140531,0.0012083881812262,0.0012361156850054,0.0012646983684142,0.0012941802431592,0.999996470817678,11,
C1=CCCCCC1,cycloheptene,0.0010278880743557,0.0010517963614998,0.0010763529080526,0.0011015886544957,0.0011275364574084,0.0011542312419576,0.0011817101691365,0.001210012819445,0.0012391813949317,0.0012692609417755,0.0013002995958862,0.9999997058400708,11,
O=C1CCCCC1,cyclohexanone,0.0009374451210298,0.0009416644484076,0.0009459199809869,0.0009502121561563,0.0009545414176983,0.0009589082158862,0.0009633130075825,0.0009677562563372,0.000972238432488,0.0009767600132607,0.0009813214828707,0.999991172888825,11,
C1CCC2OC2C1,7-oxabicyclo[4.1.0]heptane,0.0009699671753465,0.0009938094926498,0.0010182737653879,0.0010433897442422,0.0010691889928192,0.001095705030568,0.0011229734893542,0.0011510322852409,0.0011799218072302,0.0012096851249536,0.0012403682175733,0.99999969750801,11,
C[C@@H]1CCC[C@@H]1C,"cis-1,2-dimethylcyclopentane",0.0010922063497907,0.0011217358838372,0.0011521325834961,0.0011834427538119,0.0012157158710544,0.0012490048636653,0.0012833664234567,0.0013188613509397,0.0013555549392344,0.0013935174016936,0.0014328243491627,0.9999980306299256,11,
C[C@@H]1CC[C@H](C)C1,"cis-1,3-dimethylcyclopentane",0.0011409123100617,0.0011743500173769,0.0012088220093943,0.0012443872896048,0.0012811091580342,0.0013190556173279,0.0013582998255039,0.001398920601767,0.0014410029927947,0.0014846389081097,0.0015299278345903,0.9999984710267424,11,
C1CCCCCC1,cycloheptane,0.0010191271532693,0.0010365599422125,0.0010544302492062,0.0010727557961696,0.0010915552633906,0.0011108483553555,0.0011306558720776,0.0011509997864684,0.0011719033283574,0.0011933910758369,0.0012154890546875,0.9999991804636904,11,
CC1CCCCC1,methylcyclohexane,0.0010719294838598,0.001094274795899,0.0011172326702,0.001140831287585,0.0011651005417692,0.0011900721722871,0.0012157799099749,0.0012422596364163,0.0012695495589398,0.0012976904029681,0.0013267256237599,0.9999955653983846,11,
CCCC(=O)CC,3-hexanone,0.0010162551572891,0.0010448107383695,0.0010741597559768,0.0011043440581965,0.0011354082649294,0.0011674000072356,0.0012003701917065,0.0012343732929835,0.0012694676779869,0.0013057159659513,0.0013431854289721,0.9999989980479562,11,
CCCCCC=O,hexanal,0.0009652371997322,0.000993813959816,0.0010231559793809,0.0010533039086454,0.0010843010485204,0.0011161935781088,0.001149030805753,0.0011828654465375,0.0012177539295662,0.0012537567388253,0.0012909387920013,0.9999989029047816,11,
CCCCC(C)=O,2-hexanone,0.0009854144555697,0.0010173069794596,0.0010500810222258,0.0010837864209913,0.0011184764200838,0.0011542079800902,0.0011910421206489,0.0012290443013812,0.0012682848460286,0.0013088394156461,0.0013507895376253,0.9999998850945268,11,
CC(=O)C(C)(C)C,"3,3-dimethyl-2-butanone",0.0011132349702708,0.0011380853254429,0.0011636488813633,0.0011899603111011,0.0012170565098865,0.0012449767772661,0.0012737630174455,0.0013034599599727,0.0013341154032159,0.0013657804834294,0.0013985099726046,0.999996726961956,11,
CC1COC(=O)O1,"1,2-propanediyl carbonate",0.000866498630858,0.000869504297288,0.0008725227962977,0.0008755540485086,0.0008785979681498,0.0008816544628133,0.0008847234332002,0.0008878047728582,0.0008908983679103,0.000894004096774,0.0008971218298705,0.9999995539623014,11,
CCCCC(=O)O,pentanoic acid,0.0009134207342596,0.000925111891698,0.0009370517872471,0.0009492486555072,0.0009617110972851,0.000974448100191,0.0009874690606399,0.0010007838073734,0.0010144026266234,0.0010283362890543,0.0010425960786318,0.9999982297186056,11,
CC(C)OC(C)C,bis(1-methylethyl) ether,0.0013276564321796,0.0013765382023728,0.0014272148281252,0.0014798116282278,0.0015344649986691,0.0015913236946343,0.0016505502933944,0.0017123228686473,0.0017768369129227,0.001844307552079,0.0019149721050876,0.9999870732304782,11,
CCCOCCC,dipropyl ether,0.0011673438746533,0.001201547062247,0.0012368291167149,0.001273252258209,0.0013108833073766,0.0013497941262709,0.0013900621106899,0.0014317707410914,0.0014750102003899,0.0015198780683145,0.0015664801036423,0.9999858199630508,11,
CC(O)C(C)(C)C,"3,3-dimethyl-2-butanol",0.0009229431788356,0.0009653587547048,0.00100892955334,0.0010537352045626,0.0010998611926814,0.0011473994668174,0.00119644912559,0.0012471171871703,0.0012995194575961,0.001353781512501,0.0014100398101287,0.9999991193073364,11,
CCCCCCO,1-hexanol,0.0008273539020898,0.0008488940919895,0.0008709279599009,0.0008934782140578,0.000916568831809,0.0009402251531088,0.0009644739822781,0.0009893436989073,0.0010148643788777,0.0010410679265995,0.0010679882197021,0.9999946647537912,11,
CCOC(=O)OC,ethyl methyl carbonate,0.0011235094717196,0.0011585653614523,0.0011947029765072,0.0012319858015715,0.0012704820102428,0.0013102649173041,0.0013514134839469,0.0013940128833378,0.0014381551351252,0.0014839398189134,0.0015314748784297,0.99999874472521,11,
C=Cc1ccccc1,styrene,0.0010956451174723,0.0010628961016361,0.0010289641326876,0.0009938578997908,0.000957589698872,0.0009201755623915,0.0008816353708058,0.0008419929433222,0.0008012761056355,0.0007595167324669,0.0007167507629115,0.9999886681139152,11,
C1=C\C=C/C=C\C=C/1,"1,3,5,7-cyclooctatetraene",0.0010014583171434,0.0010069402002378,0.0010124865549532,0.0010180985787765,0.0010237774999014,0.0010295245782362,0.0010353411064514,0.0010412284110696,0.0010471878536,0.0010532208317185,0.0010593287804974,0.9999950842337908,11,
O=Cc1ccccc1,benzaldehyde,0.0008252895892471,0.0008397376637245,0.0008544943849589,0.0008695710975473,0.0008849796893787,0.0009007326248639,0.0009168429806268,0.0009333244838754,0.0009501915536885,0.0009674593454809,0.0009851437989367,0.9999998153997144,11,
CCc1ccccc1,ethylbenzene,0.0009539704544795,0.0009708409959647,0.0009881172898233,0.0010058154786892,0.0010239525556062,0.0010425464210375,0.0010616159445178,0.0010811810313974,0.001101262695174,0.0011218831359674,0.0011430658257528,0.9999978358423108,11,
Cc1cccc(C)c1,"1,3-dimethylbenzene",0.0009492124744767,0.0009635915576918,0.0009783016109389,0.000993354783478,0.0010087638210216,0.0010245421028534,0.0010407036817549,0.0010572633269868,0.0010742365706056,0.0010916397574184,0.0011094900989149,0.9999885236235984,11,
Cc1ccccc1C,"1,2-dimethylbenzene",0.0009153888930629,0.0009312474598051,0.0009474734386078,0.0009640809868592,0.0009810849825298,0.0009985010708507,0.0010163457146631,0.001034636248782,0.0010533909387503,0.0010726290444048,0.0010923708887194,0.9999973846340916,11,
OCc1ccccc1,benzyl alcohol,0.0006819774466035,0.000697779782144,0.000713882082319,0.0007302961973612,0.0007470345327309,0.0007641100836916,0.0007815364724523,0.000799327988104,0.0008174996295995,0.0008360671520528,0.0008550471166622,0.9999999330560913,11,
Cc1cccc(O)c1,3-methylphenol,0.0007412197832361,0.0007530475179319,0.0007651023168672,0.0007773917127236,0.0007899235626359,0.0008027060660338,0.0008157477836702,0.0008290576579293,0.0008426450345176,0.0008565196856471,0.0008706918348336,0.9999998441615686,11,
C1=CC2CCC1CC2,bicyclo[2.2.2]oct-2-ene,0.0006656063717624,0.0007004696108791,0.0007360385673412,0.0007723614302363,0.0008094892315571,0.000847476115051,0.000886379632557,0.0009262610713777,0.0009671858167515,0.0010092237540934,0.0010524497163855,0.9999991505410256,11,
C[C@@H]1CC2CCC1C2,exo-2-methylbicyclo[2.2.1]heptane,0.0009654150696566,0.000990832543681,0.0010169182076813,0.0010437052161474,0.0010712287919722,0.0010995263943695,0.0011286379032886,0.0011586058222538,0.0011894755018158,0.0012212953861071,0.0012541172853418,0.9999991706150572,11,
CC1CC2CCC1C2,endo-2-methylbicyclo[2.2.1]heptane,0.0009512323951166,0.0009797114714461,0.0010089446411074,0.0010389719694528,0.0010698361186764,0.0011015825699487,0.0011342598684386,0.0011679198940359,0.0012026181609858,0.0012384141501196,0.0012753716779035,0.9999996531467092,11,
O=C1CCC(=O)CC1,"1,4-cyclohexanedione",0.0006763274821588,0.0006960777772469,0.0007162107830032,0.0007367439424343,0.0007576955760507,0.0007790849428235,0.0008009323061046,0.0008232590049954,0.0008460875317036,0.0008694416154912,0.0008933463138847,0.9999999582151972,11,
