SMILES,name,cpsat_0C_J_K_mol,cpsat_10C_J_K_mol,cpsat_20C_J_K_mol,cpsat_30C_J_K_mol,cpsat_40C_J_K_mol,cpsat_50C_J_K_mol,cpsat_60C_J_K_mol,cpsat_70C_J_K_mol,cpsat_80C_J_K_mol,cpsat_90C_J_K_mol,cpsat_100C_J_K_mol,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CC1=CC2CCC1CC2,2-methylbicyclo[2.2.2]oct-2-ene,190.523,195.24747,199.99176999999997,204.755755,209.53811,214.33652,219.149245,223.97571,228.81349,233.662325,238.52,2.497685185185185,2.497685185185185,0.9675925925925924,0.9675925925925924,0.4332734887415893,40.77777777777778,122.211,108.09899999999998,122.109550448,50,0,-0.0205477622981948,-0.0822122203021132,0.0822122203021132,0.0205477622981948,1.2222222222222223,1.8888888888888888,2.111111111111111,14.308004400577676,9.720539796900894,2.253544276954927,-2.334240100257936,2.393629707312423,-2.1968024962368604,5.125991331070294,0.312119971565514,1.895164458203208,2.254977871677917,136.11730005192325,6.267584713501616,6.060477932315068,6.060477932315068,4.360173345306137,4.043676764378412,4.043676764378412,3.522387221346732,3.522387221346732,2.914382904975705,2.914382904975705,2.2490726670819567,2.2490726670819567,-0.26,181.935787987508,5.519191209643755,1.862461432848344,0.8103217844119432,56.95752260375969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.649124636903148,44.442835783717456,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,32.60702369139466,0.0,11.649124636903148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,32.60702369139466,11.649124636903148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,25.68328649170404,5.5731045300692665,0.0,12.999757306524504,0.0,0.0,0.0,0.0,0.0,1.678240740740741,1.9490740740740735,0.0,8.404444444444445,2.301574074074074,0.0,0.7777777777777778,9,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1.1421423076085655,3,2.752700000000001,39.205000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C(C)C2CCC1C2,"2,3-dimethylbicyclo[2.2.1]hept-2-ene",169.161,174.519305,179.85937499999997,185.17776,190.475145,195.75121499999997,201.005285,206.237985,211.45037,216.64207,221.816,2.318611111111111,2.318611111111111,0.9953703703703702,0.9953703703703702,0.4332734887415893,40.666666666666664,122.21099999999998,108.09899999999998,122.109550448,50,0,-0.019740707252751,-0.0709914926897736,0.0709914926897736,0.019740707252751,1.0,1.4444444444444444,1.6666666666666667,14.389387665615535,9.941833324921914,2.3372642368429433,-2.116909378649442,2.472357685359984,-1.9643765466924985,5.250756516783252,0.6481904818481767,2.370797855263671,2.359826200374198,146.8771237954945,6.430721420318147,6.276020881938894,6.276020881938894,4.287693700234704,3.9603434310450782,3.9603434310450782,3.5729247834869327,3.5729247834869327,3.279379024773927,3.279379024773927,2.4120311927658733,2.4120311927658733,-0.26,220.4842005395214,5.519191209643755,1.61832516215027,0.592853299658071,56.95752260375969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.146209060138531,44.94575136048206,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,33.10993926815928,0.0,11.146209060138531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,33.10993926815928,11.146209060138531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,19.26246486877803,11.146209060138531,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,3.428240740740741,1.9907407407407405,0.0,4.443796296296297,4.637222222222222,0.0,0.7777777777777778,9,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,2,0.9924273343650084,2,2.752700000000001,39.205000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC=CC1=CCCCC1,(1-propenyl)cyclohexene,262.045,264.87676,267.81919,270.88173,274.058065,277.34214000000003,280.72964,284.21524999999997,287.79422999999997,291.46363499999995,295.21,2.3506944444444446,2.3506944444444446,1.2913425925925923,1.2913425925925923,0.501106461700117,20.333333333333332,122.211,108.09899999999998,122.109550448,50,0,-0.0282039868752135,-0.0873983923194495,0.0873983923194495,0.0282039868752135,1.4444444444444444,2.3333333333333335,2.888888888888889,14.033057881517037,9.994688567708604,1.9725595420241333,-2.0660870806518026,2.1707542352461857,-1.8676918182120203,5.187930129979641,0.711706274477787,1.9100860088599136,2.4625654291481953,128.97373660251154,6.52709773749546,6.060477932315068,6.060477932315068,4.431851652578137,3.7498355527697216,3.7498355527697216,2.5248210181438213,2.5248210181438213,1.7068450816453145,1.7068450816453145,1.228432153850575,1.228432153850575,-0.52,145.16653667335342,6.5979245283018875,3.494901458099664,2.045220558242527,57.27375072510467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80116485057091,32.60702369139466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,0.0,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.256391021773304,0.0,0.0,25.151797520192265,0.0,0.0,0.0,0.0,0.0,1.5312500000000002,0.0,0.0,12.0566014739229,2.078815192743764,0.0,0.5555555555555556,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5621217838215338,1,3.0629000000000017,41.36500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=C=CC1CCCCC1,"1,2-propadienylcyclohexane",236.052,239.59185,243.20831,246.907195,250.68382,254.5345,258.456235,262.445395,266.49824,270.613455,274.782,3.57422335600907,3.57422335600907,0.802083333333333,0.802083333333333,0.4689866520197685,20.88888888888889,122.211,108.09899999999998,122.109550448,50,0,-0.0157662205180169,-0.1327766537778466,0.1327766537778466,0.0157662205180169,1.2222222222222223,1.8888888888888888,2.4444444444444446,14.133700815285286,9.89373475380684,2.081729567632149,-2.158586430469635,2.2328320157232517,-2.011444658380785,4.854020671828304,0.4195521430640143,1.9100860088599136,2.3077431618204156,112.0,6.52709773749546,5.897341225498536,5.897341225498536,4.431851652578137,3.792058439449146,3.792058439449146,2.768880908253889,2.768880908253889,2.0033833048543332,2.0033833048543332,1.467500125512518,1.467500125512518,-0.48,145.16653667335342,6.6373708920187795,3.527273497634347,2.0704489005190188,57.27375072510469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.731218590741754,25.841400552376527,24.835569398847294,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,32.10410811463005,0.0,18.386174381174133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,32.10410811463005,18.386174381174133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,32.10410811463005,0.0,0.0,18.386174381174133,0.0,0.0,0.0,0.0,0.0,2.8624074074074075,0.802083333333333,0.0,9.094619236583522,3.57422335600907,0.0,0.6666666666666666,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2.6013136045986096,1,2.9078000000000017,40.28500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CC(C)CC(C)=C1,"1,3,5-trimethyl-1,3-cyclohexadiene",220.104,224.281685,228.49171,232.73579,237.011555,241.317375,245.650565,250.00944,254.393,258.79992999999996,263.227,2.326388888888889,2.326388888888889,0.7592592592592592,0.7592592592592592,0.4631362704549981,27.22222222222222,122.211,108.09899999999998,122.109550448,50,0,-0.0218968661072503,-0.0784385097579259,0.0784385097579259,0.0218968661072503,1.4444444444444444,2.111111111111111,2.5555555555555554,14.09511169393039,9.933251439122142,2.036695322262903,-2.125685443833317,2.2032257937217214,-1.9644826583152712,5.254926645535393,0.6998377204928949,1.5880914479405832,2.737901718180429,160.87712379549453,6.8533711511285205,6.439157588755425,6.439157588755425,4.1815405503520555,3.5385106873645356,3.5385106873645356,3.082781869665028,3.082781869665028,1.6654305997995202,1.6654305997995202,1.5112742018205754,1.5112742018205754,-0.52,85.7569381887915,6.5979245283018875,2.3832402967135695,1.7044290934696311,57.27375072510467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.22198647349692,26.18620206846865,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,27.19203322199788,0.0,23.298249273806295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,27.19203322199788,23.298249273806295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,17.56703068306454,0.0,0.0,32.923251812739636,0.0,0.0,0.0,0.0,0.0,2.938657407407408,0.7592592592592592,0.0,5.837638888888889,6.631111111111112,0.0,0.5555555555555556,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.747159956724881,1,2.918800000000002,41.29500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=C1C=C(C)CC(C)C1,"1,5-dimethyl-3-methylenecyclohexene",221.516,225.74112,230.00109,234.298745,238.63214,242.99822,247.39567,251.822805,256.27831,260.76113000000004,265.269,3.9386111111111113,3.9386111111111113,0.8217592592592591,0.8217592592592591,0.4631362704549981,28.0,122.21099999999998,108.09899999999998,122.109550448,50,0,-0.0255839833084807,-0.0958230464910529,0.0958230464910529,0.0255839833084807,1.5555555555555556,2.2222222222222223,2.6666666666666665,14.142166519902306,9.885979054650774,2.085914930148993,-2.170652343093729,2.2485430175987817,-2.0129640305151373,5.232803418033931,0.5602903192072382,1.5880914479405832,2.671296895691769,151.42124551085624,6.8533711511285205,6.276020881938894,6.276020881938894,4.1815405503520555,3.5318572910867987,3.5318572910867987,3.16235853416769,3.16235853416769,1.7316111831288334,1.7316111831288334,1.5357119058806918,1.5357119058806918,-0.52,85.7569381887915,6.5979245283018875,2.3832402967135695,1.7044290934696311,57.27375072510467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.724902050261537,25.683286491704035,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,26.689117645233267,0.0,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,26.689117645233267,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,23.98785230599055,0.0,0.0,26.502430189813627,0.0,0.0,0.0,0.0,0.0,2.782407407407408,0.8217592592592591,0.0,4.663055555555556,8.399444444444445,0.0,0.5555555555555556,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.747159956724881,1,2.918800000000002,41.29500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC=CC1=CCCC1,1-(1-butenyl)cyclopentene,239.6,243.098935,246.67408,250.33065,254.064275,257.87163999999996,261.748745,265.69221999999996,269.69975,273.76865,277.891,2.339444444444444,2.339444444444444,1.1640277777777777,1.1640277777777777,0.527715068852329,19.0,122.211,108.09899999999998,122.109550448,50,0,-0.0279195951507532,-0.0845484042088502,0.0845484042088502,0.0279195951507532,1.6666666666666667,2.5555555555555554,3.111111111111111,14.037876918083422,10.193796911210404,1.977855765891295,-1.8692043048859344,2.176312441110616,-1.6662908638924758,5.209175024282471,0.9154025359285876,2.3433783486149493,2.3392275336717914,128.97373660251154,6.52709773749546,6.060477932315068,6.060477932315068,4.431851652578137,3.7878403552305064,3.7878403552305064,2.481884845076593,2.481884845076593,1.6437318055719214,1.6437318055719214,1.116306329381507,1.116306329381507,-0.52,187.47026788919595,6.5979245283018875,3.494901458099664,2.045220558242527,57.27375072510467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.72490205026153,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,0.0,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,24.835569398847294,0.0,0.0,25.151797520192265,0.0,0.0,0.0,0.0,0.0,1.53875,0.0,0.0,11.95528628117914,2.1726303854875284,0.0,0.5555555555555556,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.5621217838215338,1,3.0629000000000017,41.36500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=C(C)C1=CCCCC1,1-(1-methylethenyl)cyclohexene,220.45,224.73764999999997,229.059305,233.417015,237.80778,242.22923,246.679735,251.156925,255.659485,260.18573,264.732,3.910509259259259,3.910509259259259,1.2589814814814817,1.2589814814814817,0.501106461700117,19.0,122.21099999999998,108.09899999999998,122.109550448,50,0,-0.0279514878402852,-0.0958497869154925,0.0958497869154925,0.0279514878402852,1.5555555555555556,2.3333333333333335,2.6666666666666665,14.074619214288184,9.953526841590795,2.0148959921553873,-2.1064336260959804,2.213017768863983,-1.908142669132846,5.264630035222226,0.7061441546839229,1.9003726279897948,2.5651030326084734,140.11730005192325,6.69023444431199,6.112884175122364,6.112884175122364,4.304530452640311,3.6540302062452232,3.6540302062452232,2.755474554729177,2.755474554729177,1.8391519502467624,1.8391519502467624,1.2257621929712783,1.2257621929712783,-0.52,129.22533870330605,6.5979245283018875,2.8597564244507896,1.7044290934696311,57.27375072510469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.228060320501644,38.18012822146393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,0.0,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.82949555184257,0.0,0.0,19.578692990123,0.0,0.0,0.0,0.0,0.0,2.7462500000000003,0.0,0.0,7.582175925925926,6.004907407407407,0.0,0.5555555555555556,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0964952286503076,1,3.0629000000000017,41.36500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CCC(C(C)C)=C1,"1-(1-methylethyl)-3-methyl-1,3-cyclopentadiene",221.378,225.786875,230.219435,234.675995,239.155295,243.65428,248.17195,252.707305,257.25966,261.829015,266.413,2.2962962962962963,2.2962962962962963,0.7349074074074072,0.7349074074074072,0.5013336779046087,18.22222222222222,122.21099999999998,108.09899999999998,122.109550448,50,0,-0.0127301889406918,-0.0775126201036963,0.0775126201036963,0.0127301889406918,1.4444444444444444,2.111111111111111,2.3333333333333335,14.11024266284284,10.031316467312736,2.051620410183869,-2.0241646392150816,2.224452604071383,-1.8801643774351904,5.311327644797129,0.7530257508972424,2.1392775377970388,2.6024638316130737,158.87712379549447,6.8533711511285205,6.439157588755425,6.439157588755425,4.198377302757663,3.5712027578156404,3.5712027578156404,3.026218289127343,3.026218289127343,1.8143875388184068,1.8143875388184068,1.0914923186531902,1.0914923186531902,-0.52,130.49592980561937,6.5979245283018875,2.3832402967135695,1.4422267422748196,57.273750725104655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.14572367318755,19.262464868778025,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,27.19203322199788,0.0,23.298249273806295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,27.19203322199788,23.298249273806295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,11.993926152995275,5.5731045300692665,0.0,32.923251812739636,0.0,0.0,0.0,0.0,0.0,3.005740740740741,0.7349074074074072,0.0,5.767361111111111,6.658657407407407,0.0,0.5555555555555556,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.747159956724881,1,2.918800000000002,41.29500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCC1=CCCCC1,1-(2-propenyl)cyclohexene,214.588,218.90184,223.24981,227.634205,232.0516,236.500735,240.978555,245.48343,250.01361999999995,254.568865,259.145,3.713945578231293,3.713945578231293,1.1111111111111112,1.1111111111111112,0.4936565284616994,18.88888888888889,122.21099999999998,108.09899999999998,122.109550448,50,0,-0.0141511503831602,-0.102760583818236,0.102760583818236,0.0141511503831602,1.5555555555555556,2.4444444444444446,3.0,14.053810231891871,9.974114961622313,1.9919232673058416,-2.088147775722456,2.190937959222695,-1.888803260160646,5.077220789607674,0.6913785944977704,1.9100860088599136,2.3629365903942836,120.0,6.52709773749546,5.897341225498536,5.897341225498536,4.431851652578137,3.7205267871729495,3.7205267871729495,2.600953631303899,2.600953631303899,1.7915540698074015,1.7915540698074015,1.275438742275833,1.275438742275833,-0.52,145.16653667335342,6.5979245283018875,3.494901458099664,2.045220558242527,57.27375072510469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,17.72514474373703,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,24.304080427335524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,24.304080427335524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,25.68328649170404,5.5731045300692665,6.076020106833881,12.654955790432378,0.0,0.0,0.0,0.0,0.0,1.5937500000000002,0.0,0.0,10.858971088435377,3.713945578231293,0.0,0.5555555555555556,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.5621217838215338,1,3.0629000000000017,41.36500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=C(C)C1=C(C)CCC1,1-methyl-2-(1-methylethenyl)cyclopentene,224.866,229.043315,233.256285,237.506625,241.792335,246.110785,250.45955,254.838055,259.24356,263.67575,268.131,3.9296759259259257,3.9296759259259257,1.2650462962962965,1.2650462962962965,0.501106461700117,18.88888888888889,122.21099999999998,108.09899999999998,122.109550448,50,0,-0.0273963022751843,-0.0958400375978135,0.0958400375978135,0.0273963022751843,1.4444444444444444,2.111111111111111,2.3333333333333335,14.149484241461044,10.070939402707335,2.09160605592901,-1.9907100664270352,2.288437748669778,-1.7877891490212854,5.332606091388724,0.8950066342131237,2.131502972837911,2.7763949017455443,160.87712379549453,6.8533711511285205,6.328427124746192,6.328427124746192,4.21521405516327,3.560660171779821,3.560660171779821,2.8927669529663684,2.8927669529663684,2.008883476483184,2.008883476483184,1.4722718241315025,1.4722718241315025,-0.52,132.15318431595048,6.5979245283018875,2.3832402967135695,1.2361834655583832,57.27375072510469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.72514474373703,38.68304379822854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,0.0,23.298249273806295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,23.298249273806295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.408673928916564,5.5731045300692665,0.0,20.426410082979743,0.0,0.0,0.0,0.0,0.0,4.349537037037037,0.0,0.0,3.900185185185185,8.250277777777777,0.0,0.5555555555555556,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.747159956724881,1,3.0629000000000017,41.36500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
