SMILES,name,cpsat_0C_J_K_mol,cpsat_10C_J_K_mol,cpsat_20C_J_K_mol,cpsat_30C_J_K_mol,cpsat_40C_J_K_mol,cpsat_50C_J_K_mol,cpsat_60C_J_K_mol,cpsat_70C_J_K_mol,cpsat_80C_J_K_mol,cpsat_90C_J_K_mol,cpsat_100C_J_K_mol,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCC(C)CC(C)(CC)C(C)(C)C,"3-ethyl-2,2,3,5-tetramethylheptane",363.343,371.406065,379.44919,387.467315,395.45980999999995,403.42436,411.35828,419.2602,427.129175,434.96315,442.766,2.443611111111111,2.443611111111111,0.4356944444444444,0.4356944444444444,0.5835972474491387,19.615384615384617,184.367,156.14299999999997,184.219100896,80,0,-0.0277286000003557,-0.0651279484262005,0.0651279484262005,0.0277286000003557,1.0,1.4615384615384617,1.6923076923076923,14.40800207861362,9.62157843550942,2.356713681214888,-2.4297651291376994,2.4567661581118014,-2.332960315797339,4.858643360514256,0.0713826857444282,2.01622565291596,4.461548876423604,140.60752504759628,10.698670612749268,10.698670612749268,10.698670612749268,5.765167193676995,5.765167193676994,5.765167193676994,5.881757713591428,5.881757713591428,4.086899180403051,4.086899180403051,1.8942836470400004,1.8942836470400004,0.0,391.1477766656962,13.0,4.481481481481482,3.3240997229916895,85.11855640058883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.30780364368637,23.16870860788096,0.0,0.0,0.0,0.0,0.0,0.0,16.747886984954953,67.72862526661238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.747886984954953,67.72862526661238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.829980938793556,5.917906046161393,19.26246486877803,0.0,0.0,48.46616039783436,0.0,0.0,0.0,0.0,0.0,0.9381018518518518,0.8649768518518517,0.0,3.968263888888889,16.56199074074074,0.0,1.0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,2,4.481481481481482,0,4.885000000000005,61.92500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(CC)CC(C)CC(C)(C)C,"3-ethyl-5,7,7-trimethyloctane",363.932,371.895455,379.848045,387.78569,395.70602,403.607405,411.48716,419.343915,427.17641,434.98222,442.765,2.4063194444444447,2.4063194444444447,0.5054062736205593,0.5054062736205593,0.5707156015384265,15.0,184.367,156.14299999999997,184.219100896,80,0,-0.0380079355268665,-0.0651181813590154,0.0651181813590154,0.0380079355268665,1.0,1.4615384615384617,1.7692307692307692,14.226628967223473,9.804283183860305,2.168860620676159,-2.2534896286358737,2.2909471552148246,-2.134226111244671,4.68488931040429,0.2618194540999065,1.9637000180673057,3.7855530419287513,114.49022499567306,10.483127663125442,10.483127663125442,10.483127663125442,5.88635867447531,5.88635867447531,5.88635867447531,5.788180277641973,5.788180277641973,2.8512369469999004,2.8512369469999004,2.319762532578343,2.319762532578343,0.0,408.4496037579996,13.0,5.671875,7.100591715976331,85.11855640058883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.38406644399575,30.092445807571583,0.0,0.0,0.0,0.0,0.0,0.0,17.250802561719567,67.22570968984778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.250802561719567,67.22570968984778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,11.835812092322788,25.68328649170404,0.0,0.0,41.54242319814374,0.0,0.0,0.0,0.0,0.0,0.5054062736205593,1.849305555555555,0.0,5.489817176870748,14.072137660619804,0.0,1.0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,5.671875,0,4.885000000000005,61.92500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCC(CC)CC,3-ethylundecane,384.028,390.705965,397.43366,404.212465,411.0376399999999,417.90561,424.811265,431.75203,438.72285,445.720725,452.74,2.324652384101789,2.324652384101789,1.005717723817922,1.005717723817922,0.4334298327340321,11.076923076923077,184.36699999999996,156.14299999999997,184.219100896,80,0,-0.0419531460691787,-0.0653823832227926,0.0653823832227926,0.0419531460691787,0.6923076923076923,1.2307692307692308,1.7692307692307692,14.073848403146329,9.955768202292164,2.012633318453066,-2.105431484916763,2.169274458344422,-1.9559724674251655,4.546710036767031,0.4267564567704159,2.1714270209304423,3.051571154396644,82.03910001730773,9.941311299868556,9.941311299868556,9.941311299868556,6.346065214951232,6.346065214951231,6.346065214951231,4.238964072273347,4.238964072273347,3.12062636466832,3.12062636466832,1.9102662128408057,1.9102662128408057,0.0,773.0280194512375,13.0,10.083333333333334,8.333333333333334,85.11855640058884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55860620540597,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,78.55860620540597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,78.55860620540597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,57.787394606334104,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,1.005717723817922,0.0,12.896369362559838,6.931246246955572,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10.083333333333334,0,5.173200000000005,62.06500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
CCCC(CCC)(CCC)CCC,"4,4-dipropylheptane",348.18,355.99940999999995,363.810575,371.611795,379.40007,387.173345,394.9303599999999,402.668375,410.386445,418.082515,425.758,2.3290972222222224,2.3290972222222224,0.7013888888888888,0.7013888888888888,0.4877618822521676,12.0,184.36699999999996,156.14299999999997,184.219100896,80,0,-0.0297861112762626,-0.0653620487948214,0.0653620487948214,0.0297861112762626,0.5384615384615384,0.7692307692307693,0.9230769230769232,14.30526089049288,9.724169184087184,2.251393145260862,-2.329742197345591,2.3881365559010166,-2.1965517535840817,4.772455539043242,0.1904431199705354,2.0579401776765396,4.1856116450973095,75.09616281328597,10.15685424949238,10.15685424949238,10.15685424949238,6.242640687119286,6.242640687119284,6.242640687119284,4.499999999999999,4.499999999999999,3.121320343559643,3.121320343559643,2.871320343559642,2.871320343559642,0.0,611.2082327699322,13.0,7.408163265306122,4.6875,85.11855640058884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.378235290466534,31.098276961100815,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,79.06152178217057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,79.06152178217057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,0.0,51.36657298340809,0.0,0.0,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.7013888888888888,0.0,0.0,11.23222222222222,9.31638888888889,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7.408163265306121,0,5.173200000000005,62.06500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCC(C)C,2-methyldodecane,392.786,398.83173,405.023185,411.36786,417.853755,424.468555,431.19989,438.03676,444.968165,451.98279,459.062,2.3206827636548955,2.3206827636548955,0.9028624029322982,0.9028624029322982,0.4334298327340321,11.076923076923077,184.367,156.14299999999997,184.219100896,80,0,-0.0471325761511882,-0.0653823832227926,0.0653823832227926,0.0471325761511882,0.6923076923076923,1.1538461538461535,1.6153846153846154,14.001992321264645,10.029129407635796,1.93820796180313,-2.0346370093687836,2.116565094564938,-1.8670575555891549,4.483944409131824,0.5083647234430276,2.0907917048139995,2.8354061560854147,84.03910001730776,9.941311299868556,9.941311299868556,9.941311299868556,6.270055610029663,6.2700556100296625,6.2700556100296625,4.6573957188650805,4.6573957188650805,2.635027805014831,2.635027805014831,1.6864693342444532,1.6864693342444532,0.0,673.2349289501078,13.0,10.083333333333334,12.0,85.11855640058884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55860620540597,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,78.55860620540597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,78.55860620540597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,57.787394606334104,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,0.9028624029322982,0.0,13.008711895634692,6.921759034766339,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10.083333333333334,0,5.173200000000005,62.06500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
CC(=O)Oc1cccc2ccccc12,1-naphthyl acetate,277.023,281.67422999999997,286.31024499999995,290.92726,295.52496,300.10203,304.65678499999996,309.188855,313.69798,318.18242,322.645,10.834617819349962,10.834617819349962,0.2904138321995464,-0.2904138321995464,0.5053043900028521,10.071428571428571,186.21,176.12999999999997,186.06807956,70,0,0.3075452488034567,-0.4260649918527681,0.4260649918527681,0.3075452488034567,1.0714285714285714,1.7857142857142858,2.5714285714285716,16.53492095070407,10.112048175767182,2.0195020061705895,-2.0428837089515697,2.2442391974285507,-2.0091741362413154,5.895573017576698,-0.1313064200177626,2.1752485030063027,2.58753091711869,469.210353193355,9.966255326250886,7.857948465255109,7.857948465255109,6.770856947829096,4.433739640741714,4.433739640741714,3.070928338236878,3.070928338236878,2.003317721753847,2.003317721753847,1.439536533869373,1.439536533869373,-1.8299999999999996,1975.1256407297228,8.754379606904395,3.4993326132542006,1.5929698524109852,82.11801920957603,4.736862953800049,5.749511833283905,0.0,0.0,0.0,5.969305287951848,4.794537184071822,0.0,0.0,0.0,36.39820241076966,11.452591282926406,12.30996141415542,0.0,9.53140013787187,16.74175371688144,0.0,0.0,0.0,6.923737199690624,0.0,42.46456947923127,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,5.969305287951848,4.794537184071822,0.0,6.923737199690624,42.46456947923127,0.0,10.772448428929591,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951848,5.749511833283905,10.772448428929591,6.923737199690624,6.06636706846161,36.39820241076966,0.0,4.736862953800049,5.088564814814815,0.0,10.834617819349962,2.03837962962963,0.0,0.3305120937263797,13.470055272108844,0.0,1.404537037037037,0.0,0.0833333333333333,14,0,2,0,0,0,0,2,0,2,0,0,2,0,2,0,1,0,0,0,0,0,2.188177576232003,2,2.7651000000000012,55.25700000000003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)Oc1ccc2ccccc2c1,2-naphthyl acetate,276.576,281.285555,285.974995,290.64074999999997,295.282875,299.89968500000003,304.49081,309.05599,313.593485,318.103665,322.589,10.727010896951374,10.727010896951374,0.2914063681027963,-0.2914063681027963,0.5053043900028521,10.071428571428571,186.21,176.12999999999997,186.06807956,70,0,0.3075242869722175,-0.4267101858911996,0.4267101858911996,0.3075242869722175,1.0714285714285714,1.7857142857142858,2.5,16.534646432071376,10.119936197671828,1.9827063972088148,-2.0197058364767004,2.198472542934788,-2.002612630363784,5.840671577751599,-0.1313881197260468,2.1652722250193666,2.4574956097268665,474.46035319335505,9.966255326250886,7.857948465255109,7.857948465255109,6.7540201954234895,4.427756576598006,4.427756576598006,3.1026006394221284,3.1026006394221284,1.9825103136060205,1.9825103136060205,1.3968585264116111,1.3968585264116111,-1.8299999999999996,1920.5964635921785,8.754379606904395,3.4993326132542006,1.7399158245150794,82.11801920957603,4.736862953800049,5.749511833283905,0.0,0.0,0.0,5.969305287951848,4.794537184071822,0.0,0.0,0.0,30.33183534230805,22.90518256585281,6.923737199690624,0.0,9.53140013787187,16.74175371688144,0.0,0.0,0.0,6.923737199690624,0.0,42.46456947923127,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,5.969305287951848,4.794537184071822,0.0,6.923737199690624,42.46456947923127,0.0,10.772448428929591,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951848,5.749511833283905,10.772448428929591,6.923737199690624,6.06636706846161,36.39820241076966,0.0,4.736862953800049,4.983390022675737,0.0,10.727010896951374,2.217270408163266,0.0,0.3022973356009075,13.538691578483244,0.0,1.398006424792139,0.0,0.0833333333333333,14,0,2,0,0,0,0,2,0,2,0,0,2,0,2,0,1,0,0,0,0,0,2.188177576232003,2,2.7651000000000012,55.257000000000026,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)c1ccc2ccccc2c1,methyl 2-naphthoate,279.124,283.784805,288.42456,293.040685,297.631495,302.196305,306.73511499999995,311.247295,315.731475,320.18734,324.617,11.234891817838246,11.234891817838246,0.2955990173847316,-0.2955990173847316,0.639758011089733,10.071428571428571,186.21,176.12999999999997,186.06807956,70,0,0.3373642136668789,-0.4654172623820329,0.4654172623820329,0.3373642136668789,1.0714285714285714,1.7857142857142858,2.5,16.523264387474104,10.077315650700402,2.0406717568354424,-2.0064594534029596,2.1532402098761314,-1.997189042019035,5.947696832755483,0.0600695152557059,2.2711747832197764,2.5643169753144908,474.46035319335505,9.966255326250886,7.857948465255109,7.857948465255109,6.808861750289881,4.381880721829938,4.381880721829938,3.0535114410054596,3.0535114410054596,2.1705632806096253,2.1705632806096253,1.4341430382648386,1.4341430382648386,-1.8299999999999996,2243.920685821139,8.754379606904395,3.4993326132542006,1.4638828519336806,82.11801920957603,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951848,0.0,4.794537184071822,0.0,0.0,30.33183534230805,22.90518256585281,0.0,12.673249032974528,9.53140013787187,16.74175371688144,0.0,0.0,0.0,0.0,7.109797541277533,48.02802097092827,0.0,0.0,0.0,0.0,0.0,0.0,13.07910282922938,4.736862953800049,0.0,10.357988675768818,42.46456947923127,0.0,10.772448428929591,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951848,5.563451491696996,10.772448428929591,7.109797541277533,6.06636706846161,36.39820241076966,4.736862953800049,0.0,4.646236063869992,0.0,11.234891817838246,2.1764380196523057,0.5890740740740743,-0.2955990173847316,13.429193357898717,0.0,0.0,1.386432350718065,0.0833333333333333,14,0,2,0,0,0,0,2,0,2,0,0,2,0,2,0,1,0,0,0,0,0,2.188177576232003,2,2.626400000000001,55.28750000000003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)c1cccc2ccccc12,"1-naphthalenecarboxylic acid, methyl ester",291.259,295.32167999999996,299.39903499999997,303.49213,307.59791,311.714745,315.839635,319.97021,324.105155,328.242155,332.379,11.40518896447468,11.40518896447468,0.29,-0.29,0.639758011089733,10.071428571428571,186.21,176.12999999999997,186.06807956,70,0,0.3379789373779335,-0.4654015599961837,0.4654015599961837,0.3379789373779335,1.0714285714285714,1.7857142857142858,2.5714285714285716,16.52329759742924,10.050996088036811,2.0769443510926946,-2.029336987429312,2.1821337278778796,-2.0090551953122797,6.038354795024684,0.0602782307293489,2.2710512440958848,2.707627967901443,469.210353193355,9.966255326250886,7.857948465255109,7.857948465255109,6.825698502695488,4.387863785973646,4.387863785973646,3.018290630104595,3.018290630104595,2.1949451236585733,2.1949451236585733,1.5133639376062766,1.5133639376062766,-1.8299999999999996,2275.5933465840767,8.754379606904395,3.4993326132542006,1.3498738778925472,82.11801920957603,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951848,0.0,4.794537184071822,0.0,0.0,36.39820241076966,16.838815497391202,0.0,12.673249032974528,9.53140013787187,16.74175371688144,0.0,0.0,0.0,0.0,7.109797541277533,48.02802097092827,0.0,0.0,0.0,0.0,0.0,0.0,13.07910282922938,4.736862953800049,0.0,10.357988675768818,42.46456947923127,0.0,10.772448428929591,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951848,5.563451491696996,10.772448428929591,7.109797541277533,6.06636706846161,36.39820241076966,0.0,4.736862953800049,4.705427059712774,0.0,11.40518896447468,1.9835648148148155,0.6162962962962966,-0.29,13.35322656840514,0.0,0.0,1.392962962962963,0.0833333333333333,14,0,2,0,0,0,0,2,0,2,0,0,2,0,2,0,1,0,0,0,0,0,2.188177576232003,2,2.626400000000001,55.28750000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)C1CCCC1C(=O)OC,"trans-1,2-cyclopentanedicarboxylic acid, dimethyl ester",302.5,306.661685,310.8799,315.157855,319.49155,323.876985,328.31016,332.78739,337.305045,341.85907,346.443,11.214864890400603,11.214864890400603,0.294027777777778,-0.2982407407407403,0.5969667589905004,26.923076923076923,186.207,172.09499999999997,186.089208928,74,0,0.3090309079241441,-0.4687726866817788,0.4687726866817788,0.3090309079241441,1.0,1.3846153846153846,1.6923076923076923,16.531308698380197,9.96375870086194,2.3852602523515323,-2.1380719328578137,2.327330798247907,-2.267220038290249,5.820664012581291,-0.1555795218816547,2.6338605954003493,2.632135185610824,189.660241301476,9.844934982691242,7.909014043794347,7.909014043794347,6.2019072626078,4.360173345306137,4.360173345306137,3.1902092822926895,3.1902092822926895,2.5238268061589504,2.5238268061589504,1.8270310066553537,1.8270310066553537,-1.06,1150.9970801899526,10.023752093802344,4.254156442997501,1.9940635955369816,77.20309144857447,9.473725907600098,0.0,0.0,0.0,0.0,11.938610575903695,9.589074368143644,0.0,0.0,0.0,6.4208216229260096,12.84164324585202,0.0,26.055407174877853,19.06280027574374,11.938610575903695,0.0,0.0,11.835812092322788,19.26246486877803,14.219595082555069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15820565845876,19.06280027574374,11.835812092322788,19.26246486877803,0.0,0.0,0.0,0.0,52.60000000000001,0.0,9.589074368143644,0.0,23.774422668226485,0.0,19.26246486877803,14.219595082555069,0.0,0.0,9.473725907600098,0.0,9.224650415721843,0.0,22.42972978080121,0.0,0.0,-1.184537037037037,0.0,2.3456481481481486,0.0,2.684508692365835,0.7777777777777778,13,0,4,1,0,1,0,0,0,0,2,0,4,0,4,0,2,1,0,1,0,2,3.280200734835302,1,0.7486999999999999,44.86300000000002,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC=COC(=O)C(C)(C)OC(C)=O,propenyl 2-acetoxy-2-methylpropanoate,319.065,323.33035,327.633265,331.975605,336.35363,340.764765,345.204585,349.671145,354.160445,358.669745,363.196,11.208472222222223,11.208472222222223,0.5116406840513978,-1.230810185185185,0.4935677953402129,11.384615384615383,186.20699999999997,172.09499999999997,186.089208928,74,0,0.3542973163132502,-0.44779676291007,0.44779676291007,0.3542973163132502,1.3076923076923077,1.8461538461538465,2.230769230769231,16.599240559005533,10.129915415173034,2.318275848813917,-2.201804668342936,2.1132904527067917,-2.3684519291295714,5.818853701273943,-0.1728997392577471,1.97041064287495,4.263084395549293,227.76920081158968,10.483127663125442,8.287693700234703,8.287693700234703,5.897882694871239,3.9170065890781327,3.9170065890781327,2.978678765077302,2.978678765077302,1.2016277773830226,1.2016277773830226,0.6727357566809836,0.6727357566809836,-1.32,423.6382882181142,11.679999999999998,4.643760960434779,4.299703498512363,77.51931956991945,9.473725907600098,0.0,0.0,5.601050810983688,0.0,11.938610575903695,4.794537184071822,4.794537184071822,0.0,0.0,6.076020106833881,20.771211599071872,6.923737199690624,6.26208044842079,19.06280027574374,11.938610575903695,0.0,0.0,0.0,33.29599960974618,0.0,12.338100555254671,0.0,0.0,0.0,0.0,0.0,0.0,17.539661386887385,19.06280027574374,0.0,27.694948798762496,12.338100555254671,0.0,0.0,0.0,52.6,17.539661386887385,9.589074368143644,0.0,0.0,0.0,0.0,27.03329204749266,12.999757306524504,0.0,4.736862953800049,4.736862953800049,9.409315948601662,0.0,21.798074766943817,0.0,-1.230810185185185,-1.1081221655328788,0.0,2.8148082010582014,5.90006676744772,0.0,0.5555555555555556,13,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,4.172240616759862,0,1.4049,46.75100000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
