SMILES,name,kv_0C_cSt,kv_10C_cSt,kv_20C_cSt,kv_30C_cSt,kv_40C_cSt,kv_50C_cSt,kv_60C_cSt,kv_70C_cSt,kv_80C_cSt,kv_90C_cSt,kv_100C_cSt,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
c1ccc2c(c1)CCCO2,"3,4-dihydro-2H-1-benzopyran",7.105,5.653,4.54,3.706,3.07,2.577,2.19,1.881,1.633,1.43,1.261,5.423425925925926,5.423425925925926,0.8859259259259259,0.8859259259259259,0.5270652878208939,15.6,134.178,124.09799999999996,134.07316494,52,0,0.1219741266263116,-0.4932991100399635,0.4932991100399635,0.1219741266263116,1.2,2.1,3.0,16.478269723838466,10.075949033824214,2.063986831883193,-2.1528322809047076,2.2248613468487988,-2.068248157836853,5.338518995240839,0.2881477853642042,2.0504144813943355,2.414292094177304,204.9248049354078,6.811554787871633,5.83896971078201,5.83896971078201,4.9663264951887856,3.673702939609644,3.673702939609644,2.559737793852801,2.559737793852801,1.8206261536357216,1.8206261536357216,1.295920516287441,1.295920516287441,-0.98,348.57046183703704,5.778562714889581,2.331452780904245,0.8782354898709059,60.63394353866444,4.736862953800049,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,24.471461806010627,0.0,6.606881964512918,4.736862953800049,0.0,0.0,0.0,0.0,12.84164324585202,6.606881964512918,29.828919765543436,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,6.606881964512918,6.4208216229260096,0.0,11.984273114623004,24.26546827384644,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,18.777215420722833,11.984273114623004,0.0,12.13273413692322,12.13273413692322,4.736862953800049,5.423425925925926,0.0,0.0,0.0,1.3553240740740742,1.0775462962962965,8.250648148148148,2.340462962962963,0.8859259259259259,0.0,0.3333333333333333,10,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1.3472446111258898,2,2.0115999999999996,40.25800000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc2c(c1)CCOC2,isochroman,7.066,5.609,4.495,3.663,3.03,2.54,2.156,1.851,1.606,1.406,1.238,5.295925925925926,5.295925925925926,0.8017592592592593,0.8017592592592593,0.525011490622599,16.4,134.17799999999997,124.09799999999996,134.07316494,52,0,0.071919867605849,-0.3764188337974274,0.3764188337974274,0.071919867605849,1.1,1.9,2.7,16.474235194263162,10.041889180292673,2.0563445197190164,-2.1444930505429536,2.1442062511652313,-2.0820654611175726,5.27088922156672,0.1105299523216132,2.0504144813943355,2.414292094177304,204.9248049354078,6.811554787871633,5.83896971078201,5.83896971078201,4.9663264951887856,3.6118073195657994,3.6118073195657994,2.5712961862063035,2.5712961862063035,1.8916890032772151,1.8916890032772151,1.3064465546753026,1.3064465546753026,-0.8200000000000001,348.57046183703704,5.927256649464839,2.4275678189927716,0.9290842019241584,60.63394353866443,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,17.547724606320003,0.0,13.213763929025836,4.736862953800049,0.0,0.0,0.0,0.0,13.027703587438928,6.606881964512918,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,17.764566541238977,0.0,11.126902983393991,24.26546827384644,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,19.634585551951847,11.126902983393991,0.0,0.0,24.26546827384644,4.736862953800049,5.295925925925926,0.0,0.0,0.0,2.8078703703703707,0.0,8.462314814814814,1.079537037037037,1.687685185185185,0.0,0.3333333333333333,10,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1.4388817497151762,2,1.7593,39.802000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCCOC,"2,5,8-trioxanonane",1.634,1.352,1.14,0.981,0.859,0.763,0.686,0.622,0.569,0.525,0.486,5.064444444444444,5.064444444444444,0.6526388888888889,0.6526388888888889,0.4887535185088601,10.0,134.175,120.06299999999996,134.094294308,56,0,0.070097234761051,-0.3822977261723158,0.3822977261723158,0.070097234761051,0.7777777777777778,1.2222222222222223,1.5555555555555556,16.53536634002471,10.70889936124584,1.8394357828842816,-2.001656423199858,1.7509165541171785,-2.060474443087324,4.275772195426759,0.0385200358156192,1.88523483624215,2.595082706793886,41.56763141529687,6.949747468305834,6.053171996137779,6.053171996137779,4.414213562373095,2.9711971193069777,2.9711971193069777,1.597970995349283,1.597970995349283,0.8635900917253425,0.8635900917253425,0.3865798694803903,0.3865798694803903,-0.12,103.68791599331826,8.880000000000003,7.8800000000000034,7.880000000000003,55.90459728833323,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.219595082555069,26.427527858051672,14.210588861400147,0.0,0.0,0.0,0.0,0.0,40.647122940606735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.647122940606735,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,27.69,0.0,0.0,0.0,0.0,26.427527858051672,0.0,0.0,14.219595082555069,0.0,0.0,14.210588861400147,14.576874999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.618202947845805,3.304922052154195,1.0,9,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,7.774933333333339,0,0.2958,34.57099999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCc1ccccc1,butylbenzene,1.676,1.405,1.197,1.039,0.916,0.817,0.736,0.669,0.611,0.562,0.519,2.225138888888889,2.225138888888889,1.2334722222222223,1.2334722222222223,0.595730956091163,9.7,134.22199999999998,120.10999999999996,134.109550448,54,0,-0.0278972951426049,-0.0653710717316953,0.0653710717316953,0.0278972951426049,1.1,1.8,2.4,13.928094568255244,10.1005888271644,1.8687601891678696,-1.9589484955842624,2.025781075883172,-1.8110089866978984,5.138501418975808,0.7949849468755484,2.029573889867405,2.4265223465879537,164.65300142116237,7.234204518682008,6.508071689507773,6.508071689507773,4.931851652578137,3.971343774302781,3.971343774302781,2.5891519502467633,2.5891519502467633,1.6618298825622126,1.6618298825622126,1.0255780783709258,1.0255780783709258,-0.78,251.66716234355823,7.328459869848157,4.1024606217041155,2.218872016802184,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67639416492468,18.405094737549017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,25.32883193723964,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.825916360475023,0.0,0.0,37.255572541998674,0.0,0.0,0.0,0.0,0.0,1.4623611111111112,0.0,10.649555933484503,3.8296107331821614,2.225138888888889,0.0,0.4,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3.006471803379094,1,3.0292000000000012,45.05400000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)(C)c1ccccc1,"(1,1-dimethylethyl)benzene",2.387,1.883,1.533,1.29,1.115,0.983,0.88,0.798,0.73,0.672,0.622,2.224537037037037,2.224537037037037,0.2929166666666665,0.2929166666666665,0.5114006703774442,11.5,134.22199999999998,120.10999999999996,134.109550448,54,0,-0.0131854213368171,-0.0622480450588484,0.0622480450588484,0.0131854213368171,0.9,1.4,1.7,14.15505354920023,9.872663875210767,2.107334848194779,-2.1753269696175033,2.20099629782946,-2.0951078906402816,5.214575082366543,0.5900845483530657,1.8822423779323865,2.9660431785816628,191.02833704135648,7.612884175122366,6.886751345948131,6.886751345948131,4.605171715522539,3.66068360252296,3.66068360252296,3.6160254037844393,3.6160254037844393,1.639814472133079,1.639814472133079,0.9381528525526742,0.9381528525526742,-0.78,165.63732925805002,7.328459869848157,2.4517901863265905,1.598288065805947,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.10304694137992,10.978441961093775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.18620206846865,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,0.0,26.334663090768867,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,0.0,5.563451491696996,0.0,0.0,51.10304694137992,0.0,0.0,0.0,0.0,0.0,1.6910648148148149,0.0,10.55199074074074,0.0,6.673611111111112,0.0,0.4,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7967845989781952,1,2.9841000000000015,45.14200000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc(C)c(C)c1C,"1,2,3,4-tetramethylbenzene",6.727,5.095,3.898,3.042,2.417,1.952,1.6,1.329,1.118,0.951,0.815,2.1782407407407405,2.1782407407407405,1.3917592592592594,1.3917592592592594,0.5114796780810564,10.0,134.222,120.10999999999996,134.109550448,54,0,-0.0392382870805248,-0.0587785419853532,0.0587785419853532,0.0392382870805248,0.7,1.0,1.3,14.027889001207884,10.001153571910727,1.970143839284492,-2.056643955073209,2.1473514194103447,-1.879932521639364,5.3714505493372,1.2167683558099318,1.9321601728882984,3.3421538077705124,219.46037742768317,7.723614639131599,7.1547005383792515,7.1547005383792515,4.625897657686229,3.660683602522959,3.660683602522959,2.9493587371177723,2.9493587371177723,2.3288460352255527,2.3288460352255527,1.0915063509461098,1.0915063509461098,-0.78,171.96225538705855,7.328459869848157,2.4517901863265905,1.0617353254647492,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,49.94875476555048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,0.0,34.386540103711205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,22.253805966787983,12.13273413692322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.253805966787983,0.0,0.0,39.827682935685715,0.0,0.0,0.0,0.0,0.0,5.64462962962963,0.0,4.356481481481481,0.0,8.665555555555555,0.0,0.4,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7967845989781952,1,2.9202800000000018,45.39000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc(C)c(C)c(C)c1,"1,2,3,5-tetramethylbenzene",6.056,4.608,3.54,2.774,2.213,1.794,1.476,1.23,1.038,0.886,0.762,2.224537037037037,2.224537037037037,1.3616666666666668,1.3616666666666668,0.5114796780810564,10.0,134.222,120.10999999999996,134.109550448,54,0,-0.0392479269370357,-0.0561008298883611,0.0561008298883611,0.0392479269370357,0.8,1.2,1.6,14.01303457771745,10.016141825734817,1.954331073589198,-2.0426039923402945,2.1339516518982986,-1.8634615461828383,5.354886623075623,1.2342529657618708,1.8235900040480664,3.310532874722407,223.21037742768317,7.723614639131599,7.154700538379252,7.154700538379252,4.6090609052806215,3.654700538379252,3.654700538379252,3.0237174742355446,3.0237174742355446,2.0713672050459184,2.0713672050459184,1.252189953469069,1.252189953469069,-0.78,153.18156034003758,7.328459869848157,2.4517901863265905,1.2058371566563812,62.891171577083384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.696185628620217,44.38530327385348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,0.0,34.386540103711205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,22.253805966787983,12.13273413692322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.253805966787983,0.0,0.0,39.827682935685715,0.0,0.0,0.0,0.0,0.0,5.584444444444445,0.0,4.449074074074074,0.0,8.633148148148148,0.0,0.4,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7967845989781952,1,2.9202800000000018,45.39000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc(C)c(C)cc1C,"1,2,4,5-tetramethylbenzene",7.601,5.46,3.995,3.016,2.338,1.855,1.502,1.238,1.036,0.879,0.752,2.2407407407407405,2.2407407407407405,1.3917592592592594,1.3917592592592594,0.5114796780810564,10.0,134.22199999999998,120.10999999999996,134.109550448,54,0,-0.0395012279416203,-0.0558560203659383,0.0558560203659383,0.0395012279416203,0.6,0.8,1.0,14.006305784515543,10.022907220393316,1.947062819969153,-2.036368516473245,2.128008952625867,-1.8558521807705688,5.347403194013589,1.2429532674231518,1.841127075121712,3.2824629074535228,196.2103774276832,7.723614639131599,7.154700538379252,7.154700538379252,4.6090609052806215,3.654700538379252,3.654700538379252,3.0207259421636907,3.0207259421636907,2.1100423396407315,2.1100423396407315,1.1048608540998088,1.1048608540998088,-0.78,156.49580138534554,7.328459869848157,2.4517901863265905,1.2058371566563812,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,49.94875476555048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,0.0,34.386540103711205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,22.253805966787983,12.13273413692322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.253805966787983,0.0,0.0,39.827682935685715,0.0,0.0,0.0,0.0,0.0,5.5670370370370375,0.0,4.481481481481481,0.0,8.618148148148148,0.0,0.4,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7967845989781952,1,2.9202800000000018,45.39000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc(C(C)C)cc1,1-(1-methylethyl)-4-methylbenzene,1.265,1.113,0.983,0.875,0.784,0.707,0.641,0.585,0.536,0.494,0.456,2.212962962962963,2.212962962962963,0.6533333333333332,0.6533333333333332,0.5532584920101852,10.4,134.222,120.10999999999996,134.109550448,54,0,-0.0218820530674435,-0.0590419921968874,0.0590419921968874,0.0218820530674435,1.0,1.5,1.9,14.004238595994885,10.024482534992147,1.948374225882318,-2.031653154210885,2.1315276717887657,-1.8486722054148153,5.2281770447006055,0.8658442096896692,1.8845053612018057,2.893762783606678,193.7832245435199,7.560477932315068,6.886751345948129,6.886751345948129,4.698377302757663,3.7647428780199834,3.7647428780199834,3.0653841409022107,3.0653841409022107,1.7440169358562931,1.7440169358562931,0.9513530918323416,0.9513530918323416,-0.78,180.91251467537336,7.328459869848157,2.8694839561664094,1.598288065805947,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67639416492469,18.405094737549017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233264,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,30.892283428936633,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,11.126902983393991,0.0,0.0,45.03667987291831,0.0,0.0,0.0,0.0,0.0,2.7592592592592595,0.6533333333333332,8.712962962962964,0.0,6.541111111111111,0.0,0.4,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.1028898019938658,1,3.1184200000000013,45.26800000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)c1ccccc1,methyl benzoate,3.034,2.318,1.827,1.494,1.257,1.083,0.95,0.846,0.762,0.693,0.635,10.791203703703705,10.791203703703705,0.2911111111111109,-0.2911111111111109,0.546322425537599,8.9,136.14999999999998,128.08599999999998,136.052429496,52,0,0.337341426835443,-0.4654175231959394,0.4654175231959394,0.337341426835443,1.3,1.9,2.4,16.523255021680285,10.213460704055969,2.0003672523006104,-1.9490312776571528,1.9831694841140408,-1.9899272454702743,5.885796167027517,0.0600517955700552,2.0481673906012667,2.8526279288191434,215.9590174505521,7.397341225498538,5.703247926875856,5.703247926875856,4.842535255101096,2.977180183450686,2.977180183450686,1.8576070275816352,1.8576070275816352,1.1948867346934546,1.1948867346934546,0.6920867462383864,0.6920867462383864,-1.31,237.58741730974697,6.805074798619103,3.011779444695785,1.34501586290279,59.43635467784082,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951848,0.0,4.794537184071822,0.0,0.0,18.19910120538483,12.13273413692322,0.0,12.673249032974528,9.53140013787187,5.969305287951848,0.0,0.0,0.0,0.0,7.109797541277533,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,13.07910282922938,4.736862953800049,0.0,10.357988675768818,30.33183534230805,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951848,5.563451491696996,0.0,7.109797541277533,24.26546827384644,6.06636706846161,4.736862953800049,0.0,4.497314814814814,0.0,10.791203703703705,0.0,0.5879629629629632,-0.2911111111111109,8.877592592592592,0.0,0.0,1.3703703703703702,0.125,10,0,2,0,0,0,0,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,2.049538439809832,1,1.4732,37.781500000000015,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc(C)c(O)c1C,"2,3,6-trimethylphenol",17.803,12.67,9.13,6.758,5.123,3.968,3.132,2.516,2.053,1.7,1.419,9.38712962962963,9.38712962962963,0.4305555555555558,0.4305555555555558,0.579935465772167,9.9,136.194,124.09799999999996,136.088815004,54,0,0.1211492160112904,-0.5073968985056001,0.5073968985056001,0.1211492160112904,1.0,1.5,2.0,16.25597274013141,10.059382328014452,2.000094180865857,-2.0395890707757043,2.226634685944144,-1.8305274510682352,5.426099851875463,0.4660746433086805,1.9321601728882984,3.3421538077705124,224.150333363576,7.723614639131599,6.60191413387921,6.60191413387921,4.625897657686229,3.3842904002729384,3.3842904002729384,2.6729655348677515,2.6729655348677515,1.9035666875524109,1.9035666875524109,0.9364485942449596,0.9364485942449596,-0.98,171.96225538705855,7.130864745011085,2.331452780904245,0.9912999200437652,61.32046321488279,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,37.46156607416286,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,20.771211599071872,0.0,28.823088612014207,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,20.771211599071872,16.690354475090988,12.13273413692322,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,0.0,5.749511833283905,16.690354475090988,0.0,0.0,32.903945735995094,0.0,0.0,0.0,0.0,0.0,9.38712962962963,3.0751851851851852,0.4305555555555558,3.9464814814814817,0.0,5.827314814814814,0.0,0.3333333333333333,10,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1.662527444000813,1,2.3174600000000005,42.31780000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CC2C3CCC(C3)C2C1,"tricyclo[5.2.1.0(2,6)]decane",3.091,2.394,1.884,1.519,1.25,1.046,0.89,0.767,0.67,0.59,0.524,1.6203703703703705,1.6203703703703705,1.1921296296296295,1.1921296296296295,0.4801009023768466,57.6,136.238,120.10999999999996,136.125200512,56,0,-0.0354664996024181,-0.0527372153329025,0.0527372153329025,0.0354664996024181,0.7,1.3,1.9,14.535244771487877,9.818666441754274,2.4828612063804485,-2.232462635921521,2.579790222523209,-2.1547260065963627,4.983685766946952,0.2594774302374672,2.5965715511105345,1.9179034519095448,134.11730005192325,6.552041763877789,6.552041763877789,6.552041763877789,4.949489742783178,4.949489742783178,4.949489742783178,4.591824721181545,4.591824721181545,4.349603133275806,4.349603133275806,4.018442912591639,4.018442912591639,0.0,625.7737438176388,5.625,1.7777777777777777,0.5377229080932785,63.00623659681133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,55.77573229927562,0.0,0.0,0.0,0.0,0.0,0.0,23.671624184645573,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.671624184645573,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.671624184645573,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.798611111111111,0.0,9.534722222222223,0.0,0.0,1.0,10,0,0,3,0,3,0,0,0,0,4,2,0,0,0,0,0,3,0,3,0,4,1.0,3,2.832600000000001,41.66200000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
