SMILES,name,kv_0C_cSt,kv_10C_cSt,kv_20C_cSt,kv_30C_cSt,kv_40C_cSt,kv_50C_cSt,kv_60C_cSt,kv_70C_cSt,kv_80C_cSt,kv_90C_cSt,kv_100C_cSt,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCC(CC)CCCC(CC)CC,"nonane, 3,7-diethyl-",3.633,3.231,2.875,2.563,2.289,2.049,1.838,1.651,1.486,1.34,1.209,2.3246934051398336,2.3246934051398336,0.994779856386999,0.994779856386999,0.4961359425726263,11.538461538461538,184.36699999999996,156.14299999999997,184.219100896,80,0,-0.0419529722422615,-0.0651183547702937,0.0651183547702937,0.0419529722422615,0.6153846153846154,0.9230769230769232,1.1538461538461535,14.12001957661504,9.911104725107112,2.0595516127919637,-2.149372358612875,2.207343066258092,-2.005135373018235,4.589358378058807,0.3795815267681958,2.186383385968941,3.4089564597938686,76.2114326716684,10.104448006685086,10.104448006685086,10.104448006685086,6.2779168675293695,6.277916867529369,6.277916867529369,4.295947629207229,4.295947629207229,3.534145948150093,3.534145948150093,2.089048249504735,2.089048249504735,0.0,734.624817685564,13.0,8.591715976331361,6.122448979591836,85.11855640058884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.64070015924457,11.835812092322788,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,72.64070015924457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,72.64070015924457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,44.94575136048208,0.0,0.0,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.0,1.989559712773998,0.0,9.878333333333332,9.298773620559334,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8.591715976331361,0,5.029100000000005,61.99500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(CCCC)CCCC,5-butylnonane,3.57,2.754,2.178,1.776,1.485,1.267,1.099,0.967,0.86,0.773,0.699,2.3022831632653062,2.3022831632653062,1.0415277777777776,1.0415277777777776,0.4633331898529508,11.076923076923077,184.36699999999996,156.14299999999997,184.219100896,80,0,-0.0414290960332403,-0.0653822096214948,0.0653822096214948,0.0414290960332403,0.6153846153846154,0.9230769230769232,1.1538461538461535,14.118693137047345,9.911103910921987,2.058609317386902,-2.1489756284466814,2.2123711071374834,-1.9996955204454283,4.591044596264824,0.3823080812159223,2.167176589420726,3.467990238339422,67.01955000865388,9.941311299868556,9.941311299868556,9.941311299868556,6.346065214951232,6.346065214951231,6.346065214951231,4.292710979348698,4.292710979348698,2.8977774788672046,2.8977774788672046,1.911410541372452,1.911410541372452,0.0,758.5118062972541,13.0,10.083333333333334,8.333333333333334,85.11855640058884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55860620540597,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,78.55860620540597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,78.55860620540597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,57.787394606334104,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,1.0415277777777776,0.0,12.884956065759637,6.906849489795919,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10.083333333333334,0,5.173200000000005,62.06500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
CCCCCCCC(C)CCCC,5-methyldodecane,3.526,2.795,2.265,1.883,1.598,1.378,1.206,1.067,0.953,0.859,0.778,2.4121832482993195,2.4121832482993195,0.9736819727891156,0.9736819727891156,0.4334298327340321,13.153846153846152,184.36699999999996,156.14299999999997,184.219100896,80,0,-0.0442802479865981,-0.0653823832227829,0.0653823832227829,0.0442802479865981,0.6923076923076923,1.2307692307692308,1.8461538461538465,14.060002597414297,9.969994994313126,1.9980946374026516,-2.0918949449523168,2.1583703522369,-1.9381813671949335,4.534396690254713,0.4426951829176513,2.142440704646868,3.025237950700462,86.03910001730775,9.941311299868556,9.941311299868556,9.941311299868556,6.308060412490447,6.3080604124904465,6.3080604124904465,4.450288937678533,4.450288937678533,2.850953631303899,2.850953631303899,1.7932760954786937,1.7932760954786937,0.0,724.1449581706414,13.0,10.083333333333334,9.917355371900827,85.11855640058884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55860620540597,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,78.55860620540597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,78.55860620540597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,57.787394606334104,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,0.9736819727891156,0.0,12.880165084935108,6.97948627560911,0.0,1.0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,1,10.083333333333334,0,5.173200000000005,62.06500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
CCCC(CCC)(CCC)C(C)C,4-(1-methylethyl)-4-propylheptane,3.453,2.828,2.346,1.981,1.698,1.474,1.293,1.145,1.023,0.92,0.832,2.40375,2.40375,0.6510416666666666,0.6510416666666666,0.5203837760984822,12.461538461538462,184.367,156.14299999999997,184.219100896,80,0,-0.0274713950525357,-0.0653618756874619,0.0653618756874619,0.0274713950525357,0.7692307692307693,1.0769230769230769,1.2307692307692308,14.35146224230636,9.677943456642916,2.2990647921219005,-2.3745129105701457,2.4133726642623987,-2.265346037099078,4.808259851770257,0.1334355656586639,2.0488579277796672,4.379356996271699,96.18716785960169,10.319990956308912,10.319990956308912,10.319990956308912,6.125356188313528,6.125356188313528,6.125356188313528,4.767072974075046,4.767072974075046,3.46841774506363,3.46841774506363,2.7346982774564794,2.7346982774564794,0.0,553.1916405005102,13.0,6.453333333333333,3.703703703703704,85.11855640058883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.88115086723114,30.5953613843362,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,73.14361573600917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,73.14361573600917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,5.917906046161393,38.524929737556064,0.0,0.0,34.61868599845312,0.0,0.0,0.0,0.0,0.0,0.6510416666666666,0.8540277777777776,0.0,8.305138888888889,11.773125,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6.453333333333333,0,5.029100000000005,61.99500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(CCC(C)(C)C)CC(C)(C)C,"2,2,4,7,7-pentamethyloctane",3.04,2.492,2.078,1.768,1.53,1.342,1.19,1.066,0.962,0.873,0.797,2.385902777777778,2.385902777777778,0.4973223733938019,0.4973223733938019,0.5858696583497374,15.923076923076923,184.367,156.14299999999997,184.219100896,80,0,-0.0380081076457487,-0.0624894656392828,0.0624894656392828,0.0380081076457487,0.8461538461538461,1.3076923076923077,1.6153846153846154,14.23064292117786,9.80083449490136,2.172663956196237,-2.2571609542494584,2.299249484447402,-2.1336130855031183,4.690947317123298,0.2603886692289691,1.7759901470117212,3.7043053969590822,131.09775004326937,10.698670612749268,10.698670612749268,10.698670612749268,5.6009536313038994,5.6009536313038994,5.6009536313038994,6.969291338908927,6.969291338908927,2.3479709953492836,2.3479709953492836,1.8268595520095716,1.8268595520095716,0.0,268.1745121987699,13.0,4.481481481481482,9.917355371900827,85.11855640058883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88698202076037,29.58953023080697,0.0,0.0,0.0,0.0,0.0,0.0,16.747886984954953,67.72862526661238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.747886984954953,67.72862526661238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.829980938793556,5.917906046161393,19.26246486877803,0.0,0.0,48.46616039783436,0.0,0.0,0.0,0.0,0.0,1.0034178949357522,0.8742824074074071,0.0,4.077476851851852,16.37815617913832,0.0,1.0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,4.481481481481482,0,4.885000000000005,61.92500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCC(C)(C)C,"2,2-dimethylundecane",5.749,4.582,3.686,3.013,2.5,2.102,1.788,1.539,1.338,1.174,1.036,2.3373838655832704,2.3373838655832704,0.5450580672083648,0.5450580672083648,0.4785819387428923,12.0,184.367,156.14299999999997,184.219100896,80,0,-0.0382611213336654,-0.0653823832227926,0.0653823832227926,0.0382611213336654,0.6923076923076923,1.1538461538461535,1.6153846153846154,14.137231910754684,9.891322835526642,2.0778011047219596,-2.168095612019985,2.2203170558100234,-2.0330013283988726,4.6040256098754515,0.3561736034214039,2.0089784589671575,3.000101698596932,97.096162813286,10.15685424949238,10.15685424949238,10.15685424949238,6.060660171779822,6.060660171779821,6.060660171779821,5.431980515339464,5.431980515339464,2.53033008588991,2.53033008588991,1.6124368670764573,1.6124368670764573,0.0,510.280528577658,13.0,7.408163265306122,12.0,85.11855640058884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.64070015924456,11.835812092322788,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,79.06152178217057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,79.06152178217057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,0.0,51.36657298340809,0.0,0.0,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.5450580672083648,0.0,0.0,11.415406470458556,9.28953546233308,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7.408163265306121,0,5.173200000000005,62.06500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
CC(C)C(C)(C)CC(C)(C)C(C)C,"2,3,3,5,5,6-hexamethylheptane",6.882,4.755,3.426,2.605,2.067,1.697,1.431,1.234,1.083,0.964,0.866,2.390671296296296,2.390671296296296,0.4660416666666666,0.4660416666666666,0.5917052518548007,14.307692307692308,184.367,156.14299999999997,184.219100896,80,0,-0.0325983873954555,-0.0622629948784804,0.0622629948784804,0.0325983873954555,0.6923076923076923,0.9230769230769232,1.0769230769230769,14.376504362794655,9.654183378443305,2.323380356224666,-2.3989772618592125,2.421527590653613,-2.303592739189465,4.825377963385784,0.1023706810040415,1.8342237246215756,4.423620942383518,131.42124551085624,10.8618073195658,10.8618073195658,10.8618073195658,5.593858127134677,5.593858127134678,5.593858127134678,6.463340163271352,6.463340163271352,4.0371285841047095,4.0371285841047095,1.5825289272131529,1.5825289272131529,0.0,293.4757959394521,13.0,4.022160664819944,3.703703703703704,85.11855640058882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.38989759752498,29.08661465404235,0.0,0.0,0.0,0.0,0.0,0.0,22.665793031116344,61.81071922045099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.665793031116344,61.81071922045099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.829980938793556,11.835812092322788,6.4208216229260096,0.0,0.0,55.38989759752498,0.0,0.0,0.0,0.0,0.0,0.9320833333333332,1.5380092592592591,0.0,1.3148148148148149,18.881759259259265,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4.022160664819944,0,4.740900000000004,61.85500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(C)(C)CC(C)(C)C(C)C,"2,3,3,5,5-pentamethyloctane",4.037,3.263,2.675,2.235,1.899,1.636,1.427,1.258,1.119,1.003,0.904,2.403402777777778,2.403402777777778,0.4847916666666667,0.4847916666666667,0.5707156015384265,13.846153846153848,184.367,156.14299999999997,184.219100896,80,0,-0.0326082653992972,-0.0653623946805209,0.0653623946805209,0.0326082653992972,1.0,1.4615384615384617,1.7692307692307692,14.351512426260594,9.678946601228931,2.297715014468434,-2.3748793571500837,2.4064172913236304,-2.270172142700307,4.805046817491046,0.1314706234199215,1.827584617170436,4.239926264201193,140.11730005192325,10.698670612749268,10.698670612749268,10.698670612749268,5.711142625940434,5.711142625940434,5.711142625940434,6.2342719916570895,6.2342719916570895,3.4238943779422657,3.4238943779422657,2.202688898244069,2.202688898244069,0.0,316.17213877048545,13.0,4.481481481481482,4.6875,85.11855640058883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88698202076037,29.589530230806965,0.0,0.0,0.0,0.0,0.0,0.0,16.747886984954953,67.72862526661238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.747886984954953,67.72862526661238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.829980938793556,5.917906046161393,19.26246486877803,0.0,0.0,48.46616039783436,0.0,0.0,0.0,0.0,0.0,1.0011805555555555,0.7811399281934994,0.0,3.995864984882842,16.555147864701436,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4.481481481481482,0,4.885000000000005,61.92500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCC(C)C(C)C,"2,3-dimethylundecane",3.857,3.046,2.456,2.032,1.716,1.474,1.284,1.132,1.007,0.904,0.815,2.385624606324011,2.385624606324011,0.870964637398169,0.870964637398169,0.4641155076130906,13.615384615384617,184.367,156.14299999999997,184.219100896,80,0,-0.0419610986082884,-0.0653823832227926,0.0653823832227926,0.0419610986082884,0.7692307692307693,1.3076923076923077,1.8461538461538465,14.10984927650129,9.919278337601437,2.049626266792132,-2.14093214197401,2.1775561824491376,-2.0260831744784955,4.5683036645194,0.3743972821629817,2.1010775336512553,3.0676914178211767,94.21143267166842,10.104448006685086,10.104448006685086,10.104448006685086,6.18073921255262,6.180739212552622,6.180739212552622,4.777742907610186,4.777742907610186,3.151090524544383,3.151090524544383,1.5799762619503397,1.5799762619503397,0.0,632.4243376290278,13.0,8.591715976331361,8.333333333333334,85.11855640058883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.64070015924456,11.835812092322788,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,72.64070015924456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,72.64070015924456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,44.94575136048208,0.0,0.0,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.0,1.7933490278827575,0.0,10.038946785504324,9.334370853279582,0.0,1.0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,8.591715976331361,0,5.029100000000005,61.99500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
CCCCC(C)CC(C)CC(C)C,"2,4,6-trimethyldecane",2.913,2.392,1.992,1.69,1.454,1.267,1.116,0.991,0.886,0.798,0.721,2.409212962962963,2.409212962962963,0.8688658719660702,0.8688658719660702,0.5284912373702694,16.153846153846153,184.36699999999996,156.14299999999997,184.219100896,80,0,-0.0437835195333317,-0.0653822110012097,0.0653822110012097,0.0437835195333317,0.8461538461538461,1.4615384615384617,1.9230769230769231,14.151054056956037,9.879564166051392,2.0913236088765013,-2.1801605260541654,2.2194058648149197,-2.0560695481149778,4.611114356048498,0.338614351607668,1.9846273027914567,3.4622269641046604,104.60593781761293,10.267584713501616,10.267584713501616,10.267584713501616,6.0577493102643665,6.057749310264367,6.057749310264367,5.217823327141549,5.217823327141549,2.7289881176295285,2.7289881176295285,2.2582866108749373,2.2582866108749373,0.0,496.1568256978642,13.0,7.408163265306122,8.333333333333334,85.11855640058883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.88115086723114,30.5953613843362,0.0,0.0,0.0,0.0,0.0,0.0,17.75371813848418,66.72279411308317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75371813848418,66.72279411308317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75371813848418,32.10410811463005,0.0,0.0,34.61868599845312,0.0,0.0,0.0,0.0,0.0,0.0,2.7304919112706805,0.0,7.019887881078357,11.74962020765096,0.0,1.0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,2,7.408163265306121,0,4.885000000000005,61.92500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCCC(C)(CC(C)C)C(C)(C)C,"2,4-dimethyl-4-(1,1-dimethylethyl)heptane",3.352,2.744,2.28,1.932,1.663,1.45,1.279,1.138,1.022,0.924,0.838,2.454861111111111,2.454861111111111,0.4377777777777778,0.4377777777777778,0.5835972474491385,17.53846153846154,184.36699999999996,156.14299999999997,184.219100896,80,0,-0.0274867264274846,-0.0653618731513883,0.0653618731513883,0.0274867264274846,1.0,1.4615384615384617,1.6923076923076923,14.411356792345511,9.61822597205042,2.3602322305471963,-2.4329563926316564,2.461139312422594,-2.3355395257560687,4.862458456192763,0.0684321300695788,1.8226649845429248,4.525122741230736,138.6075250475963,10.698670612749268,10.698670612749268,10.698670612749268,5.7271623912162095,5.7271623912162095,5.7271623912162095,6.158631167129105,6.158631167129105,3.4712089426856254,3.4712089426856254,2.236072556051107,2.236072556051107,0.0,320.78903727955475,13.0,4.481481481481482,3.703703703703704,85.11855640058883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88698202076037,29.589530230806965,0.0,0.0,0.0,0.0,0.0,0.0,16.747886984954953,67.72862526661238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.747886984954953,67.72862526661238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.829980938793556,5.917906046161393,19.26246486877803,0.0,0.0,48.46616039783436,0.0,0.0,0.0,0.0,0.0,0.9476157407407408,0.8155324074074073,0.0,4.013402777777778,16.556782407407407,0.0,1.0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,4.481481481481482,0,4.885000000000005,61.92500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCC(C)CC(C)C,"2,4-dimethylundecane",3.562,2.856,2.333,1.948,1.658,1.431,1.251,1.105,0.985,0.884,0.797,2.4025999149659865,2.4025999149659865,0.8802238966574283,0.8802238966574283,0.4641155076130906,13.615384615384617,184.367,156.14299999999997,184.219100896,80,0,-0.044036850248368,-0.0653823832227829,0.0653823832227829,0.044036850248368,0.8461538461538461,1.4615384615384617,2.0,14.09571251284877,9.934233143788097,2.0347081246689727,-2.1267548488934716,2.1763953896491604,-1.992974821215735,4.561242744777792,0.3977361423653067,2.024597063323872,3.119460068617403,94.21143267166842,10.104448006685086,10.104448006685086,10.104448006685086,6.163902460147014,6.163902460147015,6.163902460147015,4.937609523003315,4.937609523003315,2.6742502635051633,2.6742502635051633,2.018941654742141,2.018941654742141,0.0,572.9609689206558,13.0,8.591715976331361,9.917355371900827,85.11855640058883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.21987853631855,18.256633715248796,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,72.64070015924456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,72.64070015924456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322788,44.94575136048208,0.0,0.0,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.0,1.8261743879650625,0.0,10.004803266985808,9.335689011715798,0.0,1.0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,8.591715976331361,0,5.029100000000005,61.99500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
