SMILES,name,fom1_0C,fom1_10C,fom1_20C,fom1_30C,fom1_40C,fom1_50C,fom1_60C,fom1_70C,fom1_80C,fom1_90C,fom1_100C,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
C/C=C/COCCO,2-(trans-2-butenoxy)ethanol,80.63378650570536,85.12476045805514,89.60054230107285,93.88479232302669,98.00278847776063,101.93150541861989,105.70239190284173,109.31060518577398,112.78271258644877,116.08970954019927,119.33455183408473,8.216493764172336,8.216493764172336,0.1086848072562358,0.1086848072562358,0.4295851546575493,10.75,116.16,104.06399999999998,116.083729624,48,0,0.0701492795096761,-0.3939800481137429,0.3939800481137429,0.0701492795096761,1.625,2.375,2.875,16.48254999191891,10.54753708512369,1.7651371148698902,-1.928312051118316,1.7411855748835694,-1.972662552558585,4.750738793006293,0.1116659878438308,1.8088121254443208,2.7185047751704623,59.54887502163469,6.242640687119286,5.131482767902716,5.131482767902716,3.914213562373095,2.712509928193286,2.712509928193286,1.3675573486093582,1.3675573486093582,0.6854030956731456,0.6854030956731456,0.3121494823790384,0.3121494823790384,-0.3399999999999999,61.499612265106904,7.659999999999999,6.66,5.66,49.78213754933122,9.843390348640757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,6.923737199690624,0.0,19.820645893538753,9.843390348640757,0.0,0.0,0.0,0.0,6.923737199690624,19.820645893538753,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,24.927173288379457,4.736862953800049,0.0,6.923737199690624,12.152040213667762,0.0,0.0,0.0,29.46,0.0,0.0,0.0,6.606881964512918,13.213763929025836,0.0,0.0,0.0,19.075777413358384,0.0,9.843390348640757,4.886388888888889,0.0,0.0,8.216493764172336,0.0,0.0,0.0,3.8125340136054424,3.0845833333333332,0.0,0.6666666666666666,8,1,2,0,0,0,0,0,0,0,0,0,2,1,2,0,4,0,0,0,0,0,6.37695,0,0.5713999999999999,32.71879999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=C(CCOC)OC,"2,4-dimethoxy-1-butene",86.47952851610076,91.32879344206087,96.12099155780871,100.71330087262704,105.0353494698044,109.14088591712198,113.00241298944594,116.59915787272935,119.9475787580239,123.02305529719139,125.8602477659252,4.777777777777778,4.777777777777778,0.6871759259259259,0.6871759259259259,0.5133963916212688,8.75,116.15999999999998,104.06399999999998,116.083729624,48,0,0.0906412265957702,-0.5016381271510049,0.5016381271510049,0.0906412265957702,1.5,2.125,2.5,16.478227301030675,10.39787305438038,1.8740249634734856,-2.0005691546652673,1.9539782903312175,-1.9127928567473835,4.798191436688231,0.1776727549204137,1.8266332986704337,2.9885986479731557,68.92878689342031,6.405777393935816,5.437816924487368,5.437816924487368,3.808060412490447,2.516402641941018,2.516402641941018,1.4855985596534886,1.4855985596534886,0.8737001203553127,0.8737001203553127,0.3179595955473013,0.3179595955473013,-0.5,56.62563225878344,7.5,4.653846153846154,3.6818181818181817,50.10144902664209,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,0.0,13.530619164203545,19.475844377446627,9.473725907600098,0.0,0.0,0.0,0.0,6.4208216229260096,20.826477047067986,12.338100555254671,0.0,0.0,0.0,0.0,0.0,0.0,20.826477047067986,9.473725907600098,0.0,6.4208216229260096,12.338100555254671,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,6.606881964512918,12.179986494582185,0.0,14.219595082555069,0.0,6.578935683598497,9.473725907600098,9.55125,0.0,0.0,0.0,0.0,0.7702314814814817,0.0,0.7847222222222222,4.295648148148148,3.2648148148148146,0.6666666666666666,8,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,4.362980769230769,0,1.183,32.64199999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC1OCCO1,"1,3-dioxolane, 2-propyl-",62.07083925746412,67.2211964883885,72.43981280484611,77.55509928611166,82.55101821353148,87.37512346985213,92.04516060881275,96.5432722064432,100.86665304348357,104.95541411236377,108.89685486842333,5.171111111111111,5.171111111111111,0.1111111111111109,0.1111111111111109,0.5386454629047895,22.125,116.16,104.06399999999998,116.083729624,48,0,0.1572943233034664,-0.3502799638450155,0.3502799638450155,0.1572943233034664,1.375,2.0,2.5,16.71707225130766,10.3282389437361,2.1261798298711385,-2.038154801939958,2.080973116975939,-2.048846165705455,4.4877829722267055,-0.0468019849753458,2.185861034641033,2.0584046167758574,57.548875021634686,5.819990956308912,5.222273974863542,5.222273974863542,3.931851652578137,3.164109861631069,3.164109861631069,1.9598151365902805,1.9598151365902805,1.215198012602648,1.215198012602648,0.809598205891193,0.809598205891193,-0.08,107.10719069741064,6.046262626262625,3.0480339439763515,1.4562252861602496,49.78522090529712,9.473725907600098,0.0,6.290026729335213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.213763929025836,9.473725907600098,0.0,0.0,0.0,0.0,26.055407174877857,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.503790658361048,9.473725907600098,0.0,19.765380445542643,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,6.290026729335213,0.0,26.055407174877857,0.0,0.0,0.0,6.923737199690624,9.473725907600098,10.342222222222222,0.0,0.0,0.0,0.0,0.0,0.0,2.296296296296296,3.6948148148148143,0.0,1.0,8,0,2,0,1,1,0,0,0,0,0,0,2,0,2,1,2,0,1,1,0,0,2.3036517148805102,1,1.1594,30.599999999999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(C)OC(C)=O,1-methylpropyl ethanoate,90.54592680762251,94.85871390379924,99.00825313351145,102.8424330226816,106.38788427984757,109.64566339338589,112.58150348480223,115.29116473498995,117.80839706553367,119.93529416710875,121.93888085408254,10.190833333333334,10.190833333333334,0.0763888888888886,-0.195046296296296,0.5088591538782314,12.875,116.15999999999998,104.06399999999998,116.083729624,48,0,0.3023890488641657,-0.462872449659698,0.462872449659698,0.3023890488641657,1.75,2.25,2.375,16.54123532243672,10.311792939120036,1.985311576839455,-2.061122888054468,1.938929103113285,-2.094276685626342,5.65577576428425,-0.145027160891055,1.6478689002690063,3.2364267831001374,78.59772060569361,6.568914100752346,5.6009536313038994,5.6009536313038994,3.663902460147014,2.836655891699415,2.836655891699415,1.828298261984863,1.828298261984863,0.9420630732918476,0.9420630732918476,0.3666510101688821,0.3666510101688821,-0.53,42.84459140699416,7.470000000000001,3.4692670369115906,3.6528153564899446,49.83902892936324,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951848,4.794537184071822,0.0,0.0,0.0,6.923737199690624,13.344558822616634,6.923737199690624,6.103966387748303,9.53140013787187,5.969305287951848,0.0,0.0,0.0,33.29599960974618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.073271675700152,9.53140013787187,0.0,27.19203322199788,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,12.073271675700152,0.0,6.4208216229260096,6.923737199690624,0.0,13.847474399381248,0.0,4.736862953800049,4.760416666666667,0.0,10.190833333333334,0.0,0.0,-0.195046296296296,0.0,0.9648611111111108,5.278935185185185,0.0,0.8333333333333334,8,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,1,3.239428095716198,0,1.348,31.518999999999984,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(C)OC=O,1-methylbutyl formate,89.88430529977899,94.97462078664556,100.00230516280742,104.79562602202526,109.30987443404287,113.58703392568223,117.55762261265203,121.35923598540403,124.8151316034908,128.01566961635453,131.11004162172247,9.667874149659864,9.667874149659864,0.0949074074074072,0.0949074074074072,0.5180579641869422,12.75,116.15999999999998,104.06399999999998,116.083729624,48,0,0.2928424208833244,-0.4648847995787308,0.4648847995787308,0.2928424208833244,1.75,2.375,2.75,16.52696258609339,10.2266759158565,1.955265284168944,-2.044895430585467,1.9676780544456616,-2.044003795809322,5.367537415597479,-0.1325014540498214,1.675075483501529,3.034785095473665,61.548875021634686,6.405777393935816,5.385410681680073,5.385410681680073,3.808060412490447,2.8998121220265847,2.8998121220265847,1.8316001604737504,1.8316001604737504,0.9830647632958314,0.9830647632958314,0.5694069121580229,0.5694069121580229,-0.53,50.252264505045865,7.470000000000001,4.624559505409582,3.6528153564899446,49.83902892936323,4.736862953800049,0.0,0.0,0.0,6.472220864716464,0.0,4.794537184071822,0.0,0.0,0.0,13.344558822616634,13.344558822616634,0.0,6.103966387748303,9.53140013787187,6.472220864716464,0.0,0.0,0.0,32.79308403298157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,26.689117645233267,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,6.103966387748303,6.472220864716464,12.84164324585202,0.0,0.0,6.923737199690624,11.660600153490671,0.0,4.601666666666667,0.0,9.667874149659864,0.0,0.0,0.0,0.0,2.1164814814814816,4.447311035525321,0.0,0.8333333333333334,8,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,4,0,0,0,0,1,4.318182438176198,0,1.348,31.518999999999984,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=COCCOCC,1-ethoxy-2-(vinyloxy)ethane,89.20443578423425,94.23104338095672,99.23950975222544,104.00497770472494,108.51042647721525,112.7921471348449,116.84246907623962,120.57754395373524,124.09637908324581,127.30975950348217,130.3916522930128,4.962777777777778,4.962777777777778,0.6084722222222222,0.6084722222222222,0.3964436658584711,8.625,116.16,104.06399999999998,116.083729624,48,0,0.1105932182598106,-0.4994130701079863,0.4994130701079863,0.1105932182598106,1.5,2.25,2.75,16.51733507095506,10.735350168755485,1.7907288788518485,-1.9785981643701256,1.7531993139506872,-1.990964259478784,4.468581441430177,0.0935307559771159,1.8088121254443208,2.6162930904179853,52.49022499567306,6.242640687119286,5.222273974863542,5.222273974863542,3.914213562373095,2.717082735830365,2.717082735830365,1.2343809036239406,1.2343809036239406,0.667497306258187,0.667497306258187,0.3347089881620875,0.3347089881620875,-0.5,61.499612265106904,7.5,6.5,5.5,50.10144902664209,9.473725907600098,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,6.923737199690624,6.606881964512918,12.868962412933708,9.473725907600098,0.0,0.0,0.0,0.0,6.923737199690624,19.820645893538753,12.841016132019288,0.0,0.0,0.0,0.0,0.0,0.0,19.820645893538753,9.473725907600098,0.0,6.923737199690624,12.841016132019288,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,13.213763929025836,6.606881964512918,6.26208044842079,0.0,6.923737199690624,6.578935683598497,9.473725907600098,9.737222222222222,0.0,0.0,0.0,0.0,0.0,0.0,1.4156944444444444,7.347083333333334,0.0,0.6666666666666666,8,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,6.09375,0,1.183,32.64199999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(C)COC=O,"1-butanol, 2-methyl-, formate",89.8834174527703,94.96897475964545,99.99630624284141,104.76819253275761,109.29221368117705,113.54836907315644,117.59300337577147,121.32888479846503,124.83227376322492,128.02316943060038,131.1054162346089,9.603013038548752,9.603013038548752,0.4922222222222223,0.4922222222222223,0.5158240100617845,12.75,116.15999999999998,104.06399999999998,116.083729624,48,0,0.292585515877476,-0.4676168159498506,0.4676168159498506,0.292585515877476,1.75,2.375,2.75,16.517477897325154,10.138392425003634,1.9486500297195457,-2.0311345879089964,1.97895968250773,-2.0188587451469964,5.363124952322485,-0.1293241296955268,1.8266332986704337,2.971287457491936,61.548875021634686,6.405777393935816,5.385410681680073,5.385410681680073,3.808060412490447,2.8610332866897448,2.8610332866897448,1.942978384184673,1.942978384184673,1.1457076485320152,1.1457076485320152,0.3214012668725921,0.3214012668725921,-0.53,56.62563225878344,7.470000000000001,4.624559505409582,3.6528153564899446,49.83902892936323,4.736862953800049,0.0,0.0,0.0,6.472220864716464,0.0,4.794537184071822,0.0,0.0,0.0,20.268296022307258,5.917906046161393,0.0,6.606881964512918,9.53140013787187,6.472220864716464,0.0,0.0,5.917906046161393,20.268296022307258,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07910282922938,9.53140013787187,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,0.0,18.997008875390776,6.4208216229260096,0.0,0.0,6.923737199690624,11.660600153490671,0.0,4.505601851851852,0.0,9.603013038548752,0.0,0.0,0.5001851851851851,0.0,1.0633333333333337,5.161199924414211,0.0,0.8333333333333334,8,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,4,0,0,0,0,1,4.318182438176198,0,1.2055,31.470999999999982,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCOC,hexyl methyl ether,78.95443030366685,83.66329953322463,88.45907329628709,93.17897445073434,97.81276511390737,102.31458921690094,106.69278856984788,110.90996024036596,114.95906205955713,118.79051261436801,122.4979910906632,4.888390022675737,4.888390022675737,0.9305555555555556,0.9305555555555556,0.5002959280924315,9.75,116.204,100.07599999999998,116.120115132,50,0,0.0461762559111462,-0.3846901962721986,0.3846901962721986,0.0461762559111462,1.125,1.875,2.375,16.461361520780052,10.19806937122474,1.8290350701567353,-1.9472597604086643,1.9691983121813788,-1.8627789199952265,4.3664611449705175,0.1918564271923084,1.8088121254443208,2.53006045688352,29.368065554250645,6.242640687119286,5.943782196396601,5.943782196396601,3.914213562373095,3.4040302062452237,3.4040302062452237,2.0534594516065656,2.0534594516065656,1.2020151031226114,1.2020151031226114,0.673176335210009,0.673176335210009,-0.04,61.499612265106904,7.96,6.96,5.959999999999999,52.04244894371607,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,6.4208216229260096,13.716679505790452,0.0,4.736862953800049,0.0,0.0,0.0,0.0,32.60702369139466,13.716679505790452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.716679505790452,4.736862953800049,0.0,32.60702369139466,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,6.606881964512918,25.68328649170404,7.109797541277533,0.0,6.923737199690624,4.736862953800049,4.888390022675737,0.0,0.0,0.0,0.0,0.0,0.0,5.210073696145125,3.145637755102041,1.7558985260770976,1.0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,6.9252,0,2.2131,36.017999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
CCCOC(C)CC,propyl 1-methylpropyl ether,91.80070374471214,96.03598316613329,100.17606841593222,104.0139829186722,107.63069744919261,110.97059767013104,114.03117587910249,116.8158328990643,119.31285017760119,121.55131168799338,123.52107491882616,5.340277777777778,5.340277777777778,0.4536574074074072,0.4536574074074072,0.546875461033043,13.875,116.20399999999998,100.076,116.120115132,50,0,0.054391295574452,-0.3785322899208059,0.3785322899208059,0.054391295574452,1.375,2.0,2.375,16.484658693868262,10.306859086491906,1.932537586212531,-2.070953261057506,1.9477111624885952,-2.056966857167149,4.41857391856849,0.0641536707978853,1.8266332986704337,2.862065598305084,43.65148445440322,6.405777393935816,6.106918903213131,6.106918903213131,3.808060412490447,3.4241895170169125,3.4241895170169125,2.089656319888507,2.089656319888507,1.1814080294246438,1.1814080294246438,0.4368867239266071,0.4368867239266071,-0.04,56.62563225878344,7.96,5.10367816091954,4.127785234899329,52.04244894371608,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,19.765380445542643,6.606881964512918,6.103966387748303,4.736862953800049,0.0,0.0,0.0,0.0,39.71682123267219,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71084835226122,4.736862953800049,0.0,33.61285484492389,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,6.103966387748303,19.448525210364934,0.0,0.0,0.0,20.771211599071872,4.736862953800049,5.340277777777778,0.0,0.0,0.0,0.0,0.0,0.0,2.707962962962963,7.285092592592592,0.0,1.0,8,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,0,1,5.078159770114943,0,2.2115,35.995999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(CC)CO,2-ethyl-1-pentanol,37.83723210744903,42.47812028718715,47.54475650142403,52.73354723768737,58.01870328455475,63.38481814878876,68.80242880034663,74.26130389225352,79.74427980192458,85.2369539464406,90.88503219632973,8.65712962962963,8.65712962962963,0.3654166666666667,0.3654166666666667,0.5935295901722362,13.875,116.204,100.07599999999998,116.120115132,50,0,0.0458660726281884,-0.3960883528759837,0.3960883528759837,0.0458660726281884,1.375,2.0,2.125,16.250974327446407,10.02569690162341,1.9958262064884984,-2.0687194262691513,2.0751878191688036,-2.0221929573540813,4.514452957227653,0.213843898675729,1.828631925744047,3.0743734120651833,39.651484454403224,6.405777393935816,5.852990989435774,5.852990989435774,3.846065214951232,3.4551861997815223,3.4551861997815223,2.2455230146781697,2.2455230146781697,1.5324725839954625,1.5324725839954625,0.8327589734869028,0.8327589734869028,-0.04,58.51622162380951,7.96,5.10367816091954,3.026851631655436,51.723137466405205,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233267,12.338727669087405,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,5.917906046161393,33.10993926815928,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353625,0.0,5.917906046161393,33.10993926815928,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,12.52478801067431,6.4208216229260096,12.84164324585202,0.0,0.0,13.847474399381248,5.106527394840706,0.0,0.0,0.0,8.65712962962963,0.0,0.5555555555555554,0.0,3.482546296296296,4.638101851851852,0.0,1.0,8,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,4,0,0,0,0,1,5.078159770114943,0,1.805,35.77479999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOC(C)C,butyl (1-methylethyl) ether,88.8318080608729,92.99855164145163,97.03883823950399,100.83824602693653,104.40767680160297,107.67443808864252,110.73748012132161,113.48907153436495,115.97159875908602,118.21641600578155,120.21358321154622,5.282222222222222,5.282222222222222,0.4042129629629627,0.4042129629629627,0.5115803158351898,10.5,116.20399999999998,100.07599999999998,116.120115132,50,0,0.0518362135482695,-0.378798048119326,0.378798048119326,0.0518362135482695,1.375,2.0,2.375,16.48401116788749,10.346846828102622,1.88593527192578,-2.039534734978227,1.9145777465585392,-2.023358592478007,4.361927895575765,0.07668198284375,1.6646727945202302,2.7158427612932585,41.65148445440323,6.405777393935816,6.106918903213131,6.106918903213131,3.770055610029662,3.3861847145561277,3.3861847145561277,2.2730989924725296,2.2730989924725296,0.9490754214217716,0.9490754214217716,0.4633731610262556,0.4633731610262556,-0.04,48.27551104108667,7.96,5.10367816091954,5.959999999999999,52.04244894371607,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,20.268296022307258,6.606881964512918,6.103966387748303,4.736862953800049,0.0,0.0,0.0,0.0,39.71682123267219,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71084835226122,4.736862953800049,0.0,33.61285484492389,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,6.103966387748303,6.606881964512918,12.84164324585202,0.0,0.0,20.771211599071872,4.736862953800049,5.282222222222222,0.0,0.0,0.0,0.0,0.0,0.0,2.8257407407407404,7.225370370370371,0.0,1.0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,5.078159770114943,0,2.2115,35.995999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
