SMILES,name,beta_40C,rho_40C_fit,fit_r2,n_points,flag
CCC(C)C(C)(C)CO,"2,2,3-trimethyl-1-pentanol",0.0009988973674580621,0.8294453426573426,0.9999984358457358,11,
CC(C)(C)OC(C)(C)C,"2,2,4,4-tetramethyl-3-oxapentane",0.0013072724607600629,0.7439770069930074,0.9999974141317384,11,
CCC(C)(O)C(C)(C)C,"2,2,3-trimethyl-3-pentanol",0.001077962786585904,0.8297015664335666,0.9999988747689803,11,
CCCOCCC(C)C,3-methylbutyl propyl ether,0.0011863017730523817,0.7469262657342662,0.9999984354207004,11,
CCCCC[C@H](O)CC,3-(S)-octanol,0.0010178991645827106,0.8180421118881118,0.9999994033576567,11,
CCC(C)OC(C)CC,"3,5-dimethyl-4-oxaheptane",0.0012230028098527484,0.7452795804195808,0.9999978339934441,11,
CCCOC(C)(C)CC,2-methyl-2-propoxybutane,0.001170702215715072,0.7681793986013987,0.999999229233096,11,
CCC(C)(C)OC(C)C,2-methyl-2-(1-methylethoxy)butane,0.0012796648182515139,0.7658699860139865,0.9999983170043412,11,
CCC(COC)C(C)C,2-ethyl-3-methylbutyl methyl ether,0.0011938115924699766,0.8067271188811195,0.999999287221968,11,
CCC(C)(CC)COC,2-ethyl-2-methylbutyl methyl ether,0.0010929950852302222,0.7856248951048955,0.9999994155176047,11,
CCC(CC)C(C)OC,2-ethyl-1-methylbutyl methyl ether,0.0012089255196462722,0.8022639720279723,0.9999990576955822,11,
CCC(CO)C(C)(C)C,"2-ethyl-3,3-dimethyl-1-butanol",0.0010029193433304091,0.8301592307692308,0.9999991033707244,11,
CCOCC(C)C(C)C,"2,3-dimethylbutyl ethyl ether",0.0012118969311795962,0.8007129650349654,0.9999990545799071,11,
CC(C)CC(C)(C)CO,"2,2,4-trimethyl-1-pentanol",0.001038142315251033,0.8091802797202802,0.9999984303785734,11,
CC(C)C(O)C(C)(C)C,"2,2,4-trimethyl-3-pentanol",0.0010808881218642144,0.8150405034965037,0.9999989439566135,11,
CCOC(C)(C)C(C)C,"2-ethoxy-2,3-dimethylbutane",0.001250251462580265,0.7646176503496509,0.9999984621979999,11,
CCC(CC)(CC)CO,"2,2-diethyl-1-butanol",0.00100483277714182,0.9046413566433571,0.9999996409959472,11,
CC(C)OCC(C)(C)C,"2,2-dimethylpropyl 1-methylethyl ether",0.0012705213552640165,0.7672310629370633,0.999998363282187,11,
CCCC(C)OC(C)C,1-methylbutyl 1-methylethyl ether,0.0012915953991097329,0.7861719580419586,0.9999985263463257,11,
CCCC(O)C(C)(C)C,"2,2-dimethyl-3-hexanol",0.0010594018151961584,0.8161931048951051,0.9999989574996229,11,
CC(=O)OCOC(C)=O,methylene glycol diacetate,0.001003780048238922,1.1059848251748254,0.9999992577125392,11,
COC(=O)CC(=O)OC,"dimethyl 1,3-propanedioate",0.0009786347541522091,1.1376685734265735,0.9999996197190195,11,
COC(=O)CCC(=O)O,monomethyl succinate,0.000882309204689956,1.3319112727272735,0.9999993904801324,11,
O=CC=Cc1ccccc1,trans-cinnamaldehyde,0.0007484528447857261,1.0187620279720282,0.9999999137588047,11,
CC#COc1ccccc1,1-phenoxy-1-propyne,0.0008645147188291738,1.008195944055944,0.9999998390016392,11,
O=C1Cc2ccccc2C1,2-indanone,0.0007334077118913639,1.2156046153846156,0.9999998702072794,11,
C=C=COc1ccccc1,1-phenoxypropadiene,0.0008608530096755241,1.0000028671328676,0.9999998160157418,11,
Cc1cc2ccccc2o1,2-methylcumarone,0.0008748665756380697,1.1090548951048949,0.9999998065135393,11,
COC1OCCC(C)O1,"trans-2-methoxy-4-methyl-1,3-dioxane",0.0010291950524498113,1.0736151888111891,0.9999995550007673,11,
CCCOC(=O)C(C)O,isopropyl (S)-2-hydroxypropionate,0.0010192116225893097,0.9722579440559441,0.9999992535776067,11,
COC(=O)CC(C)OC,methyl 3-methoxybutanoate,0.0010914805297104716,0.957606293706294,0.9999989441275107,11,
OC[C@H]1CCC[C@H](O)O1,trans-2-hydroxy-6-hydroxymethyltetrahydropyran,0.0007717096067925006,1.202659594405595,0.9999996095324263,11,
O=C1CCc2ccccc21,1-indanone,0.0007845815530195646,1.094556405594406,0.9999994599287526,11,
CCOC(=O)CC(C)O,ethyl 3-hydroxybutyrate,0.0010174547020492903,0.9902857202797204,0.999999041819009,11,
COC1CCC(OC)O1,"furan, 2,5-dimethoxytetrahydro-",0.0010078605022284548,1.0604665314685324,0.999999447450764,11,
C/C=C/OC(OC)OC,(E)-dimethoxy(1-propenoxy)methane,0.0011662758599638578,0.9811514405594408,0.999998770460906,11,
C/C=C\OC(OC)OC,(Z)-dimethoxy(1-propenoxy)methane,0.0011662758599638578,0.9811514405594408,0.999998770460906,11,
COCC(C)OC(C)=O,1-methoxy-2-propyl acetate,0.0011043653124107272,0.9460548951048954,0.999998934323284,11,
CC1OC(C)OC(C)O1,"2,4,6-trimethyl-1,3,5-trioxane",0.0012013774726123518,0.9702916083916083,0.9999181942110007,11,
CCOCCOC(C)=O,2-ethoxyethyl ethanoate,0.001145332586715384,0.9516355104895104,0.9999999300989998,11,
COC(C)CCC(=O)O,4-methoxypentanoic acid,0.000885823267318104,1.000907636363636,0.9999992284441268,11,
CCCCOC(=O)CO,butyl hydroxyethanoate,0.0009595247581288203,1.004296461538462,0.9999991839157156,11,
CCOCOC(=O)CC,ethoxymethyl propionate,0.0011146878152920405,0.9436528391608398,0.9999988348769829,11,
CCOCCCCOC,"2,7-dioxanonane",0.0011349949227141367,0.8274707132867133,0.9999984628501617,11,
CCC(C)(O)C(C)CO,"2,3-dimethyl-1,3-pentanediol",0.0009360018921825236,0.942186,0.999999358141717,11,
CC(C)C(O)C(C)(C)O,"2,4-dimethyl-2,3-pentanediol",0.0010006932099877908,0.9274847972027971,0.9999983837913947,11,
CCC(C)(O)C(C)(C)O,"2,3-dimethyl-2,3-pentanediol",0.0010289193572203396,0.9422151468531471,0.9999989261969784,11,
CC(C)(O)CC(C)(C)O,"2,4-dimethyl-2,4-pentanediol",0.0009398500089652415,0.9038532447552449,0.999999516801149,11,
CC(O)CCC(C)(C)O,"2-methyl-2,5-hexanediol",0.0009674757345987822,0.9360190909090909,0.9999990966817149,11,
CC(C)C(C)(O)CCO,"3,4-dimethyl-1,3-pentanediol",0.0009363596280417507,0.9433647552447557,0.9999993641078603,11,
CCC(O)CC(C)(C)O,"2-methyl-2,4-hexanediol",0.0009670596558970135,0.9129724615384616,0.9999991120366984,11,
CCCCCOCCO,2-pentoxyethanol,0.0009492202642930362,0.8791760279720282,0.9999994380648315,11,
CCCCOCCOC,1-butoxy-2-methoxyethane,0.001131490547679164,0.8278543076923078,0.9999985409572435,11,
COCCCCCOC,"1,5-dimethoxypentane",0.0010659752300018034,0.8390570069930072,0.9999991026953408,11,
CCCCOCC(C)O,1-butoxy-2-propanol,0.001040722326411134,0.8613918181818184,0.9999993951213264,11,
CCOCCCOCC,"1,3-diethoxypropane",0.0011240121492783973,0.8176329510489516,0.9999987681940457,11,
CCC(C)C(OC)OC,"1,1-dimethoxy-2-methylbutane",0.001139380364344523,0.8303754825174828,0.9999989064531706,11,
COC(OC)C(C)(C)C,pivalaldehyde dimethyl acetal,0.0011899453316969505,0.8246930349650353,0.9999986475531291,11,
CCOCCOC(C)C,1-ethoxy-2-(1-methylethoxy)ethane,0.0012170614729033029,0.806748461538462,0.9999978210278568,11,
CCOC(CC)OCC,"1,1-diethoxypropane",0.0012986151712034493,0.855064167832168,0.9999982607668768,11,
CCCOCCCOC,1-methoxy-3-propoxypropane,0.0011346236104105535,0.824126125874126,0.9999983945981682,11,
CCCOCCOCC,1-ethoxy-2-propoxyethane,0.0012061393615934437,0.8184877202797203,0.9999980115494045,11,
CC(C)OCOC(C)C,diisopropoxymethane,0.0011928408575834241,0.7995738321678325,0.9999838308087935,11,
COC(CC(C)C)OC,"butane, 1,1-dimethoxy-3-methyl-",0.0011599715385927187,0.8222281958041958,0.9999985808052605,11,
COCCOC(C)(C)C,"2,2-dimethyl-3,6-dioxaheptane",0.001196638582030633,0.8260877202797207,0.9999985503304271,11,
CCOC(C)(C)OCC,"2,2-diethoxypropane",0.0014906707901614325,0.8232363356643361,0.9999864215354852,11,
CCC(CO)C(C)(C)O,"2-ethyl-3-methyl-1,3-butanediol",0.0009363596280417507,0.9433647552447557,0.9999993641078603,11,
O=C(O)COCC(=O)O,"2,2'-oxydiacetic acid",0.0005521139754578658,1.2964017762237765,0.9999999826644982,11,
O=Cc1cccc(C=O)c1,isophthalaldehyde,0.0008432519486629681,1.2077828811188818,0.9999989673736254,11,
O=C1OCc2ccccc21,phthalide,0.0005901245585831958,1.2806387272727278,0.9999999937444077,11,
COC(=O)C(OC)OC,methyl dimethoxyacetate,0.0010715457395785062,1.1149448951048957,0.9999991900114747,11,
CC(=O)OCC(O)CO,"1,2,3-propanetriol, monoacetate",0.0008339030026657256,1.188335062937063,0.9999994752062655,11,
COC(=O)C(C)(O)CO,"methyl 2,3-dihydroxyisobutyrate",0.0010191533267607537,1.3812841398601399,0.9999979530132206,11,
OC1Cc2ccccc2C1,2-indanol,0.0006456789326039132,1.067938237762238,0.9999999628422337,11,
CC1Cc2ccccc2O1,"2-methyl-2,3-dihydrobenzofuran",0.0008692263600172292,1.0135589090909094,0.9999997550203746,11,
CC1(c2ccccc2)CO1,2-methyl-2-phenyloxirane,0.0008163163363018489,1.004878335664336,0.9999998275869392,11,
CC(=O)c1ccccc1C,2-methylacetophenone,0.0008192440365108242,0.9984103496503497,0.9999999499469251,11,
CC(C=O)c1ccccc1,2-phenylpropanal,0.0008706252052923827,0.9837439300699309,0.9999993909291376,11,
C=CC(O)c1ccccc1,"2-propene, 1-hydroxy-1-phenyl-",0.0008788781885166983,0.852417174825175,0.9999993007091071,11,
Cc1cc(C)cc(C=O)c1,"3,5-dimethylbenzaldehyde",0.0008388470899195556,1.0111538881118887,0.9999998837383859,11,
OCC=Cc1ccccc1,3-phenyl-2-propen-1-ol,0.0007545614787160441,1.0299920279720283,0.9999997665983474,11,
O=CCCc1ccccc1,benzenepropanal,0.000876647001975776,1.0163614405594408,0.9999998007708649,11,
Cc1ccc2c(c1)CCO2,"5-methyl-2,3-dihydrobenzofuran",0.000825038693702795,1.0271061678321678,0.9999998378974413,11,
C=Cc1ccccc1OC,"anisole, o-vinyl-",0.0008380002248514007,0.9894128671328675,0.999999716267579,11,
CCC(=O)c1ccccc1,ethyl phenyl ketone,0.0008673919988662372,0.9923953706293708,0.9999985317236878,11,
CO/C=C/c1ccccc1,"benzene, (2-methoxyethenyl)-, (Z)-",0.0007972288277929767,0.9303383356643358,0.999999861580551,11,
C=Cc1ccc(O)c(C)c1,4-vinyl-2-methylphenol,0.0007035062993442999,1.1736205034965044,0.9999998866792063,11,
CC(=O)c1cccc(C)c1,methyl m-tolyl ketone,0.0007906677021941937,0.9916772587412592,0.9999998841896218,11,
C=COc1ccc(C)cc1,p-tolyl vinyl ether,0.0009223263150760258,1.0243200559440564,0.9999993597468614,11,
C=CCOc1ccccc1,phenyl 2-propenyl ether,0.0009470412409922664,0.9617058041958042,0.9999993233779108,11,
Oc1ccc2c(c1)CCC2,5-indanol,0.0007049630923145654,1.0819049090909094,0.9999998494371648,11,
Oc1cccc2c1CCC2,"2,3-dihydro-1H-inden-4-ol",0.0007142747770146235,1.0866313706293707,0.9999998318877806,11,
C=CCc1ccccc1O,2-allylphenol,0.0008125570301409634,1.0117845314685316,0.9999985347361199,11,
CC(=O)Cc1ccccc1,1-phenyl-2-propanone,0.0008194596709070151,0.9860838461538466,0.9999999498953309,11,
COCCC(O)COC,"2-Butanol, 1,4-dimethoxy- (7CI)",0.0009369623000962003,0.9935183916083921,0.9999997412794142,11,
CCOCCOCCO,"3,6-dioxa-1-octanol",0.0009131804511134826,0.9704263356643361,0.9999991524403791,11,
CC(O)COC(C)CO,2-(2-hydroxypropoxy)-1-propanol,0.0008398380931715707,1.006284811188812,0.999999748881881,11,
CC(O)COCC(C)O,"4-oxaheptane-2,6-diol",0.000832202190439706,0.993992293706294,0.9999999556614184,11,
CCOCOCOCC,bis(ethoxymethyl) ether,0.0011383360461386838,0.891515552447553,0.9999986400941077,11,
CC(C)(C)OOCCO,tert-butyl 2-hydroxyethyl peroxide,0.0010942353616743422,0.967511090909091,0.9999995309537406,11,
CC(=O)c1ccc(C)cc1,(4-methylphenyl) methyl ketone,0.0007835874502844157,0.9924811888111895,0.9999999229638771,11,
C/C=C/Oc1ccccc1,(E)-1-phenoxy-1-propene,0.000894228150415346,0.9689230069930076,0.9999998615341831,11,
C/C=C\Oc1ccccc1,(Z)-1-phenoxy-1-propene,0.000894228150415346,0.9689230069930076,0.9999998615341831,11,
C=Cc1ccc(OC)cc1,1-methoxy-4-ethenylbenzene,0.0008546088536237221,1.1515198601398609,0.9999997385984822,11,
CCC(C)c1ccccc1,"butane, 3-phenyl-, (-)-",0.0009704762621900072,0.8857866993006993,0.9999996825098004,11,
CC=C1C=CC(C)(C)C=C1,"3-ethylidene-6,6-dimethyl-1,4-cyclohexadiene",0.0009773717029336337,0.8405736643356644,0.9999996204690939,11,
Cc1cccc(C(C)C)c1,3-isopropyltoluene,0.0009862363651592042,0.8443306153846152,0.9999999864798698,11,
C1=CC2C3CCC(C3)C2C1,"4,7-methano-1H-indene, 3a,4,5,6,7,7a-hexahydro-",0.0008398377639165416,0.9956562797202804,0.999999971377908,11,
C=C/C=C1/CC=CCC1C,4-allylidene-5-methyl-cyclohexene,0.0009722675922441855,0.8659692587412591,0.9999995838635027,11,
CCC(CC)=C1C=CC=C1,"5-(1-ethylpropylidene)-1,3-cyclopentadiene",0.0010505617110232247,0.8603553706293711,0.9999995851678283,11,
C1=CCC2=C(C1)CCCC2,Hexahydronaphthalene,0.000891285157190668,0.9106752447552452,0.9999998427000668,11,
C1=CC2CCCCC2=CC1,"bicyclo[4.4.0]-2,5-decadiene",0.0008554041399580628,0.9565156643356649,0.9999998622752044,11,
CCCc1ccccc1C,1-methyl-2-propylbenzene,0.0009141802376624264,0.858582405594406,0.9999999188103351,11,
CCCc1ccc(C)cc1,1-methyl-4-propylbenzene,0.0009446235119255586,0.8427585174825181,0.9999997693390911,11,
C1=CC2CCC3CCC1C23,"cyclopenta[cd]pentalene, 2a,3,4,4a,5,6,6a,6b-octahydro-",0.0008908353485082368,0.9974493846153851,0.9999998188120142,11,
CC1=CC=CC(C)(C)C=C1,"3,7,7-trimethyl-1,3,5-cycloheptatriene",0.0009443162367350625,0.8442617902097903,0.9999997016999362,11,
CCc1c(C)cccc1C,"2-ethyl-1,3-dimethylbenzene",0.0009232991011348764,0.8743986293706298,0.9999993334207619,11,
CC(C)Cc1ccccc1,2-methylpropylbenzene,0.0009610366165476921,0.8371297622377624,0.9999993374843078,11,
CCc1ccc(CC)cc1,p-diethylbenzene,0.0009485117587106857,0.8460315384615384,0.9999993327092335,11,
CCc1ccccc1CC,diethylbenzene,0.0009317997960860383,0.8650707272727275,0.9999998168883253,11,
CCCc1cccc(C)c1,1-methyl-3-propylbenzene,0.0009434844680624249,0.8455651888111893,0.9999995450906274,11,
CC1=CC=C2CC1C2(C)C,"2,6,6-trimethylbicyclo[3.1.1]-2,4-heptadiene",0.0010595360455148218,0.8634310909090909,0.9999993733177932,11,
CCc1cc(C)cc(C)c1,"1-ethyl-3,5-dimethylbenzene",0.0009401375681462707,0.84886227972028,0.999999618936826,11,
C1=C2CCCC=C2CCC1,"1,2,3,5,6,7-hexahydronaphthalene",0.0008774331102082762,0.9536186713286716,0.9999997576975869,11,
C=CC=C(C1CC1)C1CC1,"1,1-dicyclopropyl-1,3-butadiene",0.0009695157511568783,0.8936465734265736,0.9999997292664545,11,
Cc1ccccc1C(C)C,1-methyl-2-(1-methylethyl)benzene,0.0009017922121302023,0.8608415804195806,0.9999999875876819,11,
CCc1cccc(CC)c1,"1,3-diethylbenzene",0.0009470757217487291,0.8480387132867134,0.9999995446551261,11,
C=C1C=CC(C)=CCC1C,"1,5-dimethyl-2-methylene-3,5-cycloheptadiene",0.0010562968804253817,0.889557958041958,0.9999993696904894,11,
C=C1C=CC(C)(C)C(C)=C1,"1,6,6-trimethyl-3-methylene-1,4-cyclohexadiene",0.0010114436453032849,0.8489144615384617,0.9999995875916478,11,
C=CC=CC1=CCCCC1,"1-(1,3-butadienyl)cyclohexene",0.000944884459009455,0.8694086013986017,0.9999991812203544,11,
CCc1cccc(C)c1C,"1-ethyl-2,3-dimethylbenzene",0.0009018717774011747,0.876370321678322,0.9999995994431913,11,
CCc1ccc(C)cc1C,"1-ethyl-2,4-dimethylbenzene",0.0009182033146875568,0.8605409090909094,0.9999997528276163,11,
CCc1cc(C)ccc1C,"1-ethyl-2,5-dimethylbenzene",0.0009505579829998588,0.8610550489510493,0.999999246462248,11,
CCc1ccc(C)c(C)c1,"1-ethyl-3,4-dimethylbenzene",0.0009054873163958109,0.8589471328671331,0.9999998492650756,11,
CC1=CC(=O)C(C)=CC1=O,p-xyloquinone,0.0008378376946188399,1.2237634545454548,0.999999628148748,11,
Cc1ccc2c(c1)OCO2,"5-methyl-1,3-benzodioxole",0.0008695401381521823,1.2078873426573429,0.9999998439217138,11,
CC(=O)Oc1ccccc1,phenyl ethanoate,0.0009291472671971231,1.0555373566433564,0.9999995245305181,11,
CC(=O)C=Cc1ccco1,4-(2-furyl)-3-buten-2-one,0.0007971967268545816,1.110898517482518,0.9999999524932905,11,
O=C(O)Cc1ccccc1,phenylethanoic acid,0.0007328664268599672,1.1648659440559443,0.999999906766483,11,
O=COCc1ccccc1,benzyl methanoate,0.0008932536573419528,1.117830363636364,0.9999997183456842,11,
COc1cccc(C=O)c1,3-methoxybenzaldehyde,0.0007589789333741833,1.1030664475524479,0.9999999637024872,11,
COc1ccccc1C=O,2-methoxybenzaldehyde,0.0006545556340090755,1.117424573426573,0.9999995943327521,11,
c1ccc2c(c1)OCCO2,"2,3-dihydro-1,4-benzodioxin",0.0007880239438760368,1.2022637062937067,0.9999998920205996,11,
COC(OC)(OC)OC,methyl orthocarbonate,0.0012921860728051927,1.1042779860139862,0.9999964913414204,11,
Cc1cc(C)c(O)cc1C,5-hydroxypseudocumene,0.0007761965732245925,0.9963301118881119,0.999999966747382,11,
O=C1CC[C@@H]2CC=CC[C@H]12,"cis-3a,4,7,7a-tetrahydro-1-indanone",0.0008037142487406226,1.09431586013986,0.9999999507916615,11,
Cc1ccc(CCO)cc1,"ethanol, 2-(p-tolyl)-",0.0007829843616030519,0.990635342657343,0.9999999532060303,11,
Cc1cccc(C(C)O)c1,m-tolylmethylcarbinol,0.0008798752495409835,1.0368080839160845,0.9999993906765107,11,
O=C1CC[C@@H]2CC=CC[C@@H]12,"trans-3a,4,7,7a-tetrahydro-1-indanone",0.0008037142487406226,1.09431586013986,0.9999999507916615,11,
Cc1cc(O)cc(C)c1C,"3,4,5-trimethylphenol",0.0007498800134454293,1.0033272587412596,0.9999999087422762,11,
CCc1ccc(O)cc1C,"phenol, 4-ethyl-3-methyl-",0.0007985157153389908,0.9890348951048952,0.9999999672284463,11,
CCOCc1ccccc1,benzyl ethyl ether,0.0009168587108986017,1.034071216783217,0.9999998094958019,11,
C#CC(O)C1CC=CCC1,alpha-ethynyl-3-cyclohexene-1-methanol,0.0008639689032185867,0.9664775244755248,0.9999992604884859,11,
CCc1ccc(O)c(C)c1,4-ethyl-2-methylphenol,0.0008163075175163864,0.968138335664336,0.9999998143805324,11,
CCCc1ccccc1O,2-propylphenol,0.000389228702958388,1.0045783356643363,0.9998380487446797,11,
CCc1cc(C)cc(O)c1,"m-cresol, 5-ethyl-",0.0007911387054861052,0.9982147692307688,0.9999999364366498,11,
CCc1ccc(C)c(O)c1,"o-cresol, 5-ethyl-",0.0008078968384352916,0.9772396923076924,0.999999904939345,11,
CCc1cccc(C)c1O,"o-cresol, 6-ethyl-",0.0008663822496860927,0.9781068951048956,0.9999998007017447,11,
CCc1cc(O)ccc1C,"p-cresol, 3-ethyl-",0.0007831621140762064,0.9906816503496505,0.9999999683708678,11,
CCc1ccc(C)cc1O,"phenol, 2-ethyl-5-methyl-",0.0008170547370472613,0.9883321258741263,0.9999999662850142,11,
Cc1ccc(O)c(C)c1C,"phenol, 2,3,4-trimethyl-",0.0007567909160705158,0.9949193426573427,0.9999999708360333,11,
CCc1cccc(O)c1C,"phenol, 3-ethyl-2-methyl-",0.0007999869061619039,0.9873859160839165,0.9999999574167951,11,
CCCc1cccc(O)c1,"phenol, 3-propyl-",0.0008061914246097148,0.9911439440559442,0.9999998580733587,11,
CCCc1ccc(O)cc1,4-propylphenol,0.0007926221052220798,0.9934227832167837,0.9999999060219833,11,
Cc1cc(C)c(O)c(C)c1,"2,4,6-trimethylphenol",0.0008206497960441693,0.987898433566434,0.999999979561812,11,
OCCCc1ccccc1,3-phenyl-1-propanol,0.0008253573405590277,0.9873189090909091,0.9999991459598083,11,
COC(C)c1ccccc1,(1-methoxyethyl)benzene,0.0009330624615050958,0.9428865314685315,0.9999997670814441,11,
CC(C)Oc1ccccc1,(1-methylethoxy)benzene,0.001003433956945486,0.9222807132867136,0.9999983610064549,11,
COCCc1ccccc1,(2-methoxyethyl)benzene,0.0009133863967622628,0.9425918601398603,0.9999997189794694,11,
Cc1ccc(C(C)O)cc1,1-(4-methylphenyl)ethanol,0.0008832302269203788,1.00302827972028,0.999999650589359,11,
CCOc1ccccc1C,1-ethoxy-2-methylbenzene,0.0009304548385631542,0.936668,0.9999994103938653,11,
CCOc1ccc(C)cc1,1-ethoxy-4-methylbenzene,0.0009011978074699555,0.9432825314685318,0.9999996846110175,11,
COc1ccc(C)cc1C,"1-methoxy-2,4-dimethylbenzene",0.0008813838645110975,0.9472603636363641,0.9999996929708809,11,
CCc1ccc(OC)cc1,1-ethyl-4-methoxybenzene,0.0009130190784074036,0.9639159580419585,0.9999997529906369,11,
Cc1cc(C)c(C)c(O)c1,"2,3,5-trimethylphenol",0.0007768848071127446,0.9933180559440566,0.9999999095281459,11,
Cc1cccc(CO)c1C,"2,3-dimethylbenzenemethanol",0.0007666139806400709,0.9845544335664339,0.9999999848134393,11,
COc1cc(C)ccc1C,"2,5-dimethylanisole",0.0009077705911442278,0.9614866713286713,0.9999998247984904,11,
COc1c(C)cccc1C,"2,6-dimethylanisole",0.0009153277977986515,0.9424509090909092,0.999999792687068,11,
CC(C)c1ccccc1O,2-(1-methylethyl)phenol,0.0013798732315016147,0.9784669650349652,0.9999470917810437,11,
CCc1cc(C)ccc1O,2-ethyl-4-methylphenol,0.0008170142535746782,0.979105468531469,0.999999929791831,11,
CC[C@H](O)c1ccccc1,1-phenyl-1-propanol,0.0008789510381654541,0.9985127552447551,0.9999996792327742,11,
C=C1C=CC(C(C)C)CC1,"p-mentha-1(7),2-diene",0.0009431343267608123,0.8350388951048955,0.9999997657221348,11,
C1=CC2CCCCC2CC1,trans-bicyclo[4.4.0]-2-decene,0.0008557153078711607,0.8785754825174827,0.9999998106020022,11,
C/C=C(C)/C=C/C=C(C)C,"2,6-dimethyl-2,4,6-octatriene",0.0009456575992101971,0.793777006993007,0.9999997946085712,11,
CC=C(C)C=CC=C(C)C,cis-Alloocimene,0.0010187340334657906,0.7920832307692312,0.9999996552543404,11,
CC1(C)C=CC(C)(C)C=C1,"3,3,6,6-tetramethylcyclohexa-1,4-diene",0.0009647786779687865,0.8000581258741262,0.9999997491629615,11,
C=C1CCC2CC1C2(C)C,"6,6-dimethyl-2-methylenebicyclo[3.1.1]heptane, (-)",0.0009752855127134234,0.8811216923076924,0.999999633798664,11,
C1=C2CCCCC2CCC1,bicyclo[4.4.0]-1-decene,0.0008650990415426119,0.8946028251748255,0.9999998183614814,11,
C=C(C)C(C)=C(C)C(=C)C,"2,3,4,5-tetramethyl-1,3,5-hexatriene",0.0010818515082062412,0.7938856923076925,0.9999992040173846,11,
CC1=CCC(C(C)C)C=C1,"2-methyl-5-(1-methylethyl)-1,3-cyclohexadiene",0.000987325797971272,0.8266193986013989,0.999999520467367,11,
CC1=CC[C@H]2[C@@H](C1)C2(C)C,"3,7,7-trimethylbicyclo[4.1.0]hept-3-ene",0.0009647329513324441,0.849256601398602,0.9999993334291986,11,
C1CCC2=C(C1)CCCC2,"trans-bicyclo[4.4.0]-(1,6)-decene",0.0008683815774146798,0.8746109510489515,0.9999996928537673,11,
C=CC(=C)CCC=C(C)C,"2-methyl-6-methylene-2,7-octadiene",0.0010681626324512178,0.7795723216783217,0.9999990460531161,11,
CC1=CC2C(CC1)C2(C)C,"3,7,7-trimethylbicyclo[4.1.0]hept-2-ene",0.0009349035995833718,0.843229678321679,0.9999998481071302,11,
CC1(C)C=CC2CCC1C2,"4,4-dimethylbicyclo[3.2.1]-2-octene",0.0009495450378299285,0.8732809370629374,0.9999998614229524,11,
C=CC(C)=CCC=C(C)C,"3,7-dimethyl-1,3,6-octatriene",0.0009990327641892023,0.7834017902097903,0.9999994573813571,11,
CC1=CC2CC(C)CC2C1,"3,7-dimethylbicyclo[3.3.0]-2-octene",0.0009980531664138495,0.8473456783216785,0.99999952499415,11,
CC12CC3C(C1)C3C2(C)C,"4,7,7-trimethyltricyclo[2.2.1.02,6]heptane",0.0010434031210161457,0.8723869650349654,0.9999994578600603,11,
C=C1CC=C(C(C)C)CC1,4-methylene-1-(1-methylethyl)cyclohexene,0.0009284015241582428,0.8255822237762243,0.9999998886396986,11,
C=C1CC2CCC1C2(C)C,"7,7-dimethyl-2-methylenebicyclo[2.2.1]heptane",0.0009086060523783309,0.8521970769230772,0.9999998762065997,11,
CC(C)=C1C=CC(C)CC1,3-methyl-6-(1-methylethylidene)cyclohexene,0.0008979606185051583,0.8063233566433566,0.9999996268130592,11,
C=C(C)C1=CCC(C)CC1,4-methyl-1-(1-methylethenyl)cyclohexene,0.0009058168515763925,0.8201432027972031,0.9999998015779226,11,
C=C1CC2CCCCC2C1,trans-8-methylenebicyclo[4.3.0]nonane,0.000906981374659958,0.8511753986013989,0.9999997528467037,11,
CCCC1=CC=C(C)CC1,"1-methyl-4-propyl-1,3-cyclohexadiene",0.0010427446508832054,0.8185927552447554,0.9999993653964091,11,
C1=C\CCC/C=C\CCC/1,"cis,cis-1,6-cyclodecadiene",0.0007831322463047827,0.9113555104895109,0.9999999145053903,11,
C1=C(C2CCCC2)CCC1,1-cyclopentylcyclopentene,0.0008677755527615896,0.9087176223776225,0.9999997313713211,11,
C=CC1C=C(C)CC(C)C1,"3-ethenyl-1,5-dimethylcyclohexene",0.0009972880552954317,0.8190442797202798,0.9999996204904527,11,
C1=CC(C2CCCC2)CC1,"cyclopentene, 3-cyclopentyl-",0.0008735423109737713,0.8683276923076926,0.9999997942207283,11,
C=C(C)CC#CCCCC,2-methyl-nonen-4-yne,0.0010540697995711841,0.7908018741258743,0.9999996251937857,11,
CC=C(C)C#CCCCC,3-methyl-2-nonen-4-yne,0.0009569524508984519,0.7780315104895106,0.9999996067298057,11,
CC1C=CC2(C(C)C)CC12,"bicyclo[3.1.0]hex-2-ene, 4-methyl-1-(1-methylethyl)-",0.0009306998869500518,0.8075106993006997,0.9999996437618283,11,
C=C(C)[C@@H]1CC=CC[C@H]1C,trans-4-methyl-5-(1-methylethenyl)cyclohexene,0.0009776859098334781,0.8304951468531473,0.9999997538909629,11,
C=C(C)CC1=CCCCC1,1-(2-methyl-3-propenyl)cyclohexene,0.0009695084674359924,0.8446187552447557,0.9999995125305361,11,
C=C(C)C1CCCC=C1C,2-methyl-3-(1-methylethenyl)cyclohexene,0.000954584673901559,0.8313065034965038,0.9999997805496216,11,
CC1C=CC(C(C)C)=CC1,"5-methyl-2-(1-methylethyl)-1,3-cyclohexadiene",0.0009904615840393477,0.8317327132867136,0.9999996128954709,11,
