n_features,auc
197,0.9397874852420307
195,0.9397874852420307
193,0.9397874852420307
191,0.9397874852420307
189,0.9397874852420307
187,0.9397874852420307
185,0.9397874852420307
183,0.9397874852420307
181,0.9397874852420307
179,0.9397874852420307
177,0.9397874852420307
175,0.9397874852420307
173,0.9397874852420307
171,0.9397874852420307
169,0.9397874852420307
167,0.9397874852420307
165,0.9397874852420307
163,0.9397874852420307
161,0.9397874852420307
159,0.9397874852420307
157,0.9397874852420307
155,0.9397874852420307
153,0.9397874852420307
151,0.9397874852420307
149,0.9397874852420307
147,0.9397874852420307
145,0.9397874852420307
143,0.9397874852420307
141,0.9397874852420307
139,0.9397874852420307
137,0.9397874852420307
135,0.9397874852420307
133,0.9397874852420307
131,0.9397874852420307
129,0.9397874852420307
127,0.9397874852420307
125,0.9397874852420307
123,0.9397874852420307
121,0.9397874852420307
119,0.9406490315581224
117,0.9384473020836658
115,0.9385749385749386
113,0.9368199368199368
111,0.9368199368199368
109,0.9368199368199368
107,0.935798844889754
105,0.9357669357669358
103,0.9346182073454801
101,0.9320016592743866
99,0.9310762947126584
97,0.934011934011934
95,0.9377133922588468
93,0.9382558473467564
91,0.9297999297999298
89,0.9338842975206612
87,0.9322888413797504
85,0.9381282108554836
83,0.9370752098024826
81,0.9350330259421169
79,0.9425316698043971
77,0.9368837550655733
75,0.9382558473467564
73,0.9354797536615719
71,0.9320335683972047
69,0.9265132901496538
67,0.9328632055904783
65,0.9327993873448419
63,0.9251731069912887
61,0.92622610804429
59,0.930278566642203
57,0.9266090175181084
55,0.9324802961166597
53,0.9339481157662975
51,0.9411595775232139
49,0.9342033887488432
47,0.93283129646766
45,0.9343629343629343
43,0.9316825680462044
41,0.9333099333099333
39,0.9261303806758353
37,0.9264494719040174
35,0.9284278375187467
33,0.9233542869906506
31,0.9245030154121063
29,0.9321292957656594
27,0.9305338396247487
25,0.9283321101502919
23,0.9236095599731963
21,0.927598200325473
19,0.9297680206771115
17,0.9227799227799227
15,0.9157599157599157
13,0.923705287341651
11,0.9055649510194964
9,0.8924822106640289
7,0.889227480136571
5,0.8707840071476435
3,0.8198730016911836
1,0.6718784900603083
