n_features,rmse
127,0.011013223524058872
125,0.011013223524058872
123,0.011013223524058872
121,0.011013223524058872
119,0.011013223524058872
117,0.011013223524058872
115,0.011013223524058872
113,0.011013223524058872
111,0.011013223524058872
109,0.011013223524058872
107,0.011013223524058872
105,0.011013223524058872
103,0.011013223524058872
101,0.011013223524058872
99,0.011013223524058872
97,0.011013223524058872
95,0.011013223524058872
93,0.011013223524058872
91,0.011013223524058872
89,0.011013223524058872
87,0.011013223524058872
85,0.011013223524058872
83,0.011013223524058872
81,0.011013223524058872
79,0.010984583787234643
77,0.010984583787234643
75,0.011022398109149449
73,0.011009467718805985
71,0.010956645237957334
69,0.010946249865606614
67,0.010978845036516874
65,0.010825792456523068
63,0.010898259105042695
61,0.010564165371503776
59,0.010434339844544623
57,0.010427950804257185
55,0.010422420629615965
53,0.010338501165900613
51,0.01062076600055191
49,0.009976377748334023
47,0.01015319686030369
45,0.010602314398080013
43,0.010856844497054076
41,0.010656772306989703
39,0.011235379861600432
37,0.010538008792044522
35,0.00986498049568072
33,0.01007276408690781
31,0.01007497499758746
29,0.010264857365619679
27,0.009610767045395338
25,0.010353778460547646
23,0.009898856320976614
21,0.010808570080674892
19,0.009562296128135073
17,0.009618991353432152
15,0.009210522238180892
13,0.010085693324076703
11,0.010494864259636492
9,0.013503814916989204
7,0.015035612024161036
5,0.01750443097247735
3,0.019568958139536848
1,0.025538343708988717
