n_features,rmse
127,0.010229381804750299
125,0.010229381804750299
123,0.010229381804750299
121,0.010229381804750299
119,0.010229381804750299
117,0.010229381804750299
115,0.010229381804750299
113,0.010229381804750299
111,0.010229381804750299
109,0.010229381804750299
107,0.010229381804750299
105,0.010229381804750299
103,0.010229381804750299
101,0.010229381804750299
99,0.010229381804750299
97,0.010229381804750299
95,0.010229381804750299
93,0.010229381804750299
91,0.010229381804750299
89,0.010229381804750299
87,0.010229381804750299
85,0.010229381804750299
83,0.010227457892309676
81,0.010219254692927697
79,0.010151629313310246
77,0.010151214535098272
75,0.010281032694170078
73,0.010281032694170078
71,0.01046038774161046
69,0.01046038774161046
67,0.01014087342227008
65,0.01016108818990352
63,0.010293227361319005
61,0.010126196161498313
59,0.009715085620210341
57,0.009757237868701257
55,0.009757563554355888
53,0.009999201440025356
51,0.00986610893388377
49,0.009799617756937383
47,0.009669514595406329
45,0.009796780513390363
43,0.009841253224514698
41,0.009890159467585825
39,0.009719555669805995
37,0.009718919320275379
35,0.009552230735255247
33,0.009549118337480235
31,0.009547467849631976
29,0.00974833685147441
27,0.00977230426702644
25,0.009081446574015058
23,0.01029681385469721
21,0.009911949667615362
19,0.01007890629256281
17,0.01022025890552348
15,0.009773054589440102
13,0.010287460196559533
11,0.012578113451041085
9,0.014044632736459076
7,0.013950745280984514
5,0.016597316797555505
3,0.017042237272890524
1,0.02466817500663035
