n_features,rmse
127,0.01114244407776995
125,0.01114244407776995
123,0.01114244407776995
121,0.01114244407776995
119,0.01114244407776995
117,0.01114244407776995
115,0.01114244407776995
113,0.01114244407776995
111,0.01114244407776995
109,0.01114244407776995
107,0.01114244407776995
105,0.01114244407776995
103,0.01114244407776995
101,0.01114244407776995
99,0.01114244407776995
97,0.01114244407776995
95,0.01114244407776995
93,0.01114244407776995
91,0.01114244407776995
89,0.01114244407776995
87,0.01114244407776995
85,0.01114244407776995
83,0.01114244407776995
81,0.01114244407776995
79,0.011119618761477644
77,0.011219721854548061
75,0.011212017502607623
73,0.011060779294417521
71,0.011049881713332994
69,0.011271531577155294
67,0.011167449696447392
65,0.011114025318831001
63,0.010955639636037377
61,0.010978231638322315
59,0.011360107385004151
57,0.010715866022616264
55,0.01058251518429215
53,0.01046548675678089
51,0.010789704038700025
49,0.010831435204031471
47,0.011153237114549058
45,0.011531881363585066
43,0.01152447711720561
41,0.009963318169521918
39,0.010231253711317716
37,0.009944763645941981
35,0.010037625758855655
33,0.010097631124961556
31,0.01008274695452772
29,0.010057162235555774
27,0.009974876114266895
25,0.010793087585366729
23,0.010425261203294088
21,0.01073185077458491
19,0.010609159020524945
17,0.010589373210353295
15,0.010920217301918472
13,0.010967032275462406
11,0.010249742491020786
9,0.015530878049800127
7,0.016635716417637586
5,0.01671839551288791
3,0.019362588038543828
1,0.026974097662700838
