n_features,auc
213,0.9603612783696156
211,0.9603612783696156
209,0.9603612783696156
207,0.9603612783696156
205,0.9603612783696156
203,0.9603612783696156
201,0.9603612783696156
199,0.9603612783696156
197,0.9603612783696156
195,0.9603612783696156
193,0.9603612783696156
191,0.9603612783696156
189,0.9603612783696156
187,0.9603612783696156
185,0.9603612783696156
183,0.9603612783696156
181,0.9603612783696156
179,0.9603612783696156
177,0.9603612783696156
175,0.9603612783696156
173,0.9603612783696156
171,0.9603612783696156
169,0.9603612783696156
167,0.9603612783696156
165,0.9603612783696156
163,0.9603612783696156
161,0.9603612783696156
159,0.9603612783696156
157,0.9603612783696156
155,0.9603612783696156
153,0.9603612783696156
151,0.9603612783696156
149,0.9599258916164891
147,0.9610838351088467
145,0.9597406206577119
143,0.9597406206577119
141,0.9604261232051876
139,0.9593330245484021
137,0.958869847151459
135,0.9608707735062529
133,0.9643723946271422
131,0.9643723946271422
129,0.9677443260768874
127,0.9641130152848543
125,0.9638351088466883
123,0.9665956461324687
121,0.964057433997221
119,0.9637517369152386
117,0.9597684113015285
115,0.965511811023622
113,0.965511811023622
111,0.965511811023622
109,0.9641130152848542
107,0.9676424270495599
105,0.9703010653080129
103,0.9715979620194535
101,0.9685502547475682
99,0.9696896711440481
97,0.9687262621584066
95,0.966577119036591
93,0.9675497915701714
91,0.9658175081056045
89,0.9606484483557203
87,0.9615377489578508
85,0.9643446039833256
83,0.9655396016674387
81,0.9558221398795739
79,0.9672811486799444
77,0.9581936081519221
75,0.9581102362204725
73,0.9614265863825845
71,0.9589995368226031
69,0.9527095877721168
67,0.9603612783696155
65,0.9544418712366836
63,0.9599629458082446
61,0.9652709587772117
59,0.9581287633163501
57,0.9599722093561834
55,0.9590088003705419
53,0.9571838814265864
51,0.9549884205650764
49,0.955414543770264
47,0.9587031032885596
45,0.9565076424270496
43,0.9568411301528486
41,0.9547012505789718
39,0.9561093098656785
37,0.9537748957850857
35,0.9578045391384901
33,0.9592033348772581
31,0.9612598425196851
29,0.9542751273737842
27,0.9565354330708662
25,0.954219546086151
23,0.9596294580824456
21,0.953895321908291
19,0.9562575266327004
17,0.9547105141269105
15,0.9424270495599816
13,0.9184622510421493
11,0.9036822603056971
9,0.9016720704029644
7,0.9116489115331172
5,0.8970912459471978
3,0.9153219082908753
1,0.8252894858730895
