n_features,rmse
140,38.3958448032656
138,38.3958448032656
136,38.3958448032656
134,38.3958448032656
132,38.3958448032656
130,38.3958448032656
128,38.3958448032656
126,38.3958448032656
124,38.3958448032656
122,38.3958448032656
120,38.3958448032656
118,38.39785751490876
116,38.36441677744426
114,38.36441677744426
112,38.51016046104158
110,38.56457883803441
108,38.88670803077057
106,38.76210294323486
104,38.86112861947702
102,38.316870778247925
100,38.43342154809495
98,38.86046575858178
96,37.8435356607692
94,37.31860052102042
92,37.835081326302216
90,37.50648943960704
88,38.3259360421374
86,38.385256159263484
84,38.09469527950247
82,38.47513588189216
80,37.56122699921711
78,38.53526026270108
76,38.742028004470434
74,38.0439450902929
72,37.74103044115113
70,37.985561820524886
68,37.365368866067286
66,38.64303939599258
64,37.73780579553982
62,37.47732500267679
60,37.787264232653115
58,37.50724693711195
56,38.578177144243014
54,38.250691279659534
52,37.688871095333624
50,38.180084053764766
48,37.87240357208846
46,37.69528174720168
44,38.572989287161484
42,38.73793429992693
40,39.21469902857079
38,38.899180964525925
36,38.922904483530566
34,38.50324143084188
32,38.6999782803696
30,39.39889003839201
28,38.313660569528395
26,39.38595725556019
24,40.1093237090752
22,41.2848068531724
20,41.3581207633647
18,42.015800085328316
16,42.35157356921562
14,43.518499545220436
12,43.40717438388091
10,43.46616122856377
8,43.26393658321272
6,47.008850363813316
4,51.70862930336247
2,54.58436857005166
1,68.8433479135441
