n_features,rmse
140,38.588890073075085
138,38.588890073075085
136,38.588890073075085
134,38.588890073075085
132,38.588890073075085
130,38.588890073075085
128,38.588890073075085
126,38.588890073075085
124,38.588890073075085
122,38.588890073075085
120,38.588890073075085
118,38.58978986006629
116,38.366425642192
114,38.425508536193796
112,38.069690580405876
110,38.09351180334848
108,37.762334745415394
106,37.739791305501434
104,38.22482770431945
102,38.42176913271432
100,38.87655485847668
98,38.32565889817269
96,38.72708681042129
94,38.92210715047581
92,38.79461753009718
90,39.27861629050612
88,39.260900470822016
86,39.076438877993986
84,39.26997194865111
82,39.20847974772363
80,39.00064404627942
78,37.85021162248703
76,37.880743285891654
74,38.90516097601023
72,38.43205748105617
70,38.08815249961344
68,38.32174203349244
66,38.649921806927104
64,38.36572991168652
62,39.10905670554453
60,39.03721548385344
58,38.9538204525683
56,39.41258798975116
54,38.405393914527636
52,38.77053603331921
50,39.251783656699864
48,38.29522725289828
46,38.38512948604074
44,38.27127329026438
42,37.4237960114295
40,37.78123123673446
38,38.509506021562885
36,36.4808208342003
34,37.32681866749171
32,36.725111647061865
30,37.910118857472504
28,37.70134620729967
26,38.23709142988743
24,39.646043490828994
22,38.537479060788094
20,40.07425128122325
18,40.740077025880574
16,40.70562968915251
14,41.816057635130086
12,41.03024274703348
10,43.009430979465925
8,43.29607166425316
6,44.76107458355182
4,53.84278623928115
2,53.69992012224663
1,66.53496169694425
