n_features,rmse
127,6.366176883626126
125,6.366176883626126
123,6.366176883626126
121,6.366176883626126
119,6.366176883626126
117,6.366176883626126
115,6.366176883626126
113,6.366176883626126
111,6.366176883626126
109,6.366176883626126
107,6.366176883626126
105,6.366176883626126
103,6.366176883626126
101,6.366176883626126
99,6.366176883626126
97,6.366176883626126
95,6.366176883626126
93,6.366176883626126
91,6.366176883626126
89,6.366176883626126
87,6.366176883626126
85,6.366176883626126
83,6.366176883626126
81,6.366176883626126
79,6.366176883626126
77,6.366176883626126
75,6.367847163158564
73,6.386763536943229
71,6.481457218763927
69,6.479766847195965
67,6.47936488293391
65,6.572757037748861
63,6.587279477473447
61,6.551625535816339
59,6.587411262332746
57,6.464324070069514
55,6.474620859402644
53,6.519945632831463
51,6.651780810300264
49,6.2982543301752365
47,6.284185295340412
45,6.173581294033654
43,5.979496716618146
41,5.855349760649873
39,6.003470453310249
37,6.064511675721557
35,5.9889893123031355
33,5.788642354082422
31,5.390774493753084
29,5.7261001834298035
27,5.66730718363249
25,5.958714146584913
23,6.234987598506158
21,5.915482274982471
19,6.1627831866004765
17,6.431639073716187
15,6.202276802672567
13,6.4099029807524275
11,6.412831504925068
9,6.960013258835362
7,7.131893213241368
5,7.868309990821496
3,9.057677457398693
1,10.312333136186522
