n_features,rmse
127,6.2145617308279535
125,6.2145617308279535
123,6.2145617308279535
121,6.2145617308279535
119,6.2145617308279535
117,6.2145617308279535
115,6.2145617308279535
113,6.2145617308279535
111,6.2145617308279535
109,6.2145617308279535
107,6.2145617308279535
105,6.2145617308279535
103,6.2145617308279535
101,6.2145617308279535
99,6.2145617308279535
97,6.2145617308279535
95,6.2145617308279535
93,6.2145617308279535
91,6.2145617308279535
89,6.2145617308279535
87,6.2145617308279535
85,6.2145617308279535
83,6.2145617308279535
81,6.2145617308279535
79,6.2145617308279535
77,6.21396317528576
75,6.218444107304223
73,6.214620271290925
71,6.135061919700625
69,6.135456897870093
67,6.248084429256484
65,6.278536500778544
63,6.246162940732876
61,6.259442529137029
59,6.2614941125496815
57,6.2874112285129895
55,6.3478565614642655
53,6.250627658470114
51,6.210674047949149
49,6.131007038201498
47,6.081984068943362
45,6.132555141158337
43,6.257346979796618
41,5.973199142291994
39,5.997489631424884
37,6.143375465499801
35,6.3674348361935325
33,6.273581601113073
31,6.205106745931604
29,6.171674812166873
27,5.681853023267258
25,5.650329119316724
23,5.560887978057502
21,5.656488647051496
19,5.714111095659356
17,5.8038847921469845
15,6.302720116074341
13,6.320794035615208
11,6.222350912538485
9,6.52644807178527
7,6.785333629252941
5,8.377806441699908
3,9.613099311679424
1,10.162669387854093
