n_features,auc
213,0.9469341408024224
211,0.9469341408024224
209,0.9469341408024224
207,0.9469341408024224
205,0.9469341408024224
203,0.9469341408024224
201,0.9469341408024224
199,0.9469341408024224
197,0.9469341408024224
195,0.9469341408024224
193,0.9469341408024224
191,0.9469341408024224
189,0.9469341408024224
187,0.9469341408024224
185,0.9469341408024224
183,0.9469341408024224
181,0.9469341408024224
179,0.9469341408024224
177,0.9469341408024224
175,0.9469341408024224
173,0.9469341408024224
171,0.9469341408024224
169,0.9469341408024224
167,0.9469341408024224
165,0.9469341408024224
163,0.9469341408024224
161,0.9469341408024224
159,0.9469341408024224
157,0.9469341408024224
155,0.9469341408024224
153,0.9469341408024224
151,0.9469341408024224
149,0.9469341408024224
147,0.9469341408024224
145,0.9469341408024224
143,0.9469341408024224
141,0.9469341408024224
139,0.9469341408024224
137,0.9469341408024224
135,0.9478317292094733
133,0.9437871742186655
131,0.9413106953606575
129,0.9524927003352439
127,0.9524927003352439
125,0.952406185789986
123,0.944349518762842
121,0.9432789012652752
119,0.9476587001189576
117,0.9557369957824159
115,0.9537687898777982
113,0.945203849897264
111,0.9432356439926464
109,0.9440467178544393
107,0.9476803287552721
105,0.9464366821671893
103,0.9397318049097004
101,0.9431166864929167
99,0.9431166864929167
97,0.948491402617065
95,0.9480047582999892
93,0.9520817562452688
91,0.9496269060235751
89,0.9437871742186655
87,0.9467286687574349
85,0.9486319887531092
83,0.9449443062614903
81,0.9445333621715152
79,0.9451389639883204
77,0.9435060019465773
75,0.9432032010381746
73,0.944933491943333
71,0.9452795501243647
69,0.9453228073969937
67,0.9483616307991781
65,0.9503622796582676
63,0.9466637828484914
61,0.9477452146642154
59,0.9448361630799179
57,0.9432789012652752
55,0.9459932951227424
53,0.9498972639775063
51,0.9422947983129664
49,0.9417648967232617
47,0.9453985076240943
45,0.9374283551422083
43,0.9444360333081
41,0.9513031253379475
39,0.9439385746728669
37,0.9465772683032334
35,0.9422839839948092
33,0.9407591651346383
31,0.9344219746944956
29,0.9422947983129665
27,0.9494971342056883
25,0.9387585162755488
23,0.9394722612739267
21,0.9263112360765654
19,0.9271655672109874
17,0.9313831512923111
15,0.9453119930788364
13,0.9311722720882449
11,0.9173623878014492
9,0.9060614253271333
7,0.9039039688547638
5,0.9020330918135613
3,0.9125932734941061
1,0.8746890883529794
