n_features,rmse
127,5.2593978255056175
125,5.2593978255056175
123,5.2593978255056175
121,5.2593978255056175
119,5.2593978255056175
117,5.2593978255056175
115,5.2593978255056175
113,5.2593978255056175
111,5.2593978255056175
109,5.2593978255056175
107,5.2593978255056175
105,5.2593978255056175
103,5.2593978255056175
101,5.2593978255056175
99,5.2593978255056175
97,5.2593978255056175
95,5.2593978255056175
93,5.2593978255056175
91,5.2593978255056175
89,5.2593978255056175
87,5.2593978255056175
85,5.2593978255056175
83,5.2593978255056175
81,5.2593978255056175
79,5.268940050415269
77,5.285409614342448
75,5.262823633688513
73,5.243688799446024
71,5.281933499655631
69,5.319603778565373
67,5.362629691067502
65,5.363626997060437
63,5.369740133040619
61,5.237535364980496
59,5.2265187338776
57,5.324993425382439
55,5.302383949003613
53,5.174152430753192
51,5.372906442813629
49,5.414829139517432
47,5.413080453500405
45,5.226379730385478
43,5.164049331485252
41,5.280337848223731
39,5.155161090789029
37,5.607442498207363
35,5.56710562517815
33,5.511753407299113
31,5.790326612509086
29,5.484808483422988
27,5.612502177748288
25,5.563145789780366
23,5.594688890380473
21,5.4231499758769806
19,5.6078892812475
17,5.526496640005374
15,5.748962516287962
13,5.288121620668804
11,6.027881895691484
9,6.553870330328682
7,7.87457346615834
5,8.516124052528383
3,9.513396111301462
1,10.455891776872468
