n_features,rmse
137,4.359652621531569
135,4.359652621531569
133,4.359652621531569
131,4.359652621531569
129,4.359652621531569
127,4.359652621531569
125,4.359652621531569
123,4.359652621531569
121,4.359652621531569
119,4.359652621531569
117,4.359652621531569
115,4.359652621531569
113,4.359652621531569
111,4.359652621531569
109,4.359652621531569
107,4.359652621531569
105,4.359652621531569
103,4.359652621531569
101,4.359652621531569
99,4.359652621531569
97,4.359652621531569
95,4.359652621531569
93,4.359159295073106
91,4.359961945901424
89,4.360187213336478
87,4.356824648390829
85,4.353464190573524
83,4.370134728659233
81,4.3712085299631545
79,4.371052648176668
77,4.351646989046091
75,4.351294679116534
73,4.316889655422767
71,4.3286401200343585
69,4.247567980388485
67,4.2470690640389295
65,4.244140486114671
63,4.245917782732171
61,4.252126856804385
59,4.25328889163058
57,4.161821575328034
55,4.187222147507306
53,4.413000257773272
51,4.209544491726741
49,4.385820357242715
47,4.29580039653408
45,4.350572016037856
43,4.185722866511958
41,4.456714921978707
39,4.29502229725929
37,4.328164837610906
35,4.149591517328768
33,4.13275991179183
31,4.20769687275792
29,4.285300193136304
27,4.029182006359281
25,4.275132364857847
23,3.956204507694052
21,3.920420744558498
19,3.62261497660213
17,3.044476380646577
15,2.9317851393981185
13,3.194525533579632
11,3.3568526507326517
9,3.289146795017495
7,3.2825201540542452
5,3.890024485189499
3,5.9877423978192885
1,6.53946254265066
