SMILES,DC_exp,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
C=CCCCCCCCCCC,2.106,3.7189927354091314,3.7189927354091314,1.2033333333333334,1.2033333333333334,0.34551355016017615,10.083333333333334,168.32399999999998,144.13199999999998,168.187800768,72,0,-0.0353412931099218,-0.10308297893627165,0.10308297893627165,0.0353412931099218,0.8333333333333334,1.3333333333333333,1.8333333333333333,13.95367087240143,10.076405855434638,1.8895671814559336,-1.9877331021564661,2.0870126440905286,-1.7902714052986017,4.647284161057678,0.5775380034502537,2.0983909613162415,2.76676462623148,84.03910001730776,9.071067811865477,8.648418081055102,8.648418081055102,5.914213562373096,5.523603362114272,5.523603362114272,3.552224003342541,3.552224003342541,2.261801681057136,2.261801681057136,1.4225586110779966,1.4225586110779966,-0.26,488.92509398668426,11.74,10.74,9.739999999999998,78.064011254008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,57.94550866700658,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71113180602472,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71113180602472,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.787394606334104,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51306784345204,5.986932156547957,0.0,0.8333333333333334,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10.5073,0,4.703200000000004,57.42400000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
C=CCCCCCCCCCCC,2.1045,3.728382117394667,3.728382117394667,1.2042011019283747,1.2042011019283747,0.3257941482060202,10.23076923076923,182.35099999999997,156.14299999999997,182.203450832,78,0,-0.0353412931099218,-0.10308297893627165,0.10308297893627165,0.0353412931099218,0.7692307692307693,1.2307692307692308,1.6923076923076923,13.963730955515274,10.067162786478118,1.8996016081475058,-1.996991719202804,2.0970261058718993,-1.7995603205502426,4.647448665928549,0.566342395230757,2.1557102724831183,2.7919988397452453,94.21143267166842,9.778174593052025,9.35552486224165,9.35552486224165,6.414213562373096,6.023603362114272,6.023603362114272,3.9057773939358147,3.9057773939358147,2.511801681057136,2.511801681057136,1.5993353063746334,1.5993353063746334,-0.26,812.7027727261355,12.739999999999998,11.74,11.74,84.4289533684046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,64.36633028993259,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13195342895074,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13195342895074,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.20821622926012,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.998518945380418,6.001481054619583,0.0,0.8461538461538461,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11.505199999999999,0,5.093300000000005,62.041000000000054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
C=CCO,19.7,7.756944444444445,7.756944444444445,0.08333333333333348,0.08333333333333348,0.425825650815454,6.25,58.08,52.032000000000004,58.041864812,24,0,0.06093122118130114,-0.39231780862858834,0.39231780862858834,0.06093122118130114,2.0,2.25,2.25,16.24941515818958,10.71863167631558,1.4468719758921817,-1.599576520984482,1.4586604123434634,-1.6216562365762965,4.603456919204676,0.34288544690840944,1.3709505944546687,2.2968352619191394,17.24511249783653,3.414213562373095,2.4387774270626785,2.4387774270626785,1.914213562373095,1.132724346944564,1.132724346944564,0.4712493204298682,0.4712493204298682,0.12909944487358055,0.12909944487358055,0.0,0.0,-0.3,6.854752972273344,3.7,2.700000000000001,1.7000000000000013,25.573765976634522,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,6.076020106833881,0.0,0.0,6.606881964512918,5.106527394840706,0.0,0.0,0.0,0.0,0.0,6.606881964512918,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,0.0,12.654955790432378,0.0,0.0,0.0,20.23,0.0,0.0,0.0,6.606881964512918,0.0,0.0,6.076020106833881,0.0,0.0,6.578935683598497,5.106527394840706,0.0,0.0,0.0,7.756944444444445,0.0,0.0,0.0,1.4305555555555556,3.3125,0.0,0.3333333333333333,4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2.497500000000001,0,0.1647,17.2828,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCc1ccc(O)c(OC)c1,9.55,9.252350245653817,9.252350245653817,0.17158541194255506,0.17158541194255506,0.6932796632293876,9.416666666666666,164.20399999999995,152.10799999999998,164.083729624,64,0,0.1602603057731768,-0.5042546024667084,0.5042546024667084,0.1602603057731768,1.5833333333333333,2.3333333333333335,2.9166666666666665,16.473994547864102,10.12891397233721,1.9985271362385941,-2.0380169561354218,2.2575747100918577,-1.860752741337818,5.416095017071876,0.37281480333412687,2.0865919829346073,2.959559547224779,279.16711032401867,8.974691494688164,7.07907652509542,7.07907652509542,5.774386907679233,3.744063076679359,3.744063076679359,2.4990004639770524,2.4990004639770524,1.6241733935106493,1.6241733935106493,1.0156731681243485,1.0156731681243485,-1.44,552.9468754776709,8.654696969696971,3.809658461029751,1.7840075614366737,72.10934752660204,9.843390348640755,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,12.142387175295491,24.117007251546223,0.0,7.109797541277533,9.843390348640755,0.0,0.0,0.0,0.0,6.4208216229260096,7.109797541277533,36.417508487514205,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,12.216324936118239,6.4208216229260096,0.0,5.563451491696996,30.854056995817206,0.0,0.0,0.0,29.46,0.0,5.106527394840706,0.0,5.749511833283905,5.749511833283905,11.984273114623004,7.109797541277533,12.13273413692322,12.142387175295491,6.578935683598497,4.736862953800049,4.947657785336357,0.0,0.0,9.252350245653817,1.0830092592592595,0.6802428193499628,5.272037037037037,2.599663643235072,3.630571617535903,1.5344675925925926,0.2,12,1,2,0,0,0,0,1,0,1,0,0,2,1,2,0,3,0,0,0,0,0,2.747619961521218,1,2.1292999999999997,48.55980000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCc1ccccc1,2.48,3.655963718820862,3.655963718820862,0.9730555555555556,0.9730555555555556,0.5229975730548514,8.88888888888889,118.17899999999995,108.09899999999998,118.07825032,46,0,-0.010013321697633543,-0.10274876838001491,0.10274876838001491,0.010013321697633543,1.2222222222222223,1.8888888888888888,2.4444444444444446,13.874564197507027,10.153255825634734,1.8156595914068956,-1.9061951296234325,1.978579942926606,-1.753184342094737,5.161299423772587,1.278373203710576,1.9100860088599134,2.719528532842932,174.4896154807834,6.52709773749546,5.37831517751085,5.37831517751085,4.431851652578137,3.0807335740439594,3.0807335740439594,1.9783978394802335,1.9783978394802335,1.2228644897704113,1.2228644897704113,0.7807600013303118,0.7807600013303118,-1.04,145.16653667335342,6.085628140703518,3.079539221938775,1.7260521604490249,55.83662643050253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,36.407855449141934,11.984273114623004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,48.55024262443742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,5.563451491696996,42.98679113274043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,5.563451491696996,0.0,24.27512131221871,18.711669820521717,0.0,0.0,0.0,0.0,0.0,1.326388888888889,0.0,10.299221466364322,2.8850925925925925,3.655963718820862,0.0,0.1111111111111111,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2.082325616603425,1,2.4151000000000007,40.34300000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=COC=C,3.94,4.361111111111111,4.361111111111111,1.3125,1.3125,0.4446626309457236,5.6,70.09100000000001,64.04299999999999,70.041864812,28,0,0.08288043521855831,-0.4738803444692917,0.4738803444692917,0.08288043521855831,1.2,1.6,1.6,16.460432252901224,11.072766387362874,1.4533594551950357,-1.7622248505113056,1.653533987024648,-1.5198509822485788,4.565970360910869,0.40646389508713504,1.4056390622295665,2.6531630746803305,32.91260938324327,4.121320343559642,2.9771623912162095,2.9771623912162095,2.414213562373095,1.2879011017187578,1.2879011017187578,0.46941609682128776,0.46941609682128776,0.19245008972987532,0.19245008972987532,0.06804138174397717,0.06804138174397717,-0.7200000000000001,11.245112497836532,4.280000000000001,3.2800000000000016,3.280000000000003,31.568416536157745,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.157871367196995,0.0,0.0,12.52416089684158,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,25.682032264038575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,0.0,0.0,25.682032264038575,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,0.0,12.52416089684158,0.0,0.0,17.894734320997046,0.0,4.361111111111111,0.0,0.0,0.0,0.0,0.0,0.0,2.625,6.513888888888889,0.0,0.0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2.807680000000002,0,1.29,21.478999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=COCC(C)C,3.34,4.858796296296296,4.858796296296296,0.6092592592592592,0.6092592592592592,0.4912577744179638,9.0,100.16099999999999,88.06499999999998,100.088815004,42,0,0.08953389032351072,-0.501550993229236,0.501550993229236,0.08953389032351072,1.7142857142857142,2.2857142857142856,2.4285714285714284,16.46733829147545,10.244196869776502,1.8678966496872411,-2.0015948202220915,1.9010094321185358,-1.9494688360349972,4.494866213280877,0.21238620816080453,1.6121972227029933,2.8099823316091586,48.14170945007629,5.698670612749268,4.9771623912162095,4.9771623912162095,3.270055610029662,2.4955745142973065,2.4955745142973065,1.893846850117352,1.893846850117352,0.547409508396029,0.547409508396029,0.2604914714738525,0.2604914714738525,-0.46,29.01955000865388,6.539999999999999,3.720505415162455,5.539999999999999,44.9879037971352,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.426410082979746,5.917906046161393,0.0,12.868962412933708,4.736862953800049,0.0,0.0,0.0,5.917906046161393,13.847474399381248,6.606881964512918,12.841016132019288,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,4.736862953800049,5.917906046161393,13.847474399381248,12.841016132019288,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,5.917906046161393,6.606881964512918,6.26208044842079,0.0,0.0,20.426410082979746,4.736862953800049,4.858796296296296,0.0,0.0,0.0,0.0,0.6092592592592592,0.0,1.4722222222222223,8.393055555555556,0.0,0.6666666666666666,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,3.4760150593089216,0,1.8025,30.986999999999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=Cc1ccc(CC)cc1,2.835,3.6864224300831445,3.6864224300831445,1.1085544217687073,1.1085544217687073,0.5800727622927883,9.3,132.206,120.10999999999997,132.093900384,52,0,-0.026235935123457448,-0.09847004747400068,0.09847004747400068,0.026235935123457448,1.3,1.9,2.3,13.91850284924338,10.110480090181111,1.8595849796736834,-1.9485837087021305,2.0451574198066975,-1.7755402290923565,5.465523614406226,1.1393708383926362,2.0481673906012667,2.895351845489354,205.984848999515,7.397341225498538,6.300964908321225,6.300964908321225,4.863703305156274,3.578950801884416,3.578950801884416,2.299259159622402,2.299259159622402,1.6236697471111876,1.6236697471111876,0.8894223997871524,0.8894223997871524,-1.04,237.58741730974694,7.071607142857144,3.2100399595076996,1.471945587562872,62.20156854489914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.84416126396944,17.547724606320003,0.0,0.0,0.0,6.076020106833881,0.0,0.0,0.0,13.344558822616634,0.0,41.97130694083893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,18.050640183084617,30.844403957444936,0.0,6.076020106833881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,11.126902983393991,0.0,6.076020106833881,37.76814115713556,0.0,0.0,0.0,0.0,0.0,2.5720370370370373,0.0,8.450092592592593,2.969109977324263,5.84209372637944,0.0,0.2,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2.270014150651151,1,2.8920000000000012,45.91100000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=Cc1ccccc1,2.4118500000000003,3.630925925925926,3.630925925925926,1.1736111111111112,1.1736111111111112,0.5126059376700752,8.5,104.15199999999997,96.08799999999998,104.062600256,40,0,-0.02625578937784246,-0.09847005004016512,0.09847005004016512,0.02625578937784246,1.125,1.75,2.125,13.81386693019381,10.213378517192883,1.7531756783708043,-1.8476108231354806,1.9690264572734049,-1.6332305402260128,5.45209561453331,1.6665744673634495,1.9034911933164034,2.9910469146846212,162.65300142116237,5.819990956308912,4.671208396324302,4.671208396324302,3.931851652578137,2.607607027581636,2.607607027581636,1.614807747754891,1.614807747754891,1.0352747518073642,1.0352747518073642,0.589121682286802,0.589121682286802,-1.04,91.36757727918736,5.10367816091954,2.3141072195146584,0.9688488520408163,49.47168431610592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.98679113274043,5.563451491696996,0.0,0.0,0.0,6.076020106833881,0.0,0.0,0.0,0.0,0.0,42.47422251760354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.563451491696996,36.91077102590655,0.0,6.076020106833881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.563451491696996,0.0,36.407855449141934,6.578935683598497,0.0,0.0,0.0,0.0,0.0,1.1736111111111112,0.0,10.028796296296296,1.8333333333333333,3.630925925925926,0.0,0.0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.4763073097829003,1,2.3296,36.53300000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=CC(C)C)CC(C)C,2.1665,2.3472222222222223,2.3472222222222223,0.7071759259259259,0.7071759259259259,0.5249883534532827,13.3,140.27,120.10999999999997,140.15650064,60,0,-0.028784389573581814,-0.08303252922359289,0.08303252922359289,0.028784389573581814,1.2,1.7,2.0,14.016696899239495,10.01237347217918,1.9532640747496293,-2.051456946366224,2.112524596330766,-1.8973197895715461,4.993120009069667,0.6352251345329735,1.5776335714200524,3.709383026329404,107.20671786825557,8.146264369941973,7.939157588755425,7.939157588755425,4.519744507803581,4.193211225743786,4.193211225743786,3.8550072682922614,3.8550072682922614,1.3480746960913104,1.3480746960913104,1.2810275263322053,1.2810275263322053,-0.26,88.34747999952293,9.739999999999998,4.539257201710308,5.869198966408269,65.33412702521474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.34407343566565,25.180370914939417,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,41.03950762137913,0.0,11.649124636903148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,41.03950762137913,11.649124636903148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,5.917906046161393,11.993926152995275,0.0,0.0,40.694706105287,0.0,0.0,0.0,0.0,0.0,1.5324074074074077,1.5081018518518516,0.0,3.595416666666667,11.197407407407407,0.0,0.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.421236514465839,0,3.634800000000003,48.050000000000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)C(C)(C)C,13.56,10.465277777777779,10.465277777777779,0.13888888888888884,-0.13888888888888884,0.4517892989299219,11.428571428571429,100.16099999999999,88.06499999999998,100.088815004,42,0,0.13463290995980945,-0.29943568716997876,0.29943568716997876,0.13463290995980945,1.2857142857142858,1.4285714285714286,1.4285714285714286,16.138553753159485,9.922643062471913,2.1415766004618044,-2.107843971627697,2.121001608708655,-2.1492386431827466,5.803844802470327,-0.12352134058164474,1.3143204867061788,3.7911184170869663,76.67103446305711,6.077350269189626,5.408248290463863,5.408248290463863,2.9433756729740645,2.4541241452319316,2.4541241452319316,2.8061862178478973,2.8061862178478973,1.0561862178478973,1.0561862178478973,0.0,0.0,-0.33,17.086166327180326,6.670000000000001,1.6450481914728035,2.3754673721340387,44.725483699856355,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,20.771211599071872,6.923737199690624,5.414990469396779,0.0,4.794537184071822,5.783244946364939,0.0,0.0,5.414990469396779,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,5.414990469396779,27.694948798762496,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,11.198235415761719,0.0,0.0,0.0,6.923737199690624,20.771211599071872,0.0,0.0,0.0,0.0,10.465277777777779,0.0,-0.13888888888888884,0.24305555555555602,0.0,0.0,7.347222222222222,0.0,0.8333333333333334,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5674959195890856,0,1.6215,30.13599999999998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)C(C)=O,4.04,9.793981481481481,9.793981481481481,0.3796296296296291,-0.3796296296296291,0.42594168943823185,7.666666666666667,86.08999999999999,80.04199999999999,86.036779432,34,0,0.19451404848392276,-0.2912343143503756,0.2912343143503756,0.19451404848392276,1.0,1.1666666666666667,1.1666666666666667,16.171947357788003,10.329259716415763,1.9380585369095764,-1.7292053644556522,1.6605943346327645,-2.010290772018576,6.346873349323015,-0.13353708450477397,1.3609640474436813,3.5677034550432034,71.5488750216347,5.1547005383792515,3.8164965809277263,3.8164965809277263,2.6427344100918364,1.6582482904638631,1.6582482904638631,1.1123724356957947,1.1123724356957947,0.49579081189859825,0.49579081189859825,0.0,0.0,-0.66,13.609640474436812,5.34,1.6978532452412014,1.6394011976047902,36.1571215711069,0.0,0.0,11.566489892729878,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,9.589074368143644,11.566489892729878,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.566489892729878,9.589074368143644,0.0,13.847474399381248,0.0,0.0,0.0,0.0,34.14,0.0,9.589074368143644,0.0,11.566489892729878,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,19.587962962962962,0.0,0.0,-0.7592592592592582,0.0,0.0,2.5046296296296298,0.0,0.5,6,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1.5110893882646692,0,0.1644000000000001,21.36199999999999,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
