SMILES,Thermal_Conductivity_40C,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_allylic_oxid,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_unbrch_alkane
OCCOCCOCCOCCOCCOCCO,0.186,8.453556077590147,0.03586419753086423,8.453556077590147,0.03586419753086423,0.35308031952272856,282.33299999999997,256.12499999999994,282.16785317200004,116,0.07011439546557018,-0.39398032487450974,0.39398032487450974,0.07011439546557018,0.3684210526315789,0.5789473684210527,0.7894736842105263,16.560505469860345,10.653896581634942,1.9242206964755302,-2.0689385608147566,1.8303534500492253,-2.135567348234977,4.354032921604285,-0.015119425935557224,2.8766966445353965,141.01332489488257,14.020815280171313,11.420950017557804,11.420950017557804,9.414213562373096,6.519206877981806,6.519206877981806,3.509075773978931,3.509075773978931,1.9592831921424532,1.9592831921424532,1.1108143287444407,1.1108143287444407,-0.28,16439.976933070877,18.72,17.72,17.719999999999995,113.90980793811867,33.89736955868165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.28258357415501,33.89736955868165,0.0,0.0,0.0,79.28258357415501,0.0,0.0,0.0,0.0,89.49563836383643,23.684314769000245,0.0,0.0,0.0,0.0,86.61000000000001,0.0,0.0,13.213763929025836,66.06881964512917,0.0,0.0,0.0,0.0,0.0,33.89736955868165,25.788514148749694,0.0,16.907112155180293,0.0,0.0,0.0,0.0,4.804373696070014,0.0,1.0,19,2,7,0,0,0,0,7,2,7,16,0,0,0,-0.9459999999999973,68.26660000000005,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14
CC1CCC(CC1C)C(C)(C)C,0.115,2.419212962962963,0.5361111111111112,2.419212962962963,0.5361111111111112,0.5105081695087142,168.32399999999998,144.13199999999998,168.187800768,72,-0.03541790489586436,-0.06225450701835118,0.06225450701835118,0.03541790489586436,0.9166666666666666,1.5,1.9166666666666667,14.366758116086396,9.66376536070289,2.3118520690791766,-2.3911676986155683,2.4163677029225252,-2.2900564264047505,4.817777169334782,0.11394894369129095,2.512249077228546,140.60752504759628,9.35337115112852,9.35337115112852,9.35337115112852,5.40970216816285,5.40970216816285,5.40970216816285,5.830569126813682,5.830569126813682,3.822922393388,3.822922393388,2.3341032264366026,2.3341032264366026,0.0,347.98073447272833,10.083333333333334,3.3950617283950617,2.2437673130193905,77.74778313266299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.03950762137913,36.01035185373298,0.0,0.0,0.0,0.0,23.168708607880962,53.88115086723114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.168708607880962,53.88115086723114,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,17.75371813848418,19.26246486877803,0.0,0.0,34.61868599845312,0.0,0.0,0.0,0.0,0.5361111111111112,2.8706249999999995,0.0,4.349976851851852,11.993287037037039,0.0,1.0,12,0,0,1,1,0,0,0,0,0,0,1,1,1,4.104800000000004,55.124000000000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C(c1ccccc1)c2ccccc2,0.155,2.1597222222222223,1.0294444444444444,2.1597222222222223,1.0294444444444444,0.6452001853099995,168.239,156.14299999999997,168.093900384,64,-0.002577562398651189,-0.06224836070985519,0.06224836070985519,0.002577562398651189,0.5384615384615384,0.9230769230769231,1.3076923076923077,13.973391198113239,10.05742132067721,1.920936299713133,-1.9956023134389413,2.07303851673662,-1.8519334180285336,5.2484825752592865,1.1934564207687004,2.1614757505786617,310.81248233699284,8.932875131431276,7.480609473082807,7.480609473082807,6.449489742783179,4.528473986232467,4.528473986232467,3.147973814603615,3.147973814603615,2.0938976146188413,2.0938976146188413,1.427425663142413,1.427425663142413,-1.5599999999999996,1589.7182302135147,8.057239275855297,3.902562753362507,2.1870744067645087,78.8534394399576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,17.54772460632,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,71.7905736680101,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,11.126902983393991,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,11.126902983393991,0.0,0.0,60.6636706846161,0.0,0.0,0.0,0.0,2.7383333333333337,0.0,21.06555555555555,1.0294444444444444,0.0,0.0,0.07692307692307693,13,0,0,0,0,2,2,0,0,0,2,0,0,2,3.277400000000002,55.69000000000003,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CCCc1ccc2ccccc2c1,0.198,2.290509259259259,1.1853514739229025,2.290509259259259,1.1853514739229025,0.6428575890632974,170.25499999999997,156.14299999999997,170.109550448,66,-0.01813002936528436,-0.06506543526686509,0.06506543526686509,0.01813002936528436,0.9230769230769231,1.6923076923076923,2.4615384615384617,13.986746155978953,10.044893942654335,1.9346254214613545,-2.007540114500086,2.157227159880949,-1.818201197599949,5.82451392070942,0.9235451840665263,2.4918857055029697,401.4535471550891,9.096011838247808,7.955665446700477,7.955665446700477,6.398178147766923,4.876044312682033,4.876044312682033,3.431502973077313,3.431502973077313,2.3525518346913104,2.3525518346913104,1.682966654149129,1.682966654149129,-1.2999999999999998,1414.0832834379576,8.305121210242419,3.6098927892717554,1.7198984900932273,79.207893994422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8091283018479,22.756721543552597,0.0,0.0,0.0,10.772448428929591,0.0,19.765380445542643,0.0,48.02802097092827,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,18.90801031431363,42.46456947923127,10.772448428929591,0.0,0.0,0.0,0.0,0.0,0.0,29.177543166478607,0.0,0.0,49.38830667892189,0.0,0.0,0.0,2.690558390022676,1.4455555555555557,0.0,15.240508078231294,2.4059271069538926,2.2174508692365835,0.0,0.23076923076923078,13,0,0,0,0,2,2,0,0,0,2,0,0,2,3.7923000000000027,57.94300000000003,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
C(CC)C1=CC=CC2=CC=CC=C12,0.198,2.228009259259259,1.181898148148148,2.228009259259259,1.181898148148148,0.6428575890632974,170.25499999999997,156.14299999999997,170.109550448,66,-0.015192630772139105,-0.06506507068854542,0.06506507068854542,0.015192630772139105,0.9230769230769231,1.6923076923076923,2.5384615384615383,14.016867591299977,10.014423556185294,1.9682937659464268,-2.0344788173416957,2.18743146398463,-1.8411305862369802,5.850811109440976,0.9295033325813389,2.6138711904545664,396.20354715508904,9.096011838247808,7.955665446700477,7.955665446700477,6.41501490017253,4.88202737682574,4.88202737682574,3.38827227953856,3.38827227953856,2.399273515672962,2.399273515672962,1.7798300840390016,1.7798300840390016,-1.2999999999999998,1449.6657993930446,8.305121210242419,3.6098927892717554,1.571703312697704,79.207893994422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8091283018479,22.756721543552597,0.0,0.0,0.0,10.772448428929591,0.0,19.765380445542643,0.0,48.02802097092827,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,18.90801031431363,42.46456947923127,10.772448428929591,0.0,0.0,0.0,0.0,0.0,0.0,29.177543166478607,0.0,0.0,49.38830667892189,0.0,0.0,0.0,2.764166666666667,1.472777777777778,0.0,15.140898526077098,2.3981755479969764,2.2239814814814816,0.0,0.23076923076923078,13,0,0,0,0,2,2,0,0,0,2,0,0,2,3.7923000000000027,57.94300000000004,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
CC(C)c1cccc2ccccc12,0.19,2.2378703703703704,0.6028703703703704,2.2378703703703704,0.6028703703703704,0.6072735282562534,170.25499999999997,156.14299999999997,170.109550448,66,-0.014931042911139256,-0.06162937487858149,0.06162937487858149,0.014931042911139256,0.8461538461538461,1.5384615384615385,2.3076923076923075,14.067968996453606,9.962950220470844,2.0212110852385528,-2.0840717784086786,2.240329657648093,-1.8761259407151523,5.8551447053065155,0.8762485926641163,2.756733762067337,407.81275369561155,9.259148545064338,8.11880215351701,8.11880215351701,6.287693700234703,4.764742878019984,4.764742878019984,3.723076211353317,3.723076211353317,2.4453700276886345,2.4453700276886345,1.753917115316043,1.753917115316043,-1.2999999999999998,1269.222326572108,8.305121210242419,3.213517826933512,1.4418682903380866,79.20789399442198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.31204387861251,22.253805966787983,0.0,0.0,0.0,10.772448428929591,0.0,19.76538044554264,0.0,48.02802097092827,0.0,0.0,0.0,0.0,0.0,0.0,25.328831937239634,42.46456947923127,10.772448428929591,0.0,0.0,0.0,0.0,5.917906046161393,0.0,16.335899920626588,0.0,0.0,56.31204387861251,0.0,0.0,0.0,2.7302777777777782,1.4426851851851854,0.6028703703703704,15.08175925925926,0.0,4.475740740740741,0.0,0.23076923076923078,13,0,0,0,0,2,2,0,0,0,1,0,0,2,3.9632000000000023,58.037000000000035,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
CCC1=C(C2=CC=CC=C2C=C1)C,0.185,2.2337962962962963,1.121694066515495,2.2337962962962963,1.121694066515495,0.6116760674124897,170.25499999999997,156.14299999999997,170.109550448,66,-0.015198939826913777,-0.061629376531288214,0.061629376531288214,0.015198939826913777,1.0,1.7692307692307692,2.5384615384615383,14.04334827923129,9.987955416640935,1.9942254129455794,-2.061441987336663,2.2105904695219807,-1.867305163927403,5.85976109268898,1.1189765564798821,2.78910696684952,426.98639808407614,9.259148545064338,8.171208396324303,8.171208396324303,6.325698502695489,4.798694043492407,4.798694043492407,3.424375580401959,3.424375580401959,2.691445240098436,2.691445240098436,1.8552134261595015,1.8552134261595015,-1.2999999999999998,1333.5656423891717,8.305121210242419,3.213517826933512,1.3274811912996443,79.207893994422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.321939610460284,35.243910234940216,0.0,0.0,0.0,10.772448428929591,0.0,20.268296022307258,0.0,47.52510539416365,0.0,0.0,0.0,0.0,6.4208216229260096,6.923737199690624,18.050640183084614,36.39820241076966,10.772448428929591,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,21.899351412323583,0.0,0.0,50.24567681015091,0.0,0.0,0.0,2.735231481481482,2.8882407407407413,0.0,13.006546674225245,1.121694066515495,4.414953703703704,0.0,0.23076923076923078,13,0,0,0,0,2,2,0,0,0,1,0,0,2,3.7106200000000022,58.06300000000004,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
CCC1=CC=CC2=C(C=CC=C21)C,0.185,2.2100925925925927,1.111898148148148,2.2100925925925927,1.111898148148148,0.6116760674124897,170.25499999999997,156.14299999999997,170.109550448,66,-0.014936284918964295,-0.061355690511889084,0.061355690511889084,0.014936284918964295,0.9230769230769231,1.6153846153846154,2.3846153846153846,14.035721316526683,9.995866120818228,1.9881827125335758,-2.052021962697555,2.2140894499722323,-1.8422199521205154,5.878977748480873,1.158824601125771,2.8403154925432554,426.98639808407614,9.259148545064338,8.171208396324303,8.171208396324303,6.325698502695488,4.798694043492407,4.798694043492407,3.440721615627512,3.440721615627512,2.6112819390092463,2.6112819390092463,1.8404649669872815,1.8404649669872815,-1.2999999999999998,1310.5586192853784,8.305121210242419,3.213517826933512,1.3274811912996443,79.20789399442198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.321939610460284,35.243910234940216,0.0,0.0,0.0,10.772448428929591,0.0,20.268296022307258,0.0,47.52510539416365,0.0,0.0,0.0,0.0,6.4208216229260096,6.923737199690624,18.050640183084614,36.39820241076966,10.772448428929591,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,21.899351412323583,0.0,0.0,50.24567681015091,0.0,0.0,0.0,2.7980092592592594,2.813888888888889,0.0,13.068981481481483,1.111898148148148,4.373888888888889,0.0,0.23076923076923078,13,0,0,0,0,2,2,0,0,0,1,0,0,2,3.7106200000000022,58.06300000000003,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
C1(=CC=CC=C1)CC1=C(C=CC=C1)O,0.175,9.571830120937264,0.3716232048374908,9.571830120937264,0.3716232048374908,0.7603045299219545,184.238,172.14199999999997,184.088815004,70,0.11860124567724632,-0.5076635900165576,0.5076635900165576,0.11860124567724632,0.7857142857142857,1.4285714285714286,2.142857142857143,16.25533754492654,10.045191623859143,1.9926403999044042,-2.0304470711180254,2.1858420127298945,-1.8692027208888657,5.35638645231448,0.469238841031802,2.2369588843757167,406.590556576089,9.803118619434354,7.850472799393139,7.850472799393139,6.860173345306139,4.6687474506491125,4.6687474506491125,3.291087586615162,3.291087586615162,2.229015894419408,2.229015894419408,1.4760890719461714,1.4760890719461714,-1.7599999999999996,2329.165208002809,8.821411268608355,3.9654429078224163,1.937915669188292,83.64767319215363,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,48.53093654769288,17.193270051855603,6.4208216229260096,0.0,5.106527394840706,0.0,0.0,6.4208216229260096,0.0,65.72420659954848,5.749511833283905,0.0,5.749511833283905,5.106527394840706,6.4208216229260096,0.0,11.126902983393991,54.59730361615449,0.0,20.23,0.0,5.106527394840706,0.0,5.749511833283905,11.984273114623004,5.563451491696996,6.06636706846161,36.39820241076966,12.13273413692322,0.0,0.0,0.0,9.571830120937264,2.1876851851851855,0.3716232048374908,17.58363000755858,0.7852314814814815,0.0,0.0,0.07692307692307693,14,1,1,0,0,2,2,1,1,1,2,0,0,2,2.9830000000000028,57.35480000000003,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0
Cc1ccccc1C2CCCCC2,0.128,2.310833333333333,0.856435185185185,2.310833333333333,0.856435185185185,0.6023850850590757,174.28699999999995,156.14299999999997,174.140850576,70,-0.01593375785197102,-0.06198449324339958,0.06198449324339958,0.01593375785197102,1.0,1.6923076923076923,2.3846153846153846,14.20748690508485,9.822963397153892,2.1561993247546125,-2.2285247764489453,2.3330512392590554,-2.0517119849542125,5.28757041422786,0.4422069895550763,2.183880369350461,269.1217287664019,9.096011838247808,8.422285251880869,8.422285251880869,6.377010097711745,5.4325219847121655,5.4325219847121655,4.191521881974906,4.191521881974906,3.233459501450724,3.233459501450724,2.458438606924599,2.458438606924599,-0.78,1459.756927542627,8.802256288894332,3.9521039064049184,1.9318196968211676,80.98016676674399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.52793314262448,36.81018947509803,0.0,0.0,0.0,0.0,0.0,44.94575136048206,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,6.923737199690624,49.14891714418543,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,37.667559606327046,5.563451491696996,0.0,31.18920547353706,0.0,0.0,0.0,0.0,3.0801851851851856,0.856435185185185,8.86890660430839,7.121120795540438,2.240018896447468,0.0,0.5384615384615384,13,0,0,1,1,1,1,0,0,0,1,1,1,2,4.042720000000003,57.00500000000004,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CC(C)C1CCCc2ccccc12,0.116,2.3400462962962965,0.793009259259259,2.3400462962962965,0.793009259259259,0.6077748915304565,174.287,156.14299999999997,174.140850576,70,-0.013602452588044154,-0.06218906455153762,0.06218906455153762,0.013602452588044154,1.2307692307692308,2.0,2.769230769230769,14.26050482157244,9.770137895334805,2.212167868676871,-2.2783607796363126,2.3567042526474564,-2.137730585295424,5.322985656899264,0.4334856924424393,2.3662155249606793,285.8447139279425,9.259148545064338,8.585421958697399,8.585421958697399,6.287693700234703,5.365860956554161,5.365860956554161,4.441552255219031,4.441552255219031,3.220546931395355,3.220546931395355,2.4839744022869565,2.4839744022869565,-0.78,1269.222326572108,8.802256288894332,3.5301885601159637,1.6259471361132916,80.98016676674399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.112942673227685,42.225179944494805,0.0,0.0,0.0,0.0,5.917906046161393,39.02784531432067,0.0,35.392371257240434,0.0,0.0,0.0,0.0,6.4208216229260096,5.917906046161393,43.73392667478865,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,19.26246486877803,11.126902983393991,0.0,38.112942673227685,0.0,0.0,0.0,0.0,3.2048148148148154,1.6031481481481478,8.962407407407408,4.049537037037037,4.680092592592593,0.0,0.5384615384615384,13,0,0,1,1,1,1,0,0,0,1,0,0,2,3.762500000000003,56.959000000000046,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
CC(C)(C)c1ccc2CCCc2c1,0.105,2.4050925925925926,0.3031944444444443,2.4050925925925926,0.3031944444444443,0.564664738998864,174.28699999999995,156.14299999999997,174.140850576,70,-0.013174989733046752,-0.05847505259975763,0.05847505259975763,0.013174989733046752,1.0,1.6923076923076923,2.3846153846153846,14.217721331466585,9.85389316204336,2.167938013492566,-2.194421057663372,2.282293840595936,-2.107677573907674,5.372450214852187,0.5892102193624684,2.4184022386559825,315.3004621440199,9.474691494688166,8.853371151128522,8.853371151128522,6.071498210711325,5.195140652899133,5.195140652899133,5.087042908137443,5.087042908137443,2.9645205558471917,2.9645205558471917,2.038339312400104,2.038339312400104,-0.78,1187.6596967440753,8.802256288894332,2.8663706351792015,1.6259471361132916,80.98016676674399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.970312804456704,41.367809813265794,0.0,0.0,0.0,0.0,0.0,45.448666937246685,0.0,34.88945568047582,0.0,0.0,0.0,0.0,18.2566337152488,0.0,43.882387697088866,18.19910120538483,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,24.825916360475023,11.126902983393991,0.0,38.970312804456704,0.0,0.0,0.0,0.0,4.950023148148148,0.0,7.023217592592593,3.932479213907785,6.844280045351474,0.0,0.5384615384615384,13,0,0,1,1,1,1,0,0,0,0,0,0,2,3.472800000000002,57.167000000000044,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
C1CCC2CCC3C(C12)CCCC3,0.119,1.5891203703703705,1.1602777777777775,1.5891203703703705,1.1602777777777775,0.5256549525402422,178.31899999999993,156.14299999999997,178.172150704,74,-0.03547703750916385,-0.053021310454583755,0.053021310454583755,0.03547703750916385,0.46153846153846156,1.0,1.7692307692307692,14.467203567943788,9.6249714322971,2.4138313116504233,-2.4280107628317626,2.518363758685134,-2.3341540446329296,4.918685521679103,0.07289348149926758,1.767004920772535,184.4773317567079,8.673362107437434,8.673362107437432,8.673362107437432,6.449489742783179,6.449489742783178,6.449489742783178,5.640579511162203,5.640579511162203,5.143934187227623,5.143934187227623,4.574167096448446,4.574167096448446,0.0,2537.2278026435606,8.32,3.292517006802721,1.3333333333333333,82.10106294000116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,49.354910676349604,0.0,0.0,0.0,0.0,23.671624184645573,57.787394606334104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.671624184645573,57.787394606334104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,17.75371813848418,57.787394606334104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681944444444444,0.0,14.151388888888889,0.0,0.0,1.0,13,0,0,3,3,0,0,0,0,0,0,3,3,3,4.002900000000003,55.51300000000005,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
C(C)C1=CC=C(C2=CC=CC=C12)C,0.184,2.2337962962962963,1.111898148148148,2.2337962962962963,1.111898148148148,0.6116760674124897,170.25499999999997,156.14299999999997,170.109550448,66,-0.014936284086537115,-0.06161948033101498,0.06161948033101498,0.014936284086537115,0.9230769230769231,1.6153846153846154,2.3076923076923075,14.040880880035486,9.99056940580884,1.9933354940555965,-2.057313763381447,2.217376916512252,-1.849789670323456,5.879641881157592,1.1568247051846736,2.8445179980827553,426.98639808407614,9.259148545064338,8.171208396324303,8.171208396324303,6.325698502695488,4.798694043492407,4.798694043492407,3.4407216156275116,3.4407216156275116,2.6132762937238163,2.6132762937238163,1.820451793525148,1.820451793525148,-1.2999999999999998,1332.0134952289022,8.305121210242419,3.213517826933512,1.3274811912996443,79.20789399442198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.321939610460284,35.243910234940216,0.0,0.0,0.0,10.772448428929591,0.0,20.268296022307258,0.0,47.52510539416365,0.0,0.0,0.0,0.0,6.4208216229260096,6.923737199690624,18.050640183084614,36.39820241076966,10.772448428929591,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,21.899351412323583,0.0,0.0,50.24567681015091,0.0,0.0,0.0,2.7980092592592594,2.813888888888889,0.0,13.068981481481481,1.111898148148148,4.373888888888889,0.0,0.23076923076923078,13,0,0,0,0,2,2,0,0,0,1,0,0,2,3.7106200000000022,58.06300000000003,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
CCCCCCCc1ccccc1,0.145,2.2611068594104307,1.2545181405895691,2.2611068594104307,1.2545181405895691,0.5697750172321101,176.30300000000003,156.14299999999997,176.15650064,72,-0.02788722794457005,-0.06538238321718637,0.06538238321718637,0.02788722794457005,0.8461538461538461,1.5384615384615385,2.230769230769231,13.970823828661969,10.060162039373232,1.9110672296793774,-1.9997240028169074,2.0760309314420784,-1.8435537745852453,5.1388994613445265,0.6320541102109868,2.0653801840299586,200.53811204568345,9.355524862241651,8.629392033067417,8.629392033067417,6.431851652578136,5.471343774302779,5.471343774302779,3.649812122026584,3.649812122026584,2.4118298825622118,2.4118298825622118,1.5773547736675622,1.5773547736675622,-0.78,1148.7760826409656,10.301833060556465,6.70550882196095,4.716887369664168,81.98599792027323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.938859033702705,18.405094737549014,0.0,0.0,0.0,0.0,0.0,45.448666937246685,0.0,35.89528683400505,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,44.59129680601767,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.08838122925306,0.0,0.0,37.255572541998674,0.0,0.0,0.0,0.0,1.4851837679516253,0.0,10.780731056311414,8.139644982993197,2.2611068594104307,0.0,0.5384615384615384,13,0,0,0,0,1,1,0,0,0,6,0,0,1,4.199500000000003,58.90500000000005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
C(CCCCC)C1=CC=C(C=C1)C,0.133,2.2558304988662132,1.2502777777777778,2.2558304988662132,1.2502777777777778,0.5919794275520847,176.303,156.14299999999997,176.15650064,72,-0.02788689690836001,-0.06538238174359431,0.06538238174359431,0.02788689690836001,0.9230769230769231,1.6153846153846154,2.230769230769231,13.97862294749947,10.052709497859224,1.9190474103130992,-2.006983984170709,2.0830771312075496,-1.851028697650875,5.206719912374199,0.6666184114179431,2.248742645991836,220.2985556220406,9.518661569058182,8.844934982691242,8.844934982691242,6.32569850269549,5.382027376825739,5.382027376825739,3.7962587314333094,3.7962587314333094,2.4396076603399894,2.4396076603399894,1.5106465049006457,1.5106465049006457,-0.78,991.1478946108474,10.301833060556465,5.795560659201102,4.117422127672802,81.98599792027322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.015121834012085,25.328831937239638,0.0,0.0,0.0,0.0,0.0,45.95158251401129,0.0,35.392371257240434,0.0,0.0,0.0,0.0,6.4208216229260096,6.923737199690624,43.73392667478865,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.23101109802404,0.0,0.0,38.112942673227685,0.0,0.0,0.0,0.0,2.8463067155874695,0.0,8.90958947467876,6.681861667506509,4.3955754755605945,0.0,0.5384615384615384,13,0,0,0,0,1,1,0,0,0,5,0,0,1,4.117820000000004,59.02500000000005,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
C1CCC(CC1)CC2CCCCC2,0.115,1.5833333333333335,1.122083333333333,1.5833333333333335,1.122083333333333,0.5851062745215123,180.33499999999995,156.14299999999997,180.187800768,76,-0.04116516072642097,-0.053285707406537305,0.053285707406537305,0.04116516072642097,0.5384615384615384,0.9230769230769231,1.3076923076923077,14.255808917255397,9.776205132194473,2.1972050601491064,-2.2824043772155043,2.343382102167035,-2.140983393912825,4.725145156776327,0.24433855179161032,1.6872141191211394,110.97373660251155,8.932875131431278,8.932875131431276,8.932875131431276,6.449489742783179,6.449489742783178,6.449489742783178,5.2437739499032885,5.2437739499032885,4.116156409449845,4.116156409449845,3.3170883743390274,3.3170883743390274,0.0,1589.7182302135147,9.551020408163266,5.024221453287197,3.0,83.1068940935304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.20821622926012,18.256633715248796,0.0,0.0,0.0,0.0,11.835812092322787,70.62903785218613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,70.62903785218613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,38.524929737556064,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.244166666666666,0.0,16.9225,0.0,0.0,1.0,13,0,0,2,2,0,0,0,0,0,2,2,2,2,4.537100000000004,57.76700000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
