feature,mean_abs_shap
VSA_EState3,0.003907377
MaxPartialCharge,0.003536648
VSA_EState8,0.0028938882
BCUT2D_MWLOW,0.0026924387
SlogP_VSA6,0.0024454945
SlogP_VSA8,0.0019445218
HallKierAlpha,0.0018952887
fr_unbrch_alkane,0.001718827
VSA_EState1,0.0015388288
BCUT2D_MRHI,0.0014621905
Kappa2,0.0014076544
VSA_EState6,0.0014026482
SMR_VSA1,0.0012320295
SlogP_VSA4,0.0011720713
BalabanJ,0.0011262351
VSA_EState4,0.0010680017
qed,0.00096909463
Ipc,0.0009399009
VSA_EState7,0.00093828887
BCUT2D_CHGHI,0.0009100741
BCUT2D_CHGLO,0.00083258614
MinPartialCharge,0.0008273509
EState_VSA9,0.00076902786
Chi1,0.00064784515
BCUT2D_LOGPHI,0.00055757875
BCUT2D_MRLOW,0.00054170866
NumRotatableBonds,0.0005181736
MinEStateIndex,0.00051513757
PEOE_VSA6,0.00051245355
SlogP_VSA2,0.00049336464
PEOE_VSA1,0.0004917813
BertzCT,0.00047590042
HeavyAtomMolWt,0.00041348452
MolWt,0.00041076454
FpDensityMorgan1,0.00038639642
PEOE_VSA7,0.00031134096
EState_VSA4,0.00030428902
MolLogP,0.00030133422
TPSA,0.00028506687
Kappa3,0.00028003159
Chi1n,0.0002757801
Chi4n,0.0002719901
EState_VSA8,0.00026821176
Chi2n,0.0002601469
SMR_VSA5,0.000245523
PEOE_VSA9,0.00024473754
SMR_VSA10,0.00021232806
EState_VSA3,0.00019754322
SlogP_VSA5,0.00019699195
MinAbsEStateIndex,0.0001883485
EState_VSA6,0.00016902453
VSA_EState2,0.0001147095
VSA_EState9,8.8511915e-05
