feature,mean_abs_shap
HeavyAtomMolWt,21.388786
Ipc,18.635221
Chi1,15.145581
VSA_EState3,9.4232645
BertzCT,8.660143
TPSA,8.094361
VSA_EState8,5.3699803
BCUT2D_MRLOW,4.5547748
MinPartialCharge,4.0059614
SMR_VSA1,2.952529
HallKierAlpha,1.3794858
fr_lactone,1.0438182
FractionCSP3,0.7969028
PEOE_VSA1,0.714056
fr_para_hydroxylation,0.7000064
fr_furan,0.61453265
fr_Al_OH_noTert,0.61119425
NumSaturatedHeterocycles,0.41311306
fr_C_O_noCOO,0.36101997
